category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
패션잡화,스타킹,26,9,12,36.0,21,5,0,0,0,23.8095,23.8095,4.0
조미료/건물,식용유지,25,4,11,31.0,20,4,1,0,0,20.0,20.0,7.75
미용/화장품,헤어스타일링,24,5,11,30.0,21,3,0,0,0,14.2857,14.2857,6.0
일용잡화,반려동물용품,24,10,16,29.0,19,3,1,1,0,15.7895,21.0526,2.9
즉석 식품,즉석조리,26,1,12,28.0,21,3,2,0,0,14.2857,14.2857,28.0
가정용품,행락용품,24,14,13,26.0,21,2,1,0,0,9.5238,9.5238,1.8571
음료,선물세트,16,4,5,24.0,10,5,1,0,0,50.0,50.0,6.0
가정용품,주방용품,19,4,7,23.0,15,3,1,0,0,20.0,20.0,5.75
건강/기호식품,쨈/꿀,17,2,12,22.0,14,2,0,1,0,14.2857,21.4286,11.0
조미료/건물,분말가루,17,4,9,21.0,13,3,1,0,0,23.0769,23.0769,5.25
가정용품,청소/작업용품,17,4,11,21.0,13,3,1,0,0,23.0769,23.0769,5.25
일용잡화,건전지,13,4,5,21.0,9,4,0,0,0,44.4444,44.4444,5.25
패션잡화,양말,17,5,7,18.0,14,1,0,1,1,7.1429,14.2857,3.6
디저트,떡,13,3,9,17.0,10,1,0,2,0,10.0,30.0,5.6667
미용/화장품,미용소품,17,7,9,16.0,13,1,0,1,2,7.6923,15.3846,2.2857
건강/기호식품,원컵,12,3,9,15.0,9,0,0,3,0,0.0,33.3333,5.0
H&B,칫솔치약세트,12,4,4,14.0,11,1,0,0,0,9.0909,9.0909,3.5
조미료/건물,장류,7,5,4,13.0,2,1,0,4,0,50.0,250.0,2.6
간식,냉장간식,9,1,5,10.0,6,1,1,1,0,16.6667,33.3333,10.0
문구/완구,노트/봉투,9,5,7,10.0,8,0,0,1,0,0.0,12.5,2.0
미용/화장품,남성화장품,3,1,1,5.0,2,1,0,0,0,50.0,50.0,5.0
문구/완구,기타문구,4,2,2,4.0,4,0,0,0,0,0.0,0.0,2.0
위생용품,기저귀,2,2,1,2.0,2,0,0,0,0,0.0,0.0,1.0
전통주,선물세트,1,1,1,2.0,0,0,0,1,0,0.0,100.0,2.0
신선,쌀/잡곡,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
가정용품,살충제,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
가정용품,욕실용품,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
