상품명,연결중심성,매개중심성,연결&매개 상위 10% 여부,ip포함여부
CJ)쁘띠첼푸딩초코베어90g,0.0,0.0,0,X
CJ)쁘띠첼스윗롤그린티밀크45g,0.0,0.0,0,X
태웅)합격찹쌀떡8구,0.0,0.0,0,X
돌코리아)바나나푸딩100g,0.0,0.0,0,X
CJ)워터젤리플러스포도160ml,0.0,0.0,0,X
유라찹쌀떡세트(6구),0.0,0.0,0,X
쥬빌리)포근포근치즈타임딸기75g,0.0,0.0,0,X
희소당)초코청크브라우니40g,0.0,0.0,0,X
MDS)자몽라임푸딩110g,0.0,0.0,0,X
본화과)프리미엄세트,0.0,0.0,0,X
수라상명장떡세트,0.0,0.0,0,X
유라찹쌀떡선물세트,0.0,0.0,0,X
삼립)대박찹쌀떡100g,0.0,0.0,0,X
CJ쁘띠첼라이스푸딩단호박95g,0.0,0.0,0,X
삼립)떠먹는딸기롤케익55g,0.0,0.0,0,X
북해도)레어치즈케익76g,0.0,0.0,0,X
북해도)망고파르페86g,0.0,0.0,0,X
삼립)카페스노우단팥빵90g,0.0,0.0,0,X
북해도)티라미수91g,0.0,0.0,0,X
북해도)밤몽블랑86g,0.0,0.0,0,X
성모)콩인절미3500,0.0,0.0,0,X
성모)가래떡5000,0.0,0.0,0,X
CJ)에끌레어라즈베리48g,0.0,0.0,0,X
쥬빌리)드링킹푸딩로열초코110g,0.0,0.0,0,X
CJ)워터젤리플러스자몽170ml,0.0,0.0,0,X
뚜또)유기농사과젤리75g,0.0,0.0,0,X
CJ)워터젤리플러스망고170ml,0.0,0.0,0,X
고려)찹쌀떡4000,0.0,0.0,0,X
고려)삼색경단4000,0.0,0.0,0,X
고려)증편4000,0.0,0.0,0,X
고려)흑미영양떡3500,0.0,0.0,0,X
삼립)떠먹는망고롤케익55g,0.0,0.0,0,X
고려)콩가루찰떡5000,0.0,0.0,0,X
유라가선물세트,0.0,0.0,0,X
본화과)가을수확세트,0.0,0.0,0,X
유라가)흰찹쌀떡90g,0.0,0.0,0,X
그린)기쁘미호두타르트90g,0.0,0.0,0,X
만나역코코슈퍼문85g,0.0,0.0,0,X
삼립)애플롤케익55g,0.0,0.0,0,X
태웅)합격찹쌀떡6구,0.0,0.0,0,X
합격초코타르트200g,0.0,0.0,0,X
태웅)찹쌀떡낱개(16년),0.0,0.0,0,X
만나역티라롱슈퍼문90g,0.0,0.0,0,X
본화과)특선종합세트,0.0,0.0,0,X
전통명과프리미엄세트,0.0,0.0,0,X
DOLE)망고요거트젤리130g,0.0,0.0,0,X
성모)쑥영양떡5000,0.0,0.0,0,X
고려)고구마웰빙떡3000,0.0,0.0,0,X
고려)수수찰떡3000,0.0,0.0,0,X
CJ)쁘띠첼푸딩카페라떼95g,0.0,0.0,0,X
롯데)그린티크림모찌80g,0.0,0.0,0,X
고려당)우유생크림단팥빵95g,0.0,0.0,0,X
삼립)스노우생크림케익60g,0.0,0.0,0,X
아워홈)그린티크림쉬폰70g,0.0,0.0,0,X
CJ)스윗푸딩뉴욕치즈95g,0.0,0.0,0,X
엘유)크림카스테라120g,0.0,0.0,0,X
밀속)수제오믈렛(화이트)45g,0.0,0.0,0,X
태웅)비스킷슈(초코)70g,0.0,0.0,0,X
삼립)제리뽀(복숭아)90g,0.0,0.0,0,X
삼립)블루베리치즈타르트50g,0.0,0.0,0,X
삼립)신호등모찌100g,0.0,0.0,0,X
삼립)크림치즈슈3입,0.0,0.0,0,X
오뚜기)리얼요거트푸딩딸기,0.0,0.0,0,X
프리미엄명장세트1호,0.0,0.0,0,X
프리미엄쿠키선물세트,0.0,0.0,0,X
프리미엄쿠키복합선물세트,0.0,0.0,0,X
몽슈슈)로즈휘낭시에12입,0.0,0.0,0,X
몽슈슈)슬림파운드2입세트,0.0,0.0,0,X
롯데)롯데샌드파인케익70g,0.0,0.0,0,X
몽슈슈)로즈휘낭시에9입(본부),0.0,0.0,0,X
태웅)합격찹쌀떡10구,0.0,0.0,0,X
엘유)오버액션토끼초코크림빵,0.0,0.0,0,X
고려당)모찌롤세트3입,0.0,0.0,0,X
엘유)캐롯스틱케익35g,0.0,0.0,0,X
프리미엄명장세트,0.0,0.0,0,X
코코브루니봉봉16구,0.0,0.0,0,X
유라가)인절미8입120g,0.0,0.0,0,X
CJ)쁘띠첼밀감플러스160g,0.0,0.0,0,X
롯데)스윗브라우니125g,0.0,0.0,0,X
롯데)순우유딸기케익74g,0.0,0.0,0,X
참조은)딸기모찌2입120g,0.0,0.0,0,X
매일)데르뜨자몽130g,0.0,0.0,0,X
참조은)애플크럼블스틱파이40g,0.0,0.0,0,X
CJ)쁘띠첼포도플러스160g,0.0,0.0,0,X
스푼즈)흑임자크림모찌75g,0.0,0.0,0,X
유라가)쑥인절미8입120g,0.0,0.0,0,X
참조은)리얼치즈스틱케익50g,0.0,0.0,0,X
삼립)딸기콕콕슈90g,0.0,0.0,0,X
CJ)워터젤리요거플레인170ml,0.0,0.0,0,X
아워홈)곤약젤리레몬머틀130ml,0.0,0.0,0,X
삼립)미니케익콜드브루135g,0.0,0.0,0,X
유라가)크림치즈찹쌀떡120g,0.0,0.0,0,X
롯데)망고비타곤약젤리150ml,0.0,0.0,0,X
오뚜기)젤리틱딸기양갱330g,0.0,0.0,0,X
MDS)홍차퐁떡155g,0.0,0.0,0,X
프리미엄 궁중 두텁떡 세트,0.0,0.0,0,X
CJ)워터젤리제로레몬170ml,0.0,0.0,0,X
도쿄밀크치즈팩토리 3종,0.0,0.0,0,X
오뚜기)스위트앤젤파인애플90g,0.0,0.0,0,X
제이탑)달달꿀떡200g,0.0,0.0,0,X
제이탑)합격찹쌀떡(낱개),0.0,0.0,0,X
삼립)가나슈케익130g,0.0,0.0,0,X
강성은명과 동백세트,0.0,0.0,0,X
루시)레드벨벳케이크145g,0.0,0.0,0,X
CJ)까망베르치즈케이크95g,0.0,0.0,0,X
박찬회화과자 특선만주 20구,0.0,0.0,0,X
한입원바이트 미니보틀케익세트,0.0,0.0,0,X
한입원바이트 굴림떡24입세트,0.0,0.0,0,X
뚜또)아몬드젤리110g,0.0,0.0,0,X
뚜또)오트밀젤리110g,0.0,0.0,0,X
루시)딸기케이크100g,0.0,0.0,0,X
제이탑)옥수수골드모찌110g,0.0,0.0,0,X
루시)초콜릿케이크130g,0.0,0.0,0,X
제이탑)바나나모찌100g,0.0,0.0,0,X
루시)라즈베리컵케익85g,0.0,0.0,0,X
오리온)모찌슈밀크크림45g,0.0,0.0,0,X
참조은)레드벨벳롤케익90g,0.0,0.0,0,X
고려)바람떡1800,0.0,0.0,0,X
고려)바람떡4000,0.0,0.0,0,X
고려)꿀떡1800,0.0,0.0,0,X
삼립)맘모스컵케익120g,0.0,0.0,0,X
제이탑)이게정말불떡200g,0.0,0.0,0,X
삼립)블루베리생크림크레페80g,0.0,0.0,0,X
특판)초코케익,0.0,0.0,0,X
루시)흑당밀크티컵케익121g,0.0,0.0,0,X
루시)복숭아케익58g,0.0,0.0,0,X
제이탑)NEW달달꿀떡180g,0.0,0.0,0,X
삼립)끼리크림치즈미니케익140g,0.0,0.0,0,X
의정부)쑥영양떡3800,0.0,0.0,0,X
의정부)경단3800,0.0,0.0,0,X
의정부)증편3800,0.0,0.0,0,X
의정부)바람떡3800,0.0,0.0,0,X
고려)백설기3500,0.0,0.0,0,X
복담)단호박크림찹쌀떡세트,0.0,0.0,0,X
한입)굴림떡12입세트,0.0,0.0,0,X
롯데)더블비얀코컵케익95g,0.0,0.0,0,X
삼립)진한쇼콜라브라우니150g,0.0,0.0,0,X
삼립)진한쇼콜라롤케익120g,0.0,0.0,0,X
루시)단호박무스컵케익92g,0.0,0.0,0,X
제이탑)합격찹쌀떡(낱개)50g,0.0,0.0,0,X
제이탑)자색고구마말랑찰떡85g,0.0,0.0,0,X
빙그레)빵또아초코청크케이크70g,0.0,0.0,0,X
루시)초코쿠키컵케익100g,0.0,0.0,0,X
루시카토)HappyX-mas케이크,0.0,0.0,0,X
롯데)생크림케이크,0.0,0.0,0,X
더바움)프리미엄치즈케이크,0.0,0.0,0,X
지유)초코크런치미니케익,0.0,0.0,0,X
말렌카)호두허니케이크,0.0,0.0,0,X
말렌카)코코아허니미니케이크,0.0,0.0,0,X
고려당)써니카스테라초코100g,0.0,0.0,0,X
고려당)제주한라봉롤케익100g,0.0,0.0,0,X
루시)노오란치즈케익102g,0.0,0.0,0,X
지유)딥쇼콜라케이크(APP),0.0,0.0,0,X
루시)커피젤리컵케익140g,0.0,0.0,0,X
한입)굴림떡16입세트,0.0,0.0,0,X
말렌카)코코아허니케이크,0.0,0.0,0,X
아우구스타파네토네500g,0.0,0.0,0,X
더바움)밀크레이프(성모),0.0,0.0,0,X
루시)레인보우케이크(특판),0.0,0.0,0,X
제이탑)가나슈마카롱3입69g,0.0,0.0,0,X
삼립)리얼딸기크레페85g,0.0,0.0,0,X
롯데)초코타르트50g,0.0,0.0,0,X
오리온)초코파이하우스오리지널,0.0,0.0,0,X
에스더)베리블루베리마카롱1입,0.0,0.0,0,X
의정부)과일맛경단3800,0.0,0.0,0,X
의정부)영양떡3800,0.0,0.0,0,X
고려)바나나찰떡3500,0.0,0.0,0,X
고려)과일맛경단2000,0.0,0.0,0,X
성모)바나나찰떡4000,0.0,0.0,0,X
삼립)펭수쇼콜라케익115g,0.0,0.0,0,X
루시)딸기딸기치즈케익130g,0.0,0.0,0,X
루시)레인보우케이크110g,0.0,0.0,0,X
삼립)펭수초코우유롤150g,0.0,0.0,0,X
뚜또)키위파인160g,0.0,0.0,0,X
비원)젤리Ro자몽히비스커스130g,0.0,0.0,0,X
루시)민트초코케이크100g,0.0,0.0,0,X
루시)민트초코마카롱3입90g,0.0,0.0,0,X
제이탑)설빙인절미160g,0.0,0.0,0,X
루시)케익이달고나90g,0.0,0.0,0,X
롯데)미니언즈에그타르트50g,0.0,0.0,0,X
오리온)오리지널초코파이52g,0.0,0.0,0,X
오리온)레드벨벳초코파이59g,0.0,0.0,0,X
MDS)젤리블리포도(4입)240g,0.0,0.0,0,X
삼립)뽀빠이더블치즈미니케익,0.0,0.0,0,X
20추석)본화과프리미엄세트,0.0,0.0,0,X
20추석)제라헌베스트세트,0.0,0.0,0,X
음식백과)콩쥐팥쥐케이크130g,0.0,0.0,0,X
제이탑)달고나롤케익100g,0.0,0.0,0,X
삼립)사르르치즈수플레(3입)87g,0.0,0.0,0,X
영천)귤떡60g(직납),0.0,0.0,0,X
빚은바람떡(특판),0.0,0.0,0,X
빚은삼색방울떡(특판),0.0,0.0,0,X
롯데)빵판다쌀쉬폰케이크228g,0.0,0.0,0,X
삼립)쑥떡쑥떡인절미80g,0.0,0.0,0,X
루시)옥고밤마카롱(3입)70g,0.0,0.0,0,X
제이탑)설빙인절미티라미수160g,0.0,0.0,0,X
매일)자허토르테,0.0,0.0,0,X
루시)미니언즈자색고구마케익,0.0,0.0,0,X
매일)우유크림롤케이크,0.0,0.0,0,X
매일)허니카스텔라,0.0,0.0,0,X
터틀힙)리스레터링케이크,0.0,0.0,0,X
매일)크리스마스트리마들렌(3입),0.0,0.0,0,X
그래인스)콜렉션쿠키세트,0.0,0.0,0,X
제이탑)합격원정대찹쌀떡(낱개),0.0,0.0,0,X
오리온)초코파이크리스마스기획,0.0,0.0,0,X
삼립)허쉬마카롱(3입)65g,0.0,0.0,0,X
APP예약)매일우유크림케이크,0.0,0.0,0,X
APP예약)매일마스카포네티라미수,0.0,0.0,0,X
채미소)메밀소바2500,0.0,0.0,0,X
채미소)씨푸드샐러드1200,0.0,0.0,0,X
채미소)미트소스스파게티,0.0,0.0,0,X
채미소)웰빙맛살샐러드1500,0.0,0.0,0,X
채미소)크림소스스파게티,0.0,0.0,0,X
S)샐러드우동,0.0,0.0,0,X
S)샘밭막국수,0.0,0.0,0,X
S)맛살샐러드,0.0,0.0,0,X
S)메밀소바2500,0.0,0.0,0,X
S)샘밭막국수2500,0.0,0.0,0,X
S)오렌지드레싱300,0.0,0.0,0,X
CJ)콘크림스프,0.0,0.0,0,X
채미소)그릴치킨크림파스타,0.0,0.0,0,X
쉐푸드)가쓰오우동1500,0.0,0.0,0,X
채미소)소시지파프리카스파게티,0.0,0.0,0,X
채미소)메밀소바2800,0.0,0.0,0,X
피자로)통새우파킷피자,0.0,0.0,0,X
채미소)팝콘치킨샐러드2500,0.0,0.0,0,X
피자로)베이컨피자,0.0,0.0,0,X
즉석라면2000,0.0,0.0,0,X
쉐푸드)치킨또띠아,0.0,0.0,0,X
쉐푸드)미니크림스파게티,0.0,0.0,0,X
쉐푸드)팝콘치킨샐러드,0.0,0.0,0,X
쉐푸드)비빔생라면,0.0,0.0,0,X
쉐푸드)케이준치킨샐러드,0.0,0.0,0,X
칠리새우또띠아,0.0,0.0,0,X
단호박또띠아,0.0,0.0,0,X
지지)매운불고기피자105g,0.0,0.0,0,X
채미소)판자넬라샐러드,0.0,0.0,0,X
에이스)소세지야채팡,0.0,0.0,0,X
쉐푸드)아몬드S샐러드,0.0,0.0,0,X
풀무원)올바른샐러드단호박100g,0.0,0.0,0,X
구스또슈퍼슈프림피자,0.0,0.0,0,X
풀무원)올바른샐러드(참치),0.0,0.0,0,X
MDS)크래미샐러드,0.0,0.0,0,X
롯데푸드)팝콘치킨샐러드147g,0.0,0.0,0,X
롯데푸드)New햄&치즈또띠아190g,0.0,0.0,0,X
점보피자빵,0.0,0.0,0,X
MDS)콘샐러드110g,0.0,0.0,0,X
아워홈)떠먹는포테이토피자180g,0.0,0.0,0,X
풀무원)감자&파스타샐러드바,0.0,0.0,0,X
콘참치샐러드,0.0,0.0,0,X
오리엔탈드레싱50g,0.0,0.0,0,X
오리엔탈드레싱쿠폰,0.0,0.0,0,X
파인요거트드레싱50g,0.0,0.0,0,X
풀무원)모짜렐라브리또비프115g,0.0,0.0,0,X
풀무원)모짜렐라브리또치킨115g,0.0,0.0,0,X
풀무원)모짜렐라브리또치즈115g,0.0,0.0,0,X
아워홈)떠먹는핫멕시칸피자180g,0.0,0.0,0,X
MDS)햄마카로니샐러드110g,0.0,0.0,0,X
샌드팜)하와이안브리또,0.0,0.0,0,X
풀무원)크레페호두카라멜90g,0.0,0.0,0,X
지지)한입피자고르곤졸라56g,0.0,0.0,0,X
지지푸드)한입피자불고기56g,0.0,0.0,0,X
지지)한입피자체다치즈56g,0.0,0.0,0,X
롯데푸드)크루통컵샐러드100g,0.0,0.0,0,X
삼립)샌드랩매콤치킨110g,0.0,0.0,0,X
점보피자(콤비네이션)205g,0.0,0.0,0,X
세븐밀)크루통컵샐러드100g,0.0,0.0,0,X
세븐밀)케이준치킨샐러드,0.0,0.0,0,X
롯데푸드)새우칠리스파게티323g,0.0,0.0,0,X
롯데)친환경어린입40g,0.0,0.0,0,X
풀무원)샐러드가든(프렌치)130g,0.0,0.0,0,X
와이즈엘)포켓피자(콤비네이션),0.0,0.0,0,X
와이즈엘)포켓피자(불고기)100g,0.0,0.0,0,X
롯데푸드)콘크림스프188g,0.0,0.0,0,X
MDS)에그마카로니샐러드110g,0.0,0.0,0,X
점보피자(페퍼로니)200g,0.0,0.0,0,X
맛있는행복)콘샐러드110g,0.0,0.0,0,X
대향)모짜렐라치즈샐러드160g,0.0,0.0,0,X
CJ)행복한콩브런치두부(단호박),0.0,0.0,0,X
아이플)포켓피자(불닭)100g,0.0,0.0,0,X
오곡콤비네이션피자,0.0,0.0,0,X
롯데)로제스파게티세트,0.0,0.0,0,X
대향)그린믹스샐러드60g,0.0,0.0,0,X
동방)딜리셔스발사믹드레싱25g,0.0,0.0,0,X
풀무원)올바른깔조네(치킨크림),0.0,0.0,0,X
진주햄)오마이래퍼(햄치즈),0.0,0.0,0,X
엠디원)담백한크림치즈베이글,0.0,0.0,0,X
삼립)콤비네이션씬피자75g,0.0,0.0,0,X
아워홈)비프퀘사디아90g,0.0,0.0,0,X
한스)치즈롱스틱빵90g,0.0,0.0,0,X
삼립)롱소시지브레드90g,0.0,0.0,0,X
삼립)핫치킨한입92g,0.0,0.0,0,X
그린)풀드포크피자(11인치),0.0,0.0,0,X
그린)라자냐220g,0.0,0.0,0,X
아워홈)할라피뇨퀘사디아90g,0.0,0.0,0,X
MDS)알퐁달퐁에그&콘샐러드160g,0.0,0.0,0,X
삼립)콘치즈치킨그라탕220g,0.0,0.0,0,X
MDS)알퐁달퐁에그&에그샐러드170,0.0,0.0,0,X
삼립)삼각김빵참치마요120g,0.0,0.0,0,X
삼립)숯불불고기떡볶이250g,0.0,0.0,0,X
엠디원)오리지널치즈케밥130g,0.0,0.0,0,X
소반)포테이토샐러드150g,0.0,0.0,0,X
씨브이)수제애플파이110g,0.0,0.0,0,X
씨브이)수제비프파이110g,0.0,0.0,0,X
삼립)빠오즈불고기당면120g,0.0,0.0,0,X
삼립)빠오즈매콤깐풍기120g,0.0,0.0,0,X
사조)한입피자콤비네이션80g,0.0,0.0,0,X
풀무원)모짜렐라브리또텐더115g,0.0,0.0,0,X
삼립)퀴노아바질미니샐러드138g,0.0,0.0,0,X
삼립)트리플치즈페퍼로니피자180,0.0,0.0,0,X
씨브이)수제콘파이110g,0.0,0.0,0,X
그린)트리플치즈피자380g,0.0,0.0,0,X
대명)감자전136g,0.0,0.0,0,X
삼립)매콤불고기부리또115g,0.0,0.0,0,X
MDS)맥앤피자255g,0.0,0.0,0,X
소반)크래미아샐러드110g,0.0,0.0,0,X
삼립)쉬림프튜나미니샐러드135g,0.0,0.0,0,X
네떼)리코타과일샐러드165g,0.0,0.0,0,X
삼립)매콤달콤닭강정부리또120g,0.0,0.0,0,X
롯데)채소스틱180g,0.0,0.0,0,X
롯데)달걀믹스샐러드143g,0.0,0.0,0,X
빙그레)요거샐러드골드키위180g,0.0,0.0,0,X
프레시지)리코타치즈샐러드(앱),0.0,0.0,0,X
MDS)NEW맥앤랍255g,0.0,0.0,0,X
네떼)아시안누들샐러드175g,0.0,0.0,0,X
MDS)단호박스프240g,0.0,0.0,0,X
MDS)콘스프240g,0.0,0.0,0,X
삼립)핸디피자페퍼로니95g,0.0,0.0,0,X
빙그레)리코타치즈샐러드160g,0.0,0.0,0,X
엠디원)큐브스테이크케밥120g,0.0,0.0,0,X
빙그레)요거샐러드딸기180g,0.0,0.0,0,X
삼립)딥치즈&치킨샐러드137g,0.0,0.0,0,X
삼립)펭수스노우볼볶음빵95g,0.0,0.0,0,X
삼립)에그마요스쿱샐러드120g,0.0,0.0,0,X
동원)머쉬룸차우더260g,0.0,0.0,0,X
음식백과)치킨치즈브레드샐러드,0.0,0.0,0,X
삼립)페스츄리핸디피자불고기130,0.0,0.0,0,X
삼립)페스츄리핸디피자핫치킨,0.0,0.0,0,X
삼립)에그가먼저닭미니샐러드,0.0,0.0,0,X
프레시지)닭가슴살가든샐러드,0.0,0.0,0,X
성보)칠리치즈포테이토200g,0.0,0.0,0,X
MDS)베이컨까르보나라파스타,0.0,0.0,0,X
지지)햄치즈브리또120g,0.0,0.0,0,X
MDS)투움바파스타230g,0.0,0.0,0,X
삼립)불고기누들볼샐러드,0.0,0.0,0,X
PB)햄&포테이토샐러드110g,0.0,0.0,0,O
삼립)로제치킨미니샐러드157g,0.0,0.0,0,X
삼립)허브치킨에그볼샐러드185g,0.0,0.0,0,X
MDS)치킨크림리조또230g,0.0,0.0,0,X
삼립)페스츄리핸디피자머쉬룸,0.0,0.0,0,X
지지)고구마콘치즈브리또120g,0.0,0.0,0,X
삼립)콩단백숯불구이샐러드168g,0.0,0.0,0,X
삼립)두부텐더볼샐러드168g,0.0,0.0,0,X
삼립)생치즈콤비네이션피자137g,0.0,0.0,0,X
삼립)생치즈불고기피자137g,0.0,0.0,0,X
삼립)갈릭페퍼치킨미니샐러드,0.0,0.0,0,X
롯데)어니언불고기샐러드183g,0.0,0.0,0,X
삼립)탄단지훈제목살볼샐러드,0.0,0.0,0,X
삼립)탄단지핫치킨텐더볼샐러드,0.0,0.0,0,X
삼립)더블치즈피자포테이토120g,0.0,0.0,0,X
삼립)탄단지고구마에그샐러드,0.0,0.0,0,X
삼립)탄단지참깨소불고기볼,0.0,0.0,0,X
PB)치킨&치즈브리또115g,0.0,0.0,0,O
훈스)빅고구마피자빵100g,0.0,0.0,0,X
MDS)칠리소세지야채볶음230g,0.0,0.0,0,X
삼립)인절미콩떡콩떡미니샐러드,0.0,0.0,0,X
삼립)콜라겐치킨텐더미니샐러드,0.0,0.0,0,X
삼립)탄단지모짜치킨볼샐러드,0.0,0.0,0,X
MDS)베이컨알리오올리오파스타,0.0,0.0,0,X
삼립)탄단지로제텐더밀박스,0.0,0.0,0,X
MDS)옥수수콘치즈255g,0.0,0.0,0,X
삼립)바질치킨누들샐러드177g,0.0,0.0,0,X
삼립)오트메추리알미니샐러드,0.0,0.0,0,X
삼립)치킨찹찹미니샐러드145g,0.0,0.0,0,X
삼립)인도식치킨마크니볼샐러드,0.0,0.0,0,X
삼립)멕시코식치킨&나초볼샐러드,0.0,0.0,0,X
MDS)베지엠플랜트찜닭160g,0.0,0.0,0,X
동원)머쉬룸앤스윗펌킨샐러드190,0.0,0.0,0,X
훈스)도라에몽모짜햄인더고로케,0.0,0.0,0,X
삼립)리코타뮤즐리미니샐러드,0.0,0.0,0,X
푸드금액키,0.0,0.0,0,X
햇반찬２,0.0,0.0,0,X
장군의닭발２편,0.0,0.0,0,X
김치군만두,0.0,0.0,0,X
닭산적,0.0,0.0,0,X
신농）찐감자（200ｇ）,0.0,0.0,0,X
정농원）청포묵300Ｇ,0.0,0.0,0,X
미역부각스넥,0.0,0.0,0,X
장군의잡채２편,0.0,0.0,0,X
신농）찐고구마１００Ｇ,0.0,0.0,0,X
닭살카레튀김180Ｇ,0.0,0.0,0,X
너겟,0.0,0.0,0,X
닭강정＆옥수수버터구이,0.0,0.0,0,X
김치전＆꼬치산적,0.0,0.0,0,X
골뱅이무침,0.0,0.0,0,X
크리스마스파티세트２２일,0.0,0.0,0,X
크리스마스파티세트２５일,0.0,0.0,0,X
즉석김치왕만두７０Ｇ,0.0,0.0,0,X
유미뼈없는닭발,0.0,0.0,0,X
유미양념닭발,0.0,0.0,0,X
야끼만두,0.0,0.0,0,X
오뎅볶음,0.0,0.0,0,X
해파리냉채,0.0,0.0,0,X
새알떡볶이그라탕,0.0,0.0,0,X
야채튀김＆감자샐러드,0.0,0.0,0,X
미니치킨롤2300,0.0,0.0,0,X
불고기냄비우동,0.0,0.0,0,X
동지팥죽,0.0,0.0,0,X
야채죽,0.0,0.0,0,X
찐만두,0.0,0.0,0,X
문어구이（떡볶기맛）,0.0,0.0,0,X
소세지케찹볶음,0.0,0.0,0,X
만두튀김,0.0,0.0,0,X
양념치킨,0.0,0.0,0,X
문어오징어스틱（5入）,0.0,0.0,0,X
새우오징어스틱（5入）,0.0,0.0,0,X
완두콩오징어스틱,0.0,0.0,0,X
장군의닭꼬지２편,0.0,0.0,0,X
불고기고로케（2입）,0.0,0.0,0,X
모듬전,0.0,0.0,0,X
반)땅콩멸치조림,0.0,0.0,0,X
반)무말랭이무침,0.0,0.0,0,X
CJ)메추리알조림,0.0,0.0,0,X
C)햇찬진미채무침,0.0,0.0,0,X
C)햇찬무말랭이무침,0.0,0.0,0,X
두산)북어포조림,0.0,0.0,0,X
반)미역국,0.0,0.0,0,X
탕수육,0.0,0.0,0,X
모듬나물,0.0,0.0,0,X
삼구)모듬튀김,0.0,0.0,0,X
불고기전골,0.0,0.0,0,X
한성)오징어젓갈140g,0.0,0.0,0,X
비프롤또띠아2600,0.0,0.0,0,X
CJ)우엉채조림1600,0.0,0.0,0,X
