date,가공식품,간식,건강/기호식품,과자,냉동,냉장,디저트,맥주,면,미반,빵,신선,아이스크림,안주,양주와인,유음료,음료,전통주,조리빵,조미료/건물,즉석 식품,즉석음료
2025-02-18,3050.0,510.0,3969.0,40816.0,322.0,10296.0,1505.0,9474.0,15033.0,18362.0,6036.0,1265.0,3576.0,1454.0,1696.0,29231.0,53620.0,7201.0,4163.0,368.0,3590.0,3908.0
2025-02-19,3122.0,517.0,4181.0,41295.0,297.0,10226.0,1484.0,10157.0,15668.0,18561.0,6105.0,1379.0,3719.0,1559.0,1805.0,28790.0,53997.0,7451.0,4109.0,390.0,3559.0,3945.0
2025-02-20,2917.0,477.0,4581.0,42584.0,326.0,10137.0,1781.0,10123.0,15993.0,18658.0,6392.0,1340.0,4350.0,1590.0,1731.0,28922.0,55249.0,7317.0,4224.0,395.0,3640.0,4010.0
2025-02-21,2850.0,522.0,5885.0,45355.0,278.0,9793.0,1650.0,12801.0,15859.0,18145.0,6360.0,1250.0,4352.0,1830.0,2291.0,29610.0,58819.0,8608.0,3983.0,387.0,3654.0,4394.0
2025-02-22,2399.0,411.0,6532.0,41232.0,294.0,7456.0,1828.0,13720.0,13625.0,12902.0,4733.0,1124.0,5090.0,1903.0,2607.0,25720.0,59238.0,9259.0,2913.0,378.0,2925.0,4562.0
2025-02-23,2622.0,412.0,4151.0,38203.0,305.0,6947.0,2124.0,12423.0,13747.0,11605.0,4448.0,1186.0,4628.0,1577.0,2029.0,22947.0,50295.0,8518.0,2509.0,471.0,2339.0,3782.0
2025-02-24,2996.0,418.0,3792.0,40639.0,314.0,9135.0,1661.0,9651.0,15054.0,18159.0,6049.0,1274.0,3827.0,1569.0,1626.0,28876.0,53242.0,7067.0,4106.0,403.0,3228.0,3917.0
2025-02-25,2960.0,517.0,4023.0,42137.0,326.0,10077.0,1754.0,10160.0,15457.0,18411.0,6178.0,1316.0,4349.0,1618.0,1694.0,30252.0,56659.0,7291.0,4187.0,386.0,3557.0,4245.0
2025-02-26,2905.0,552.0,4047.0,43142.0,292.0,9921.0,2477.0,10554.0,15249.0,18468.0,6135.0,1440.0,4624.0,1669.0,1714.0,30777.0,59122.0,7429.0,4174.0,391.0,3548.0,4304.0
2025-02-27,2768.0,466.0,4816.0,42958.0,286.0,10045.0,1932.0,10730.0,15434.0,18707.0,6348.0,1367.0,5346.0,1644.0,1705.0,31624.0,64080.0,7509.0,4238.0,419.0,4015.0,4753.0
2025-02-28,2788.0,478.0,6094.0,46498.0,290.0,9520.0,2228.0,14075.0,15472.0,18022.0,6177.0,1456.0,6198.0,1899.0,2494.0,32338.0,69231.0,8878.0,4091.0,388.0,3752.0,5203.0
2025-03-01,2147.0,463.0,6407.0,38957.0,274.0,6889.0,2948.0,14326.0,12586.0,12182.0,4430.0,1245.0,7085.0,1831.0,2844.0,25988.0,65045.0,9059.0,2791.0,394.0,3027.0,5221.0
2025-03-02,1958.0,356.0,4218.0,34669.0,287.0,6732.0,2017.0,13050.0,12547.0,11060.0,4026.0,987.0,5459.0,1762.0,2471.0,22404.0,51132.0,9284.0,2647.0,392.0,2071.0,4228.0
2025-03-03,2147.0,331.0,2698.0,30574.0,258.0,5704.0,1625.0,10112.0,11014.0,10470.0,4104.0,919.0,4195.0,1287.0,1690.0,20312.0,43961.0,7207.0,2624.0,352.0,2236.0,3530.0
2025-03-04,2864.0,444.0,3175.0,37218.0,262.0,9249.0,1662.0,9013.0,14618.0,18875.0,5591.0,1261.0,3662.0,1377.0,1434.0,27514.0,47343.0,6628.0,4087.0,336.0,2920.0,3567.0
2025-03-05,2878.0,433.0,3632.0,39267.0,282.0,9283.0,1842.0,9838.0,14315.0,18806.0,5824.0,1520.0,4468.0,1421.0,1391.0,30265.0,54518.0,6949.0,3991.0,377.0,3428.0,4034.0
2025-03-06,2672.0,493.0,4161.0,40050.0,307.0,9611.0,1676.0,10060.0,14985.0,19186.0,5983.0,1497.0,4926.0,1554.0,1539.0,30819.0,56666.0,7063.0,4031.0,420.0,3504.0,4351.0
2025-03-07,2704.0,573.0,5817.0,43894.0,353.0,9692.0,1494.0,13340.0,15136.0,18831.0,6050.0,1357.0,5801.0,1773.0,2292.0,31238.0,61220.0,8556.0,4115.0,336.0,3582.0,4868.0
2025-03-08,2201.0,492.0,6664.0,44643.0,311.0,8002.0,1711.0,13640.0,14136.0,13553.0,5175.0,1266.0,6909.0,1762.0,2490.0,28814.0,66114.0,9106.0,3163.0,430.0,3742.0,5442.0
2025-03-09,2365.0,436.0,3568.0,39119.0,268.0,7087.0,1456.0,13208.0,13184.0,11770.0,4481.0,1290.0,6672.0,1613.0,2379.0,25825.0,58297.0,8355.0,2802.0,430.0,3725.0,4909.0
2025-03-10,2774.0,460.0,3220.0,39685.0,294.0,9661.0,1329.0,9702.0,13617.0,17614.0,5545.0,1300.0,4666.0,1606.0,1565.0,31884.0,55391.0,6796.0,4195.0,388.0,3402.0,4657.0
2025-03-11,2765.0,487.0,3587.0,41022.0,272.0,10130.0,1423.0,10182.0,14200.0,18480.0,5896.0,1380.0,5691.0,1644.0,1656.0,32466.0,53055.0,6936.0,4357.0,399.0,3710.0,4878.0
2025-03-12,2650.0,512.0,3923.0,41563.0,348.0,9717.0,1618.0,10360.0,14737.0,18591.0,5851.0,1480.0,5213.0,1568.0,1660.0,31207.0,56522.0,7002.0,4297.0,374.0,3511.0,4612.0
2025-03-13,2698.0,516.0,4574.0,43648.0,303.0,9804.0,1596.0,10797.0,14937.0,19000.0,6189.0,1545.0,6161.0,1642.0,1735.0,32510.0,61310.0,7045.0,4321.0,381.0,3716.0,4993.0
2025-03-14,2613.0,500.0,6230.0,63558.0,329.0,9861.0,2203.0,14816.0,14729.0,18542.0,6043.0,1611.0,7700.0,1851.0,2467.0,33933.0,72115.0,8525.0,4216.0,416.0,4295.0,6344.0
2025-03-15,2232.0,462.0,6659.0,47980.0,307.0,8232.0,3662.0,15146.0,14391.0,14456.0,5112.0,1658.0,8737.0,2001.0,2740.0,31125.0,76831.0,9331.0,3177.0,425.0,5392.0,6996.0
2025-03-16,2320.0,431.0,3686.0,37440.0,287.0,7074.0,2086.0,11257.0,13202.0,11814.0,4369.0,1260.0,5187.0,1552.0,2005.0,23249.0,49648.0,7905.0,2709.0,348.0,2391.0,4117.0
2025-03-17,2696.0,470.0,3454.0,40521.0,296.0,9586.0,1928.0,9259.0,14755.0,18581.0,5933.0,1515.0,3940.0,1567.0,1375.0,30065.0,52556.0,7000.0,4259.0,352.0,3250.0,4322.0
2025-03-18,2756.0,534.0,3800.0,41550.0,327.0,9731.0,1735.0,9562.0,15844.0,18744.0,5978.0,1720.0,4130.0,1623.0,1391.0,29903.0,50676.0,6967.0,4289.0,387.0,3307.0,4139.0
2025-03-19,2776.0,529.0,3776.0,42344.0,307.0,9998.0,1665.0,10407.0,15481.0,18720.0,6387.0,1787.0,4677.0,1553.0,1596.0,31028.0,54688.0,7015.0,4238.0,394.0,3485.0,4415.0
2025-03-20,2696.0,532.0,4644.0,43194.0,326.0,9974.0,1778.0,11338.0,15277.0,19162.0,10775.0,1808.0,5545.0,1634.0,1689.0,32976.0,61282.0,7474.0,4215.0,360.0,3611.0,5240.0
2025-03-21,2719.0,512.0,6363.0,45298.0,321.0,10129.0,2227.0,14259.0,15694.0,18707.0,9812.0,1872.0,7510.0,1932.0,2298.0,34675.0,69536.0,8520.0,4292.0,446.0,4176.0,6231.0
2025-03-22,2354.0,463.0,6876.0,45434.0,306.0,8298.0,4211.0,15959.0,14423.0,14011.0,8632.0,1859.0,9612.0,2076.0,2923.0,31890.0,80350.0,9477.0,3190.0,389.0,5360.0,8217.0
2025-03-23,2389.0,421.0,4187.0,41303.0,358.0,8249.0,3065.0,16616.0,13686.0,12871.0,7903.0,1996.0,10522.0,1872.0,2886.0,28686.0,74626.0,8737.0,2849.0,479.0,7071.0,8647.0
2025-03-24,2793.0,443.0,3471.0,39464.0,297.0,9939.0,2405.0,10541.0,14032.0,18522.0,9559.0,1858.0,6693.0,1588.0,1600.0,33948.0,63763.0,7090.0,4405.0,451.0,3898.0,6044.0
2025-03-25,2866.0,498.0,3535.0,42372.0,333.0,10013.0,2156.0,11286.0,15051.0,19076.0,10386.0,1917.0,5847.0,1648.0,1638.0,32602.0,61282.0,7029.0,4284.0,425.0,3637.0,5441.0
2025-03-26,2731.0,536.0,4073.0,41787.0,294.0,9992.0,2102.0,13089.0,14490.0,19166.0,8888.0,2045.0,7917.0,1765.0,1838.0,34776.0,69560.0,7451.0,4282.0,400.0,4134.0,7122.0
2025-03-27,2648.0,485.0,4345.0,43327.0,357.0,10440.0,1776.0,11216.0,15497.0,18969.0,8136.0,2054.0,6145.0,1844.0,1707.0,33500.0,61491.0,7505.0,4374.0,407.0,3676.0,5707.0
2025-03-28,2787.0,509.0,5936.0,49253.0,283.0,10071.0,2241.0,14049.0,16171.0,18963.0,8172.0,1775.0,6237.0,2044.0,2219.0,33694.0,64384.0,8934.0,4411.0,481.0,3965.0,5949.0
2025-03-29,2378.0,459.0,6582.0,48135.0,277.0,8253.0,3473.0,14274.0,15271.0,14231.0,6666.0,1468.0,6257.0,2147.0,2486.0,28735.0,62812.0,9497.0,3189.0,419.0,3457.0,5433.0
2025-03-30,2395.0,423.0,3839.0,39929.0,275.0,7211.0,2512.0,11316.0,13406.0,12167.0,5406.0,1175.0,5586.0,1633.0,1935.0,24675.0,51528.0,8093.0,2850.0,417.0,2768.0,4597.0
2025-03-31,2822.0,466.0,3624.0,40761.0,265.0,9873.0,2371.0,9320.0,15066.0,18445.0,7718.0,1741.0,5730.0,1651.0,1486.0,32964.0,56713.0,7097.0,4357.0,366.0,3458.0,5274.0
2025-04-01,2774.0,464.0,3689.0,43174.0,297.0,10052.0,2033.0,10014.0,14616.0,18719.0,7858.0,1521.0,5780.0,1637.0,1632.0,33759.0,59549.0,7036.0,4428.0,430.0,3901.0,5871.0
2025-04-02,2956.0,554.0,3808.0,44616.0,319.0,10545.0,1782.0,10173.0,15555.0,19012.0,7895.0,1753.0,4770.0,1895.0,1712.0,33015.0,56257.0,7338.0,4413.0,454.0,3464.0,5158.0
2025-04-03,2685.0,561.0,4605.0,45249.0,315.0,10576.0,1806.0,10723.0,15435.0,18975.0,8181.0,1815.0,6131.0,1669.0,1775.0,34681.0,61579.0,7329.0,4396.0,409.0,4062.0,5955.0
2025-04-04,2689.0,624.0,6175.0,48580.0,325.0,10607.0,2148.0,16023.0,16071.0,18658.0,7819.0,1757.0,7451.0,2181.0,2877.0,35806.0,69426.0,9425.0,4313.0,426.0,4427.0,6629.0
2025-04-05,2266.0,566.0,5584.0,43222.0,309.0,7840.0,3228.0,13105.0,14900.0,13903.0,6215.0,1260.0,5979.0,1922.0,2434.0,27736.0,55547.0,9709.0,3133.0,443.0,2879.0,5240.0
2025-04-06,2300.0,484.0,3458.0,43299.0,292.0,8083.0,2812.0,13215.0,13532.0,12485.0,5897.0,1617.0,7261.0,1790.0,2418.0,28365.0,63817.0,8274.0,2899.0,390.0,5514.0,7018.0
2025-04-07,2871.0,514.0,3262.0,42095.0,299.0,10341.0,2372.0,9794.0,14478.0,18404.0,7534.0,1600.0,6601.0,1746.0,1704.0,35023.0,62574.0,7036.0,4337.0,421.0,4074.0,6705.0
2025-04-08,2696.0,518.0,3474.0,43460.0,278.0,10574.0,2211.0,11918.0,14837.0,19083.0,8091.0,1755.0,6998.0,1821.0,1858.0,35202.0,65287.0,7144.0,4368.0,431.0,4259.0,6349.0
2025-04-09,2691.0,598.0,3818.0,44379.0,298.0,10865.0,1934.0,11735.0,15039.0,18924.0,7804.0,1758.0,5837.0,1832.0,1719.0,33753.0,61898.0,7419.0,4268.0,436.0,3753.0,6230.0
2025-04-10,2718.0,611.0,4225.0,46374.0,312.0,10830.0,1800.0,12448.0,15283.0,19467.0,7641.0,1760.0,7186.0,1779.0,2078.0,35040.0,67207.0,7500.0,4364.0,366.0,4283.0,6652.0
2025-04-11,2623.0,639.0,6005.0,49060.0,277.0,10700.0,2251.0,17159.0,15534.0,18830.0,7564.0,1898.0,11623.0,2150.0,2971.0,37929.0,84889.0,9148.0,4404.0,400.0,5723.0,9465.0
2025-04-12,2453.0,589.0,5635.0,45171.0,346.0,8681.0,3142.0,13926.0,14703.0,14129.0,6660.0,1411.0,6897.0,2038.0,2509.0,29759.0,65579.0,9902.0,3173.0,410.0,3324.0,6982.0
2025-04-13,2318.0,516.0,3824.0,42804.0,293.0,7523.0,2542.0,12390.0,14053.0,12372.0,5662.0,1366.0,5450.0,1649.0,2101.0,25259.0,49700.0,8826.0,2798.0,475.0,2599.0,4582.0
2025-04-14,3061.0,548.0,3086.0,42365.0,296.0,10089.0,2080.0,8756.0,15926.0,18705.0,7789.0,1536.0,3912.0,1666.0,1384.0,30427.0,47611.0,7317.0,4475.0,453.0,2569.0,4768.0
2025-04-15,2891.0,596.0,3554.0,46482.0,329.0,10632.0,2144.0,10310.0,15112.0,19012.0,8154.0,1659.0,5256.0,1684.0,1594.0,34190.0,57348.0,6951.0,4418.0,464.0,3702.0,5565.0
2025-04-16,2680.0,606.0,3793.0,43997.0,282.0,10677.0,2204.0,11800.0,14770.0,19051.0,7721.0,1806.0,7269.0,1775.0,1792.0,34717.0,67602.0,7269.0,4411.0,445.0,3833.0,7012.0
2025-04-17,2743.0,586.0,4133.0,43793.0,316.0,10621.0,2286.0,12768.0,14756.0,19053.0,7525.0,1816.0,9416.0,1843.0,1998.0,36484.0,72835.0,7319.0,4494.0,456.0,3987.0,7996.0
2025-04-18,2685.0,653.0,5539.0,46590.0,339.0,10567.0,2127.0,16133.0,15678.0,18672.0,7359.0,1801.0,9771.0,2188.0,2538.0,36648.0,76545.0,8794.0,4374.0,432.0,4629.0,8688.0
2025-04-19,2264.0,587.0,5641.0,44858.0,275.0,8348.0,3322.0,14499.0,14657.0,14151.0,6185.0,1356.0,7688.0,2114.0,2564.0,29116.0,63966.0,9510.0,3191.0,415.0,3068.0,7046.0
2025-04-20,2107.0,477.0,3696.0,41368.0,298.0,7968.0,2979.0,15713.0,13054.0,12300.0,5335.0,1882.0,11359.0,1776.0,2585.0,28916.0,74951.0,8258.0,2769.0,416.0,6504.0,10789.0
2025-04-21,2708.0,569.0,3224.0,39944.0,291.0,10123.0,2436.0,11637.0,14324.0,18253.0,7105.0,1774.0,9131.0,1660.0,1752.0,35761.0,71924.0,7227.0,4453.0,439.0,4258.0,8986.0
2025-04-22,2748.0,625.0,3302.0,41657.0,316.0,10496.0,2173.0,10465.0,16187.0,19129.0,7574.0,1526.0,5807.0,1795.0,1458.0,31364.0,53671.0,7903.0,4413.0,466.0,3138.0,5916.0
2025-04-23,2653.0,613.0,3869.0,42904.0,300.0,10523.0,2374.0,12430.0,14581.0,18362.0,7624.0,1884.0,9041.0,1899.0,1833.0,35879.0,69500.0,7534.0,4541.0,438.0,4273.0,8549.0
2025-04-24,2612.0,594.0,4380.0,45630.0,302.0,10774.0,2342.0,11660.0,15588.0,19045.0,7706.0,1851.0,6999.0,1920.0,1800.0,34668.0,64694.0,7554.0,4612.0,422.0,3971.0,7404.0
2025-04-25,2725.0,622.0,5868.0,48456.0,299.0,10437.0,2200.0,14331.0,16048.0,18800.0,7587.0,1748.0,7421.0,1908.0,2517.0,34664.0,68824.0,8803.0,4544.0,437.0,4152.0,7233.0
2025-04-26,2293.0,560.0,6179.0,47490.0,323.0,9030.0,3525.0,16604.0,14638.0,14326.0,6304.0,1767.0,9224.0,2060.0,3023.0,31767.0,78975.0,9388.0,3341.0,375.0,6346.0,9566.0
2025-04-27,2405.0,511.0,3645.0,43637.0,344.0,7970.0,2789.0,15062.0,13921.0,12559.0,5375.0,1824.0,8508.0,1787.0,2261.0,28155.0,68394.0,8845.0,3010.0,498.0,5090.0,7333.0
2025-04-28,2634.0,476.0,3553.0,42106.0,303.0,10214.0,2310.0,9983.0,14496.0,18541.0,7606.0,1679.0,6789.0,1591.0,1693.0,34200.0,56028.0,7264.0,4536.0,387.0,3724.0,6910.0
2025-04-29,2716.0,538.0,3802.0,42899.0,299.0,10441.0,2245.0,10865.0,15080.0,18978.0,7243.0,1668.0,7348.0,1641.0,1684.0,34462.0,61334.0,7082.0,4531.0,427.0,3840.0,7524.0
2025-04-30,2570.0,602.0,5098.0,43829.0,300.0,10033.0,2107.0,15152.0,14881.0,18627.0,7300.0,1833.0,10625.0,1955.0,2323.0,36206.0,76300.0,8403.0,4544.0,401.0,4542.0,9440.0
2025-05-01,2182.0,523.0,3832.0,39619.0,290.0,7802.0,1895.0,12261.0,13730.0,13559.0,5899.0,1517.0,6228.0,1769.0,1991.0,27029.0,56403.0,8397.0,3136.0,444.0,2725.0,5390.0
