week,가공식품,간식,건강/기호식품,과자,냉동,냉장,디저트,맥주,면,미반,빵,신선,아이스크림,안주,양주와인,유음료,음료,전통주,조리빵,조미료/건물,즉석 식품,즉석음료
2025-03-17,0.7935585026458483,0.7298423088366558,0.7116745057550381,0.8715362600774397,0.875,0.9049110427711639,0.7597324515256275,0.6931903432499907,0.8342851516345018,0.9232434727234133,0.5900757149114574,0.7504182659187087,0.34972716977246987,0.8406638159234372,0.4743557029854555,0.8330007601672368,0.5705551429632381,0.8891580560636773,0.870833705656331,0.8008676789587853,0.8017675689522671,0.26722858147439155
2025-03-24,0.8268112628209316,0.7465040166617078,0.7500669190470728,0.8073960457155683,0.9300660792951542,0.9410222062902099,0.952878400721479,0.7776192643061824,0.8771908231587239,0.9367544045850138,1.0,0.9916346816258242,0.41211778029445073,0.8867847688861739,0.5218805817810666,0.8781409687909117,0.6316097289268474,0.9271271073317843,0.8771780895362344,0.8924078091106291,1.0,0.3323827010977849
2025-03-31,0.8362187234598549,0.7292472478429038,0.7048296432258805,0.8334973158003031,0.8430616740088106,0.9322491179744543,0.9186833007665715,0.7268020317054273,0.8835294407246947,0.939726172787094,0.923367332040131,0.9202834366696191,0.36094924328219913,0.9330075341071065,0.45336820617504464,0.8667384602390303,0.5811994058670628,0.9351856429524893,0.889196675900277,0.8963123644251627,0.7518145333447186,0.29907801695511194
2025-04-07,0.8306003789116091,0.8455816721213925,0.6530916599747619,0.8509717364059782,0.8827092511013216,0.9735864007697678,0.8848639711408387,0.7083174478237877,0.8790370224497834,0.9305879855656973,0.8404980914836369,0.8364334219072926,0.36356429527437456,0.9440032579922623,0.5326613932125542,0.9060084885341442,0.5830170813219457,0.9485588569733524,0.8968814225717094,0.9214750542299349,0.8895482879344206,0.3288959643708247
2025-04-14,0.8318416410792447,0.9205593573341267,0.6334365798631028,0.863608985989787,0.8518722466960352,0.9965662321000698,0.8682549225913122,0.773314803655102,0.8887357227254825,0.9449586075143281,0.836576768245625,0.8522783190630844,0.4040255327911047,0.9536754225208716,0.5369992344985965,0.9006450863634444,0.6079372447085035,0.9759727097444011,0.893798588151193,0.9206073752711497,0.8122278199982922,0.3528440832910107
2025-04-21,0.8003527797739596,0.9369235346623029,0.6148139650491377,0.8389891696750903,0.8683920704845814,0.9904156368507443,0.9838418758454832,0.8290022260210795,0.8515163450177236,0.9341541074081936,0.7984690152889891,0.912311780336581,0.5274374549572738,0.9643657096314396,0.5499489665731054,0.9453207483424131,0.6877738581507612,0.9283136401839126,0.9054150656777767,0.9622559652928416,0.9604218256340193,0.4608059538227136
2025-04-28,0.7998301430717972,0.91520380839036,0.6613131429008451,0.8571257552234339,0.8997797356828194,1.0,1.0,0.8004083088389025,0.8897695943284758,0.9370197410316281,0.8066453914022902,0.9305186497391988,0.46462472974364255,0.9562207289757687,0.5347665220719572,0.9182133958359728,0.6411994058670628,0.9768378899490779,0.9450451255473148,0.9431670281995662,0.9908632909230638,0.4298355276008907
2025-05-05,0.7215652969229764,0.8399285926807498,0.727276203586861,0.7803445502328801,0.8348017621145375,0.83380186027206,0.8689313091838269,0.8194340249166779,0.7884378692398583,0.7579388664827,0.7289489602235989,0.8208837712823541,0.4592093071141769,0.9941967012828344,0.6080632814493493,0.811415178005828,0.6225343483104344,1.0,0.7627111071396658,0.9114967462039045,0.9576466569891555,0.4025374067273509
2025-05-12,0.7799699483896256,1.0,0.5171503957783641,0.7446475000467631,0.9052863436123348,0.8751014093541875,0.5356981812716068,0.7334923934031066,0.7812869239858212,0.8239864147739333,0.7807396283086164,0.7572089361283338,0.4202306187583651,0.8440236204439014,0.4575784638938505,0.8022931711643229,0.5813163757890828,0.9498195481287388,0.8237869716736663,0.8893709327548807,0.7793100503799846,0.37666523420713366
2025-05-19,0.7828444502515189,0.9690568283249033,0.6412756682344843,0.784990927966181,0.8843612334801763,0.9667943323962794,0.802044190590711,0.8145269397744462,0.859282690035447,0.9433453619189132,0.8907244018939157,0.8354492668044484,0.5117780294450737,0.9263897373243739,0.5044016330696607,0.8965961400396977,0.6826383215744523,0.9763435012606911,0.8943347332678044,0.9054229934924078,0.8377166766288106,0.45992694456381605
2025-05-26,0.7525315215260991,0.9381136566498066,0.6172612901992276,0.7780887001739586,0.8469162995594713,0.9990000566005698,0.9285284833909514,0.857362472482198,0.8474670145726664,0.9425175122054765,0.7890828692405565,0.8886920578683201,0.6209410068979718,0.973936061901853,0.523858127073233,0.9255775159423962,0.7344021537318975,0.9359272259850695,0.8386203198999196,0.9427331887201735,0.930876953291777,0.5566570301207173
2025-06-02,0.7102632782387143,0.9265099672716454,0.6969140759435586,0.7769514225323133,0.9273127753303965,0.9954342207044884,0.9373966631594769,0.9255328307363088,0.8558610673493502,0.9373805985990236,0.7573368374945247,0.8889873043991733,0.7117265520436529,0.9945021380574222,0.6010461852513397,0.9539993242957895,0.7762755291496473,0.9385722054679388,0.927620409257439,0.8845986984815618,0.9305353940739476,0.6199456967613393
2025-06-09,0.712157836284053,0.6983040761678072,0.49707468165653323,0.7133087671386619,0.8953744493392071,0.8642340999566063,0.7773936569968435,1.0,0.7871086057502954,0.8098917427297814,0.6036334814258599,0.8063182757602598,0.7150828786162875,0.9528609244553045,0.6282214850727227,0.868089868659994,0.7965466023022651,0.9349631680427152,0.8211509248503261,0.9067245119305857,0.9674237895995218,0.7126225729577685
2025-06-16,0.7574312406088718,0.8536149955370426,0.5158502542923789,0.7434129552383981,0.7929515418502202,0.9883025489123257,0.7870885314895536,0.8404520913529535,0.8405745372193777,0.9573763532158778,0.6578854055857998,0.8011022537151855,0.7154020385050963,0.924455304418652,0.49566215871395763,0.9535083829553613,0.7883327144448571,0.9026054283877984,0.9685908319185059,0.9210412147505423,0.7148834429169157,0.7036371449779271
2025-06-23,0.7414908211929183,0.8872359416840226,0.5631524607089595,0.7379360655431062,0.829295154185022,0.9767937663905817,0.7775439651285134,0.8606338625770191,0.8512824931075227,0.9493844194438548,0.6152097282189266,0.8043499655545714,0.7464326160815402,0.9566279780085523,0.6985200306200562,0.9395244731618734,0.775590419606387,0.9148168289909527,0.9587168260209097,0.9921908893709328,0.6966100247630433,0.6989197952885103
2025-06-30,0.7656627686679297,0.7908360606962214,0.6132843868303315,0.7413815678719067,0.7494493392070485,0.9448899118917797,0.7516909664812866,0.8325441822139686,0.8389498818432454,0.9410316281044364,0.583588845086874,0.7925401043204409,0.6991763615772676,0.9123396456933415,0.8430084205154376,0.9122481946028126,0.7246268102487932,0.902209917437089,0.9510320793494773,0.9336225596529284,0.5866279566219793,0.6451927960307848
2025-07-07,0.7629189259815771,0.7578101755429931,0.4803640396160759,0.6627747329829221,0.8843612334801763,0.9740203384714072,0.7322260634300316,0.8287316599230117,0.8158600827097282,0.9230842708554448,0.5687587343303506,0.8447987402814684,0.8597858540100896,0.9403380166972104,0.7253125797397295,0.9787205963089658,0.8901559598960267,0.8480249171898947,0.9443749441515503,0.9570498915401302,0.5537101870036718,0.8538891276321444
2025-07-14,0.7573659110211015,0.7307349003272835,0.4597529731176628,0.6671255681711902,0.9421806167400881,0.9875101409354188,0.7287689764016233,0.806557538340446,0.816143166601024,0.9361600509445978,0.569405335502576,0.8722566676508218,0.9115927107999588,0.9228263082875178,0.6606277111508038,0.9607088559483087,0.9154344597103602,0.8770702526326197,0.9727906353319632,0.9882863340563991,0.5196396550251899,0.913271086455444
2025-07-21,0.789377409028549,0.7387682237429336,0.42289013804443426,0.7028076541778119,0.8579295154185022,0.9453615833066052,0.6539155268300015,0.7514727404656196,0.8579288105553368,0.9295372532371047,0.5955405377218781,0.8333825410884755,0.6007618655410275,0.9100997760130319,0.6255422301607553,0.8738914227796782,0.685623839584107,0.920279823997627,0.9506299705120186,0.9401301518438178,0.4606779950473913,0.5645388131421651
2025-07-28,0.8044685438034886,0.7792323713180601,0.43703873656839126,0.6743682310469314,0.8942731277533039,0.9893968265947211,0.7937772433488651,0.903912139808882,0.81550315084679,0.9571853109743155,0.5914523496652274,0.934750516681429,1.0,0.8826104663001425,0.8705664710385302,0.9848969551079015,1.0,0.8053838928165323,0.9878473773568046,0.968763557483731,0.5371018700367176,1.0
2025-08-04,0.761808322989482,0.7453138946742041,0.4267523230469198,0.6316230523185126,0.8981277533039648,0.9637379016282097,0.7460544115436645,0.8537959193713027,0.7665296376526192,0.9331882827425175,0.5899088500928186,0.8572975100875898,0.8926696180376814,0.9035837914884952,0.8659734626180148,0.9408547658262596,0.9351299665800222,0.7964107381223118,0.9573764632293807,0.7344902386117137,0.4745538382717104,0.9587549322186194
2025-08-11,0.8213889070359967,0.8402261231776257,0.5023899659668847,0.6769719982791194,0.8215859030837004,0.9946229458709884,0.8115887569517511,0.8626262129355192,0.8283034659314691,0.951984716620675,0.6455791252111883,0.848932191713414,0.7480490064861526,0.9430869476684993,1.0,0.9681996705941974,0.8437783141477906,0.8415731448064468,0.9672057903672594,0.9227765726681127,0.6263769105968747,0.768840098449037
2025-08-18,0.7936891618213889,0.7804224933055638,0.42881725364230816,0.6298647612278109,0.8700440528634361,0.9174952361187103,0.6860063129415301,0.8473515268536852,0.7993673690429303,0.8658458925918064,0.5817741901841771,0.8549355378407637,0.6699989704519715,0.9656892689879861,0.8138555754018882,0.8898285400565902,0.7964110657259562,0.8502496662876353,0.8707890268966133,0.881995661605206,0.5646400819742122,0.7126225729577685
2025-08-25,0.8235447834324165,0.8024397500743826,0.42614049175939733,0.6447503787807934,0.7334801762114538,0.9791521234647096,0.597925747782955,0.8289407337260641,0.8102845608507286,0.9580450010613458,0.6256387793838517,0.8795394154118689,0.7561515494697828,0.908267155365506,0.69137535085481,1.0,0.9245599702933531,0.8355663222425471,0.977035117505138,0.8399132321041215,0.5445307830245069,0.8535375239285854
2025-09-01,0.7695172143463774,0.8012496280868789,0.44874000994225843,0.659187070948916,0.8243392070484582,0.9504556345867216,0.6139335638058019,0.8214878675701934,0.8163893265064986,0.9596688601146254,0.6230523746949502,0.8568054325361677,0.6536600432410172,0.8690694359600896,0.677468742026027,0.9564540309979307,0.8404697363535091,0.8684184505858505,0.9727906353319632,0.8468546637744034,0.5342413115873965,0.7419619486658593
2025-09-08,0.6133794995753576,0.766736090449271,0.43956254062942146,0.6788350386262884,0.9223568281938326,0.9570213006810935,0.6434691116789418,0.8104438513854214,0.8191340094525403,0.973869666737423,0.6444736457877063,0.9283535085129416,0.6135488520539483,0.8881083282427205,0.6201837203368206,0.9428554837619831,0.7919420720386187,0.8705443219459139,0.9579126083459923,0.8342733188720174,0.6165143881820511,0.6792788217369223
2025-09-15,0.7593911282419807,0.8429038976495091,0.48154946273565064,0.7268476085370644,0.9421806167400881,0.9884723506216629,0.68630692920487,0.8472900345586698,0.8621381449389524,0.9903311398853747,0.6918423961787956,0.9644720007873241,0.585946669412128,1.0,0.6768308241898443,0.997397483001816,0.8062829558113628,0.89167943837445,0.9745331069609507,0.8906724511930586,0.7597984800614807,0.6310602805016213
2025-09-22,0.7607630495851572,0.7991669146087474,0.5239187793965814,0.7716466209012177,0.8827092511013216,0.9866988661019188,0.6539155268300015,0.7885156989829174,0.9088223710122095,0.9872426236467842,0.6827274054606511,0.9563035134337171,0.44658704828580253,0.9556098554265934,0.5688951263077315,0.939682841336205,0.6983197177868548,0.9045582637069264,1.0,0.6295010845986985,0.7977969430450004,0.48030042583115207
2025-09-29,0.7908146599594956,0.8021422195775066,0.565523306948109,0.7842614242157835,0.9201541850220264,0.9834160330547328,0.7068239891778145,0.8664633321444823,0.8885880267821977,1.0,0.6852095196379033,1.0,0.5165963142180583,0.9907350845041744,0.5823551926511865,0.978873685544153,0.7721667285555143,0.9181539526375636,0.9965597355017425,0.9049891540130152,0.832934847579199,0.49377856780091417
2025-10-06,0.7671653491866466,0.6828324903302588,0.470727696837597,0.6209236639793494,0.7786343612334802,0.766579250231119,0.5163835863520216,0.8270221741215825,0.7197838716029933,0.7093822967522819,0.4824479068894312,0.8493258537545517,0.45221867600123544,0.9009366727754021,0.6565450369992345,0.78493601925757,0.6417248421834385,0.9644040144361496,0.715083549280672,1.0,0.6532320040987106,0.4122944095011134
2025-10-13,0.7431240608871758,0.5816721213924427,0.39172498183625865,0.5665139073343185,0.9058370044052864,0.6656981680282248,0.2845332932511649,0.7504765652863696,0.7249163056321386,0.5957546168541711,0.39033852700081345,0.5439425253419939,0.34858437146092863,0.7472001628996131,0.5466317938249553,0.6578877908695469,0.5327385815076123,0.9207000543827557,0.6141989098382629,0.7527114967462039,0.6381180087097601,0.3360745399851545
2025-10-20,0.8899849741948128,0.8863433501933948,0.47680777025735155,0.7571126615663755,0.8270925110132159,0.9686810180555817,0.5923643469111679,0.737218826481042,0.8903480701063411,0.97481426448737,0.6716517531235008,0.9045369550241118,0.34144960362400906,0.8725310527387498,0.5084205154376117,0.9124699100468769,0.6669402153731897,0.8708903940277847,0.9643016709856135,0.2420824295010846,0.8300742891298779,0.3654627495409618
2025-10-27,0.8973018880250866,0.9988098780124963,0.6525180681427096,0.8272310656366323,0.8397577092511013,0.9705677037148841,0.7576281376822486,0.76992042897025,0.9397400551398188,0.9906389301634473,0.7142648561833844,0.9607322113965161,0.336538659528467,0.9591732844634494,0.6028323551926512,0.919110815490519,0.6773561084292611,0.8993671824788649,0.9432579751586097,0.9015184381778741,0.9506873879258817,0.33142555768254095
2025-11-03,0.8577121578362841,0.9196667658434989,0.6900309739589309,0.8109238510315931,0.7450440528634361,0.8613663377544667,0.6713512701037126,0.7345869562543813,0.9245889129578574,0.9509127573763532,0.670796570927977,0.8891841354197422,0.2952743745495727,0.868763999185502,0.5759122225057413,0.8719698889311204,0.6437801708132195,0.9398328966233253,0.9460280582611027,0.8004338394793926,0.8709333105627188,0.29064929483923896
2025-11-10,0.8708434049781146,0.8146385004462957,0.6349661580819089,0.9190811993789866,0.7241189427312775,0.7717487689376074,0.6033368405230723,0.7213169189900506,0.8801078180385978,0.9232540861812779,0.6283503326867321,0.8388938096644031,0.31127355091115,0.8396456933414783,0.5759760142893595,0.8644526795895097,0.6256591162272559,0.8634004053987244,0.914574211419891,0.7978308026030368,0.8915549483391683,0.28677188733054654
2025-11-17,0.8651597308420984,0.7658434989586432,0.661542579633666,1.0,0.73568281938326,0.7440522234590495,0.5082669472418457,0.6941250261342253,0.8902496061441513,0.8967522818934409,0.6017145360115137,0.7999212675917725,0.2384742098218882,0.8149053145998778,0.5788466445521817,0.8114785252755606,0.5997233568510955,0.88268156424581,0.895853811098204,0.7904555314533622,0.84288275979848,0.2632730398093527
2025-11-24,0.8819494348990657,0.7432311811960726,0.677909066574892,0.7421933746095284,0.6475770925110133,0.7497877478633285,0.5282579287539456,0.6863032062082621,0.9376107719574636,0.9183082148163871,0.639905721377469,0.7883082373782108,0.25603829918665705,0.8207086133170434,0.5299821383005869,0.8241163055872291,0.5881990345339769,0.9206011766450783,0.8819140380663033,0.8503253796095445,0.8456152335411152,0.23925655350236355
2025-12-01,0.8592800679427712,0.7268670038678965,0.7053649956024626,0.7364882811769328,0.704295154185022,0.7278644605022357,0.5616263339846685,0.6602673684987271,0.9418201063410792,0.8877308427085544,0.6284754813007113,0.7321129810058065,0.24506331720374755,0.8199959275096722,0.5187547843837713,0.7871056632459141,0.5516561455625696,0.9134078212290503,0.8710570994549192,0.8130151843817788,0.7978823328494578,0.2351740438332617
2025-12-08,0.9299013523224668,0.7411484677179411,0.6631103973079423,0.7147116589663493,0.9091409691629956,0.7522970397902006,0.5603487148654742,0.6293244456469604,1.0,0.859382296752282,0.6085142773710448,0.6574156086999311,0.19393596211263256,0.8080838933007534,0.5419112018372033,0.7085075383250982,0.487963238024508,0.9099718198447619,0.8377714234652845,0.8568329718004338,0.7580906839723337,0.2002969097941165
2025-12-15,0.8153785849611289,0.7581077060398691,0.8018813812091315,0.7118160902340024,0.8045154185022027,0.7494670113012472,0.6415151059672328,0.654880643455375,0.9621036825521859,0.8524410953088516,0.5827962371983397,0.6626316307450054,0.22702563574590753,0.7901649358582773,0.5641745343199795,0.7469170995396766,0.509142220571853,0.9158056063677263,0.8761504780627289,0.8629067245119306,0.7387925881649731,0.20354924405203734
2025-12-22,0.9207552100346247,0.7235941684022612,1.0,0.7267054488318587,0.7571585903083701,0.7648812331377469,0.7541710506538404,0.6541550343741929,0.978042536431666,0.8725748248779452,0.5849029055336545,0.6649936029918315,0.25312467826624113,0.7964772958664224,0.574445011482521,0.7632870898264285,0.546531748978834,0.9145696346467593,0.8822714681440443,0.8533622559652928,0.775467509179404,0.21609954291518538
2025-12-29,0.8607826484614882,0.6533769711395419,0.8590876065924822,0.6814350648136024,0.8072687224669604,0.6845461577646549,0.8298511949496468,0.6839910959156817,0.9302875147695944,0.7447038845255785,0.4990092401393321,0.6405865564412951,0.23643570472562545,0.834555080431684,0.7693289104363358,0.7024050846741838,0.5134645376903082,0.9903841400108766,0.7312572602984542,0.9227765726681127,0.6799590128938605,0.2139703871547447
2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
