상품코드,상품명,상품대분류명,상품중분류명,상품소분류명,첫_판매일,마지막_판매일,판매_지속기간(일),판매_활성_월수,총_매출수량,총_매출금액,객단가,총_거래건수,취급_점포수,출시후_3일_매출액_합계,출시후_7일_매출액_합계,출시후_30일_매출액_합계,출시후_3일_매출액_평균,출시후_7일_매출액_평균,출시후_30일_매출액_평균,출시후_3일_매출수량_합계,출시후_7일_매출수량_합계,출시후_30일_매출수량_합계,야간_매출_비율,주말_매출_비율,피크_시간대
108608,산토리)짐빔하이볼진저350ml캔,양주와인,하이볼,수입하이볼,2025-01-01 00:21:45,2025-12-31 23:46:41,364,12,17558.0,57482500.0,3273.8638,12060,295,567000.0,1231000.0,5190000.0,189000.0,175857.14,173000.0,174.0,380.0,1626.0,0.3789153,0.34261557,21
111811,마즈)트윅스(미니),과자,초콜릿,바초콜릿,2025-01-01 00:23:23,2025-12-31 23:44:29,364,12,63734.0,25364148.0,397.96887,40668,318,171256.0,418601.0,1917187.0,57085.332,59800.145,63906.234,429.0,1050.0,4818.0,0.11869845,0.23811965,18
170255,칼스)칼스버그500ml캔,맥주,수입맥주,캔맥주(중),2025-01-01 00:17:31,2025-12-31 23:45:54,364,12,19102.0,63307450.0,3314.179,10023,346,502500.0,1027500.0,4416000.0,167500.0,146785.72,147200.0,164.0,333.0,1421.0,0.3644524,0.32578552,22
170300,비어)칭따오맥주500ml캔,맥주,수입맥주,캔맥주(중),2025-01-01 00:05:13,2025-12-31 23:49:50,364,12,51203.0,164432800.0,3211.39,25565,422,1176400.0,2812650.0,12670750.0,392133.34,401807.16,422358.34,371.0,878.0,3949.0,0.361708,0.3331922,21
180179,하이네)하이네켄500ml캔,맥주,수입맥주,캔맥주(중),2025-01-01 00:05:13,2025-12-31 23:44:36,364,12,105941.0,352323260.0,3325.6555,50783,444,3237500.0,7384650.0,31317000.0,1079166.6,1054950.0,1043900.0,1026.0,2330.0,9926.0,0.3539447,0.32457554,21
070012,빙그레)바나나우유240ml,유음료,가공우유,바나나우유,2025-01-01 00:01:14,2025-12-31 23:59:35,364,12,900599.0,1612972800.0,1791.0,779507,454,11924545.0,27133314.0,113229370.0,3974848.2,3876187.8,3774312.2,6667.0,15177.0,63400.0,0.24043475,0.2913485,22
123555,SAMG)위시캣발바닥모양캔디42g,과자,캔디류,봉지캔디,2025-01-08 17:56:22,2025-12-31 18:19:05,357,12,1913.0,3811531.0,1992.4365,1830,138,81241.0,183794.0,900565.0,27080.334,26256.285,30018.834,41.0,93.0,456.0,0.083641455,0.3840218,17
202369,칠성)펩시콜라제로500ml,음료,탄산음료,제로탄산,2025-01-01 00:02:13,2025-12-31 23:58:18,364,12,256720.0,435528160.0,1696.5105,166984,447,2931329.0,7030293.0,30215064.0,977109.7,1004327.56,1007168.8,1690.0,4031.0,17311.0,0.1874243,0.3179779,18
202371,칠성)칠성사이다제로500ml,음료,탄산음료,제로탄산,2025-01-01 00:07:12,2025-12-31 23:56:50,364,12,213119.0,270421280.0,1268.8745,120899,449,3605441.0,8389462.0,35856390.0,1201813.6,1198494.6,1195213.1,3057.0,7095.0,30382.0,0.20885052,0.31548136,19
202663,칠성)탐스제로파인애플355ml,음료,탄산음료,제로탄산,2025-01-01 00:21:45,2025-12-31 23:52:22,364,12,20958.0,18831220.0,898.5218,15671,396,32364.0,102364.0,461007.0,10788.0,14623.429,15366.9,26.0,86.0,391.0,0.23789643,0.27815473,22
124737,칠성)펩시콜라제로모히토500ml,음료,탄산음료,콜라(중),2025-03-26 00:00:32,2025-12-31 23:54:40,280,10,50879.0,68361250.0,1343.6044,32409,388,256483.0,889807.0,9110869.0,85494.336,127115.29,303695.62,113.0,497.0,7556.0,0.2216723,0.29567453,21
160932,칠성)밀키스500ml,음료,탄산음료,과일향탄산(중),2025-01-01 00:07:16,2025-12-31 23:51:01,364,12,130164.0,227955680.0,1751.2959,101683,439,1168885.0,2716998.0,11981712.0,389628.34,388142.56,399390.4,532.0,1238.0,5468.0,0.20120208,0.32179347,21
117114,롯데)초코필드빼빼로53g,과자,비스킷류,스틱과자,2025-01-01 00:09:59,2025-12-31 23:48:52,364,12,77202.0,151274140.0,1959.4589,72476,449,562374.0,2167629.0,11816062.0,187458.0,309661.28,393868.72,315.0,1210.0,6600.0,0.17235027,0.2747896,18
112111,롯데)자일리톨F24g,과자,껌,스틱껌,2025-01-01 00:11:36,2025-12-31 23:55:09,364,12,116288.0,139237330.0,1197.3491,111036,453,976264.0,2248036.0,9671990.0,325421.34,321148.0,322399.66,815.0,1879.0,8082.0,0.1771681,0.2953168,13
113974,롯데)왓따콜라23g,과자,껌,풍선껌,2025-01-01 00:34:55,2025-12-31 23:56:31,364,12,49661.0,29001840.0,583.9963,46803,402,165385.0,380315.0,1684729.0,55128.332,54330.715,56157.633,332.0,763.0,3379.0,0.14099574,0.29980633,17
104486,롯데)몽쉘카카오204g,과자,비스킷류,파이,2025-01-01 00:24:53,2025-12-31 23:56:38,364,12,13960.0,47837524.0,3426.7568,13131,397,331634.0,715514.0,3444336.0,110544.664,102216.29,114811.2,101.0,219.0,1057.0,0.18476228,0.23634993,16
119693,롯데)ABC초코72g,과자,초콜릿,봉지초콜릿,2025-01-01 00:04:28,2025-12-31 23:52:24,364,12,32100.0,104503540.0,3255.5618,28203,447,607171.0,1466140.0,6966315.0,202390.33,209448.58,232210.5,218.0,528.0,2507.0,0.1900667,0.25582075,16
119350,롯데)왓따판박이(티니핑)13.7g,과자,껌,풍선껌,2025-01-01 00:22:12,2025-12-31 23:41:50,364,12,14583.0,8544942.0,585.9523,12717,276,35951.0,79289.0,320950.0,11983.667,11327.0,10698.333,72.0,159.0,646.0,0.118244804,0.32292542,15
030508,사조)한입피자고르곤졸라80g,간식,냉장피자,냉장피자,2025-01-01 04:06:33,2025-12-31 22:44:05,364,12,5296.0,12767002.0,2410.6877,5376,206,82228.0,198066.0,833107.0,27409.334,28295.143,27770.232,33.0,80.0,335.0,0.23670225,0.26966894,19
125394,KBO)끝내기홈런미트부리또130g,간식,냉장피자,브리또,2025-05-07 00:01:03,2025-06-10 21:15:43,34,2,1823.0,6244897.0,3425.6155,1892,323,917547.0,2269425.0,6181897.0,305849.0,324203.56,206063.23,266.0,660.0,1805.0,0.15732846,0.26609406,18
061213,남양)초코에몽190ml,유음료,가공우유,초코우유,2025-01-01 00:04:27,2025-12-31 23:59:56,364,12,163154.0,222860670.0,1365.9529,130350,440,1958476.0,4331549.0,16593867.0,652825.3,618792.7,553128.9,1596.0,3539.0,13578.0,0.34292448,0.34754834,22
202638,칠성)밀키스제로250ml,음료,탄산음료,제로탄산,2025-01-01 00:14:17,2025-12-31 23:50:51,364,12,76035.0,87503190.0,1150.8278,55856,391,527559.0,1206414.0,5131959.0,175853.0,172344.86,171065.3,354.0,810.0,3442.0,0.2163569,0.27678365,22
600774,오리온)리찌알맹이67g,과자,젤리류,국산젤리,2025-01-01 00:14:13,2025-12-31 23:45:46,364,12,26251.0,31359544.0,1194.6038,24263,334,273449.0,590270.0,2453677.0,91149.664,84324.29,81789.234,230.0,496.0,2056.0,0.20405278,0.29841384,21
106826,롯데)킹장우듬뿍참치김밥,미반,김밥,말이김밥,2025-01-01 00:03:13,2025-12-31 23:24:27,364,12,111102.0,351012900.0,3159.3752,112844,446,2337797.0,5771927.0,24872858.0,779265.7,824561.0,829095.25,742.0,1829.0,7876.0,0.1462119,0.24053733,12
107053,롯데)맛장우더커진참치마요,미반,삼각김밥,기타주먹밥(더커진삼각),2025-01-01 00:00:32,2025-12-31 23:57:54,364,12,314128.0,498185400.0,1585.9313,309715,444,3433288.0,7828048.0,33530464.0,1144429.4,1118292.6,1117682.1,2166.0,4936.0,21149.0,0.14338395,0.24268728,12
107391,롯데)맛장우김밥더블햄마요,미반,김밥,말이김밥,2025-01-01 00:25:01,2025-07-30 22:21:04,210,7,31313.0,99035224.0,3162.751,31829,386,1142945.0,2784660.0,12677952.0,380981.66,397808.56,422598.4,361.0,880.0,4005.0,0.13434857,0.21821396,12
107545,서주)포켓몬웨하스30g,과자,비스킷류,크래커,2025-01-01 02:14:08,2025-12-29 16:19:55,362,12,1897.0,2346128.0,1236.757,1258,159,38277.0,91724.0,348826.0,12759.0,13103.429,11627.533,33.0,78.0,282.0,0.1518536,0.31551945,16
124034,에프투)고칼슘두유190ml,유음료,두유,팩두유,2025-02-13 23:02:03,2025-12-31 23:29:07,321,11,17798.0,13954211.0,784.03253,12413,343,59548.0,162332.0,1121260.0,19849.334,23190.285,37375.332,40.0,109.0,1247.0,0.15215765,0.20674297,8
125191,오비)카스알루보틀473ml병,맥주,국산맥주,캔맥주(대),2025-04-24 02:17:43,2025-12-31 21:34:35,251,9,3278.0,11765050.0,3589.094,1532,173,107600.0,224900.0,1141150.0,35866.668,32128.572,38038.332,26.0,56.0,310.0,0.42093745,0.34759307,22
125310,롯데)조이베지5발사믹허브맛50g,과자,스낵류,일반스낵,2025-04-30 18:22:24,2025-12-13 15:02:51,226,9,2789.0,5580391.0,2000.8573,2673,199,83086.0,175237.0,1185398.0,27695.334,25033.857,39513.266,42.0,89.0,599.0,0.27123457,0.2716659,22
190840,롯데)L와인샤도네이750ml,양주와인,와인,화이트,2025-01-01 01:17:10,2025-12-31 23:34:41,364,12,6097.0,48162400.0,7899.3604,5463,206,379200.0,805800.0,3815700.0,126400.0,115114.29,127190.0,48.0,102.0,483.0,0.26375762,0.28360504,18
117575,PB)미니쌀약과85g,과자,비스킷류,쿠키,2025-01-01 00:14:57,2025-12-31 23:32:08,364,12,41866.0,45665320.0,1090.7495,37931,440,354454.0,829282.0,3831429.0,118151.336,118468.86,127714.3,325.0,761.0,3516.0,0.16035782,0.23818979,16
201424,농심)백산수2L,음료,생수,1000ml이상,2025-01-01 00:01:19,2025-12-31 23:49:05,364,12,108172.0,202146500.0,1868.7506,80975,311,1643433.0,3655868.0,14062592.0,547811.0,522266.84,468753.06,866.0,1928.0,7425.0,0.33643273,0.3135936,22
115924,농심)포스틱84g,과자,스낵류,감자스낵,2025-01-01 00:02:23,2025-12-31 23:48:32,364,12,57218.0,96129530.0,1680.0575,56430,427,632400.0,1570134.0,7365371.0,210800.0,224304.86,245512.36,376.0,935.0,4394.0,0.25493068,0.31446588,21
132042,오뚜기)참깨라면소컵,면,용기면,라면(소형컵),2025-01-01 00:37:39,2025-12-31 23:41:48,364,12,57882.0,78953630.0,1364.0447,55962,401,623686.0,1435036.0,6050802.0,207895.33,205005.14,201693.4,485.0,1115.0,4694.0,0.1853102,0.25210193,12
202439,동원)아이스티(복숭아)500ml,음료,차음료,홍차,2025-01-01 00:17:00,2025-12-31 23:58:00,364,12,125192.0,178877650.0,1428.8265,87283,417,953740.0,2340081.0,9537590.0,317913.34,334297.28,317919.66,540.0,1306.0,5326.0,0.17148994,0.31498486,17
202438,동원)아이스티(레몬)500ml,음료,차음료,홍차,2025-01-01 00:29:51,2025-12-31 23:50:52,364,12,48373.0,68697470.0,1420.1615,38793,310,330047.0,756790.0,3162260.0,110015.664,108112.86,105408.664,182.0,428.0,1819.0,0.16538285,0.30412257,17
180636,진로)new참이슬360ml병,전통주,소주,병소주,2025-01-01 00:01:22,2025-12-31 23:59:04,364,12,344700.0,644936260.0,1871.0074,239896,434,5531350.0,12759400.0,56992450.0,1843783.4,1822771.4,1899748.2,2960.0,6835.0,30505.0,0.33382043,0.3223899,19
190229,진로)참이슬200ml포켓,전통주,소주,페트소주,2025-01-01 00:17:23,2025-12-31 23:51:49,364,12,48575.0,82647400.0,1701.439,40833,305,693600.0,1581000.0,6839100.0,231200.0,225857.14,227970.0,408.0,930.0,4023.0,0.25235155,0.2767552,18
201105,칠성)아이시스500ml(8.0),음료,생수,500ml이하,2025-01-01 00:01:23,2025-12-31 23:54:39,364,12,1238065.0,1206096600.0,974.1788,1006379,422,5463017.0,12959348.0,55736176.0,1821005.6,1851335.4,1857872.5,5655.0,13354.0,57458.0,0.12841101,0.37159154,18
201133,칠성)황금보리500ml,음료,차음료,보리차,2025-01-01 00:10:18,2025-12-31 23:51:11,364,12,120492.0,186361390.0,1546.6703,102933,417,1264747.0,2936758.0,12928349.0,421582.34,419536.84,430944.97,916.0,2119.0,9127.0,0.13283603,0.32599542,16
201418,칠성)트레비(라임)500ml,음료,생수,탄산수,2025-01-01 00:05:20,2025-12-31 23:56:32,364,12,114813.0,184781010.0,1609.4084,92121,422,1369165.0,2934733.0,12605085.0,456388.34,419247.56,420169.5,979.0,2119.0,9116.0,0.2015424,0.3165043,21
201557,칠성)트레비(자몽)500ml,음료,생수,탄산수,2025-01-01 00:05:20,2025-12-31 23:50:23,364,12,62547.0,99451600.0,1590.0299,53507,389,751043.0,1662029.0,7061871.0,250347.67,237432.72,235395.7,529.0,1171.0,5045.0,0.1837247,0.30078372,21
161770,정화)허니버터오징어52g,안주,오징어,오징어,2025-01-01 00:13:43,2025-12-31 23:29:07,364,12,8817.0,63221560.0,7170.416,8791,433,589431.0,1472242.0,5570903.0,196477.0,210320.28,185696.77,82.0,205.0,779.0,0.39060357,0.35333687,21
200718,웅진)오곡누룽지500ml,음료,차음료,기타차,2025-01-01 00:27:11,2025-12-31 23:57:44,364,12,187286.0,217188460.0,1159.662,110562,406,1374249.0,3325690.0,14459891.0,458083.0,475098.56,481996.38,1350.0,3275.0,14245.0,0.16975039,0.30275255,18
202251,웅진)티즐제로유자그린티500ml,음료,차음료,기타차,2025-01-01 00:19:32,2025-12-31 23:46:36,364,12,47479.0,62345804.0,1313.1238,37094,388,392204.0,925412.0,4066797.0,130734.664,132201.72,135559.9,306.0,730.0,3218.0,0.17821555,0.27426967,18
202598,웅진)티즐제로자몽블랙티500ml,음료,차음료,홍차,2025-01-01 00:19:32,2025-12-31 23:46:38,364,12,52000.0,68416320.0,1315.6985,38976,382,439894.0,1011846.0,4530230.0,146631.33,144549.42,151007.67,342.0,800.0,3590.0,0.17858152,0.2797857,18
180035,오비)카스355ml캔,맥주,국산맥주,캔맥주(소),2025-01-01 00:01:41,2025-12-31 23:59:28,364,12,143260.0,352294800.0,2459.1287,98513,443,2344750.0,5253250.0,21579500.0,781583.3,750464.3,719316.7,1041.0,2333.0,9578.0,0.31007242,0.31172848,21
170740,오비)카스제로500ml캔,맥주,무알콜맥주,무알콜맥주(국산),2025-01-01 01:43:16,2025-12-31 23:26:13,364,12,10530.0,25579120.0,2429.1663,6216,249,92450.0,237700.0,1160100.0,30816.666,33957.145,38670.0,34.0,90.0,443.0,0.2600831,0.34086114,19
170939,오비)카스레몬500ml캔,맥주,국산맥주,캔맥주(중),2025-01-01 00:07:42,2025-12-31 23:52:26,364,12,34170.0,99197950.0,2903.0715,22739,287,538300.0,1255800.0,5004300.0,179433.33,179400.0,166810.0,192.0,448.0,1784.0,0.37340993,0.3546555,22
180125,오비)카스큐팩1.6L,맥주,국산맥주,PET맥주,2025-01-01 00:16:22,2025-12-31 23:50:47,364,12,47816.0,389312100.0,8141.8794,38949,424,3459200.0,7811900.0,35578000.0,1153066.6,1115985.8,1185933.4,440.0,995.0,4528.0,0.3406958,0.345615,21
190171,서울탁)장수생막걸리750ml,전통주,막걸리,생막걸리,2025-01-01 00:04:14,2025-12-31 23:58:46,364,12,473552.0,730105860.0,1541.7649,289221,253,5460300.0,13200400.0,58417400.0,1820100.0,1885771.4,1947246.6,3562.0,8610.0,38055.0,0.18430482,0.29316857,18
061594,매일)바이오플레인드링킹250ml,유음료,요구르트,드링킹요구르트,2025-01-01 00:04:27,2025-12-31 23:09:32,364,12,15534.0,28095258.0,1808.63,11738,175,206400.0,486240.0,1965904.0,68800.0,69462.86,65530.133,108.0,257.0,1067.0,0.19091591,0.23104924,8
061677,덴마크)슈레드피자치즈25g,유음료,유제품,치즈,2025-01-01 00:01:29,2025-12-31 23:44:17,364,12,38685.0,54522404.0,1409.3939,32286,343,438976.0,943115.0,3894583.0,146325.33,134730.72,129819.43,315.0,678.0,2795.0,0.24150324,0.29215398,20
062505,덴마크)드링킹딸기275ml,유음료,요구르트,드링킹요구르트,2025-01-01 00:06:03,2025-12-31 22:48:15,364,12,32578.0,77975750.0,2393.5095,29744,367,652330.0,1482825.0,6324969.0,217443.33,211832.14,210832.3,273.0,620.0,2644.0,0.21258572,0.24685428,8
202468,웅진)옥수수수염차500ml,음료,차음료,옥수수차,2025-01-01 00:03:13,2025-12-31 23:39:45,364,12,118955.0,131096750.0,1102.0701,68105,300,728839.0,1620132.0,7212602.0,242946.33,231447.42,240420.06,711.0,1596.0,7143.0,0.17826867,0.30550012,22
106542,웅진)유기농하늘보리500ml,음료,차음료,보리차,2025-01-01 00:31:21,2025-12-31 23:59:37,364,12,133081.0,167995950.0,1262.3586,70406,323,1085574.0,2670989.0,10848789.0,361858.0,381569.84,361626.3,861.0,2131.0,8638.0,0.16191883,0.30752775,21
107136,PB)제로곤약젤리복숭아140ml,디저트,젤리,마시는젤리,2025-01-01 02:34:33,2025-12-31 19:40:49,364,12,20993.0,25817254.0,1229.803,16427,302,180443.0,424531.0,1940346.0,60147.668,60647.285,64678.2,158.0,369.0,1685.0,0.20394182,0.2588455,22
