event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views,prev_weighted_interest_score,prev_unique_users,score_delta_vs_prev_month,unique_users_delta_vs_prev_month
2025-04,124534,맛장우맛자랑 부대볶음,미반,도시락,3875,1390,5047.5,3073,669,29,2025-04-01,21.7703,2740.0,832,2307.5,558
2025-04,125238,엔시티위시2집미니앨범(6EA),미디어 상품,음반,1943,1065,2210.0,1676,138,80,2025-04-15,8.2339,0.0,0,2210.0,1065
2025-04,125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,2081,1844,2160.0,2023,39,10,2025-04-29,1.9278,0.0,0,2160.0,1844
2025-04,124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,1998,662,2213.0,1748,112,88,2025-04-01,6.4073,62.0,35,2151.0,627
2025-04,114339,히밥)럭히밥김찌라면큰컵,면,용기면,2478,837,3294.5,1740,545,37,2025-04-01,31.3218,1169.0,341,2125.5,496
2025-04,124726,"4월 샌드위치,햄버거 구독",,,1637,910,2087.5,1359,225,33,2025-04-01,16.5563,34.0,14,2053.5,896
2025-04,124757,이즐)까까맛교통카드(빼빼로),서비스 상품,일반서비스,1773,1171,2022.5,1528,135,65,2025-04-01,8.8351,31.0,14,1991.5,1157
2025-04,132373,팔도)김치도시락,면,용기면,1559,513,2113.0,982,403,32,2025-04-01,41.0387,174.0,50,1939.0,463
2025-04,192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,8152,1805,9298.5,7297,491,296,2025-04-01,6.7288,7386.5,1774,1912.0,31
2025-04,123742,NEW갈비맛닭강정,미반,푸드 간편식,2099,988,2515.0,1710,273,34,2025-04-01,15.9649,637.0,274,1878.0,714
2025-04,161188,코카)코카콜라제로500ml,음료,탄산음료,1283,435,1904.0,771,391,27,2025-04-01,50.7134,33.0,11,1871.0,424
2025-04,109521,더커진유부초밥6입,미반,초밥류,1507,657,1925.5,1099,282,35,2025-04-01,25.6597,70.0,37,1855.5,620
2025-04,132835,PB)대파열라면큰컵,면,용기면,1407,906,1859.0,1094,256,18,2025-04-01,23.4004,36.0,21,1823.0,885
2025-04,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,6004,1862,7260.0,4476,985,124,2025-04-01,22.0063,5438.5,1510,1821.5,352
2025-04,124485,7P)스트롱사와복숭아500ml,양주와인,하이볼,1459,643,1820.5,1095,230,56,2025-04-01,21.0046,4.0,1,1816.5,642
2025-04,123297,해태)생생감자칩오지치즈후라이맛60g,과자,스낵류,1368,509,1851.0,931,304,47,2025-04-01,32.6531,63.0,31,1788.0,478
2025-04,124329,샤또 라퐁로쉐18,양주와인,와인,1483,682,1771.0,1286,130,53,2025-04-01,10.1089,21.0,17,1750.0,665
2025-04,125012,프롬더배럴500ml,양주와인,양주,1464,682,1736.5,1288,134,29,2025-04-02,10.4037,0.0,0,1736.5,682
2025-04,132142,농심)신라면120g,면,봉지면,2168,395,2722.0,1322,548,18,2025-04-01,41.4523,990.0,231,1732.0,164
2025-04,062346,PB)오구초코타임200ml,유음료,가공우유,1745,832,2276.0,1203,379,33,2025-04-01,31.5046,581.0,208,1695.0,624
2025-04,124532,맛장우맛자랑 직화닭갈비,미반,도시락,4179,1498,5405.5,3292,707,53,2025-04-01,21.4763,3771.5,1004,1634.0,494
2025-04,191642,롯데)배비치블랙쇼비뇽블랑750ml,양주와인,와인,1679,534,1944.0,1463,130,58,2025-04-01,8.8859,339.0,144,1605.0,390
2025-04,124486,7P)스트롱사와거봉500ml,양주와인,하이볼,1263,543,1589.5,925,206,59,2025-04-01,22.2703,5.0,1,1584.5,542
2025-04,125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,1407,623,1570.0,1190,0,199,2025-04-25,0.0,0.0,0,1570.0,623
2025-04,132847,삼양)맵탱마늘조개라면큰컵,면,용기면,1748,910,2064.0,1459,198,34,2025-04-01,13.5709,501.0,161,1563.0,749
2025-04,210345,오뚜기)진라면매운맛봉지,면,봉지면,1231,325,1673.0,748,340,16,2025-04-01,45.4545,121.0,35,1552.0,290
2025-04,124782,"4월 삼각김밥,김밥 구독",,,1317,725,1737.0,1075,205,28,2025-04-01,19.0698,237.0,77,1500.0,648
2025-04,124859,조니워커블루뱀띠에디션1L,양주와인,양주,1270,735,1386.5,1193,59,11,2025-04-01,4.9455,0.0,0,1386.5,735
2025-04,132835,PB)대파열라면큰컵,면,용기면,1407,906,1859.0,1094,256,18,2025-04-01,23.4004,543.5,149,1315.5,757
2025-04,210332,팔도)도시락,면,용기면,944,298,1315.0,561,273,15,2025-04-03,48.6631,0.0,0,1315.0,298
2025-04,124303,쉥크스 홈스테드 켄터키 사워매시 2024 700ml,양주와인,양주,1225,194,1293.5,1148,20,46,2025-04-10,1.7422,0.0,0,1293.5,194
2025-04,125084,PB)이봉원의봉짬뽕224g,냉장,냉장간편식,1082,457,1282.5,850,126,53,2025-04-17,14.8235,0.0,0,1282.5,457
2025-04,108810,올뉴빅닭강정,미반,푸드 간편식,1295,653,1502.5,1106,137,12,2025-04-01,12.387,331.0,175,1171.5,478
2025-04,124135,해태)구운버터옥수수60g,과자,스낵류,946,403,1235.5,651,194,34,2025-04-01,29.8003,68.0,20,1167.5,383
2025-04,125131,모던 스퀘어 카네이션,서비스 상품,기타,939,504,1150.0,818,108,7,2025-04-10,13.2029,0.0,0,1150.0,504
2025-04,132667,농심)배홍동비빔면(봉지),면,봉지면,907,281,1175.0,596,212,14,2025-04-01,35.5705,48.0,14,1127.0,267
2025-04,125343,ITTA MAGAZINE TEMPEST ver,미디어 상품,잡지,819,140,1114.5,635,152,17,2025-04-21,23.937,0.0,0,1114.5,140
2025-04,115940,오리온)무뚝뚝감자칩60g,과자,스낵류,1065,382,1444.0,677,273,21,2025-04-01,40.325,342.0,91,1102.0,291
2025-04,041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,2457,1006,3169.5,1709,506,61,2025-04-01,29.608,2078.0,616,1091.5,390
2025-04,160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,1071,359,1556.0,637,324,19,2025-04-01,50.8634,477.0,139,1079.0,220
2025-04,118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,862,429,1075.0,665,121,41,2025-04-03,18.1955,0.0,0,1075.0,429
2025-04,124782,롯데)최강록의소보로삼각,미반,삼각김밥,1034,500,1292.0,737,192,28,2025-04-01,26.0516,237.0,77,1055.0,423
2025-04,210382,팔도)비빔면봉지,면,봉지면,868,210,1141.0,510,236,15,2025-04-01,46.2745,137.0,37,1004.0,173
2025-04,111545,해태)크림웨하스50g,과자,비스킷류,916,323,1279.0,577,243,23,2025-04-01,42.1144,302.0,77,977.0,246
2025-04,140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,1247,596,1620.5,917,237,28,2025-04-01,25.8451,652.5,322,968.0,274
2025-04,202387,칠성)펩시콜라제로355ml,음료,탄산음료,1551,598,2184.0,948,444,21,2025-04-01,46.8354,1227.0,415,957.0,183
2025-04,124320,농심)먹태깡고추장마요60g,과자,스낵류,718,293,951.5,464,170,20,2025-04-01,36.6379,26.0,8,925.5,285
2025-04,109943,레드브레스트12년 700ml,양주와인,양주,788,372,1004.0,647,114,12,2025-04-01,17.6198,99.0,58,905.0,314
2025-04,210464,오뚜기)진라면매운맛큰컵,면,용기면,632,185,894.0,388,183,6,2025-04-03,47.1649,0.0,0,894.0,185
2025-04,123552,롯데)7찬도시락,미반,도시락,2687,984,3246.5,1918,497,36,2025-04-01,25.9124,2364.0,756,882.5,228
2025-04,170186,현대)미에로화이바350ml,음료,기능성드링크,581,199,889.0,356,182,10,2025-04-01,51.1236,40.0,10,849.0,189
2025-04,132140,농심)튀김우동큰사발,면,용기면,616,221,875.0,348,192,9,2025-04-01,55.1724,41.0,20,834.0,201
2025-04,124908,와일드터키롱브랜치,양주와인,양주,880,384,1074.0,736,95,34,2025-04-01,12.9076,241.0,62,833.0,322
2025-04,109009,PB)피스타치오마카다미아봉봉50g,과자,초콜릿,1019,467,1322.0,716,201,35,2025-04-01,28.0726,491.0,221,831.0,246
2025-04,132157,농심)얼큰한너구리봉지,면,봉지면,1136,214,1310.0,707,255,4,2025-04-01,36.0679,480.0,119,830.0,95
2025-04,132290,농심)새우탕면(소컵),면,용기면,594,174,813.0,351,171,7,2025-04-03,48.7179,0.0,0,813.0,174
2025-04,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,2055,777,2481.0,1521,360,18,2025-04-01,23.6686,1673.0,568,808.0,209
2025-04,191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,682,302,819.0,555,64,45,2025-04-01,11.5315,36.0,17,783.0,285
2025-04,125132,하이브리드_아이비,서비스 상품,기타,695,504,780.5,641,45,4,2025-04-10,7.0203,0.0,0,780.5,504
2025-04,070092,서울)흰우유1L,유음료,흰우유,2439,645,3464.0,1496,703,33,2025-04-01,46.992,2685.0,486,779.0,159
2025-04,125133,반전 용돈박스(대),서비스 상품,기타,724,587,778.5,689,27,5,2025-04-10,3.9187,0.0,0,778.5,587
2025-04,160053,칠성)펩시콜라600ml,음료,탄산음료,527,171,810.0,309,173,9,2025-04-01,55.9871,35.0,16,775.0,155
2025-04,202058,칠성)밀키스340ml,음료,탄산음료,977,359,1437.0,561,311,16,2025-04-01,55.4367,671.0,170,766.0,189
2025-04,124327,샤또 브랑깡뜨냑18,양주와인,와인,618,308,761.5,521,69,20,2025-04-01,13.2438,11.0,8,750.5,300
2025-04,324783,SK텔링크)반값유심,서비스 상품,일반서비스,548,220,744.5,435,100,7,2025-04-17,22.9885,0.0,0,744.5,220
2025-04,124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,564,240,741.0,421,94,29,2025-04-10,22.3278,0.0,0,741.0,240
2025-04,132730,오뚜기)짜슐랭봉지,면,봉지면,624,184,800.0,414,140,12,2025-04-02,33.8164,80.0,28,720.0,156
2025-04,124680,키노비오리지널진700ml,양주와인,양주,577,239,720.0,480,76,10,2025-04-01,15.8333,0.0,0,720.0,239
2025-04,324300,SK텔링크)알뜰유심,서비스 상품,일반서비스,537,205,720.0,414,93,19,2025-04-15,22.4638,0.0,0,720.0,205
2025-04,071847,CJ)청양고추후랑크80g,냉장,냉장간식,560,204,748.0,346,139,20,2025-04-01,40.1734,34.0,10,714.0,194
2025-04,115500,카발란 올로로소 쉐리오크,양주와인,양주,633,331,754.5,538,55,30,2025-04-01,10.223,46.0,42,708.5,289
2025-04,107273,크라운)콘칩초당70g,과자,스낵류,874,335,1203.0,571,218,21,2025-04-01,38.1786,495.0,161,708.0,174
2025-04,115640,롯데)롯데샌드105g,과자,비스킷류,702,301,913.0,457,161,19,2025-04-01,35.2298,207.0,67,706.0,234
2025-04,125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,612,309,699.0,480,0,117,2025-04-25,0.0,0.0,0,699.0,309
2025-04,132675,오뚜기)육개장사발면104g,면,용기면,757,276,1019.0,488,191,12,2025-04-01,39.1393,321.5,89,697.5,187
2025-04,124978,부나하벤12년700ml,양주와인,양주,635,337,693.0,598,24,12,2025-04-08,4.0134,0.0,0,693.0,337
2025-05,125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,248803,29229,311777.0,203572,33271,6772,2025-05-01,16.3436,1570.0,623,310207.0,28606
2025-05,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵,간식빵,127611,21126,163740.5,99877,18870,5368,2025-05-01,18.8932,594.0,285,163146.5,20841
2025-05,125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자,스낵류,73181,14950,87214.0,60960,6582,4047,2025-05-01,10.7972,191.0,84,87023.0,14866
2025-05,125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,56228,16433,67367.5,45947,6263,2211,2025-05-01,13.6309,699.0,309,66668.5,16124
2025-05,125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,50788,11500,64249.5,39871,6290,3376,2025-05-01,15.7759,225.0,112,64024.5,11388
2025-05,191866,5월 와인 구독,,,21124,4342,26937.5,17780,2861,341,2025-05-01,16.0911,819.0,302,26118.5,4040
2025-05,191866,5월 와인 구독,,,21124,4342,26937.5,17780,2861,341,2025-05-01,16.0911,881.0,361,26056.5,3981
2025-05,210294,팔도)짬뽕왕뚜껑,면,용기면,10101,3181,13559.5,6648,2500,121,2025-05-01,37.6053,88.0,16,13471.5,3165
2025-05,210445,오뚜기)스파게티큰컵,면,용기면,6038,1788,8875.5,3925,1692,98,2025-05-01,43.1083,276.0,79,8599.5,1709
2025-05,125341,5월 도시락 구독(첫구독100원),,,5184,2268,8072.0,3666,1442,46,2025-05-01,39.3344,1.0,1,8071.0,2267
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096,700.0,246,8049.0,1419
2025-05,125341,5월 도시락 구독(첫구독100원),,,5184,2268,8072.0,3666,1442,46,2025-05-01,39.3344,1433.0,381,6639.0,1887
2025-05,192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,5585,1308,6580.0,4875,444,212,2025-05-01,9.1077,3.0,2,6577.0,1306
2025-05,105887,롯데)맛장우전주식비빔밥,미반,도시락,4550,1971,6731.5,3300,1104,87,2025-05-01,33.4545,700.0,246,6031.5,1725
2025-05,132835,PB)#대파열라면큰컵,면,용기면,4413,1306,6159.0,2995,1099,62,2025-05-01,36.6945,352.0,122,5807.0,1184
2025-05,125111,뚠뚠치킨&에그샌드,조리빵,샌드위치,4354,1248,5809.0,3168,914,54,2025-05-01,28.851,178.0,81,5631.0,1167
2025-05,210386,삼양)삼양라면큰컵,면,용기면,4250,1355,5583.0,2781,1034,45,2025-05-01,37.1809,23.0,10,5560.0,1345
2025-05,132835,PB)#대파열라면큰컵,면,용기면,4413,1306,6159.0,2995,1099,62,2025-05-01,36.6945,616.0,301,5543.0,1005
2025-05,124560,PB)박은영셰프의유산슬탕면큰컵,면,용기면,4644,1705,6011.0,3275,979,63,2025-05-01,29.8931,526.0,197,5485.0,1508
2025-05,108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,4963,1485,6584.5,3450,1091,94,2025-05-01,31.6232,1521.0,504,5063.5,981
2025-05,124534,맛장우맛자랑 부대볶음,미반,도시락,3826,1437,4801.5,2971,635,48,2025-05-01,21.3733,5.0,2,4796.5,1435
2025-05,150143,하겐)컵딸기,아이스크림,고급,3158,1304,4824.5,2202,838,75,2025-05-01,38.0563,66.0,32,4758.5,1272
2025-05,123308,CJ)무항생제1등급계란10입,신선,수축산/계란,3643,943,4720.0,2725,693,47,2025-05-01,25.4312,65.0,20,4655.0,923
2025-05,105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,10043,3596,12772.5,7465,1785,248,2025-05-01,23.9116,8152.5,2526,4620.0,1070
2025-05,132835,PB)#대파열라면큰컵,면,용기면,4413,1306,6159.0,2995,1099,62,2025-05-01,36.6945,1859.0,906,4300.0,400
2025-05,990263,"모바일금액권 10,000원",기타,판촉물,2817,1192,4543.0,1888,866,38,2025-05-01,45.8686,525.0,223,4018.0,969
2025-05,161188,코카)코카콜라제로500ml,음료,탄산음료,3963,1217,5897.0,2347,1260,42,2025-05-01,53.6856,1904.0,435,3993.0,782
2025-05,124340,G)LOOK초콜릿딸기복숭아46g,과자,초콜릿,3514,1306,4515.5,2501,653,138,2025-05-01,26.1096,603.0,243,3912.5,1063
2025-05,123767,"모바일금액권 50,000원",기타,판촉물,2755,1094,4466.5,1857,848,36,2025-05-01,45.6651,581.0,251,3885.5,843
2025-05,123629,G)LOOK초콜릿(네가지과일)44g,과자,초콜릿,3855,2077,4372.0,3289,347,86,2025-05-01,10.5503,652.0,211,3720.0,1866
2025-05,125161,최강록의진심)지파이,즉석 식품,즉석치킨(삭제예정),3344,2239,3600.0,3101,160,34,2025-05-01,5.1596,55.0,22,3545.0,2217
2025-05,123766,"모바일금액권 30,000원",기타,판촉물,2351,912,4000.0,1483,823,29,2025-05-01,55.4956,472.5,210,3527.5,702
2025-05,124533,롯데)맛장우맛자랑 부대볶음,미반,도시락,4875,1471,6588.5,3421,1074,104,2025-05-01,31.3943,3207.0,1125,3381.5,346
2025-05,123307,PB)착한콘칩65g,과자,스낵류,2524,747,3470.0,1734,600,42,2025-05-01,34.6021,99.0,32,3371.0,715
2025-05,125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,2773,1178,3754.0,2139,506,72,2025-05-01,23.6559,406.0,257,3348.0,921
2025-05,220530,CJ)작은햇반130g,가공식품,가공미반류,2523,848,3599.0,1740,653,10,2025-05-01,37.5287,293.0,65,3306.0,783
2025-05,150954,해태)부라보바닐라160ml,아이스크림,노벨티,2323,637,3391.0,1470,677,22,2025-05-01,46.0544,170.0,41,3221.0,596
2025-05,125444,히밥)럭히밥울트라면볶이(4인분),면,용기면,2700,866,3214.0,2267,273,92,2025-05-01,12.0423,4.0,2,3210.0,864
2025-05,118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,3417,1554,4204.0,2608,503,131,2025-05-01,19.2868,1075.0,429,3129.0,1125
2025-05,150487,하겐)컵벨지안쵸코렛,아이스크림,고급,1960,700,3137.0,1266,588,70,2025-05-04,46.4455,10.0,11,3127.0,689
2025-05,125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,2671,1157,3111.5,1919,185,399,2025-05-01,9.6404,86.0,41,3025.5,1116
2025-05,150944,빙그레)메로나75ml,아이스크림,노벨티,2211,846,2943.0,1416,558,30,2025-05-01,39.4068,34.0,12,2909.0,834
2025-05,109496, 미쓰이)생초콜릿모찌40g,디저트,냉동디저트,6968,2805,8571.5,5332,1061,209,2025-05-01,19.8987,5792.0,2040,2779.5,765
2025-05,124530,최강록의간장들기름비빔밥,미반,도시락,2143,1016,2660.0,1677,324,51,2025-05-01,19.3202,15.0,2,2645.0,1014
2025-05,105367,5월 세븐카페 반값구독,,,2007,1390,2425.5,1769,206,22,2025-05-01,11.645,-1.0,5,2426.5,1385
2025-05,105367,5월 세븐카페 반값구독,,,2007,1390,2425.5,1769,206,22,2025-05-01,11.645,1.0,1,2424.5,1389
2025-05,125166,한입쏙!들기름김밥,미반,김밥,2067,876,2560.5,1602,324,42,2025-05-01,20.2247,149.0,90,2411.5,786
2025-05,070897,롯데)의성마늘프랑크70g,냉장,냉장간식,1847,760,2417.5,1282,397,37,2025-05-01,30.9672,35.0,11,2382.5,749
2025-05,124781,해태)생생감자칩랍스터맛85g,과자,스낵류,1732,633,2339.0,1135,424,35,2025-05-01,37.3568,54.0,24,2285.0,609
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,1.0,1,2280.5,889
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,4.0,4,2277.5,886
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,7.0,5,2274.5,885
2025-05,125326,"5월 삼각김밥,김밥 구독",,,2170,1427,2726.0,1852,268,40,2025-05-01,14.4708,454.5,163,2271.5,1264
2025-05,803186,농심)츄파춥스300,과자,캔디류,2194,1071,3040.0,1540,528,14,2025-05-01,34.2857,798.0,253,2242.0,818
2025-05,108810,올뉴빅닭강정,미반,푸드 간편식,3137,1075,3743.0,2564,417,26,2025-05-01,16.2637,1502.5,653,2240.5,422
2025-05,111382,농심)멘토스레인보우,과자,캔디류,1569,496,2309.0,882,518,14,2025-05-01,58.7302,86.0,28,2223.0,468
2025-05,125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,1890,913,2504.5,1487,318,47,2025-05-01,21.3853,310.5,148,2194.0,765
2025-05,202023,칠성)칸타타콘트라베이스블랙500,음료,커피음료,1598,521,2279.0,1032,439,19,2025-05-01,42.5388,99.0,20,2180.0,501
2025-05,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,4074,1080,4636.0,2843,723,44,2025-05-01,25.4309,2481.0,777,2155.0,303
2025-05,123934,CJ)맥스봉고소한치즈후랑크65g,냉장,냉장간식,1679,506,2352.0,992,496,21,2025-05-01,50.0,233.0,57,2119.0,449
2025-05,132167,농심)튀김우동(소컵),면,용기면,1573,433,2351.0,893,527,10,2025-05-01,59.0146,263.0,61,2088.0,372
2025-05,124040,해태)연양갱땅콩맛55g,과자,캔디류,1891,557,2672.0,1077,582,27,2025-05-01,54.039,599.5,124,2072.5,433
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096,6731.5,1971,2017.5,4294966990
2025-05,123638,농심)후르츠텔라48g,과자,캔디류,1431,510,2056.0,819,445,23,2025-05-01,54.3346,39.0,25,2017.0,485
2025-05,124626,엠즈)39저당커스터드크림롤105g,디저트,냉장베이커리,1769,635,2029.0,1457,173,64,2025-05-01,11.8737,104.0,43,1925.0,592
2025-05,600915,일신)리콜라레몬민트40g,과자,캔디류,1306,390,1875.0,801,376,25,2025-05-01,46.9413,33.0,12,1842.0,378
2025-05,115921,농심)바나나킥75g,과자,스낵류,1376,535,1952.0,864,385,20,2025-05-01,44.5602,128.0,52,1824.0,483
2025-05,116320,오리온)도도한나쵸사워어니언92g,과자,스낵류,1510,500,2125.0,952,414,25,2025-05-01,43.4874,323.0,123,1802.0,377
2025-05,201737,PB)아이시스2L(6입),음료,생수,1406,326,2112.0,854,436,22,2025-05-01,51.0539,333.0,87,1779.0,239
2025-05,124136,듬뿍참치유부초밥,미반,초밥류,2533,943,3180.0,1844,462,59,2025-05-01,25.0542,1401.0,493,1779.0,450
2025-05,109470,G)마루짱유부우동94g,면,용기면,1484,486,1987.0,982,334,57,2025-05-01,34.0122,224.0,77,1763.0,409
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,2.0,2,1750.0,1221
2025-05,201428,칠성)칠성사이다355ml,음료,탄산음료,1669,637,2434.5,1026,496,22,2025-05-01,48.3431,699.0,216,1735.5,421
2025-05,115940,오리온)무뚝뚝감자칩60g,과자,스낵류,2377,904,3177.0,1577,576,32,2025-05-01,36.525,1444.0,382,1733.0,522
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,60.0,39,1692.0,1184
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,63.0,42,1689.0,1181
2025-05,601082,농심)먹태깡청양마요맛60g,과자,스낵류,1445,464,2095.0,881,434,14,2025-05-01,49.2622,427.0,91,1668.0,373
2025-05,202057,칠성)칸타타콘트라베이스라떼500,음료,커피음료,1180,367,1679.0,782,314,13,2025-05-01,40.1535,48.0,17,1631.0,350
2025-05,123637,엠즈)39저당초코크림롤105g,디저트,냉장베이커리,1461,579,1632.0,1258,94,67,2025-05-01,7.4722,45.0,23,1587.0,556
2025-05,202782,칠성)핫식스더킹퍼플355ml,음료,기능성드링크,1197,386,1739.0,784,324,24,2025-05-01,41.3265,174.0,56,1565.0,330
2025-05,014387,맛장우전주식비빔밥,미반,도시락,9678,3197,13042.0,7114,2024,131,2025-05-01,28.4509,11546.5,3206,1495.5,4294967287
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096,7260.0,1862,1489.0,4294967099
2025-05,141102,삼양)까르보불닭떡볶이(컵),가공식품,가공미반류,1206,415,1537.0,943,194,27,2025-05-01,20.5726,64.0,31,1473.0,384
2025-05,124390,필리치즈스테이크버거,조리빵,햄버거,1247,653,1473.0,1011,146,38,2025-05-01,14.4411,1.0,1,1472.0,652
