event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views
2025-03,109583,신동엽)블랙서클하이볼레몬350ml캔,양주와인,하이볼,2062,1146,2410.5,1642,218,104,2025-03-01,13.2765
2025-03,124254,맥캘란 18년 셰리오크,양주와인,양주,2150,524,2409.0,1919,115,86,2025-03-17,5.9927
2025-03,123552,롯데)7찬도시락,미반,도시락,1935,756,2364.0,1422,345,25,2025-03-01,24.2616
2025-03,123556,롯데)밥먹자얘들아,미반,도시락,1947,803,2357.0,1464,317,36,2025-03-01,21.653
2025-03,123059,어메이징딸기샌드,조리빵,샌드위치,1639,687,2219.0,1146,318,98,2025-03-01,27.7487
2025-03,123598,롯데)닭가슴살잡곡샌드,조리빵,샌드위치,1768,868,2194.0,1254,146,290,2025-03-01,11.6427
2025-03,123094,현대)맛장우 통등심돈까스&김치제육,미반,도시락,1920,1021,2185.0,1564,218,35,2025-03-01,13.9386
2025-03,123600,카스 프레쉬 350ml캔(12입)*전용잔 2개,맥주,수입맥주,1564,644,2147.0,1220,293,28,2025-03-06,24.0164
2025-03,108543,불닭치즈소시지김밥,미반,김밥,1600,608,2127.0,1119,304,91,2025-03-01,27.1671
2025-03,041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,1545,616,2078.0,986,361,69,2025-03-01,36.6126
2025-03,124634,키키쿼카)스트레스볼set,과자,캔디류,1830,1218,2060.5,1660,113,36,2025-03-01,6.8072
2025-03,070012,빙그레)바나나우유240ml,유음료,가공우유,1366,493,2050.0,832,420,24,2025-03-01,50.4808
2025-03,107585,고기(肉)맥시멈도시락,미반,도시락,1591,678,2046.0,1184,282,47,2025-03-01,23.8176
2025-03,192098,앙리마티스나디아(화이트),양주와인,와인,1739,1136,2044.5,1489,141,80,2025-03-01,9.4694
2025-03,123596,롯데)인가샌드위치,조리빵,샌드위치,1649,761,1999.5,1234,270,33,2025-03-01,21.8801
2025-03,191572,롯데)일그리지오끼안티750ml,양주와인,와인,1560,667,1801.0,1345,125,55,2025-03-01,9.2937
2025-03,113131,믹터스 싱글배럴 라이 700ml,양주와인,양주,1438,718,1792.0,1183,180,48,2025-03-04,15.2156
2025-03,021398,대만식 햄치즈샌드위치,조리빵,샌드위치,1294,510,1700.0,925,253,44,2025-03-01,27.3514
2025-03,124461,조니워커 블랙 루비 700ml,양주와인,양주,1509,718,1685.5,1348,77,62,2025-03-11,5.7122
2025-03,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,1349,568,1673.0,981,241,32,2025-03-01,24.5668
2025-03,124635,키키쿼카)쁘띠키링set,과자,캔디류,1478,1016,1669.0,1340,92,30,2025-03-01,6.8657
2025-03,601329, 7P)랑그드샤초코70g,과자,비스킷류,1301,589,1621.0,925,202,88,2025-03-01,21.8378
2025-03,124265,그린)스팸계란마요삼각,미반,삼각김밥,1330,700,1618.5,942,250,21,2025-03-01,26.5393
2025-03,109029,맛장우도시락 올데이뷔페,미반,도시락,1300,573,1613.0,1020,189,39,2025-03-01,18.5294
2025-03,113160,조니워커그린700ml,양주와인,양주,1246,592,1607.0,1014,162,58,2025-03-04,15.9763
2025-03,113156,그린)11겹등심돈까스,미반,도시락,1367,702,1587.0,1109,166,24,2025-03-01,14.9684
2025-03,021729,햄듬뿍치즈샌드,조리빵,샌드위치,1212,437,1554.5,861,233,37,2025-03-01,27.0616
2025-03,180959,화요X.Premium,전통주,소주,1378,656,1540.5,1235,60,66,2025-03-01,4.8583
2025-03,105946,맛장우고추장불백,미반,도시락,1165,551,1515.0,879,208,30,2025-03-01,23.6633
2025-03,105698,인가샌드위치,조리빵,샌드위치,1151,490,1506.0,796,231,47,2025-03-01,29.0201
2025-03,835012,"3월 샌드위치,햄버거 구독",,,1182,661,1500.5,985,156,29,2025-03-05,15.8376
2025-03,202378,칠성)칠성사이다제로250ml,음료,탄산음료,1395,526,1476.0,860,275,17,2025-03-01,31.9767
2025-03,108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,1274,436,1434.0,1094,73,76,2025-03-01,6.6728
2025-03,124435,PB)바스켓팝콘,과자,스낵류,1213,384,1414.5,1069,101,27,2025-03-11,9.4481
2025-03,124659,K리그산리오 머플러(헬로키티),패션잡화,시즌/소품,990,274,1414.5,740,209,28,2025-03-07,28.2432
2025-03,053163,매콤점보넓적다리,즉석 식품,즉석치킨(삭제예정),1011,388,1413.0,668,257,20,2025-03-01,38.4731
2025-03,021780,리얼소프트에그샌드,조리빵,샌드위치,1073,410,1402.0,749,215,39,2025-03-01,28.7049
2025-03,123554,롯데)11찬도시락,미반,도시락,1140,481,1395.0,847,193,22,2025-03-01,22.7863
2025-03,107817,K리그산리오)인형 키링_포차코,문구/완구,일반완구,1203,397,1381.0,1066,77,48,2025-03-07,7.2233
2025-03,123654,맛장우도시락 오늘은소불고기닭!,미반,도시락,1068,529,1367.0,855,164,23,2025-03-01,19.1813
2025-03,192490,제임슨700ml,양주와인,양주,1112,646,1338.5,969,109,25,2025-03-01,11.2487
2025-03,202371,칠성)칠성사이다제로500ml,음료,탄산음료,1063,551,1331.0,733,220,16,2025-03-01,30.0136
2025-03,124637,키키쿼카)밍크담요set,과자,캔디류,1196,870,1327.5,1097,67,19,2025-03-01,6.1076
2025-03,109582,신동엽)블랙서클하이볼오리지널350ml캔,양주와인,하이볼,1061,582,1300.0,792,147,63,2025-03-01,18.5606
2025-03,108851,현대)맛장우도시락 올데이뷔페,미반,도시락,1113,511,1299.0,834,168,24,2025-03-01,20.1439
2025-03,021802,롯데)대만식햄치즈샌드위치,조리빵,샌드위치,1032,423,1291.0,719,201,27,2025-03-01,27.9555
2025-03,124372,현대)제일맛집도시락,미반,도시락,1076,456,1272.0,798,173,20,2025-03-01,21.6792
2025-03,132865,PB)우불식당즉석우동큰컵,면,용기면,904,346,1249.0,592,222,27,2025-03-01,37.5
2025-03,124636,키키쿼카)얼굴쿠션set,과자,캔디류,1125,852,1247.0,1035,56,25,2025-03-01,5.4106
2025-03,014347,스팸마요계란김밥,미반,김밥,941,406,1232.0,663,175,49,2025-03-01,26.3952
2025-03,202387,칠성)펩시콜라제로355ml,음료,탄산음료,938,415,1227.0,605,223,21,2025-03-01,36.8595
2025-03,013643,치킨마요덮밥,미반,도시락,965,402,1216.0,711,165,33,2025-03-01,23.2068
2025-03,192578,무학)앙리마티스보히가스에디션,양주와인,와인,1081,458,1212.0,975,52,45,2025-03-01,5.3333
2025-03,123868,글렌알라키 15년 700ml,양주와인,양주,954,433,1192.0,789,103,52,2025-03-04,13.0545
2025-03,124226,미야기쿄 싱글몰트,양주와인,양주,973,525,1180.0,802,105,43,2025-03-04,13.0923
2025-03,114339,히밥)럭히밥김찌라면큰컵,면,용기면,827,341,1169.0,528,220,20,2025-03-01,41.6667
2025-03,113161,조니워커 블랙 700ml,양주와인,양주,849,391,1169.0,639,152,44,2025-03-04,23.7872
2025-03,124547,울진대게딱지장김밥,미반,김밥,880,375,1160.5,610,168,49,2025-03-07,27.541
2025-03,113133,믹터스 스몰배치 버번 700ml,양주와인,양주,936,441,1153.0,780,109,31,2025-03-04,13.9744
2025-03,123806,초코딸기샌드,조리빵,샌드위치,907,439,1135.0,659,151,40,2025-03-01,22.9135
2025-03,109729,"3,900김치피자탕수육",미반,푸드 간편식,919,504,1128.0,701,123,51,2025-03-01,17.5464
2025-03,108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,882,344,1118.0,628,171,20,2025-03-01,27.2293
2025-03,123324,안유성명장토핑유부초밥,미반,초밥류,900,495,1105.5,681,126,46,2025-03-01,18.5022
2025-03,124446,제일맛집도시락,미반,도시락,914,456,1098.5,734,120,21,2025-03-07,16.3488
2025-03,132457,삼양)까르보불닭볶음면(큰컵),면,용기면,721,265,1095.0,408,238,16,2025-03-01,58.3333
2025-03,124529,롯데)최강록의간장들기름비빔밥,미반,도시락,870,334,1090.0,638,141,39,2025-03-19,22.1003
2025-03,014383,가득담은5찬도시락,미반,도시락,866,415,1074.0,698,124,16,2025-03-01,17.765
2025-03,108654, 네슬레)다막피스타치오60G,과자,초콜릿,879,489,1031.0,719,103,20,2025-03-01,14.3255
2025-03,990120,"모바일금액권 5,000원",기타,판촉물,639,263,1030.5,430,196,8,2025-03-01,45.5814
2025-03,115478,육즙가득삼겹살쌈장김밥,미반,김밥,799,418,1025.0,566,137,48,2025-03-01,24.2049
2025-03,123338,"현대)3,900스크램블&불고기덮밥",미반,도시락,873,455,1019.5,673,110,35,2025-03-01,16.3447
2025-03,106826,롯데)킹장우듬뿍참치김밥,미반,김밥,778,279,1017.0,503,189,11,2025-03-01,37.5746
2025-03,123293,현대)안유성명장김밥명란타마고,미반,김밥,823,360,1017.0,617,117,46,2025-03-01,18.9627
2025-03,014412,함박&부대볶음_5찬,미반,도시락,823,410,1014.0,640,122,23,2025-03-01,19.0625
2025-03,014215,그린)NEW참치김치볶음밥삼각,미반,삼각김밥,752,271,998.0,446,201,18,2025-03-01,45.0673
2025-03,123744,기본김밥,미반,김밥,786,286,994.5,516,165,29,2025-03-01,31.9767
2025-03,132142,농심)신라면120g,면,봉지면,669,231,990.0,386,212,13,2025-03-01,54.9223
2025-03,123422,오징어핑크버거,조리빵,햄버거,770,309,986.0,561,136,30,2025-03-01,24.2424
2025-03,105729,11겹등심돈까스,미반,도시락,788,413,982.0,630,117,14,2025-03-01,18.5714
2025-03,123920,롯데)안유성명장 치킨난반정식,미반,도시락,811,383,982.0,633,113,25,2025-03-01,17.8515
2025-03,123553,롯데)가득담은5찬도시락,미반,도시락,826,326,971.0,625,127,13,2025-03-01,20.32
2025-03,105995,PB)밀크초코콘170ml,아이스크림,노벨티,716,295,965.0,440,168,43,2025-03-01,38.1818
2025-03,114320,오리온)미쯔미니700,과자,비스킷류,696,268,954.5,418,192,15,2025-03-01,45.933
2025-03,107053,롯데)맛장우삼각더커진참치마요,미반,삼각김밥,715,267,953.0,420,198,12,2025-03-01,47.1429
2025-03,107684,K리그)산리오캐리어(포차코),과자,캔디류,839,314,949.5,741,53,31,2025-03-01,7.1525
2025-03,106875,킹장우듬뿍참치김밥,미반,김밥,678,264,928.0,459,148,32,2025-03-01,32.244
2025-03,109576,참고소한제육덮밥,미반,도시락,690,282,912.0,500,128,30,2025-03-01,25.6
2025-03,124150,롯데)함박&부대볶음 5찬도시락,미반,도시락,715,309,884.0,527,125,15,2025-03-01,23.7192
2025-03,071778,마루카네)감동란2입,냉장,냉장간식,590,220,882.0,347,178,22,2025-03-02,51.2968
2025-03,600166,PB)갈릭새우칩65g,과자,스낵류,585,207,872.0,327,188,17,2025-03-01,57.4924
2025-03,021693,삼립)NEW상하이스파이시버거,조리빵,햄버거,687,227,835.0,487,128,12,2025-03-01,26.2834
2025-03,124531,현대)맛장우맛자랑 직화닭갈비,미반,도시락,647,248,831.5,458,129,15,2025-03-19,28.1659
2025-03,108494,맛장우도시락 고기(肉)올인원,미반,도시락,665,330,831.0,503,106,22,2025-03-01,21.0736
2025-03,119522,PB)숏다리오잉70g,과자,스낵류,560,235,817.0,337,166,13,2025-03-01,49.2582
2025-03,109016,PB)피스타치오웨하스57g,과자,비스킷류,671,325,814.0,461,110,41,2025-03-01,23.8612
2025-03,107513,그린)더커진불닭콘참치마요삼각,미반,삼각김밥,625,258,807.0,447,109,34,2025-03-01,24.3848
2025-03,115920,농심)매운새우깡90g,과자,스낵류,543,204,792.0,297,180,7,2025-03-03,60.6061
2025-03,014442,더꽉찬한돈돈까스김밥,미반,김밥,582,257,791.0,388,126,31,2025-03-01,32.4742
2025-03,115858,농심)새우깡90g,과자,스낵류,525,183,790.0,265,191,7,2025-03-02,72.0755
2025-03,041426,제주우유생크림빵130g,디저트,냉장베이커리,594,262,777.0,398,119,33,2025-03-01,29.8995
2025-03,109680,티머니_산리오키링(포차코),서비스 상품,일반서비스,619,349,768.0,496,71,35,2025-03-01,14.3145
2025-03,107519,K리그산리오 헬로키티인형,문구/완구,일반완구,575,319,757.5,455,85,27,2025-03-07,18.6813
2025-03,113159,조니워커골드750ml,양주와인,양주,588,320,754.0,485,72,28,2025-03-04,14.8454
2025-03,014248,더꽉찬불고기&참치김밥,미반,김밥,545,204,747.0,357,131,18,2025-03-01,36.6947
2025-03,107834,만쿠만구치킨(순살),즉석 식품,즉석치킨(삭제예정),626,216,742.0,521,68,18,2025-03-01,13.0518
2025-03,106024,맛장우김밥오리지널,미반,김밥,574,199,741.0,407,114,15,2025-03-01,28.0098
2025-03,124533,롯데)맛장우맛자랑 부대볶음,미반,도시락,587,245,727.0,466,91,6,2025-03-19,19.5279
2025-03,123131,"3,900매콤닭껍질튀김",미반,푸드 간편식,598,303,726.0,485,66,30,2025-03-01,13.6082
2025-03,170756,디아)기네스드래프트440ml캔_4입,맥주,수입맥주,722,134,725.5,705,0,12,2025-03-01,0.0
2025-03,191932,금양)신퀀타750ml,양주와인,와인,653,270,720.0,568,33,35,2025-03-01,5.8099
2025-03,123517,롯데)비빔참치마요삼각김밥,미반,삼각김밥,540,222,698.0,342,122,22,2025-03-01,35.6725
2025-03,600592,PB)왕소라형스낵143g,과자,스낵류,480,187,697.0,284,147,7,2025-03-01,51.7606
2025-03,107796,K리그산리오)인형_포차코,문구/완구,일반완구,611,238,694.0,544,40,19,2025-03-01,7.3529
2025-03,124617,포켓델리베지스틱,미반,푸드 간편식,558,312,687.0,444,66,31,2025-03-12,14.8649
2025-03,210337,오뚜기)참깨라면큰컵,면,용기면,510,196,680.0,295,138,16,2025-03-01,46.7797
2025-03,013541,순살닭강정,미반,푸드 간편식,574,314,678.0,451,68,26,2025-03-01,15.0776
2025-03,108773,롯데)의성마늘햄&직꾸닭도시락,미반,도시락,557,246,676.0,413,92,13,2025-03-01,22.276
2025-03,202058,칠성)밀키스340ml,음료,탄산음료,483,170,671.0,266,148,10,2025-03-01,55.6391
2025-03,192112,조니워커블루750ml,양주와인,양주,540,300,668.0,444,56,32,2025-03-04,12.6126
2025-03,108620,엔제이)훈와리밀크카스테라,빵,간식빵,537,326,666.0,410,62,45,2025-03-01,15.122
2025-03,108245,PB)쿵야빠냐냐71g,과자,스낵류,540,221,665.0,398,82,27,2025-03-01,20.603
2025-03,021788,리얼소프트햄&에그샌드,조리빵,샌드위치,542,240,665.0,413,81,19,2025-03-01,19.6126
2025-03,124656,호가든벚꽃잔패키지,맥주,수입맥주,533,273,663.0,442,69,11,2025-03-19,15.6109
2025-03,140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,532,322,652.5,402,85,13,2025-03-01,21.1443
2025-03,094369,세븐팜)갓성비바나나(5입),신선,과일,470,177,641.0,317,105,19,2025-03-06,33.123
2025-03,107292,제스트)도쿄브레드커피빵,빵,간식빵,537,246,638.0,403,60,43,2025-03-01,14.8883
2025-03,123742,NEW갈비맛닭강정,미반,푸드 간편식,510,274,637.0,390,70,29,2025-03-01,17.9487
2025-03,132140,농심)튀김우동큰사발,면,용기면,448,175,626.0,255,132,12,2025-03-01,51.7647
2025-03,132284,삼양)불닭볶음면소컵,면,용기면,416,175,623.0,253,125,11,2025-03-01,49.4071
2025-03,124245,롯데)리얼소프트에그샌드,조리빵,샌드위치,504,239,621.0,376,73,27,2025-03-01,19.4149
2025-03,113562,맥캘란 어 나잇 온 어스700ml,양주와인,양주,569,366,618.5,522,22,18,2025-03-01,4.2146
2025-03,115925,농심)양파링80g,과자,스낵류,450,168,617.0,275,124,7,2025-03-01,45.0909
2025-03,192642,7P)스트롱사와레몬500ml,양주와인,하이볼,537,203,614.0,452,40,29,2025-03-01,8.8496
2025-03,107671,K리그산리오)머플러(헬로키티),패션잡화,시즌/소품,563,165,613.5,514,21,20,2025-03-01,4.0856
2025-03,124877,토트넘 No.7 마킹 네이비 티셔츠_105,패션잡화,시즌/소품,558,403,612.5,508,27,15,2025-03-28,5.315
2025-03,109687,화요53%750ml,전통주,소주,480,248,608.0,398,64,12,2025-03-01,16.0804
2025-03,108632,뚠뚠햄치즈&포테이토샌드,조리빵,샌드위치,479,207,607.0,333,87,24,2025-03-01,26.1261
2025-03,601115,PB)을지로약과팝콘80g,과자,스낵류,520,383,599.5,449,46,12,2025-03-01,10.245
2025-03,109679,티머니_산리오키링(시나모롤),서비스 상품,일반서비스,472,273,599.0,380,59,25,2025-03-01,15.5263
2025-03,107818,K리그산리오)인형 키링_헬로키티,문구/완구,일반완구,492,131,590.0,420,44,21,2025-03-07,10.4762
2025-03,121872,이노엔)컨디션환1입,건강/기호식품,숙취해소제,489,324,590.0,390,71,4,2025-03-01,18.2051
