category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
유음료,요구르트,1835,41,562,2336.0,1286,360,114,53,22,27.9938,32.1151,56.9756
미디어 상품,음반,1753,4,766,2331.5,1355,314,18,37,24,23.1734,25.9041,582.875
전통주,소주,2002,36,829,2263.0,1739,157,40,52,12,9.0282,12.0184,62.8611
음료,스포츠음료,1484,20,452,2223.0,879,470,103,23,9,53.4699,56.0865,111.15
음료,주스,1593,53,518,2167.5,1042,379,107,53,11,36.3724,41.4587,40.8962
미반,푸드 간편식,1895,18,613,2151.0,1569,194,84,44,4,12.3646,15.1689,119.5
즉석음료,얼음,1537,19,710,1964.0,1170,276,72,19,0,23.5897,25.2137,103.3684
면,봉지면,1410,31,416,1934.0,883,384,124,14,5,43.4881,45.0736,62.3871
유음료,흰우유,1290,10,331,1925.0,757,417,103,11,2,55.0859,56.539,192.5
냉동,조리냉동,1486,17,481,1818.0,1086,259,104,32,5,23.849,26.7956,106.9412
디저트,시즌케익,1400,3,812,1580.0,1142,0,0,231,25,0.0,20.2277,526.6667
냉장,냉장간편식,1184,63,462,1488.0,827,220,77,45,13,26.6022,32.0435,23.619
빵,구움과자,1149,20,330,1474.0,801,235,82,27,4,29.3383,32.7091,73.7
유음료,냉장주스,1072,29,378,1425.0,701,264,90,13,4,37.6605,39.515,49.1379
안주,오징어,1108,28,266,1407.5,874,181,30,14,8,20.7094,22.3112,50.2679
유음료,프로틴 음료,1007,28,220,1300.0,692,224,81,9,1,32.3699,33.6705,46.4286
담배,전자담배,1089,24,275,1230.0,929,80,5,47,28,8.6114,13.6706,51.25
간식,냉장피자,912,18,310,1189.0,675,163,38,33,3,24.1481,29.037,66.0556
미반,샐러드 ,972,9,337,1170.5,729,152,56,25,9,20.8505,24.2798,130.0556
과자,프로틴/시리얼,796,26,266,1069.0,518,199,67,11,1,38.417,40.5405,41.1154
전통주,기타전통주,899,117,380,1050.5,726,73,25,68,6,10.0551,19.4215,8.9786
신선,야채,780,30,285,980.0,579,140,43,14,4,24.1796,26.5976,32.6667
즉석 식품,즉석치킨,687,26,194,976.0,414,199,56,13,5,48.0676,51.2077,37.5385
가공식품,상온간편식,752,45,244,975.0,520,156,52,21,3,30.0,34.0385,21.6667
위생용품,티슈,667,20,215,924.0,467,153,25,15,7,32.7623,35.9743,46.2
유음료,두유,678,17,206,905.0,428,169,59,17,5,39.486,43.4579,53.2353
즉석음료,파우치,586,41,128,868.0,352,183,44,6,1,51.9886,53.6932,21.1707
패션잡화,시즌/소품,707,34,263,816.5,619,68,8,4,7,10.9855,11.6317,24.0147
약품/의료품,의약외품,645,49,299,803.0,449,85,31,70,10,18.931,34.5212,16.3878
과자,껌,475,33,124,707.0,289,139,29,16,2,48.0969,53.6332,21.4242
위생용품,생리대,561,55,162,692.0,437,82,23,17,2,18.7643,22.6545,12.5818
문구/완구,기타문구,522,4,243,622.0,450,49,6,16,1,10.8889,14.4444,155.5
냉동,냉동만두,434,8,167,598.0,290,104,27,12,1,35.8621,40.0,74.75
건강/기호식품,숙취해소제,425,16,106,567.0,284,103,34,4,0,36.2676,37.6761,35.4375
서비스 상품,일반서비스,482,18,263,563.0,405,40,9,25,3,9.8765,16.0494,31.2778
신선,과일,400,25,147,554.0,272,98,22,6,2,36.0294,38.2353,22.16
안주,생선류,400,16,162,528.0,251,105,38,2,4,41.8327,42.6295,33.0
유음료,기능성우유,399,11,148,527.5,268,95,32,3,0,35.4478,36.5672,47.9545
냉장,냉장안주,385,27,116,490.0,294,65,14,9,3,22.1088,25.1701,18.1481
가정용품,세제류,357,38,120,460.0,275,66,15,1,0,24.0,24.3636,12.1053
유음료,유제품,305,9,106,447.0,189,89,21,6,0,47.0899,50.2646,49.6667
건강/기호식품,커피,316,21,104,436.0,202,78,16,12,8,38.6139,44.5545,20.7619
음료,전통음료,282,18,140,390.0,195,69,16,2,0,35.3846,36.4103,21.6667
패션잡화,팬티/내의,315,15,81,383.0,255,44,11,4,1,17.2549,18.8235,25.5333
건강/기호식품,차,297,25,105,377.0,219,53,16,8,1,24.2009,27.8539,15.08
맥주,무알콜맥주,274,12,106,346.0,199,51,17,6,1,25.6281,28.6432,28.8333
안주,농산안주,251,8,102,327.0,188,46,8,6,3,24.4681,27.6596,40.875
안주,너트류,218,20,70,302.0,141,58,17,2,0,41.1348,42.5532,15.1
가공식품,캔,199,24,64,288.0,124,59,14,1,1,47.5806,48.3871,12.0
일용잡화,휴대폰/주변기기,207,14,80,254.0,161,34,11,1,0,21.118,21.7391,18.1429
즉석음료,세븐카페,205,2,149,249.0,183,22,0,0,0,12.0219,12.0219,124.5
냉동,냉동간편식,193,7,88,240.0,147,31,9,5,1,21.0884,24.4898,34.2857
빵,호빵,185,1,84,239.0,116,33,10,20,6,28.4483,45.6897,239.0
건강/기호식품,건강/이너뷰티,197,15,98,235.0,147,33,12,2,3,22.449,23.8095,15.6667
건강/기호식품,쨈/꿀,188,2,73,227.0,156,19,4,9,0,12.1795,17.9487,113.5
전통주,막걸리,200,15,75,218.0,160,20,12,6,2,12.5,16.25,14.5333
미용/화장품,여성화장품,163,30,72,210.0,114,34,10,3,2,29.8246,32.4561,7.0
조미료/건물,조미료,151,17,41,207.0,94,38,10,6,3,40.4255,46.8085,12.1765
조미료/건물,건해산물,152,7,72,204.0,103,36,11,2,0,34.9515,36.8932,29.1429
H&B,치약,131,13,51,177.0,87,32,10,2,0,36.7816,39.0805,13.6154
일용잡화,반려동물용품,116,19,34,151.0,76,28,8,1,3,36.8421,38.1579,7.9474
조미료/건물,소스류,121,21,52,146.0,87,21,8,3,2,24.1379,27.5862,6.9524
가정용품,방향제,116,9,46,143.0,83,21,8,3,1,25.3012,28.9157,15.8889
아이스크림,홈타입,114,6,53,141.0,88,16,4,5,1,18.1818,23.8636,23.5
즉석 식품,즉석간식,118,7,51,140.0,88,19,9,2,0,21.5909,23.8636,20.0
H&B,화장비누/바디클렌저,97,7,41,138.0,63,25,6,3,0,39.6825,44.4444,19.7143
냉동,신선냉동,99,9,34,135.0,74,20,2,2,1,27.027,29.7297,15.0
가정용품,행락용품,92,13,41,127.0,64,22,4,1,1,34.375,35.9375,9.7692
안주,스낵안주,103,14,53,122.0,72,15,7,7,2,20.8333,30.5556,8.7143
문구/완구,일반문구,96,21,39,119.0,72,17,6,1,0,23.6111,25.0,5.6667
양주와인,리쿼,90,16,42,116.0,59,16,6,8,1,27.1186,40.678,7.25
H&B,면도용품,84,8,38,114.0,66,15,1,2,0,22.7273,25.7576,14.25
H&B,칫솔,88,9,42,109.0,63,14,6,5,0,22.2222,30.1587,12.1111
H&B,샴푸/린스,62,9,25,80.0,51,10,1,0,0,19.6078,19.6078,8.8889
미용/화장품,미용소품,55,15,30,77.0,39,12,1,2,1,30.7692,35.8974,5.1333
안주,육포,53,11,25,75.0,40,12,1,0,0,30.0,30.0,6.8182
빵,식빵,61,2,36,71.0,45,9,5,2,0,20.0,24.4444,35.5
건강/기호식품,원컵,54,6,29,66.0,37,10,5,2,0,27.027,32.4324,11.0
일용잡화,건전지,43,8,17,63.0,29,12,2,0,0,41.3793,41.3793,7.875
디저트,떡,47,3,19,57.0,31,9,4,2,1,29.0323,35.4839,19.0
간식,샐러드(삭제예정),46,6,20,55.0,29,10,5,1,1,34.4828,37.931,9.1667
일용잡화,취미용품,67,1,54,55.0,59,1,6,0,1,1.6949,1.6949,55.0
조미료/건물,장류,33,6,10,50.0,18,11,3,1,0,61.1111,66.6667,8.3333
가정용품,주방용품,35,7,16,47.0,22,8,2,2,1,36.3636,45.4545,6.7143
미용/화장품,헤어스타일링,31,5,13,41.0,21,6,1,2,1,28.5714,38.0952,8.2
약품/의료품,의료기기,33,5,15,39.0,28,4,1,0,0,14.2857,14.2857,7.8
조미료/건물,식용유지,29,5,16,38.0,20,6,2,1,0,30.0,35.0,7.6
가정용품,청소/작업용품,27,8,12,37.0,20,6,1,0,0,30.0,30.0,4.625
조미료/건물,분말가루,19,4,9,27.0,13,5,1,0,0,38.4615,38.4615,6.75
조리빵,샐러드모닝랩,19,1,15,24.0,13,2,1,3,0,15.3846,38.4615,24.0
일용잡화,전기용품,20,6,7,24.0,14,4,2,0,0,28.5714,28.5714,4.0
패션잡화,양말,20,4,9,22.0,17,2,1,0,0,11.7647,11.7647,5.5
가정용품,살충제,13,6,7,21.0,9,4,0,0,0,44.4444,44.4444,3.5
음료,선물세트,14,4,6,20.0,9,4,1,0,0,44.4444,44.4444,5.0
즉석 식품,즉석조리,17,2,10,20.0,15,1,0,1,0,6.6667,13.3333,10.0
문구/완구,노트/봉투,13,5,8,19.0,10,3,0,0,0,30.0,30.0,3.8
H&B,칫솔치약세트,15,4,9,19.0,13,2,0,0,0,15.3846,15.3846,4.75
H&B,여행용상품,14,2,7,14.0,10,2,2,0,0,20.0,20.0,7.0
문구/완구,사무용품,12,5,9,14.0,10,0,0,2,0,0.0,20.0,2.8
서비스 상품,기타,18,9,9,14.0,16,0,2,0,0,0.0,0.0,1.5556
간식,냉장간식,9,1,3,13.0,5,3,1,0,0,60.0,60.0,13.0
패션잡화,스타킹,12,6,8,12.0,12,0,0,0,0,0.0,0.0,2.0
일용잡화,자동차용품,2,1,1,4.0,1,1,0,0,0,100.0,100.0,4.0
신선,쌀/잡곡,4,1,1,4.0,4,0,0,0,0,0.0,0.0,4.0
안주,기타,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
미디어 상품,잡지,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
가정용품,욕실용품,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
위생용품,기저귀,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
