mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
124978,부나하벤12년700ml,양주와인,양주,798,333,1129.0,613,158,23,2025-05-21,2025-05 하순,25.7749
123629,G)LOOK초콜릿(네가지과일)44g,과자,초콜릿,1008,583,1123.0,859,92,15,2025-05-21,2025-05 하순,10.7101
118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,929,423,1123.0,697,142,30,2025-05-21,2025-05 하순,20.373
109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,962,397,1119.0,767,118,25,2025-05-21,2025-05 하순,15.3846
115940,오리온)무뚝뚝감자칩60g,과자,스낵류,822,378,1096.0,560,192,10,2025-05-21,2025-05 하순,34.2857
109362,7찬도시락,미반,도시락,855,333,1096.0,648,154,13,2025-05-21,2025-05 하순,23.7654
108473,그린)불닭치즈소시지김밥,미반,김밥,836,269,1094.0,599,159,32,2025-05-21,2025-05 하순,26.5442
109020,농심)신라면툼바큰사발,면,용기면,756,274,1074.0,455,221,12,2025-05-21,2025-05 하순,48.5714
202387,칠성)펩시콜라제로355ml,음료,탄산음료,734,266,1071.0,428,232,7,2025-05-21,2025-05 하순,54.2056
013782,New모둠초밥정식,미반,초밥류,896,469,1069.0,731,110,21,2025-05-21,2025-05 하순,15.0479
803186,농심)츄파춥스300,과자,캔디류,747,369,1068.0,515,194,3,2025-05-21,2025-05 하순,37.6699
124340,G)LOOK초콜릿딸기복숭아46g,과자,초콜릿,853,347,1065.0,583,161,36,2025-05-21,2025-05 하순,27.6158
160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,658,218,1029.0,374,228,9,2025-05-21,2025-05 하순,60.9626
125580,PB)자이언츠월드콘160ml,아이스크림,노벨티,883,566,1004.5,701,70,68,2025-05-21,2025-05 하순,9.9857
125216,농심)메론킥60g,과자,스낵류,739,315,1003.0,483,179,20,2025-05-21,2025-05 하순,37.06
108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,776,324,983.0,620,105,33,2025-05-21,2025-05 하순,16.9355
834917,5월 도시락 구독,,,689,386,966.5,543,136,8,2025-05-21,2025-05 하순,25.046
124781,해태)생생감자칩랍스터맛85g,과자,스낵류,724,284,959.0,463,181,11,2025-05-21,2025-05 하순,39.0929
106292,한양)꽃보다오징어숏바디150g,안주,오징어,770,167,953.5,646,100,10,2025-05-21,2025-05 하순,15.4799
201737,PB)아이시스2L(6입),음료,생수,641,167,952.0,387,201,5,2025-05-21,2025-05 하순,51.938
123397,앙리마티스)와인볼(화이트)500ml캔,양주와인,하이볼,718,323,931.5,522,133,24,2025-05-21,2025-05 하순,25.4789
123934,CJ)맥스봉고소한치즈후랑크65g,냉장,냉장간식,679,220,922.0,396,197,7,2025-05-21,2025-05 하순,49.7475
070012,빙그레)바나나우유240ml,유음료,가공우유,619,218,918.0,356,204,3,2025-05-21,2025-05 하순,57.3034
123087,와일드 터키 레어 브리드,양주와인,양주,882,560,904.0,867,10,4,2025-05-23,2025-05 하순,1.1534
125161,최강록의진심)지파이,즉석 식품,즉석치킨(삭제예정),823,613,904.0,747,50,11,2025-05-21,2025-05 하순,6.6934
601082,농심)먹태깡청양마요맛60g,과자,스낵류,603,198,870.0,372,180,3,2025-05-21,2025-05 하순,48.3871
111382,농심)멘토스레인보우,과자,캔디류,573,202,865.0,316,200,2,2025-05-21,2025-05 하순,63.2911
132167,농심)튀김우동(소컵),면,용기면,593,185,860.0,332,195,3,2025-05-21,2025-05 하순,58.7349
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,719,389,856.5,504,125,22,2025-05-21,2025-05 하순,24.8016
141102,삼양)까르보불닭떡볶이(컵),가공식품,가공미반류,666,241,853.0,507,115,15,2025-05-21,2025-05 하순,22.6824
070897,롯데)의성마늘프랑크70g,냉장,냉장간식,652,286,841.5,453,139,10,2025-05-21,2025-05 하순,30.6843
021398,대만식 햄치즈샌드위치,조리빵,샌드위치,646,241,838.0,448,138,12,2025-05-21,2025-05 하순,30.8036
071778,마루카네)감동란2입,냉장,냉장간식,573,174,837.0,370,160,10,2025-05-21,2025-05 하순,43.2432
062346,PB)오구초코타임200ml,유음료,가공우유,597,220,831.0,346,178,8,2025-05-21,2025-05 하순,51.4451
124914,해태)부라보바닐라라이트160ml,아이스크림,노벨티,626,245,821.0,427,137,15,2025-05-21,2025-05 하순,32.0843
123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,629,318,817.0,464,107,30,2025-05-21,2025-05 하순,23.0603
107585,고기(肉)맥시멈도시락,미반,도시락,647,275,815.0,505,107,8,2025-05-21,2025-05 하순,21.1881
124040,해태)연양갱땅콩맛55g,과자,캔디류,569,185,807.0,319,177,10,2025-05-21,2025-05 하순,55.4859
124560,PB)박은영셰프의유산슬탕면큰컵,면,용기면,709,355,804.0,559,92,9,2025-05-21,2025-05 하순,16.458
124626,엠즈)39저당커스터드크림롤105g,디저트,냉장베이커리,681,270,793.0,552,76,22,2025-05-21,2025-05 하순,13.7681
125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,571,291,767.0,437,107,12,2025-05-21,2025-05 하순,24.4851
125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,490,165,753.5,326,140,10,2025-05-21,2025-05 하순,42.9448
117574,PB)누네띠네55g,과자,비스킷류,552,211,751.0,299,168,11,2025-05-21,2025-05 하순,56.1873
109470,G)마루짱유부우동94g,면,용기면,570,215,745.0,389,117,23,2025-05-21,2025-05 하순,30.0771
201428,칠성)칠성사이다355ml,음료,탄산음료,512,219,742.0,312,153,6,2025-05-21,2025-05 하순,49.0385
124932,버터치킨카레덮밥,미반,도시락,623,317,738.0,502,69,27,2025-05-21,2025-05 하순,13.745
116320,오리온)도도한나쵸사워어니언92g,과자,스낵류,524,202,735.0,338,139,9,2025-05-21,2025-05 하순,41.1243
125326,"5월 삼각김밥,김밥 구독",,,577,408,733.0,493,75,8,2025-05-21,2025-05 하순,15.213
192487,더글렌리벳12년700ml,양주와인,양주,542,281,726.0,420,89,22,2025-05-28,2025-05 하순,21.1905
109696,글렌피딕15년700ml,양주와인,양주,554,243,721.0,442,88,12,2025-05-21,2025-05 하순,19.9095
041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,539,185,712.0,364,124,9,2025-05-21,2025-05 하순,34.0659
115921,농심)바나나킥75g,과자,스낵류,510,208,709.0,326,138,5,2025-05-21,2025-05 하순,42.3313
108494,맛장우도시락 고기(肉)올인원,미반,도시락,515,187,709.0,398,98,12,2025-05-21,2025-05 하순,24.6231
124677,KBO)삼립삼성라이온즈블루베리패스츄리100g,빵,간식빵,643,403,705.0,484,77,24,2025-05-21,2025-05 하순,15.9091
125795,그린)전남친샌드,조리빵,샌드위치,562,188,696.0,462,73,14,2025-05-27,2025-05 하순,15.8009
202023,칠성)칸타타콘트라베이스블랙500,음료,커피음료,474,172,687.0,290,143,3,2025-05-21,2025-05 하순,49.3103
112127,롯데)치토스매콤한맛82g,과자,스낵류,492,183,687.0,315,132,7,2025-05-21,2025-05 하순,41.9048
124135,해태)구운버터옥수수60g,과자,스낵류,506,197,679.0,338,122,7,2025-05-21,2025-05 하순,36.0947
105698,인가샌드위치,조리빵,샌드위치,545,221,672.0,400,102,3,2025-05-21,2025-05 하순,25.5
125452,"3,900나시고랭볶음밥",미반,도시락,506,195,667.0,370,97,15,2025-05-21,2025-05 하순,26.2162
160053,칠성)펩시콜라600ml,음료,탄산음료,426,151,666.0,252,144,4,2025-05-21,2025-05 하순,57.1429
053173,버팔로윙봉,즉석 식품,즉석치킨(삭제예정),428,110,664.0,274,130,8,2025-05-21,2025-05 하순,47.4453
123638,농심)후르츠텔라48g,과자,캔디류,474,192,654.0,284,134,8,2025-05-21,2025-05 하순,47.1831
125569,케이준치킨너겟샐러드165g,미반,샐러드 ,523,210,642.0,387,88,13,2025-05-21,2025-05 하순,22.739
014347,스팸마요계란김밥,미반,김밥,486,185,639.0,329,107,13,2025-05-21,2025-05 하순,32.5228
109055,G)크라시에유자셔벗140ml,아이스크림,고급,476,226,626.0,302,99,34,2025-05-21,2025-05 하순,32.7815
124530,최강록의간장들기름비빔밥,미반,도시락,492,224,626.0,364,87,14,2025-05-21,2025-05 하순,23.9011
125676,트러플촉촉함박도시락,미반,도시락,479,211,616.0,377,77,11,2025-05-21,2025-05 하순,20.4244
125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,503,232,606.0,346,81,31,2025-05-21,2025-05 하순,23.4104
111519,크라운)못말리는신짱1500,과자,스낵류,421,137,605.0,240,135,2,2025-05-21,2025-05 하순,56.25
125268,그린)맛장우맛자랑 반반제육,미반,도시락,502,193,605.0,366,90,5,2025-05-21,2025-05 하순,24.5902
053163,매콤점보넓적다리,즉석 식품,즉석치킨(삭제예정),452,183,604.0,301,106,10,2025-05-21,2025-05 하순,35.2159
109488,오뚜기)짜슐랭큰컵,면,용기면,396,125,602.0,227,130,8,2025-05-22,2025-05 하순,57.2687
105421,아사히)아사히생맥주캔340ml(6입),맥주,수입맥주,596,218,601.0,588,0,7,2025-05-22,2025-05 하순,0.0
124678,KBO)삼립KT위즈빅또리초코바닐라샌드60g,빵,간식빵,456,193,600.0,275,113,18,2025-05-21,2025-05 하순,41.0909
125341,맛장우맛자랑 반반제육,미반,도시락,442,180,600.0,315,97,8,2025-05-21,2025-05 하순,30.7937
111545,해태)크림웨하스50g,과자,비스킷류,421,160,600.0,249,130,1,2025-05-21,2025-05 하순,52.2088
123407,삼립)잘익은참쑥이야기110g,빵,간식빵,440,106,597.0,343,69,25,2025-05-21,2025-05 하순,20.1166
083856,삼립)잘익은찰옥수수이야기110g,빵,간식빵,462,141,596.0,384,56,22,2025-05-21,2025-05 하순,14.5833
202057,칠성)칸타타콘트라베이스라떼500,음료,커피음료,418,147,595.0,280,111,3,2025-05-21,2025-05 하순,39.6429
104534,크라운)콘초66g,과자,스낵류,431,162,594.0,266,118,7,2025-05-21,2025-05 하순,44.3609
124136,듬뿍참치유부초밥,미반,초밥류,467,193,593.0,350,78,16,2025-05-21,2025-05 하순,22.2857
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,430,180,589.0,248,118,17,2025-05-21,2025-05 하순,47.5806
106559,오리온)찍먹나쵸치폴레마요84g,과자,스낵류,418,162,585.0,261,115,7,2025-05-21,2025-05 하순,44.0613
123556,롯데)밥먹자얘들아,미반,도시락,499,208,584.0,351,90,7,2025-05-21,2025-05 하순,25.641
600915,일신)리콜라레몬민트40g,과자,캔디류,414,137,575.0,266,106,11,2025-05-21,2025-05 하순,39.8496
013643,치킨마요덮밥,미반,도시락,442,175,571.0,319,84,13,2025-05-21,2025-05 하순,26.3323
124908,와일드터키롱브랜치,양주와인,양주,418,155,569.0,320,80,9,2025-05-21,2025-05 하순,25.0
108543,불닭치즈소시지김밥,미반,김밥,412,187,565.0,300,80,19,2025-05-21,2025-05 하순,26.6667
123549,해태)오사쯔빠스50g,과자,스낵류,428,169,563.0,263,111,7,2025-05-21,2025-05 하순,42.2053
132457,삼양)까르보불닭볶음면(큰컵),면,용기면,360,132,562.0,199,125,8,2025-05-21,2025-05 하순,62.8141
210386,삼양)삼양라면큰컵,면,용기면,535,315,560.0,411,66,3,2025-05-21,2025-05 하순,16.0584
201993,동원)동원샘물500ml,음료,생수,368,141,560.0,220,119,4,2025-05-21,2025-05 하순,54.0909
105995,PB)밀크초코콘170ml,아이스크림,노벨티,453,234,558.0,338,74,13,2025-05-21,2025-05 하순,21.8935
030673,MDS)옥수수콘치즈255g,간식,냉장피자,438,162,550.0,355,62,10,2025-05-21,2025-05 하순,17.4648
062345,PB)오구딸기타임200ml,유음료,가공우유,385,137,540.0,241,110,1,2025-05-21,2025-05 하순,45.6432
132161,농심)오징어짬뽕(소컵),면,용기면,370,114,540.0,213,118,4,2025-05-21,2025-05 하순,55.3991
124675,KBO)삼립LG트윈스쌍둥이딸기샌드99g,빵,간식빵,428,208,540.0,256,102,16,2025-05-21,2025-05 하순,39.8438
124508,최강록의로스팜에그샌드,조리빵,샌드위치,458,238,537.0,354,65,9,2025-05-21,2025-05 하순,18.3616
125401,KBO)463카라멜땅콩베이스샌드160g,빵,간식빵,392,137,536.0,251,90,22,2025-05-21,2025-05 하순,35.8566
108632,뚠뚠햄치즈&포테이토샌드,조리빵,샌드위치,426,160,536.0,294,89,6,2025-05-21,2025-05 하순,30.2721
013794,밥먹자얘들아 도시락,미반,도시락,416,206,534.0,312,77,6,2025-05-21,2025-05 하순,24.6795
192098,앙리마티스나디아(화이트),양주와인,와인,451,294,532.0,391,39,15,2025-05-21,2025-05 하순,9.9744
105367,5월 세븐카페 반값구독,,,464,340,531.0,427,30,7,2025-05-21,2025-05 하순,7.0258
210464,오뚜기)진라면매운맛큰컵,면,용기면,368,144,525.0,219,113,1,2025-05-21,2025-05 하순,51.5982
113512,맥캘란 12년 더블캐스크 700ml,양주와인,양주,417,218,523.0,337,53,17,2025-05-21,2025-05 하순,15.727
125913,유희왕초장갑부대R-ace,문구/완구,일반완구,439,281,517.0,381,38,14,2025-05-23,2025-05 하순,9.9738
220308,CJ)둥근햇반210g,가공식품,가공미반류,373,167,510.0,248,93,5,2025-05-21,2025-05 하순,37.5
106839,CJ)맥스봉매콤불고기맛핫바65g,냉장,냉장간식,369,147,510.0,243,96,3,2025-05-21,2025-05 하순,39.5062
125914,유희왕퇴마천사엑소시스터,문구/완구,일반완구,399,225,508.0,326,54,13,2025-05-23,2025-05 하순,16.5644
125248,PB)꽃모양얼음컵,즉석음료,얼음,480,425,505.0,460,11,7,2025-05-21,2025-05 하순,2.3913
202782,칠성)핫식스더킹퍼플355ml,음료,기능성드링크,341,112,499.0,214,100,4,2025-05-21,2025-05 하순,46.729
123554,롯데)11찬도시락,미반,도시락,423,159,497.0,285,80,10,2025-05-21,2025-05 하순,28.0702
105481,풀무원)워터루틴500ml(20입),음료,생수,320,73,495.0,204,101,1,2025-05-21,2025-05 하순,49.5098
122966,유앤)스웨디시스타일젤리80g,과자,젤리류,376,146,487.5,256,77,14,2025-05-21,2025-05 하순,30.0781
123637,엠즈)39저당초코크림롤105g,디저트,냉장베이커리,427,196,487.0,366,26,26,2025-05-21,2025-05 하순,7.1038
083224,삼립)잼있는딸기쿠키75g,빵,구움과자,356,109,485.0,238,86,7,2025-05-21,2025-05 하순,36.1345
124360,오뚜기)컵누들참깨라면소컵,면,용기면,331,125,480.0,197,99,7,2025-05-21,2025-05 하순,50.2538
105729,11겹등심돈까스,미반,도시락,387,146,478.0,280,68,11,2025-05-21,2025-05 하순,24.2857
113160,조니워커그린700ml,양주와인,양주,364,158,478.0,285,62,8,2025-05-21,2025-05 하순,21.7544
021802,롯데)대만식햄치즈샌드위치,조리빵,샌드위치,373,127,476.0,228,90,11,2025-05-21,2025-05 하순,39.4737
124390,필리치즈스테이크버거,조리빵,햄버거,388,205,473.0,321,51,5,2025-05-21,2025-05 하순,15.8879
125570,요거트구운단호박샐러드165g,미반,샐러드 ,398,186,472.0,300,60,10,2025-05-21,2025-05 하순,20.0
021693,삼립)NEW상하이스파이시버거,조리빵,햄버거,374,117,470.0,244,86,4,2025-05-21,2025-05 하순,35.2459
201429,칠성)펩시콜라355ml,음료,탄산음료,352,184,468.0,253,77,2,2025-05-21,2025-05 하순,30.4348
124320,농심)먹태깡고추장마요60g,과자,스낵류,374,154,464.0,232,92,2,2025-05-21,2025-05 하순,39.6552
132145,농심)김치사발면,면,용기면,311,109,462.0,175,105,1,2025-05-21,2025-05 하순,60.0
109009,PB)피스타치오마카다미아봉봉50g,과자,초콜릿,376,180,461.0,264,69,11,2025-05-21,2025-05 하순,26.1364
105742,우진)샤또뽕떼까네19,양주와인,와인,432,187,455.0,370,18,25,2025-05-21,2025-05 하순,4.8649
114339,히밥)럭히밥김찌라면큰컵,면,용기면,346,142,454.0,236,79,4,2025-05-21,2025-05 하순,33.4746
013541,순살닭강정,미반,푸드 간편식,388,146,453.0,309,52,5,2025-05-21,2025-05 하순,16.8285
132226,삼양)불닭볶음면(큰컵),면,용기면,279,102,447.0,154,103,2,2025-05-21,2025-05 하순,66.8831
115498,카발란 트리플쉐리,양주와인,양주,369,215,446.0,306,35,20,2025-05-21,2025-05 하순,11.4379
109471,G)마루짱튀김소바99g,면,용기면,345,161,445.0,244,59,22,2025-05-21,2025-05 하순,24.1803
211037,롯데)월드콘CVS160ml,아이스크림,노벨티,359,187,445.0,265,67,2,2025-05-21,2025-05 하순,25.283
125716,카스프레쉬350ml캔(24입),맥주,수입맥주,386,198,443.0,346,29,7,2025-05-21,2025-05 하순,8.3815
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,337,157,439.0,212,79,12,2025-05-21,2025-05 하순,37.2642
125808,나라)몬텔레나스탠딩저니나파샤도네이750ml,양주와인,와인,421,250,431.0,396,6,12,2025-05-28,2025-05 하순,1.5152
140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,310,123,429.0,204,79,5,2025-05-21,2025-05 하순,38.7255
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,331,166,428.0,210,75,13,2025-05-21,2025-05 하순,35.7143
125375,"5월 샌드위치,햄버거 구독",,,328,205,426.0,274,47,6,2025-05-21,2025-05 하순,17.1533
123596,롯데)인가샌드위치,조리빵,샌드위치,358,145,425.0,237,72,7,2025-05-21,2025-05 하순,30.3797
123744,기본김밥,미반,김밥,318,99,424.0,204,76,10,2025-05-21,2025-05 하순,37.2549
201819,칠성)2%아쿠아제로500ml,음료,스포츠음료,282,113,424.0,161,93,4,2025-05-21,2025-05 하순,57.764
125393,탱글쏘야&불고기도시락,미반,도시락,310,120,423.0,240,58,7,2025-05-21,2025-05 하순,24.1667
113156,그린)11겹등심돈까스,미반,도시락,348,125,423.0,228,78,1,2025-05-21,2025-05 하순,34.2105
107834,만쿠만구치킨(순살),즉석 식품,즉석치킨(삭제예정),330,120,421.0,259,56,3,2025-05-21,2025-05 하순,21.6216
107053,롯데)맛장우삼각더커진참치마요,미반,삼각김밥,294,113,418.0,165,94,2,2025-05-21,2025-05 하순,56.9697
990120,"모바일금액권 5,000원",기타,판촉물,286,147,414.0,210,67,4,2025-05-21,2025-05 하순,31.9048
100990,농심)멘토스과일,과자,캔디류,281,114,413.0,166,86,6,2025-05-21,2025-05 하순,51.8072
106875,킹장우듬뿍참치김밥,미반,김밥,326,123,412.0,209,74,8,2025-05-21,2025-05 하순,35.4067
125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반)_2차판매,미디어 상품,음반,359,257,406.0,316,25,10,2025-05-26,2025-05 하순,7.9114
108461,인테)코코제로망고340ml,음료,주스,287,126,405.0,163,84,10,2025-05-21,2025-05 하순,51.5337
141243,오뚜기)발아현미밥210g,가공식품,가공미반류,280,102,405.0,177,79,5,2025-05-21,2025-05 하순,44.6328
200844,칠성)핫식스250ml,음료,기능성드링크,289,130,404.0,187,79,1,2025-05-21,2025-05 하순,42.246
083223,삼립)잼있는사과쿠키75g,빵,구움과자,319,115,401.0,213,69,6,2025-05-21,2025-05 하순,32.3944
106868,러비어스)프라가500ml캔,맥주,수입맥주,304,77,401.0,236,56,3,2025-05-21,2025-05 하순,23.7288
140963,오뚜기)톡톡김치알밥(컵밥),가공식품,가공미반류,289,88,398.0,183,75,7,2025-05-21,2025-05 하순,40.9836
104533,크라운)카라멜콘땅콩72g,과자,스낵류,282,108,394.0,176,78,4,2025-05-21,2025-05 하순,44.3182
108070,칠성)펩시라임제로카페인500ml,음료,탄산음료,292,110,386.0,211,61,4,2025-05-21,2025-05 하순,28.91
835245,5월 세븐카페 구독,,,292,172,383.5,240,44,6,2025-05-21,2025-05 하순,18.3333
125581,KBO)돌직구딸기잼비스킷130g,빵,간식빵,306,159,383.0,190,48,39,2025-05-21,2025-05 하순,25.2632
112126,롯데)꼬깔콘군옥수수67g,과자,스낵류,289,127,381.0,182,72,6,2025-05-21,2025-05 하순,39.5604
160598,코카)스프라이트500ml,음료,탄산음료,254,89,381.0,138,89,1,2025-05-21,2025-05 하순,64.4928
094369,세븐팜)갓성비바나나(5입),신선,과일,277,102,378.0,184,68,5,2025-05-21,2025-05 하순,36.9565
106826,롯데)킹장우듬뿍참치김밥,미반,김밥,292,116,376.0,176,76,4,2025-05-21,2025-05 하순,43.1818
124531,현대)맛장우맛자랑 직화닭갈비,미반,도시락,325,157,374.0,239,50,7,2025-05-21,2025-05 하순,20.9205
160932,칠성)밀키스500ml,음료,탄산음료,238,92,373.0,142,78,5,2025-05-21,2025-05 하순,54.9296
108620,엔제이)훈와리밀크카스테라,빵,간식빵,292,120,370.0,210,50,14,2025-05-21,2025-05 하순,23.8095
124265,그린)스팸계란마요삼각,미반,삼각김밥,257,109,363.0,153,77,2,2025-05-21,2025-05 하순,50.3268
315353,K)릴 하이브리드3(지알로옐로우),담배,전자담배,317,109,360.0,270,23,15,2025-05-21,2025-05 하순,8.5185
