category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
조미료/건물,장류,76,9,33,88.0,48,11,5,8,4,22.9167,39.5833,9.7778
냉동,냉동간편식,75,4,35,88.0,54,7,3,9,2,12.963,29.6296,22.0
H&B,화장비누/바디클렌저,70,5,39,83.0,60,6,1,3,0,10.0,15.0,16.6
간식,샐러드(삭제예정),59,2,31,72.0,43,6,2,7,1,13.9535,30.2326,36.0
H&B,샴푸/린스,56,6,33,71.0,48,7,0,1,0,14.5833,16.6667,11.8333
문구/완구,일반문구,59,3,25,69.0,42,11,6,0,0,26.1905,26.1905,23.0
H&B,칫솔,60,9,38,69.0,51,6,2,1,0,11.7647,13.7255,7.6667
즉석 식품,즉석조리,67,1,42,66.0,53,3,4,5,2,5.6604,15.0943,66.0
냉동,신선냉동,58,10,33,65.0,46,7,3,1,1,15.2174,17.3913,6.5
디저트,떡,55,3,40,64.0,48,2,0,5,0,4.1667,14.5833,21.3333
조미료/건물,분말가루,49,4,24,63.0,37,8,2,2,0,21.6216,27.027,15.75
빵,식빵,57,1,36,58.0,54,1,0,1,1,1.8519,3.7037,58.0
일용잡화,전기용품,43,5,14,55.0,35,7,1,0,0,20.0,20.0,11.0
H&B,칫솔치약세트,47,5,27,53.0,44,3,0,0,0,6.8182,6.8182,10.6
건강/기호식품,원컵,39,3,14,51.0,24,9,4,2,0,37.5,45.8333,17.0
가정용품,청소/작업용품,42,6,15,50.0,28,9,5,0,0,32.1429,32.1429,8.3333
일용잡화,건전지,36,5,22,47.0,28,6,0,1,1,21.4286,25.0,9.4
위생용품,기저귀,37,3,19,44.0,31,4,0,1,1,12.9032,16.129,14.6667
H&B,면도용품,39,5,22,39.0,35,2,2,0,0,5.7143,5.7143,7.8
전통주,선물세트,30,1,16,31.0,24,1,0,3,2,4.1667,16.6667,31.0
미용/화장품,헤어스타일링,22,6,11,24.0,19,2,1,0,0,10.5263,10.5263,4.0
H&B,여행용상품,19,3,11,20.0,14,2,1,1,1,14.2857,21.4286,6.6667
가정용품,주방용품,13,4,8,17.0,9,3,1,0,0,33.3333,33.3333,4.25
문구/완구,노트/봉투,6,1,5,7.0,5,0,0,1,0,0.0,20.0,7.0
신선,쌀/잡곡,5,1,5,5.0,5,0,0,0,0,0.0,0.0,5.0
안주,기타,3,1,2,3.0,3,0,0,0,0,0.0,0.0,3.0
빵,호빵,2,1,1,2.0,2,0,0,0,0,0.0,0.0,2.0
일용잡화,자동차용품,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
가정용품,살충제,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
