category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
음료,기능성드링크,3132,57,919,4345.0,2124,766,172,55,15,36.064,38.6535,76.2281
음료,커피음료,2911,58,736,4072.0,1888,741,191,81,10,39.2479,43.5381,70.2069
즉석 식품,즉석치킨(삭제예정),3153,18,1514,3790.0,2569,428,115,31,10,16.6602,17.8669,210.5556
음료,차음료,2411,63,721,3371.0,1550,624,170,62,5,40.2581,44.2581,53.5079
아이스크림,고급,2087,63,684,2797.5,1427,448,127,79,5,31.3945,36.9306,44.4048
미디어 상품,음반,1906,3,800,2568.0,1503,328,11,49,9,21.823,25.0832,856.0
음료,주스,1692,55,609,2365.0,1075,449,125,37,6,41.7674,45.2093,43.0
과자,젤리류,1760,116,571,2332.0,1170,399,122,52,17,34.1026,38.547,20.1034
유음료,요구르트,1639,39,580,2134.0,1156,333,100,43,7,28.8062,32.526,54.7179
유음료,냉장주스,1398,30,458,1999.0,906,370,83,35,4,40.8389,44.702,66.6333
면,봉지면,1417,33,495,1939.0,894,377,120,20,6,42.17,44.4072,58.7576
전통주,소주,1560,37,684,1854.0,1263,195,55,33,8,15.4394,18.0523,50.1081
냉장,냉장간편식,1459,60,565,1811.0,1088,227,73,62,9,20.864,26.5625,30.1833
음료,스포츠음료,1252,21,473,1781.0,758,365,107,19,3,48.153,50.6596,84.8095
유음료,프로틴 음료,1372,28,215,1772.0,937,301,107,22,5,32.1238,34.4717,63.2857
신선,수축산/계란,1316,10,399,1735.0,953,263,62,31,7,27.5971,30.8499,173.5
음료,생수,1214,24,382,1724.0,752,342,94,22,4,45.4787,48.4043,71.8333
유음료,흰우유,1118,9,375,1636.0,685,337,81,12,3,49.1971,50.9489,181.7778
냉동,조리냉동,1261,18,431,1607.0,920,221,62,48,10,24.0217,29.2391,89.2778
즉석음료,얼음,1329,17,801,1605.5,1097,169,37,21,4,15.4057,17.32,94.4412
유음료,두유,1027,16,304,1413.0,663,262,77,22,3,39.5173,42.8356,88.3125
디저트,시즌케익,1325,2,564,1398.5,1198,23,6,78,19,1.9199,8.4307,699.25
전통주,기타전통주,1150,119,471,1315.0,948,104,42,51,5,10.9705,16.3502,11.0504
위생용품,티슈,956,22,348,1279.0,683,206,46,15,6,30.1611,32.3572,58.1364
가공식품,상온간편식,914,48,324,1220.0,650,192,48,22,2,29.5385,32.9231,25.4167
담배,전자담배,1018,24,246,1198.0,884,91,5,28,10,10.2941,13.4615,49.9167
과자,프로틴/시리얼,817,23,274,1130.0,541,199,48,23,6,36.7837,41.0351,49.1304
서비스 상품,일반서비스,865,15,488,1030.5,742,86,10,22,4,11.5903,14.5553,68.7
안주,생선류,632,15,222,897.0,400,174,45,11,2,43.5,46.25,59.8
약품/의료품,의약외품,659,49,219,884.0,480,133,25,17,4,27.7083,31.25,18.0408
서비스 상품,기타,727,9,204,824.0,643,61,15,7,1,9.4868,10.5754,91.5556
즉석 식품,즉석치킨,561,24,180,787.0,350,159,47,4,1,45.4286,46.5714,32.7917
위생용품,생리대,626,55,201,774.0,486,89,17,24,10,18.3128,23.251,14.0727
빵,구움과자,599,20,226,767.0,406,125,46,18,4,30.7882,35.2217,38.35
건강/기호식품,숙취해소제,524,15,196,725.0,335,138,40,9,2,41.194,43.8806,48.3333
냉동,냉동만두,550,8,187,710.0,398,110,33,8,1,27.6382,29.6482,88.75
즉석음료,파우치,490,42,123,692.0,289,145,45,8,3,50.173,52.9412,16.4762
신선,과일,485,28,172,656.0,343,101,22,17,2,29.4461,34.4023,23.4286
신선,야채,508,37,187,646.0,371,88,25,20,4,23.7197,29.1105,17.4595
유음료,기능성우유,464,11,171,623.0,307,110,32,11,4,35.8306,39.4137,56.6364
건강/기호식품,커피,451,22,105,606.0,313,98,22,13,5,31.3099,35.4633,27.5455
문구/완구,일반완구,511,39,280,586.0,456,35,3,15,2,7.6754,10.9649,15.0256
안주,오징어,413,30,112,581.0,275,108,26,4,0,39.2727,40.7273,19.3667
패션잡화,팬티/내의,463,15,160,557.0,391,55,9,6,2,14.0665,15.601,37.1333
건강/기호식품,건강/이너뷰티,417,16,144,526.0,316,71,19,9,2,22.4684,25.3165,32.875
냉장,냉장안주,413,28,126,522.0,313,60,13,23,4,19.1693,26.5176,18.6429
즉석음료,세븐카페,432,2,281,502.0,382,38,4,6,2,9.9476,11.5183,251.0
가정용품,세제류,352,36,142,475.0,262,72,11,5,2,27.4809,29.3893,13.1944
과자,껌,322,33,102,465.0,195,97,26,3,1,49.7436,51.2821,14.0909
음료,전통음료,268,18,128,373.0,159,77,26,5,1,48.4277,51.5723,20.7222
맥주,무알콜맥주,271,12,111,334.0,196,45,15,11,4,22.9592,28.5714,27.8333
간식,냉장피자,265,18,92,319.0,181,45,20,14,5,24.8619,32.5967,17.7222
안주,너트류,237,28,84,313.0,143,57,22,12,3,39.8601,48.2517,11.1786
유음료,유제품,220,10,76,309.0,148,56,12,3,1,37.8378,39.8649,30.9
건강/기호식품,차,215,20,93,278.0,163,35,7,9,1,21.4724,26.9939,13.9
H&B,치약,222,16,73,276.0,158,44,18,2,0,27.8481,29.1139,17.25
냉동,냉동간편식,225,7,107,273.0,174,30,10,10,1,17.2414,22.9885,39.0
전통주,막걸리,239,18,98,265.0,192,24,10,8,5,12.5,16.6667,14.7222
가공식품,캔,193,22,63,248.0,133,43,15,1,1,32.3308,33.0827,11.2727
안주,스낵안주,169,15,78,215.0,122,29,8,8,2,23.7705,30.3279,14.3333
조미료/건물,건해산물,171,7,77,206.0,117,32,16,5,1,27.3504,31.6239,29.4286
일용잡화,반려동물용품,148,22,47,204.0,102,37,9,0,0,36.2745,36.2745,9.2727
양주와인,리쿼,157,15,71,204.0,103,26,10,17,1,25.2427,41.7476,13.6
아이스크림,홈타입,135,6,53,172.0,93,28,10,3,1,30.1075,33.3333,28.6667
조미료/건물,조미료,112,18,45,167.0,70,28,4,9,1,40.0,52.8571,9.2778
건강/기호식품,원컵,116,8,49,150.0,76,27,10,2,1,35.5263,38.1579,18.75
즉석 식품,즉석간식,123,7,60,144.0,95,17,7,3,1,17.8947,21.0526,20.5714
H&B,칫솔,113,10,51,137.0,84,19,7,2,1,22.619,25.0,13.7
가정용품,방향제,111,10,48,136.0,81,16,4,7,3,19.7531,28.3951,13.6
문구/완구,일반문구,94,19,38,127.0,62,22,6,3,1,35.4839,40.3226,6.6842
패션잡화,시즌/소품,107,30,50,125.0,97,8,0,2,0,8.2474,10.3093,4.1667
안주,육포,94,15,34,122.0,70,19,5,0,0,27.1429,27.1429,8.1333
일용잡화,휴대폰/주변기기,103,16,43,122.0,79,16,7,1,0,20.2532,21.519,7.625
H&B,면도용품,108,8,59,122.0,84,11,4,6,3,13.0952,20.2381,15.25
미반,샐러드 ,106,9,53,121.0,78,11,4,9,4,14.1026,25.641,13.4444
안주,농산안주,95,11,51,120.0,67,15,5,7,1,22.3881,32.8358,10.9091
조미료/건물,식용유지,81,6,23,118.0,55,20,3,3,0,36.3636,41.8182,19.6667
건강/기호식품,쨈/꿀,81,2,27,117.0,58,16,1,6,0,27.5862,37.931,58.5
미용/화장품,여성화장품,102,19,48,117.0,82,13,6,1,0,15.8537,17.0732,6.1579
미용/화장품,헤어스타일링,92,5,51,112.0,76,13,3,0,0,17.1053,17.1053,22.4
조미료/건물,장류,70,10,22,111.0,41,24,4,1,0,58.5366,60.9756,11.1
H&B,화장비누/바디클렌저,83,9,48,110.0,61,17,3,1,1,27.8689,29.5082,12.2222
가정용품,행락용품,79,15,34,105.0,58,17,4,0,0,29.3103,29.3103,7.0
조미료/건물,소스류,81,19,39,100.0,56,12,6,7,0,21.4286,33.9286,5.2632
H&B,샴푸/린스,68,9,28,75.0,52,9,6,1,0,17.3077,19.2308,8.3333
냉동,신선냉동,63,9,28,74.0,55,6,1,1,0,10.9091,12.7273,8.2222
빵,식빵,50,3,25,62.0,43,5,0,2,0,11.6279,16.2791,20.6667
미용/화장품,미용소품,43,12,23,57.0,30,10,3,0,0,33.3333,33.3333,4.75
일용잡화,건전지,35,6,12,48.0,20,10,3,1,1,50.0,55.0,8.0
간식,샐러드(삭제예정),35,5,20,44.0,27,4,0,3,1,14.8148,25.9259,8.8
일용잡화,전기용품,32,5,3,38.0,29,3,0,0,0,10.3448,10.3448,7.6
약품/의료품,의료기기,28,4,13,35.0,22,4,0,1,1,18.1818,22.7273,8.75
디저트,떡,30,3,14,35.0,23,4,2,1,0,17.3913,21.7391,11.6667
가정용품,주방용품,22,7,12,32.0,17,5,0,0,0,29.4118,29.4118,4.5714
조미료/건물,분말가루,24,2,10,32.0,16,6,2,0,0,37.5,37.5,16.0
패션잡화,스타킹,26,9,8,30.0,20,4,2,0,0,20.0,20.0,3.3333
가정용품,청소/작업용품,22,9,12,30.0,16,5,1,0,0,31.25,31.25,3.3333
조리빵,샐러드모닝랩,28,1,26,28.0,25,0,0,2,1,0.0,8.0,28.0
문구/완구,노트/봉투,26,6,14,28.0,21,3,2,0,0,14.2857,14.2857,4.6667
H&B,칫솔치약세트,24,6,10,24.0,18,3,3,0,0,16.6667,16.6667,4.0
H&B,여행용상품,20,3,9,23.0,16,2,1,1,0,12.5,18.75,7.6667
음료,선물세트,15,4,4,21.0,10,4,1,0,0,40.0,40.0,5.25
문구/완구,기타문구,13,5,8,17.0,11,2,0,0,0,18.1818,18.1818,3.4
즉석 식품,즉석조리,18,1,10,17.0,11,1,1,3,2,9.0909,36.3636,17.0
위생용품,기저귀,12,3,6,16.0,10,2,0,0,0,20.0,20.0,5.3333
간식,냉장간식,9,1,8,11.5,5,0,0,3,0,0.0,60.0,11.5
패션잡화,양말,9,4,7,11.0,8,1,0,0,0,12.5,12.5,2.75
일용잡화,자동차용품,5,1,3,9.0,3,2,0,0,0,66.6667,66.6667,9.0
가정용품,살충제,5,3,4,7.0,4,1,0,0,0,25.0,25.0,2.3333
문구/완구,사무용품,4,1,1,6.0,3,1,0,0,0,33.3333,33.3333,6.0
가정용품,욕실용품,3,1,1,3.0,1,1,1,0,0,100.0,100.0,3.0
전통주,선물세트,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
신선,쌀/잡곡,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
안주,기타,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
