mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
123552,롯데)7찬도시락,미반,도시락,1431,398,1714.0,950,300,15,2025-05-01,2025-05 초순,31.5789
118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,1362,699,1699.0,1043,198,61,2025-05-01,2025-05 초순,18.9837
125166,한입쏙!들기름김밥,미반,김밥,1339,605,1695.5,1045,220,21,2025-05-01,2025-05 초순,21.0526
150944,빙그레)메로나75ml,아이스크림,노벨티,1107,369,1610.0,660,335,19,2025-05-01,2025-05 초순,50.7576
125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,1139,502,1593.5,871,224,29,2025-05-01,2025-05 초순,25.7176
108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,1328,381,1495.0,900,240,21,2025-05-01,2025-05 초순,26.6667
123397,앙리마티스)와인볼(화이트)500ml캔,양주와인,하이볼,1240,445,1484.0,1017,120,70,2025-05-01,2025-05 초순,11.7994
107879,5월 세븐카페 구독(첫구독100원),,,1003,559,1450.0,762,221,14,2025-05-01,2025-05 초순,29.0026
202387,칠성)펩시콜라제로355ml,음료,탄산음료,1013,380,1441.0,601,301,16,2025-05-01,2025-05 초순,50.0832
013794,밥먹자얘들아 도시락,미반,도시락,1118,520,1433.0,878,186,17,2025-05-01,2025-05 초순,21.1845
124530,최강록의간장들기름비빔밥,미반,도시락,1163,647,1418.0,938,159,23,2025-05-01,2025-05 초순,16.951
125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,1184,609,1354.0,855,0,276,2025-05-01,2025-05 초순,0.0
012679,11찬 도시락,미반,도시락,1071,486,1349.0,819,185,14,2025-05-01,2025-05 초순,22.5885
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,1117,571,1319.0,810,180,32,2025-05-01,2025-05 초순,22.2222
070092,서울)흰우유1L,유음료,흰우유,889,310,1282.0,553,258,11,2025-05-01,2025-05 초순,46.6546
192542,5월 위스키 구독,,,1156,889,1230.0,1090,41,14,2025-05-01,2025-05 초순,3.7615
123308,CJ)무항생제1등급계란10입,신선,수축산/계란,912,299,1195.0,677,174,19,2025-05-01,2025-05 초순,25.7016
115940,오리온)무뚝뚝감자칩60g,과자,스낵류,856,336,1179.0,554,228,5,2025-05-01,2025-05 초순,41.1552
109521,더커진유부초밥6입,미반,초밥류,900,382,1158.5,655,168,25,2025-05-01,2025-05 초순,25.6489
124533,롯데)맛장우맛자랑 부대볶음,미반,도시락,1029,252,1157.0,662,205,14,2025-05-01,2025-05 초순,30.9668
125326,"5월 삼각김밥,김밥 구독",,,939,658,1155.0,813,102,20,2025-05-01,2025-05 초순,12.5461
105367,5월 세븐카페 반값구독,,,927,678,1149.0,804,111,7,2025-05-01,2025-05 초순,13.806
109020,농심)신라면툼바큰사발,면,용기면,790,299,1131.0,483,235,5,2025-05-01,2025-05 초순,48.6542
123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,928,329,1121.0,751,103,45,2025-05-01,2025-05 초순,13.715
124040,해태)연양갱땅콩맛55g,과자,캔디류,747,268,1065.0,423,234,10,2025-05-01,2025-05 초순,55.3191
109055,G)크라시에유자셔벗140ml,아이스크림,고급,756,316,1047.5,477,167,60,2025-05-01,2025-05 초순,35.0105
803186,농심)츄파춥스300,과자,캔디류,778,416,1043.0,577,163,5,2025-05-01,2025-05 초순,28.2496
070012,빙그레)바나나우유240ml,유음료,가공우유,696,228,1042.0,405,226,8,2025-05-01,2025-05 초순,55.8025
125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,766,435,975.5,632,104,20,2025-05-01,2025-05 초순,16.4557
124531,현대)맛장우맛자랑 직화닭갈비,미반,도시락,873,234,969.0,566,167,14,2025-05-01,2025-05 초순,29.5053
117574,PB)누네띠네55g,과자,비스킷류,669,262,944.0,383,202,13,2025-05-01,2025-05 초순,52.7415
062346,PB)오구초코타임200ml,유음료,가공우유,681,277,941.0,414,191,10,2025-05-01,2025-05 초순,46.1353
132168,농심)육개장사발면,면,용기면,716,398,934.0,502,154,10,2025-05-01,2025-05 초순,30.6773
201428,칠성)칠성사이다355ml,음료,탄산음료,655,279,929.5,411,182,11,2025-05-01,2025-05 초순,44.2822
202023,칠성)칸타타콘트라베이스블랙500,음료,커피음료,663,227,926.0,432,170,15,2025-05-01,2025-05 초순,39.3519
107585,고기(肉)맥시멈도시락,미반,도시락,729,284,925.0,545,126,20,2025-05-01,2025-05 초순,23.1193
160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,623,223,922.0,344,209,7,2025-05-01,2025-05 초순,60.7558
111382,농심)멘토스레인보우,과자,캔디류,620,210,916.0,347,206,6,2025-05-01,2025-05 초순,59.366
041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,687,265,913.0,446,165,16,2025-05-01,2025-05 초순,36.9955
108851,현대)맛장우도시락 올데이뷔페,미반,도시락,741,247,911.0,512,148,12,2025-05-01,2025-05 초순,28.9062
021398,대만식 햄치즈샌드위치,조리빵,샌드위치,686,259,893.0,467,144,23,2025-05-01,2025-05 초순,30.8351
123556,롯데)밥먹자얘들아,미반,도시락,730,272,878.0,527,134,6,2025-05-01,2025-05 초순,25.4269
070897,롯데)의성마늘프랑크70g,냉장,냉장간식,650,277,878.0,438,151,16,2025-05-01,2025-05 초순,34.4749
124675,KBO)삼립LG트윈스쌍둥이딸기샌드99g,빵,간식빵,671,343,877.0,449,152,14,2025-05-01,2025-05 초순,33.853
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,672,334,865.0,460,137,23,2025-05-01,2025-05 초순,29.7826
124677,KBO)삼립삼성라이온즈블루베리패스츄리100g,빵,간식빵,683,368,845.0,478,128,20,2025-05-01,2025-05 초순,26.7782
109009,PB)피스타치오마카다미아봉봉50g,과자,초콜릿,628,298,836.0,425,140,18,2025-05-01,2025-05 초순,32.9412
835245,5월 세븐카페 구독,,,577,321,831.0,437,126,10,2025-05-01,2025-05 초순,28.833
109671,닭가슴살햄듬뿍샌드,조리빵,샌드위치,641,223,816.0,436,129,23,2025-05-01,2025-05 초순,29.5872
124135,해태)구운버터옥수수60g,과자,스낵류,614,269,815.0,427,134,13,2025-05-01,2025-05 초순,31.3817
123741,엠즈)39저당딸기크림롤105g,디저트,냉장베이커리,746,315,812.0,670,29,34,2025-05-01,2025-05 초순,4.3284
113170,엠즈)시나모롤우유케이크140g,디저트,시즌케익,752,391,807.0,674,19,45,2025-05-01,2025-05 초순,2.819
125151,칠리불새버거,조리빵,햄버거,661,310,800.0,500,104,15,2025-05-01,2025-05 초순,20.8
021729,햄듬뿍치즈샌드,조리빵,샌드위치,639,192,798.0,435,132,13,2025-05-01,2025-05 초순,30.3448
124320,농심)먹태깡고추장마요60g,과자,스낵류,578,188,782.0,354,160,4,2025-05-01,2025-05 초순,45.1977
124678,KBO)삼립KT위즈빅또리초코바닐라샌드60g,빵,간식빵,634,297,776.0,426,126,18,2025-05-01,2025-05 초순,29.5775
202782,칠성)핫식스더킹퍼플355ml,음료,기능성드링크,540,212,767.0,359,136,15,2025-05-01,2025-05 초순,37.883
180959,화요X.Premium,전통주,소주,701,398,766.5,650,31,12,2025-05-01,2025-05 초순,4.7692
125248,PB)꽃모양얼음컵,즉석음료,얼음,742,644,765.5,713,11,12,2025-05-03,2025-05 초순,1.5428
192098,앙리마티스나디아(화이트),양주와인,와인,624,362,763.0,530,63,25,2025-05-01,2025-05 초순,11.8868
116320,오리온)도도한나쵸사워어니언92g,과자,스낵류,531,195,759.0,337,148,8,2025-05-01,2025-05 초순,43.9169
108473,그린)불닭치즈소시지김밥,미반,김밥,611,207,759.0,445,102,24,2025-05-01,2025-05 초순,22.9213
132167,농심)튀김우동(소컵),면,용기면,494,148,756.0,284,169,2,2025-05-01,2025-05 초순,59.507
070214,칠성)콜드오렌지900ml,유음료,냉장주스,518,181,739.0,353,131,9,2025-05-01,2025-05 초순,37.1105
123554,롯데)11찬도시락,미반,도시락,612,186,739.0,411,127,7,2025-05-01,2025-05 초순,30.9002
140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,563,264,738.0,407,118,5,2025-05-01,2025-05 초순,28.9926
123549,해태)오사쯔빠스50g,과자,스낵류,540,243,737.0,356,133,11,2025-05-01,2025-05 초순,37.3596
123934,CJ)맥스봉고소한치즈후랑크65g,냉장,냉장간식,509,186,736.0,305,155,5,2025-05-01,2025-05 초순,50.8197
123638,농심)후르츠텔라48g,과자,캔디류,479,186,732.0,267,164,7,2025-05-01,2025-05 초순,61.4232
124508,최강록의로스팜에그샌드,조리빵,샌드위치,602,330,728.0,491,78,12,2025-05-01,2025-05 초순,15.8859
105729,11겹등심돈까스,미반,도시락,562,245,717.0,425,99,11,2025-05-01,2025-05 초순,23.2941
600915,일신)리콜라레몬민트40g,과자,캔디류,486,163,712.0,294,148,6,2025-05-01,2025-05 초순,50.3401
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,558,295,710.0,380,118,12,2025-05-01,2025-05 초순,31.0526
105698,인가샌드위치,조리빵,샌드위치,560,253,705.0,413,103,9,2025-05-01,2025-05 초순,24.9395
106559,오리온)찍먹나쵸치폴레마요84g,과자,스낵류,495,175,701.0,300,140,12,2025-05-01,2025-05 초순,46.6667
124446,제일맛집도시락,미반,도시락,564,282,699.0,450,81,13,2025-05-01,2025-05 초순,18.0
990120,"모바일금액권 5,000원",기타,판촉물,522,309,694.0,417,94,2,2025-05-01,2025-05 초순,22.542
112127,롯데)치토스매콤한맛82g,과자,스낵류,502,208,693.0,318,136,5,2025-05-01,2025-05 초순,42.7673
211037,롯데)월드콘CVS160ml,아이스크림,노벨티,549,296,689.0,419,97,4,2025-05-01,2025-05 초순,23.1504
210464,오뚜기)진라면매운맛큰컵,면,용기면,497,190,683.0,305,138,6,2025-05-01,2025-05 초순,45.2459
190962,아방가르데,양주와인,와인,581,363,681.5,506,42,27,2025-05-01,2025-05 초순,8.3004
125149,부쉬밀10년싱글몰트700ml,양주와인,양주,639,416,680.5,596,24,10,2025-05-01,2025-05 초순,4.0268
124679,KBO)삼립KBO홈런배트롤150g,디저트,냉장베이커리,577,294,680.0,453,72,21,2025-05-01,2025-05 초순,15.894
124532,맛장우맛자랑 직화닭갈비,미반,도시락,531,259,677.0,413,85,14,2025-05-01,2025-05 초순,20.5811
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,538,277,673.0,380,97,21,2025-05-01,2025-05 초순,25.5263
106670,PB)카라멜마끼아또300ml,유음료,컵커피,537,299,673.0,431,81,8,2025-05-01,2025-05 초순,18.7935
115921,농심)바나나킥75g,과자,스낵류,463,193,669.0,295,131,6,2025-05-01,2025-05 초순,44.4068
150446,나뚜루)녹차파인트,아이스크림,고급,498,160,669.0,351,114,3,2025-05-01,2025-05 초순,32.4786
109470,G)마루짱유부우동94g,면,용기면,479,157,655.0,310,115,18,2025-05-01,2025-05 초순,37.0968
053163,매콤점보넓적다리,즉석 식품,즉석치킨(삭제예정),477,190,647.0,312,122,4,2025-05-01,2025-05 초순,39.1026
062345,PB)오구딸기타임200ml,유음료,가공우유,461,178,635.0,268,134,8,2025-05-01,2025-05 초순,50.0
014347,스팸마요계란김밥,미반,김밥,508,193,630.0,352,95,18,2025-05-01,2025-05 초순,26.9886
106668,PB)바닐라라떼300ml,유음료,컵커피,457,187,626.0,317,107,7,2025-05-01,2025-05 초순,33.7539
108543,불닭치즈소시지김밥,미반,김밥,471,193,622.0,329,90,25,2025-05-01,2025-05 초순,27.3556
123596,롯데)인가샌드위치,조리빵,샌드위치,500,175,616.0,332,110,4,2025-05-01,2025-05 초순,33.1325
013643,치킨마요덮밥,미반,도시락,477,204,610.0,345,88,15,2025-05-01,2025-05 초순,25.5072
114339,히밥)럭히밥김찌라면큰컵,면,용기면,516,258,610.0,361,95,8,2025-05-01,2025-05 초순,26.3158
108632,뚠뚠햄치즈&포테이토샌드,조리빵,샌드위치,466,145,606.0,313,101,14,2025-05-01,2025-05 초순,32.2684
106839,CJ)맥스봉매콤불고기맛핫바65g,냉장,냉장간식,435,151,604.0,267,124,3,2025-05-01,2025-05 초순,46.4419
113171,엠즈)마이멜로디딸기케이크140g,디저트,시즌케익,573,352,591.5,524,4,33,2025-05-01,2025-05 초순,0.7634
125375,"5월 샌드위치,햄버거 구독",,,448,275,590.0,358,73,10,2025-05-02,2025-05 초순,20.3911
111545,해태)크림웨하스50g,과자,비스킷류,409,191,588.0,254,117,7,2025-05-01,2025-05 초순,46.063
104534,크라운)콘초66g,과자,스낵류,432,170,577.0,289,107,1,2025-05-01,2025-05 초순,37.0242
125051,사천식마파두부덮밥,미반,도시락,475,204,577.0,341,85,10,2025-05-01,2025-05 초순,24.9267
124150,롯데)함박&부대볶음 5찬도시락,미반,도시락,460,136,576.0,282,115,4,2025-05-01,2025-05 초순,40.7801
170921,아사히)아사히생맥주캔340ml,맥주,수입맥주,465,222,573.0,346,85,2,2025-05-01,2025-05 초순,24.5665
125474,우진)샤또꾸떼16,양주와인,와인,435,156,572.0,346,66,17,2025-05-08,2025-05 초순,19.0751
220308,CJ)둥근햇반210g,가공식품,가공미반류,417,209,572.0,298,96,3,2025-05-01,2025-05 초순,32.2148
202057,칠성)칸타타콘트라베이스라떼500,음료,커피음료,394,141,567.0,258,106,7,2025-05-01,2025-05 초순,41.0853
601082,농심)먹태깡청양마요맛60g,과자,스낵류,382,150,563.0,240,114,3,2025-05-01,2025-05 초순,47.5
105886,롯데)맛장우도시락 고추장불백,미반,도시락,486,137,563.0,295,108,9,2025-05-01,2025-05 초순,36.6102
109471,G)마루짱튀김소바99g,면,용기면,448,158,560.0,329,80,10,2025-05-01,2025-05 초순,24.3161
124390,필리치즈스테이크버거,조리빵,햄버거,469,261,560.0,382,55,15,2025-05-01,2025-05 초순,14.3979
141243,오뚜기)발아현미밥210g,가공식품,가공미반류,428,212,552.0,314,82,7,2025-05-01,2025-05 초순,26.1146
124681,KBO)삼립NC다이노스공룡알흑임자컵케익130g,빵,간식빵,466,296,552.0,361,62,16,2025-05-01,2025-05 초순,17.1745
123637,엠즈)39저당초코크림롤105g,디저트,냉장베이커리,495,189,549.0,418,34,24,2025-05-01,2025-05 초순,8.134
124372,현대)제일맛집도시락,미반,도시락,424,140,548.0,278,101,4,2025-05-01,2025-05 초순,36.3309
123094,현대)맛장우 통등심돈까스&김치제육,미반,도시락,453,145,548.0,302,94,7,2025-05-01,2025-05 초순,31.1258
140963,오뚜기)톡톡김치알밥(컵밥),가공식품,가공미반류,406,123,536.0,266,98,6,2025-05-01,2025-05 초순,36.8421
202378,칠성)칠성사이다제로250ml,음료,탄산음료,509,184,535.0,330,93,4,2025-05-01,2025-05 초순,28.1818
124321,미켈롭울트라 330ml(6입),맥주,수입맥주,411,198,531.0,328,67,6,2025-05-01,2025-05 초순,20.4268
109616,PB)착한핫도그75g,냉동,조리냉동,415,194,531.0,301,71,20,2025-05-01,2025-05 초순,23.588
124781,해태)생생감자칩랍스터맛85g,과자,스낵류,369,169,530.0,241,99,7,2025-05-01,2025-05 초순,41.0788
601347,엔제이)블랙썬더버터22g,과자,초콜릿,397,206,516.0,269,90,5,2025-05-01,2025-05 초순,33.4572
105995,PB)밀크초코콘170ml,아이스크림,노벨티,404,242,514.5,308,64,15,2025-05-01,2025-05 초순,20.7792
107409, G)대파크래커80g,과자,비스킷류,400,194,510.0,298,71,10,2025-05-01,2025-05 초순,23.8255
108461,인테)코코제로망고340ml,음료,주스,349,127,508.0,202,108,7,2025-05-01,2025-05 초순,53.4653
123744,기본김밥,미반,김밥,380,120,507.0,249,89,11,2025-05-01,2025-05 초순,35.743
111519,크라운)못말리는신짱1500,과자,스낵류,360,121,504.0,213,108,2,2025-05-01,2025-05 초순,50.7042
124265,그린)스팸계란마요삼각,미반,삼각김밥,404,254,494.0,313,65,4,2025-05-01,2025-05 초순,20.7668
202136,코카)조지아블랙470ml,음료,커피음료,341,132,487.0,197,104,6,2025-05-01,2025-05 초순,52.7919
105887,롯데)맛장우전주식비빔밥,미반,도시락,380,229,486.0,315,56,4,2025-05-01,2025-05 초순,17.7778
124626,엠즈)39저당커스터드크림롤105g,디저트,냉장베이커리,430,150,485.0,360,39,13,2025-05-01,2025-05 초순,10.8333
132865,PB)우불식당즉석우동큰컵,면,용기면,384,164,477.0,268,73,11,2025-05-01,2025-05 초순,27.2388
119522,PB)숏다리오잉70g,과자,스낵류,321,128,476.0,185,103,5,2025-05-01,2025-05 초순,55.6757
132161,농심)오징어짬뽕(소컵),면,용기면,336,89,473.0,193,102,5,2025-05-01,2025-05 초순,52.8497
150758,나뚜루)초코파인트,아이스크림,고급,362,118,473.0,258,76,5,2025-05-01,2025-05 초순,29.4574
109576,참고소한제육덮밥,미반,도시락,362,151,472.0,260,71,10,2025-05-01,2025-05 초순,27.3077
106689,PB)카페라떼300ml,유음료,컵커피,353,140,472.0,249,78,5,2025-05-01,2025-05 초순,31.3253
107053,롯데)맛장우삼각더커진참치마요,미반,삼각김밥,338,129,469.0,185,107,3,2025-05-01,2025-05 초순,57.8378
124360,오뚜기)컵누들참깨라면소컵,면,용기면,329,104,463.0,199,94,6,2025-05-01,2025-05 초순,47.2362
125084,PB)이봉원의봉짬뽕224g,냉장,냉장간편식,401,225,462.0,326,49,5,2025-05-01,2025-05 초순,15.0307
124529,롯데)최강록의간장들기름비빔밥,미반,도시락,385,144,461.0,278,65,10,2025-05-01,2025-05 초순,23.3813
115587,MQ)프링글스양파맛53g,과자,스낵류,298,104,461.0,180,96,5,2025-05-08,2025-05 초순,53.3333
201429,칠성)펩시콜라355ml,음료,탄산음료,310,126,457.0,197,91,3,2025-05-01,2025-05 초순,46.1929
132667,농심)배홍동비빔면(봉지),면,봉지면,323,134,457.0,215,86,2,2025-05-01,2025-05 초순,40.0
021802,롯데)대만식햄치즈샌드위치,조리빵,샌드위치,361,125,457.0,226,87,6,2025-05-01,2025-05 초순,38.4956
170273,오비)산토리프리미엄500ml캔,맥주,수입맥주,358,141,454.0,258,71,4,2025-05-01,2025-05 초순,27.5194
052382,세븐카페)아메리카노(R),즉석음료,세븐카페,389,271,452.0,343,35,5,2025-05-01,2025-05 초순,10.2041
062576,PB)앙리마티스바닐라라떼250ml,유음료,컵커피,341,144,452.0,219,85,5,2025-05-01,2025-05 초순,38.8128
123297,해태)생생감자칩오지치즈후라이맛60g,과자,스낵류,362,168,446.0,248,69,12,2025-05-01,2025-05 초순,27.8226
124336,에이트)벤토오징어치킨맛7g,안주,생선류,301,125,445.0,183,92,4,2025-05-01,2025-05 초순,50.2732
601346,엔제이)블랙썬더21g,과자,초콜릿,347,205,444.0,245,70,7,2025-05-01,2025-05 초순,28.5714
106826,롯데)킹장우듬뿍참치김밥,미반,김밥,342,118,444.0,196,97,2,2025-05-01,2025-05 초순,49.4898
106843,PB)쿵야메론빙수270ml,아이스크림,노벨티,343,155,443.5,232,72,11,2025-05-01,2025-05 초순,31.0345
107834,만쿠만구치킨(순살),즉석 식품,즉석치킨(삭제예정),333,108,436.0,253,65,1,2025-05-01,2025-05 초순,25.6917
117152,해태)맛동산90g,과자,스낵류,297,99,436.0,178,92,3,2025-05-01,2025-05 초순,51.6854
113430,크라운)키커바1000(30g),과자,초콜릿,321,153,436.0,212,81,3,2025-05-01,2025-05 초순,38.2075
113156,그린)11겹등심돈까스,미반,도시락,371,127,431.0,257,69,4,2025-05-01,2025-05 초순,26.8482
014215,그린)NEW참치김치볶음밥삼각,미반,삼각김밥,315,118,427.0,184,92,2,2025-05-01,2025-05 초순,50.0
105745,우진)샤또도작21,양주와인,와인,295,94,427.0,203,61,24,2025-05-08,2025-05 초순,30.0493
201737,PB)아이시스2L(6입),음료,생수,285,96,426.0,170,89,5,2025-05-01,2025-05 초순,52.3529
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,320,131,424.0,243,54,14,2025-05-01,2025-05 초순,22.2222
124856,간치아모스카토다스티DOCG,양주와인,와인,354,223,418.5,303,30,15,2025-05-01,2025-05 초순,9.901
132457,삼양)까르보불닭볶음면(큰컵),면,용기면,276,100,411.0,162,87,5,2025-05-01,2025-05 초순,53.7037
108494,맛장우도시락 고기(肉)올인원,미반,도시락,347,187,410.0,285,40,9,2025-05-01,2025-05 초순,14.0351
110580,농심)포테토칩오리지널60g,과자,스낵류,319,183,408.0,212,75,1,2025-05-01,2025-05 초순,35.3774
115642,롯데)빠다코코낫100g,과자,비스킷류,317,179,406.0,242,59,1,2025-05-01,2025-05 초순,24.3802
013541,순살닭강정,미반,푸드 간편식,351,168,405.0,283,40,10,2025-05-01,2025-05 초순,14.1343
160598,코카)스프라이트500ml,음료,탄산음료,274,113,404.0,158,89,2,2025-05-01,2025-05 초순,56.3291
109575,롯데)참고소한 제육덮밥,미반,도시락,315,94,403.0,204,73,6,2025-05-01,2025-05 초순,35.7843
200844,칠성)핫식스250ml,음료,기능성드링크,260,103,399.0,160,81,5,2025-05-01,2025-05 초순,50.625
105954,삼립)메가불고기체다버거,조리빵,햄버거,297,81,397.0,172,86,2,2025-05-01,2025-05 초순,50.0
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,310,122,395.0,222,60,7,2025-05-01,2025-05 초순,27.027
100990,농심)멘토스과일,과자,캔디류,273,87,392.0,145,90,5,2025-05-01,2025-05 초순,62.069
106875,킹장우듬뿍참치김밥,미반,김밥,307,117,391.0,194,70,10,2025-05-01,2025-05 초순,36.0825
071778,마루카네)감동란2입,냉장,냉장간식,276,96,388.0,153,85,6,2025-05-01,2025-05 초순,55.5556
115848,에이스)옥수수브이콘50g,과자,스낵류,271,107,388.0,144,89,5,2025-05-01,2025-05 초순,61.8056
108620,엔제이)훈와리밀크카스테라,빵,간식빵,327,141,387.0,258,42,10,2025-05-01,2025-05 초순,16.2791
601328, 7P)랑그드샤화이트초코70g,과자,비스킷류,322,130,386.0,248,35,24,2025-05-01,2025-05 초순,14.1129
109007,PB)피스타치오바크씬80g,과자,초콜릿,292,113,385.0,207,59,9,2025-05-01,2025-05 초순,28.5024
115569,하리보)스타믹스젤리100g,과자,젤리류,276,100,382.0,168,79,2,2025-05-01,2025-05 초순,47.0238
