mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
123552,롯데)7찬도시락,미반,도시락,1431,398,1714.0,950,300,15,2025-05-01,2025-05 초순,31.5789
118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,1362,699,1699.0,1043,198,61,2025-05-01,2025-05 초순,18.9837
125166,한입쏙!들기름김밥,미반,김밥,1339,605,1695.5,1045,220,21,2025-05-01,2025-05 초순,21.0526
150944,빙그레)메로나75ml,아이스크림,노벨티,1107,369,1610.0,660,335,19,2025-05-01,2025-05 초순,50.7576
125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,1139,502,1593.5,871,224,29,2025-05-01,2025-05 초순,25.7176
108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,1328,381,1495.0,900,240,21,2025-05-01,2025-05 초순,26.6667
123397,앙리마티스)와인볼(화이트)500ml캔,양주와인,하이볼,1240,445,1484.0,1017,120,70,2025-05-01,2025-05 초순,11.7994
107879,5월 세븐카페 구독(첫구독100원),,,1003,559,1450.0,762,221,14,2025-05-01,2025-05 초순,29.0026
202387,칠성)펩시콜라제로355ml,음료,탄산음료,1013,380,1441.0,601,301,16,2025-05-01,2025-05 초순,50.0832
013794,밥먹자얘들아 도시락,미반,도시락,1118,520,1433.0,878,186,17,2025-05-01,2025-05 초순,21.1845
