category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
냉장,냉장안주,74,19,39,93.0,59,10,2,3,0,16.9492,22.0339,4.8947
일용잡화,휴대폰/주변기기,63,14,26,83.0,50,10,1,2,0,20.0,24.0,5.9286
조미료/건물,건해산물,67,6,37,82.0,52,9,3,3,0,17.3077,23.0769,13.6667
건강/기호식품,차,70,16,27,76.0,54,8,5,2,1,14.8148,18.5185,4.75
조미료/건물,조미료,58,17,24,72.0,40,11,5,2,0,27.5,32.5,4.2353
조미료/건물,소스류,52,13,21,68.0,33,12,3,2,2,36.3636,42.4242,5.2308
양주와인,리쿼,68,13,52,68.0,60,1,3,4,0,1.6667,8.3333,5.2308
아이스크림,홈타입,54,5,35,65.0,46,6,1,1,0,13.0435,15.2174,13.0
조리빵,샐러드모닝랩,59,1,20,65.0,51,4,2,2,0,7.8431,11.7647,65.0
미반,샐러드 ,65,7,35,63.0,48,5,3,4,5,10.4167,18.75,9.0
문구/완구,일반문구,50,16,23,62.0,39,7,2,2,0,17.9487,23.0769,3.875
일용잡화,반려동물용품,41,8,12,60.0,29,10,1,1,0,34.4828,37.931,7.5
H&B,화장비누/바디클렌저,43,5,18,58.0,27,11,4,1,0,40.7407,44.4444,11.6
건강/기호식품,쨈/꿀,48,2,20,55.0,36,4,3,5,0,11.1111,25.0,27.5
빵,식빵,45,3,15,51.0,36,6,2,0,1,16.6667,16.6667,17.0
H&B,칫솔,40,10,18,47.0,32,5,2,1,0,15.625,18.75,4.7
안주,농산안주,36,6,26,45.0,24,6,1,3,2,25.0,37.5,7.5
가정용품,방향제,38,4,22,43.0,33,3,1,1,0,9.0909,12.1212,10.75
미용/화장품,여성화장품,34,10,15,42.0,24,7,3,0,0,29.1667,29.1667,4.2
문구/완구,노트/봉투,34,7,9,42.0,30,4,0,0,0,13.3333,13.3333,6.0
가정용품,행락용품,28,9,13,34.0,23,4,1,0,0,17.3913,17.3913,3.7778
약품/의료품,의료기기,26,2,8,33.0,20,4,0,1,1,20.0,25.0,16.5
조미료/건물,분말가루,24,4,8,32.0,15,5,2,2,0,33.3333,46.6667,8.0
문구/완구,사무용품,23,5,6,31.0,17,5,1,0,0,29.4118,29.4118,6.2
H&B,샴푸/린스,25,7,12,31.0,22,3,0,0,0,13.6364,13.6364,4.4286
안주,육포,23,9,11,30.0,17,4,1,1,0,23.5294,29.4118,3.3333
간식,샐러드(삭제예정),28,6,13,29.0,21,3,1,1,2,14.2857,19.0476,4.8333
가정용품,청소/작업용품,21,4,8,29.0,13,6,2,0,0,46.1538,46.1538,7.25
패션잡화,스타킹,21,9,11,24.0,16,1,1,3,0,6.25,25.0,2.6667
문구/완구,기타문구,22,7,7,23.0,21,0,0,1,0,0.0,4.7619,3.2857
미용/화장품,미용소품,18,9,13,21.0,16,1,0,1,0,6.25,12.5,2.3333
즉석 식품,즉석조리,16,1,11,20.0,14,2,0,0,0,14.2857,14.2857,20.0
음료,선물세트,14,3,7,18.0,8,4,2,0,0,50.0,50.0,6.0
조미료/건물,식용유지,14,2,4,18.0,8,4,2,0,0,50.0,50.0,9.0
조미료/건물,장류,11,3,4,17.0,6,4,1,0,0,66.6667,66.6667,5.6667
디저트,떡,15,3,13,16.0,14,0,0,1,0,0.0,7.1429,5.3333
일용잡화,건전지,8,5,4,14.0,4,2,0,2,0,50.0,100.0,2.8
H&B,여행용상품,10,2,5,13.0,8,1,0,1,0,12.5,25.0,6.5
위생용품,기저귀,13,2,3,13.0,13,0,0,0,0,0.0,0.0,6.5
H&B,면도용품,8,3,7,10.0,7,1,0,0,0,14.2857,14.2857,3.3333
가정용품,주방용품,6,4,4,8.0,5,1,0,0,0,20.0,20.0,2.0
미용/화장품,헤어스타일링,8,3,8,8.0,8,0,0,0,0,0.0,0.0,2.6667
가정용품,욕실용품,4,1,1,8.0,2,2,0,0,0,100.0,100.0,8.0
건강/기호식품,원컵,7,3,6,7.0,5,1,0,0,1,20.0,20.0,2.3333
디저트,시즌케익,6,2,4,6.0,4,1,1,0,0,25.0,25.0,3.0
패션잡화,양말,5,2,3,5.0,3,1,1,0,0,33.3333,33.3333,2.5
H&B,칫솔치약세트,4,2,4,4.0,4,0,0,0,0,0.0,0.0,2.0
간식,냉장간식,3,1,3,3.0,3,0,0,0,0,0.0,0.0,3.0
가정용품,살충제,2,2,2,2.0,2,0,0,0,0,0.0,0.0,1.0
전통주,선물세트,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
신선,쌀/잡곡,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
일용잡화,전기용품,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
