상품코드,상품명,상품대분류명,상품중분류명,상품소분류명,첫_판매일,마지막_판매일,판매_지속기간(일),판매_활성_월수,총_매출수량,총_매출금액,객단가,총_거래건수,취급_점포수,출시후_3일_매출액_합계,출시후_7일_매출액_합계,출시후_30일_매출액_합계,출시후_3일_매출액_평균,출시후_7일_매출액_평균,출시후_30일_매출액_평균,출시후_3일_매출수량_합계,출시후_7일_매출수량_합계,출시후_30일_매출수량_합계,야간_매출_비율,주말_매출_비율,피크_시간대
601346,엔제이)블랙썬더21g,과자,초콜릿,바초콜릿,2025-01-01 00:33:37,2025-12-31 22:42:26,364,12,3670.0,3790073.0,1032.7174,4436,282,34700.0,103860.0,500116.0,11566.667,14837.143,16670.533,35.0,105.0,504.0,0.14549746,0.24466126,18
107551,오츠카)소이조이아몬드초코30g,과자,프로틴/시리얼,영양바류,2025-01-01 01:23:28,2025-12-31 12:08:20,364,12,5025.0,8492786.0,1690.1067,5467,334,47600.0,110500.0,545949.0,15866.667,15785.714,18198.3,28.0,65.0,322.0,0.08613993,0.21817422,12
108608,산토리)짐빔하이볼진저350ml캔,양주와인,하이볼,수입하이볼,2025-01-01 00:21:45,2025-12-31 23:46:41,364,12,7545.0,26565200.0,3520.9014,8050,290,282000.0,587000.0,2237000.0,94000.0,83857.14,74566.664,82.0,171.0,657.0,0.40279388,0.3571364,21
170255,칼스)칼스버그500ml캔,맥주,수입맥주,캔맥주(중),2025-01-01 00:17:31,2025-12-31 23:26:06,364,12,9396.0,31693550.0,3373.0896,7613,337,298500.0,601500.0,2847000.0,99500.0,85928.57,94900.0,96.0,193.0,904.0,0.36523047,0.32978478,22
070012,빙그레)바나나우유240ml,유음료,가공우유,바나나우유,2025-01-01 00:01:14,2025-12-31 23:59:35,364,12,631867.0,1133659400.0,1794.1425,660288,454,8361704.0,18877076.0,77616710.0,2787234.8,2696725.2,2587223.8,4670.0,10538.0,43367.0,0.22263363,0.28594676,22
123555,SAMG)위시캣발바닥모양캔디42g,과자,캔디류,봉지캔디,2025-01-08 17:56:22,2025-12-31 18:19:05,357,12,1584.0,3167473.0,1999.6674,1679,138,65241.0,155794.0,750221.0,21747.0,22256.285,25007.367,33.0,79.0,380.0,0.07867407,0.38599035,17
202369,칠성)펩시콜라제로500ml,음료,탄산음료,제로탄산,2025-01-01 00:02:13,2025-12-31 23:58:18,364,12,163780.0,293174530.0,1790.0509,136433,447,1200920.0,2970791.0,12835378.0,400306.66,424398.72,427845.94,558.0,1380.0,5976.0,0.18034239,0.32062694,18
202371,칠성)칠성사이다제로500ml,음료,탄산음료,제로탄산,2025-01-01 00:07:12,2025-12-31 23:56:50,364,12,195812.0,246147580.0,1257.0608,115634,449,3501773.0,8092211.0,34672800.0,1167257.6,1156030.1,1155760.0,2967.0,6839.0,29374.0,0.20836698,0.31401336,18
202663,칠성)탐스제로파인애플355ml,음료,탄산음료,제로탄산,2025-01-01 13:12:03,2025-12-31 23:52:22,364,12,19848.0,17802304.0,896.9319,15340,396,27364.0,83364.0,325507.0,9121.333,11909.143,10850.233,21.0,66.0,257.0,0.23951198,0.27681687,22
124737,칠성)펩시콜라제로모히토500ml,음료,탄산음료,콜라(중),2025-03-26 00:00:32,2025-12-31 23:54:40,280,10,48215.0,64956324.0,1347.2223,31676,388,235783.0,832307.0,8701937.0,78594.336,118901.0,290064.56,104.0,468.0,7225.0,0.22187105,0.2943214,21
160932,칠성)밀키스500ml,음료,탄산음료,과일향탄산(중),2025-01-01 00:07:16,2025-12-31 23:51:01,364,12,120291.0,213259420.0,1772.8627,98524,439,1168885.0,2675198.0,11866912.0,389628.34,382171.16,395563.72,532.0,1219.0,5415.0,0.20173919,0.3252058,21
117114,롯데)초코필드빼빼로53g,과자,비스킷류,스틱과자,2025-01-01 00:09:59,2025-12-31 23:48:52,364,12,61410.0,120660744.0,1964.8387,65232,449,271866.0,1381326.0,7869741.0,90622.0,197332.28,262324.7,153.0,771.0,4395.0,0.17327325,0.28510815,18
112111,롯데)자일리톨F24g,과자,껌,스틱껌,2025-01-01 00:11:36,2025-12-31 23:55:09,364,12,102179.0,122414880.0,1198.0435,104596,453,846664.0,1973410.0,8488848.0,282221.34,281915.72,282961.6,707.0,1649.0,7091.0,0.17857786,0.3019389,13
113974,롯데)왓따콜라23g,과자,껌,풍선껌,2025-01-01 00:34:55,2025-12-31 23:56:31,364,12,40635.0,23743296.0,584.3065,42675,401,141544.0,318474.0,1391044.0,47181.332,45496.285,46368.133,284.0,639.0,2789.0,0.14309256,0.30096567,17
104486,롯데)몽쉘카카오204g,과자,비스킷류,파이,2025-01-01 00:24:53,2025-12-31 23:56:38,364,12,11267.0,38578056.0,3423.9866,11832,395,278834.0,629714.0,3176028.0,92944.664,89959.14,105867.6,85.0,193.0,975.0,0.19483529,0.24046554,16
119693,롯데)ABC초코72g,과자,초콜릿,봉지초콜릿,2025-01-01 00:04:28,2025-12-31 23:52:24,364,12,21906.0,71381940.0,3258.5564,23383,447,481721.0,1219164.0,5676271.0,160573.67,174166.28,189209.03,173.0,439.0,2043.0,0.20823015,0.2651199,16
119350,롯데)왓따판박이(티니핑)13.7g,과자,껌,풍선껌,2025-01-01 00:22:12,2025-12-31 23:41:50,364,12,10000.0,5864608.0,586.4608,10696,274,22951.0,55789.0,218129.0,7650.3335,7969.857,7270.967,46.0,112.0,439.0,0.11383489,0.32319346,15
030508,사조)한입피자고르곤졸라80g,간식,냉장피자,냉장피자,2025-01-01 04:06:33,2025-12-31 22:44:05,364,12,4950.0,12010354.0,2426.3342,5203,206,72228.0,183066.0,793107.0,24076.0,26152.285,26436.9,29.0,74.0,319.0,0.23240897,0.27092198,19
125394,KBO)끝내기홈런미트부리또130g,간식,냉장피자,브리또,2025-05-07 00:01:03,2025-06-10 21:15:43,34,2,1663.0,5706986.0,3431.7415,1812,322,903547.0,2152492.0,5650986.0,301182.34,307498.84,188366.2,262.0,626.0,1647.0,0.15935487,0.2635307,18
061213,남양)초코에몽190ml,유음료,가공우유,초코우유,2025-01-01 00:05:27,2025-12-31 23:59:56,364,12,101359.0,140059520.0,1381.8163,105008,440,1067939.0,2426102.0,9897583.0,355979.66,346586.0,329919.44,872.0,1991.0,8140.0,0.24035645,0.32181528,17
202638,칠성)밀키스제로250ml,음료,탄산음료,제로탄산,2025-01-01 00:14:17,2025-12-31 23:50:51,364,12,67121.0,78447850.0,1168.7527,53005,391,506559.0,1159782.0,4883477.0,168853.0,165683.14,162782.56,340.0,778.0,3275.0,0.21335496,0.2778903,22
106826,롯데)킹장우듬뿍참치김밥,미반,김밥,말이김밥,2025-01-01 00:03:13,2025-12-31 23:24:27,364,12,109726.0,346654460.0,3159.2737,112156,446,2312837.0,5689959.0,24637290.0,770945.7,812851.3,821243.0,734.0,1803.0,7802.0,0.14625488,0.2399866,12
107053,롯데)맛장우더커진참치마요,미반,삼각김밥,기타주먹밥(더커진삼각),2025-01-01 00:00:32,2025-12-31 23:57:54,364,12,292268.0,463618430.0,1586.2784,298785,444,3248774.0,7416928.0,31472452.0,1082924.6,1059561.1,1049081.8,2050.0,4676.0,19849.0,0.14172919,0.23856229,12
107391,롯데)맛장우김밥더블햄마요,미반,김밥,말이김밥,2025-01-01 00:25:01,2025-07-30 22:21:04,210,7,31061.0,98235370.0,3162.6594,31703,386,1130145.0,2765460.0,12564684.0,376715.0,395065.72,418822.8,357.0,874.0,3969.0,0.13413948,0.21702,12
180036,오비)카스500ml캔,맥주,국산맥주,캔맥주(중),2025-01-01 00:04:51,2025-12-31 23:53:35,364,12,233768.0,666226050.0,2849.9456,183052,450,4389700.0,9552900.0,40634020.0,1463233.4,1364700.0,1354467.4,1562.0,3398.0,14476.0,0.35724902,0.3279241,21
125191,오비)카스알루보틀473ml병,맥주,국산맥주,캔맥주(대),2025-04-24 02:17:43,2025-12-31 21:34:35,251,9,995.0,4700300.0,4723.9194,972,157,-9800.0,35900.0,295450.0,-3266.6667,5128.5713,9848.333,-2.0,8.0,64.0,0.5059677,0.40133607,22
125310,롯데)조이베지5발사믹허브맛50g,과자,스낵류,일반스낵,2025-04-30 18:22:24,2025-12-13 15:02:51,226,9,2405.0,4813938.0,2001.6375,2486,199,67086.0,159237.0,1085398.0,22362.0,22748.143,36179.934,34.0,81.0,549.0,0.270045,0.27603513,22
190840,롯데)L와인샤도네이750ml,양주와인,와인,화이트,2025-01-01 01:17:10,2025-12-31 23:34:41,364,12,4495.0,35506600.0,7899.1323,4694,206,331800.0,663600.0,2851900.0,110600.0,94800.0,95063.336,42.0,84.0,361.0,0.26610264,0.28323466,18
117575,PB)미니쌀약과85g,과자,비스킷류,쿠키,2025-01-01 00:14:57,2025-12-31 23:32:08,364,12,32358.0,35320164.0,1091.5435,33714,439,285029.0,643443.0,2902645.0,95009.664,91920.43,96754.836,261.0,590.0,2662.0,0.15607263,0.23813562,16
201424,농심)백산수2L,음료,생수,1000ml이상,2025-01-01 00:01:19,2025-12-31 23:49:05,364,12,96919.0,183974160.0,1898.226,77637,310,1543333.0,3384768.0,13012854.0,514444.34,483538.28,433761.8,813.0,1785.0,6871.0,0.34152305,0.31609136,22
115924,농심)포스틱84g,과자,스낵류,감자스낵,2025-01-01 00:02:23,2025-12-31 23:48:32,364,12,52644.0,88488220.0,1680.8795,54254,427,606900.0,1498734.0,7015601.0,202300.0,214104.86,233853.36,361.0,893.0,4184.0,0.25595143,0.31604147,21
132042,오뚜기)참깨라면소컵,면,용기면,라면(소형컵),2025-01-01 00:37:39,2025-12-31 23:41:48,364,12,50509.0,68917736.0,1364.4645,52468,401,548286.0,1239103.0,5190309.0,182762.0,177014.72,173010.3,427.0,964.0,4027.0,0.18245147,0.24988772,12
202439,동원)아이스티(복숭아)500ml,음료,차음료,홍차,2025-01-01 00:17:00,2025-12-31 23:58:00,364,12,116115.0,165999890.0,1429.6162,84453,417,669940.0,1727014.0,7035870.0,223313.33,246716.28,234529.0,347.0,890.0,3634.0,0.1699091,0.31680018,17
202438,동원)아이스티(레몬)500ml,음료,차음료,홍차,2025-01-01 00:29:51,2025-12-31 23:50:52,364,12,46014.0,65410228.0,1421.5288,38067,310,305847.0,675390.0,2683707.0,101949.0,96484.29,89456.9,167.0,374.0,1497.0,0.16590405,0.30593637,17
180636,진로)new참이슬360ml병,전통주,소주,병소주,2025-01-01 00:01:22,2025-12-31 23:59:04,364,12,259431.0,485943100.0,1873.1112,215525,434,4127750.0,9408750.0,41636500.0,1375916.6,1344107.1,1387883.4,2208.0,5039.0,22273.0,0.3484205,0.31662256,19
190229,진로)참이슬200ml포켓,전통주,소주,페트소주,2025-01-01 00:17:23,2025-12-31 23:51:49,364,12,43450.0,73932500.0,1701.5535,39385,303,581400.0,1326000.0,5878600.0,193800.0,189428.58,195953.33,342.0,780.0,3458.0,0.26266798,0.27595848,18
201105,칠성)아이시스500ml(8.0),음료,생수,500ml이하,2025-01-01 00:01:23,2025-12-31 23:54:39,364,12,951041.0,986855300.0,1037.658,912647,422,4272503.0,10292466.0,44742988.0,1424167.6,1470352.2,1491432.9,4067.0,9799.0,42795.0,0.12184359,0.3717409,18
201133,칠성)황금보리500ml,음료,차음료,보리차,2025-01-01 00:10:18,2025-12-31 23:51:11,364,12,95328.0,157114670.0,1648.1482,94605,417,909883.0,2132582.0,9909761.0,303294.34,304654.56,330325.38,581.0,1363.0,6307.0,0.11986313,0.33080292,16
201418,칠성)트레비(라임)500ml,음료,생수,탄산수,2025-01-01 00:05:20,2025-12-31 23:56:32,364,12,91279.0,154429150.0,1691.8365,84406,422,953677.0,2013590.0,8583075.0,317892.34,287655.72,286102.5,632.0,1350.0,5766.0,0.19285801,0.31708002,21
201557,칠성)트레비(자몽)500ml,음료,생수,탄산수,2025-01-01 00:05:20,2025-12-31 23:50:23,364,12,53465.0,87923370.0,1644.5033,50517,389,602611.0,1329997.0,5485636.0,200870.33,189999.58,182854.53,407.0,896.0,3734.0,0.17980742,0.30192965,21
161770,정화)허니버터오징어52g,안주,오징어,오징어,2025-01-01 00:13:43,2025-12-31 23:29:07,364,12,7465.0,53524720.0,7170.09,8135,432,459831.0,1112342.0,3937233.0,153277.0,158906.0,131241.1,64.0,155.0,552.0,0.39614704,0.3494919,21
200718,웅진)오곡누룽지500ml,음료,차음료,기타차,2025-01-01 00:27:11,2025-12-31 23:57:44,364,12,178523.0,207428860.0,1161.9167,108305,406,1304545.0,3152986.0,13731187.0,434848.34,450426.56,457706.22,1281.0,3107.0,13531.0,0.169753,0.303891,18
202251,웅진)티즐제로유자그린티500ml,음료,차음료,기타차,2025-01-01 00:19:32,2025-12-31 23:46:36,364,12,45837.0,60078350.0,1310.6956,36612,388,384704.0,907912.0,3949687.0,128234.664,129701.71,131656.23,300.0,716.0,3124.0,0.1795737,0.27546513,18
202598,웅진)티즐제로자몽블랙티500ml,음료,차음료,홍차,2025-01-01 00:19:32,2025-12-31 23:46:38,364,12,49860.0,65442750.0,1312.5302,38349,382,424894.0,983096.0,4417730.0,141631.33,140442.28,147257.67,330.0,777.0,3500.0,0.17752753,0.28028783,18
180035,오비)카스355ml캔,맥주,국산맥주,캔맥주(소),2025-01-01 00:01:41,2025-12-31 23:59:28,364,12,110470.0,272015260.0,2462.3452,90982,443,1798000.0,3960500.0,16051250.0,599333.3,565785.7,535041.7,798.0,1758.0,7121.0,0.30735794,0.30887026,21
170740,오비)카스제로500ml캔,맥주,무알콜맥주,무알콜맥주(국산),2025-01-01 01:43:16,2025-12-31 23:26:13,364,12,7566.0,19108928.0,2525.6316,5527,243,70000.0,131600.0,674250.0,23333.334,18800.0,22475.0,25.0,47.0,241.0,0.27171943,0.35126153,19
170939,오비)카스레몬500ml캔,맥주,국산맥주,캔맥주(중),2025-01-01 00:07:42,2025-12-31 23:52:26,364,12,24375.0,71655050.0,2939.6943,20325,284,381500.0,805000.0,3136700.0,127166.664,115000.0,104556.664,136.0,287.0,1117.0,0.37079734,0.36568114,22
180125,오비)카스큐팩1.6L,맥주,국산맥주,PET맥주,2025-01-01 00:16:22,2025-12-31 23:50:47,364,12,45802.0,372764100.0,8138.5986,38512,424,3253800.0,7448500.0,34021700.0,1084600.0,1064071.4,1134056.6,414.0,949.0,4331.0,0.342339,0.34631744,21
190171,서울탁)장수생막걸리750ml,전통주,막걸리,생막걸리,2025-01-01 00:04:14,2025-12-31 23:58:46,364,12,316614.0,490464770.0,1549.0938,244726,253,3653100.0,8661700.0,38776400.0,1217700.0,1237385.8,1292546.6,2375.0,5631.0,25180.0,0.20671298,0.29265323,18
061594,매일)바이오플레인드링킹250ml,유음료,요구르트,드링킹요구르트,2025-01-01 00:04:27,2025-12-31 23:09:32,364,12,8004.0,16181674.0,2021.6984,8597,172,132400.0,305040.0,1143002.0,44133.332,43577.145,38100.066,62.0,144.0,554.0,0.18936421,0.22461057,8
061677,덴마크)슈레드피자치즈25g,유음료,유제품,치즈,2025-01-01 00:01:29,2025-12-31 23:42:47,364,12,24820.0,35048256.0,1412.0973,25947,342,259306.0,558884.0,2397790.0,86435.336,79840.57,79926.336,185.0,400.0,1718.0,0.24293195,0.2850487,20
062505,덴마크)드링킹딸기275ml,유음료,요구르트,드링킹요구르트,2025-01-01 00:06:03,2025-12-31 22:31:09,364,12,25009.0,59844120.0,2392.9033,26035,365,487186.0,1157161.0,4916532.0,162395.33,165308.72,163884.4,204.0,484.0,2055.0,0.20627081,0.24236518,8
202468,웅진)옥수수수염차500ml,음료,차음료,옥수수차,2025-01-01 00:03:13,2025-12-31 23:39:45,364,12,114266.0,125870970.0,1101.561,66896,300,712839.0,1576132.0,6922602.0,237613.0,225161.72,230753.4,695.0,1552.0,6854.0,0.17580797,0.30667502,16
106542,웅진)유기농하늘보리500ml,음료,차음료,보리차,2025-01-01 01:04:40,2025-12-31 23:59:37,364,12,126832.0,160104320.0,1262.3337,68821,323,1038074.0,2541389.0,10337089.0,346024.66,363055.56,344569.62,823.0,2027.0,8229.0,0.16078164,0.30865517,21
107136,PB)제로곤약젤리복숭아140ml,디저트,젤리,마시는젤리,2025-01-01 02:34:33,2025-12-31 19:40:49,364,12,12055.0,16331331.0,1354.7351,12609,300,127568.0,293857.0,1353305.0,42522.668,41979.57,45110.168,105.0,238.0,1101.0,0.1959149,0.2663781,21
107138,PB)제로곤약젤리사과140ml,디저트,젤리,마시는젤리,2025-01-01 01:31:58,2025-12-29 18:04:38,362,12,6892.0,8749063.0,1269.452,7141,253,125500.0,284729.0,1260448.0,41833.332,40675.57,42014.934,103.0,231.0,1037.0,0.19658871,0.24859531,21
107137,PB)제로곤약젤리청포도140ml,디저트,젤리,마시는젤리,2025-01-01 00:55:18,2025-12-30 23:50:20,363,12,13112.0,17960032.0,1369.7401,13727,288,171693.0,344974.0,1506013.0,57231.0,49282.0,50200.434,134.0,272.0,1217.0,0.20006807,0.2699403,22
107127,PB)얼음컵(레귤러),즉석음료,얼음,컵얼음,2025-01-01 00:12:48,2025-12-31 23:46:14,364,12,164602.0,115146360.0,699.5441,182950,372,362100.0,810788.0,3298643.0,120700.0,115826.86,109954.766,519.0,1163.0,4737.0,0.17396274,0.29004908,13
125321,시원)터프큐브젤리80g,과자,젤리류,국산젤리,2025-04-30 13:11:09,2025-12-30 21:54:58,244,9,1051.0,2825825.0,2688.7012,1118,111,91562.0,175262.0,961332.0,30520.666,25037.428,32044.4,34.0,65.0,358.0,0.18220556,0.28763387,18
014215,그린)NEW참치김치볶음밥삼각,미반,삼각김밥,삼각김밥,2025-01-01 00:01:25,2025-12-31 23:59:52,364,12,217059.0,258431900.0,1190.6067,221905,442,1585333.0,3711392.0,15702710.0,528444.3,530198.9,523423.66,1332.0,3118.0,13191.0,0.1347719,0.2329653,8
014634,그린)스팸김치볶음밥삼각,미반,삼각김밥,삼각김밥,2025-01-01 00:05:43,2025-12-31 23:51:54,364,12,134019.0,186292480.0,1390.0453,137155,429,1350313.0,3061448.0,12943292.0,450104.34,437349.72,431443.06,972.0,2202.0,9316.0,0.14085847,0.23004568,12
