category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
양주와인,하이볼,8971,28,2416,11000.0,6710,1316,409,426,104,19.6125,25.9613,392.8571
유음료,컵커피,7912,41,1945,10508.0,5465,1754,509,158,26,32.0952,34.9863,256.2927
즉석 식품,즉석치킨(삭제예정),8427,20,3239,10474.0,6656,1308,317,119,27,19.6514,21.4393,523.7
음료,커피음료,7191,59,1511,10231.0,4631,1941,464,132,23,41.9132,44.7635,173.4068
미반,푸드 간편식,8454,21,2625,9854.5,6949,971,333,172,22,13.9732,16.4484,469.2619
미디어 상품,음반,7509,6,3171,9517.0,6158,1041,48,174,72,16.9048,19.7304,1586.1667
음료,차음료,6605,68,1713,9282.5,4177,1754,483,172,18,41.9919,46.1096,136.5074
과자,젤리류,5602,136,1640,7447.0,3801,1241,363,160,35,32.6493,36.8587,54.7574
유음료,요구르트,5289,42,1470,6873.0,3736,1057,309,154,33,28.2923,32.4143,163.6429
음료,생수,4632,24,1154,6840.0,2906,1370,286,60,10,47.1438,49.2085,285.0
음료,주스,4874,62,1469,6712.5,3157,1224,345,125,22,38.771,42.7304,108.2661
신선,수축산/계란,4710,11,1145,6148.0,3422,951,255,70,12,27.7908,29.8364,558.9091
음료,스포츠음료,3974,22,1201,5833.0,2421,1200,284,55,14,49.5663,51.8381,265.1364
즉석음료,얼음,4498,20,2200,5592.0,3556,686,166,77,11,19.2913,21.4567,279.6
미반,샐러드 ,4174,9,1319,5510.5,3047,817,177,106,24,26.8133,30.2921,612.2778
면,봉지면,4034,36,1160,5497.0,2543,1073,350,51,17,42.1943,44.1998,152.6944
유음료,흰우유,3515,10,878,5163.0,2109,1088,276,36,6,51.5884,53.2954,516.3
유음료,냉장주스,3766,32,1099,5140.0,2465,949,282,60,10,38.499,40.9331,160.625
냉동,조리냉동,4054,18,1289,5055.0,3009,688,224,113,20,22.8647,26.6201,280.8333
전통주,소주,4293,40,1706,4973.0,3557,439,136,127,24,12.3419,15.9123,124.325
냉장,냉장간편식,3662,69,1321,4499.0,2675,591,216,148,30,22.0935,27.6262,65.2029
유음료,프로틴 음료,3210,28,580,4152.0,2212,694,238,54,12,31.3743,33.8156,148.2857
담배,전자담배,3280,24,780,3768.0,2833,263,14,110,60,9.2834,13.1663,157.0
전통주,기타전통주,3140,128,1230,3625.5,2562,278,107,176,16,10.8509,17.7205,28.3242
유음료,두유,2572,17,694,3460.0,1665,635,208,54,10,38.1381,41.3814,203.5294
빵,구움과자,2612,21,778,3340.0,1809,528,190,74,11,29.1874,33.2781,159.0476
디저트,시즌케익,2997,3,1496,3263.5,2588,27,8,324,47,1.0433,13.5626,1087.8333
과자,프로틴/시리얼,2354,29,712,3222.0,1563,581,159,42,9,37.1721,39.8592,111.1034
위생용품,티슈,2356,23,721,3192.5,1660,526,111,41,17,31.6867,34.1566,138.8043
가공식품,상온간편식,2317,57,755,3036.0,1636,470,139,67,5,28.7286,32.824,53.2632
안주,오징어,2149,34,501,2766.5,1646,377,77,38,10,22.904,25.2126,81.3676
즉석 식품,즉석치킨,1859,26,485,2641.0,1142,527,142,36,12,46.1471,49.2995,101.5769
신선,야채,2073,43,684,2607.0,1563,348,99,54,9,22.2649,25.7198,60.6279
약품/의료품,의약외품,1802,62,654,2332.0,1285,319,85,96,17,24.8249,32.2957,37.6129
즉석음료,파우치,1564,47,322,2290.0,962,466,109,22,5,48.4407,50.7277,48.7234
위생용품,생리대,1745,60,515,2132.0,1384,239,58,51,13,17.2688,20.9538,35.5333
서비스 상품,일반서비스,1815,18,969,2115.0,1539,165,32,62,13,10.7212,14.7498,117.5
간식,냉장피자,1659,19,533,2082.0,1248,264,75,63,9,21.1538,26.2019,109.5789
안주,생선류,1444,19,511,1977.5,896,392,129,20,6,43.75,45.9821,104.0789
냉동,냉동만두,1434,9,485,1886.0,1003,306,90,30,5,30.5085,33.4995,209.5556
패션잡화,시즌/소품,1496,52,562,1794.5,1292,153,9,30,9,11.8421,14.1641,34.5096
유음료,기능성우유,1309,11,432,1758.5,889,304,86,24,5,34.1957,36.8954,159.8636
신선,과일,1272,36,420,1727.0,880,285,69,33,5,32.3864,36.1364,47.9722
건강/기호식품,숙취해소제,1220,17,387,1657.0,804,303,91,19,3,37.6866,40.0498,97.4706
과자,껌,1117,35,290,1644.0,679,335,79,21,3,49.3373,52.43,46.9714
건강/기호식품,커피,1128,22,262,1510.0,770,252,61,30,15,32.7273,36.6234,68.6364
냉장,냉장안주,1096,33,317,1398.0,842,171,34,42,7,20.3088,25.2969,42.3636
가정용품,세제류,1020,42,340,1335.0,775,193,37,11,4,24.9032,26.3226,31.7857
패션잡화,팬티/내의,1079,15,334,1285.0,901,130,30,14,4,14.4284,15.9822,85.6667
건강/기호식품,건강/이너뷰티,953,16,324,1191.0,731,157,41,18,6,21.4774,23.9398,74.4375
유음료,유제품,794,11,259,1120.0,513,210,54,16,1,40.9357,44.0546,101.8182
즉석음료,세븐카페,932,2,599,1120.0,816,99,6,8,3,12.1324,13.1127,560.0
음료,전통음료,763,23,343,1068.0,494,198,52,17,2,40.081,43.5223,46.4348
맥주,무알콜맥주,867,12,317,1058.0,608,157,67,27,8,25.8224,30.2632,88.1667
건강/기호식품,차,770,27,273,987.0,568,132,35,31,4,23.2394,28.6972,36.5556
서비스 상품,기타,804,9,236,900.0,702,69,24,8,1,9.8291,10.9687,100.0
안주,너트류,621,30,201,832.0,398,147,49,23,4,36.9347,42.7136,27.7333
빵,호빵,590,1,205,812.0,379,128,28,44,11,33.7731,45.3826,812.0
전통주,막걸리,713,20,259,799.0,577,67,31,30,8,11.6118,16.8111,39.95
가공식품,캔,531,28,164,737.0,352,138,35,4,2,39.2045,40.3409,26.3214
냉동,냉동간편식,594,7,257,731.0,454,87,27,23,3,19.163,24.2291,104.4286
조미료/건물,건해산물,522,7,198,675.0,360,111,39,11,1,30.8333,33.8889,96.4286
문구/완구,기타문구,560,11,260,669.0,481,54,7,17,1,11.2266,14.7609,60.8182
H&B,치약,507,16,159,657.0,359,107,35,6,0,29.805,31.4763,41.0625
안주,농산안주,505,13,216,654.0,371,90,20,19,5,24.2588,29.3801,50.3077
일용잡화,휴대폰/주변기기,512,19,198,625.0,409,76,22,5,0,18.5819,19.8044,32.8947
조미료/건물,조미료,414,22,132,606.0,260,110,20,20,4,42.3077,50.0,27.5455
건강/기호식품,쨈/꿀,483,2,162,593.0,397,51,8,26,1,12.8463,19.3955,296.5
미용/화장품,여성화장품,409,35,178,517.0,301,75,23,8,2,24.9169,27.5748,14.7714
안주,스낵안주,413,19,176,514.0,300,66,22,21,4,22.0,29.0,27.0526
일용잡화,반려동물용품,348,25,100,465.0,237,84,23,1,3,35.443,35.865,18.6
즉석 식품,즉석간식,363,7,158,440.0,273,59,22,7,2,21.6117,24.1758,62.8571
가정용품,방향제,351,12,128,438.0,254,62,20,11,4,24.4094,28.7402,36.5
양주와인,리쿼,334,16,162,426.0,230,51,19,32,2,22.1739,36.087,26.625
조미료/건물,소스류,328,25,136,419.0,235,61,19,11,2,25.9574,30.6383,16.76
아이스크림,홈타입,319,6,127,400.0,234,56,18,9,2,23.9316,27.7778,66.6667
H&B,칫솔,302,12,135,377.0,220,53,19,9,1,24.0909,28.1818,31.4167
가정용품,행락용품,278,20,106,376.0,190,67,17,2,2,35.2632,36.3158,18.8
문구/완구,일반문구,265,32,112,337.0,190,51,15,6,3,26.8421,30.0,10.5312
H&B,면도용품,272,9,136,335.0,213,37,8,11,3,17.3709,22.5352,37.2222
건강/기호식품,원컵,253,10,112,326.0,169,52,19,11,2,30.7692,37.2781,32.6
H&B,화장비누/바디클렌저,231,9,111,316.0,158,54,13,5,1,34.1772,37.3418,35.1111
안주,육포,232,17,84,315.0,169,50,10,3,0,29.5858,31.3609,18.5294
냉동,신선냉동,231,12,81,299.0,184,36,4,6,1,19.5652,22.8261,24.9167
조미료/건물,장류,163,12,46,241.0,88,54,17,4,0,61.3636,65.9091,20.0833
미용/화장품,헤어스타일링,192,8,79,228.0,159,24,6,2,1,15.0943,16.3522,28.5
빵,식빵,195,3,93,224.0,153,23,9,7,3,15.0327,19.6078,74.6667
조미료/건물,식용유지,156,7,50,217.0,105,37,9,5,0,35.2381,40.0,31.0
미용/화장품,미용소품,143,19,71,187.0,104,29,7,2,1,27.8846,29.8077,9.8421
H&B,샴푸/린스,160,10,74,187.0,132,20,7,1,0,15.1515,15.9091,18.7
일용잡화,건전지,108,8,42,143.0,70,27,9,1,1,38.5714,40.0,17.875
간식,샐러드(삭제예정),111,6,53,138.0,80,17,5,7,2,21.25,30.0,23.0
디저트,떡,104,3,45,127.0,77,17,6,3,1,22.0779,25.974,42.3333
가정용품,주방용품,74,9,36,104.0,50,18,3,2,1,36.0,40.0,11.5556
조미료/건물,분말가루,79,4,31,103.0,49,21,9,0,0,42.8571,42.8571,25.75
패션잡화,스타킹,82,13,31,99.0,63,13,5,1,0,20.6349,22.2222,7.6154
가정용품,청소/작업용품,71,11,32,98.0,51,16,3,1,0,31.3725,33.3333,8.9091
약품/의료품,의료기기,75,5,35,92.0,62,10,1,1,1,16.129,17.7419,18.4
음료,선물세트,57,6,21,77.0,39,11,2,4,1,28.2051,38.4615,12.8333
일용잡화,전기용품,63,6,13,76.0,52,8,2,1,0,15.3846,17.3077,12.6667
조리빵,샐러드모닝랩,62,1,47,68.0,50,3,2,6,1,6.0,18.0,68.0
문구/완구,노트/봉투,51,7,30,61.0,42,7,2,0,0,16.6667,16.6667,8.7143
즉석 식품,즉석조리,53,2,32,57.0,43,3,1,4,2,6.9767,16.2791,28.5
H&B,여행용상품,42,3,17,51.0,31,7,3,1,0,22.5806,25.8065,17.0
H&B,칫솔치약세트,46,7,24,50.0,38,5,3,0,0,13.1579,13.1579,7.1429
간식,냉장간식,30,1,19,39.5,20,4,1,4,0,20.0,40.0,39.5
패션잡화,양말,35,5,20,39.0,31,3,1,0,0,9.6774,9.6774,7.8
문구/완구,사무용품,27,6,15,36.0,21,3,0,3,0,14.2857,28.5714,6.0
가정용품,살충제,20,7,13,30.0,15,5,0,0,0,33.3333,33.3333,4.2857
위생용품,기저귀,16,3,10,20.0,14,2,0,0,0,14.2857,14.2857,6.6667
일용잡화,자동차용품,9,1,5,17.0,5,4,0,0,0,80.0,80.0,17.0
가정용품,욕실용품,11,2,5,15.0,7,3,1,0,0,42.8571,42.8571,7.5
신선,쌀/잡곡,9,1,5,11.0,8,1,0,0,0,12.5,12.5,11.0
전통주,선물세트,4,1,4,4.0,4,0,0,0,0,0.0,0.0,4.0
미디어 상품,잡지,3,1,2,3.0,3,0,0,0,0,0.0,0.0,3.0
안주,기타,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
