event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views,first_month
2025-05,125474,우진)샤또꾸떼16,양주와인,와인,996,325,1219.0,815,108,51,2025-05-08,13.2515,2025-05
2025-05,115586,MQ)프링글스오리지날53g,과자,스낵류,892,346,1210.0,550,243,10,2025-05-09,44.1818,2025-05
2025-05,125401,KBO)463카라멜땅콩베이스샌드160g,빵,간식빵,870,261,1198.0,563,201,46,2025-05-12,35.7016,2025-05
2025-05,125581,KBO)돌직구딸기잼비스킷130g,빵,간식빵,809,312,1116.0,509,184,57,2025-05-15,36.1493,2025-05
2025-05,125268,그린)맛장우맛자랑 반반제육,미반,도시락,855,276,1035.0,637,148,8,2025-05-15,23.2339,2025-05
2025-05,125475,우진)샤또라그랑주 19,양주와인,와인,878,269,1009.0,763,61,39,2025-05-08,7.9948,2025-05
2025-05,125586,켈리330ml(12입)+켈리전용잔2개 ,맥주,국산맥주,643,201,928.5,445,149,27,2025-05-14,33.4831,2025-05
2025-05,125716,카스프레쉬350ml캔(24입),맥주,수입맥주,713,309,908.5,589,103,9,2025-05-14,17.4873,2025-05
2025-05,123087,와일드 터키 레어 브리드,양주와인,양주,882,560,904.0,867,10,4,2025-05-23,1.1534,2025-05
2025-05,105745,우진)샤또도작21,양주와인,와인,680,237,852.0,510,83,60,2025-05-08,16.2745,2025-05
2025-05,125375,롯데)티처스햄치즈에그팡팡토스트,조리빵,샌드위치,696,262,847.0,467,144,11,2025-05-08,30.8351,2025-05
2025-05,125402,KBO)양념치킨볼100g,빵,호빵,590,205,812.0,379,128,44,2025-05-12,33.7731,2025-05
2025-05,125727,[24EA SET]tripleS(트리플에스)-[ASSEMBLE25](Objekt Music Album),미디어 상품,음반,726,525,792.0,664,37,14,2025-05-13,5.5723,2025-05
2025-05,803767,5월 장보기 구독,,,740,556,788.0,700,26,8,2025-05-01,3.7143,2025-05
2025-05,192487,더글렌리벳12년700ml,양주와인,양주,542,281,726.0,420,89,22,2025-05-28,21.1905,2025-05
2025-05,125332,햄치즈에그팡팡토스트,조리빵,샌드위치,551,227,704.0,381,112,15,2025-05-08,29.3963,2025-05
2025-05,125795,그린)전남친샌드,조리빵,샌드위치,562,188,696.0,462,73,14,2025-05-27,15.8009,2025-05
2025-05,105743,우진)샤또샤스스플린21,양주와인,와인,617,276,671.0,489,31,62,2025-05-08,6.3395,2025-05
2025-05,125583,KBO)간장치킨볼100g,빵,간식빵,453,178,642.0,292,109,25,2025-05-15,37.3288,2025-05
2025-05,125676,트러플촉촉함박도시락,미반,도시락,479,211,616.0,377,77,11,2025-05-21,20.4244,2025-05
2025-05,105421,아사히)아사히생맥주캔340ml(6입),맥주,수입맥주,596,218,601.0,588,0,7,2025-05-22,0.0,2025-05
2025-05,123445,와일드 터키 마스터스 킵 트라이엄프,양주와인,양주,497,243,574.0,442,34,16,2025-05-01,7.6923,2025-05
2025-05,125224,라가불린16년700ml,양주와인,양주,443,192,570.5,360,58,20,2025-05-08,16.1111,2025-05
2025-05,125393,탱글쏘야&불고기도시락,미반,도시락,386,136,532.0,293,77,8,2025-05-19,26.2799,2025-05
2025-05,125913,유희왕초장갑부대R-ace,문구/완구,일반완구,439,281,517.0,381,38,14,2025-05-23,9.9738,2025-05
2025-05,125914,유희왕퇴마천사엑소시스터,문구/완구,일반완구,399,225,508.0,326,54,13,2025-05-23,16.5644,2025-05
2025-05,124930,롯데)버터치킨카레덮밥,미반,도시락,420,162,505.0,305,72,9,2025-05-08,23.6066,2025-05
2025-05,110665,한스 그레일 말보로 소비뇽 블랑(2022),양주와인,와인,444,289,501.0,405,24,13,2025-05-08,5.9259,2025-05
2025-05,817349,서울)아침에주스사과210ml,유음료,냉장주스,375,171,476.0,287,64,7,2025-05-01,22.2997,2025-05
2025-05,125326,그린)치킨마요에그말이,미반,삼각김밥,356,163,454.5,233,73,17,2025-05-08,31.3305,2025-05
2025-05,125808,나라)몬텔레나스탠딩저니나파샤도네이750ml,양주와인,와인,421,250,431.0,396,6,12,2025-05-28,1.5152,2025-05
2025-05,117679,MQ)프링글스매운맛53g,과자,스낵류,321,147,427.0,204,82,4,2025-05-09,40.1961,2025-05
2025-05,125626,(3EA) SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반)_2차판매,미디어 상품,음반,359,257,406.0,316,25,10,2025-05-26,7.9114,2025-05
2025-05,125476,우진)샤또깡뜨낙브라운 21,양주와인,와인,331,138,399.0,267,31,24,2025-05-08,11.6105,2025-05
2025-05,125471,스텔라고메챌리스 패키지,맥주,수입맥주,327,202,382.0,293,24,9,2025-05-08,8.1911,2025-05
2025-05,111062,스털링 나파 밸리 샤르도네(2019),양주와인,와인,348,251,371.5,322,5,18,2025-05-01,1.5528,2025-05
2025-05,110706,안나벨라 나파 밸리 샤르도네(2018),양주와인,와인,317,218,350.0,280,14,17,2025-05-08,5.0,2025-05
2025-05,125730,딘스톤15년테킬라캐스크,양주와인,양주,334,221,346.0,325,6,2,2025-05-14,1.8462,2025-05
2025-05,125537,티처스 정승제T 문구세트,문구/완구,기타문구,282,182,335.0,248,25,7,2025-05-21,10.0806,2025-05
2025-05,191945,배비치블랙 쇼비뇽블랑,양주와인,와인,250,128,335.0,196,40,11,2025-05-21,20.4082,2025-05
2025-05,125020,농협)25년 모던스퀘어 생화카네이션,서비스 상품,기타,270,110,309.0,231,27,3,2025-05-01,11.6883,2025-05
2025-05,125394,KBO)끝내기홈런미트부리또130g,간식,냉장피자,208,79,294.0,132,52,10,2025-05-23,39.3939,2025-05
2025-05,125768,롯데)맛장우맛자랑 로스트치킨,미반,도시락,235,94,289.0,160,51,0,2025-05-28,31.875,2025-05
2025-05,125608,정승제)평생못해요 티셔츠_XL,패션잡화,시즌/소품,227,141,284.0,196,29,1,2025-05-15,14.7959,2025-05
2025-05,125538,티처스 조정식T 문구세트,문구/완구,기타문구,230,138,276.0,197,22,8,2025-05-21,11.1675,2025-05
2025-05,170774,하이네)하이네켄330ml캔(6입),맥주,수입맥주,258,161,263.0,253,0,5,2025-05-22,0.0,2025-05
2025-05,125078,그린)울트라트리플치즈버거,조리빵,햄버거,182,64,252.0,116,49,2,2025-05-09,42.2414,2025-05
2025-05,125225,조니워커더블블랙700ml,양주와인,양주,214,133,245.0,186,12,13,2025-05-08,6.4516,2025-05
2025-05,125809,CSR)몰리두커카니발오브러브750ml,양주와인,와인,203,80,242.0,175,14,13,2025-05-27,8.0,2025-05
2025-05,125050,롯데)사천식마파두부덮밥,미반,도시락,199,116,235.0,153,29,4,2025-05-08,18.9542,2025-05
2025-05,125158,롯데)한입쏙!들기름김밥,미반,김밥,194,101,226.0,167,17,6,2025-05-08,10.1796,2025-05
2025-05,125446,푸나무소비뇽블랑750ml,양주와인,와인,182,123,224.0,152,18,10,2025-05-21,11.8421,2025-05
2025-05,125774,맛장우맛자랑 로스트치킨,미반,도시락,166,81,223.0,120,35,3,2025-05-27,29.1667,2025-05
2025-05,125150,롯데)칠리불새버거,조리빵,햄버거,162,62,215.0,98,43,3,2025-05-08,43.8776,2025-05
2025-05,125081,롯데)뚠뚠치킨&에그샌드,조리빵,샌드위치,173,78,212.0,122,33,3,2025-05-08,27.0492,2025-05
2025-05,125333,롯데)티처스맵닭치킨치즈버거,조리빵,햄버거,166,92,203.0,124,28,3,2025-05-08,22.5806,2025-05
2025-05,109710,금양)지허발란스라파우라리저브소블에디션,양주와인,와인,160,63,202.0,124,18,13,2025-05-08,14.5161,2025-05
2025-05,125447,오이스터베이쇼비뇽블랑750ml,양주와인,와인,149,84,200.0,120,25,3,2025-05-21,20.8333,2025-05
2025-05,124920,삼립)로만밀포테이토햄샌드,조리빵,샌드위치,162,63,197.0,106,36,1,2025-05-08,33.9623,2025-05
2025-05,125077,그린)럭히밥떡볶이김밥,미반,김밥,156,86,182.0,113,25,4,2025-05-08,22.1239,2025-05
2025-05,125076,그린)럭히밥더커진떡볶이삼각,미반,삼각김밥,141,74,181.0,91,32,4,2025-05-08,35.1648,2025-05
2025-05,125392,롯데)탱글쏘야&불고기도시락,미반,도시락,156,69,178.0,121,23,0,2025-05-27,19.0083,2025-05
2025-05,125159,현대)트윈샐러드샌드,조리빵,샌드위치,149,87,178.0,121,19,3,2025-05-08,15.7025,2025-05
2025-05,125729,텐죠무겐보노보노준마이 (MD추천),전통주,기타전통주,167,121,176.0,155,6,3,2025-05-16,3.871,2025-05
2025-05,123880,와일드 터키 8년,양주와인,양주,159,111,175.0,148,5,6,2025-05-09,3.3784,2025-05
2025-05,125609,정승제)평생못해요 티셔츠_L,패션잡화,시즌/소품,128,88,172.0,104,20,4,2025-05-15,19.2308,2025-05
2025-05,125611,정승제)평생못해요 티셔츠_S,패션잡화,시즌/소품,133,94,160.0,115,15,1,2025-05-14,13.0435,2025-05
2025-05,125572,티처스)당충전딥초코와플90g,빵,구움과자,134,48,154.0,113,14,2,2025-05-12,12.3894,2025-05
2025-05,125327,탐나불린셰리캐스크700ml,양주와인,양주,127,83,152.0,113,11,3,2025-05-11,9.7345,2025-05
2025-05,192048,브레드앤버터샤도네이,양주와인,와인,113,69,148.0,93,15,5,2025-05-21,16.129,2025-05
2025-05,125651,반반김밥_돈까스&제육,미반,김밥,119,72,146.0,96,16,3,2025-05-21,16.6667,2025-05
2025-05,125451,"롯데)3,900나시고랭볶음밥",미반,도시락,123,48,143.0,81,26,0,2025-05-27,32.0988,2025-05
2025-05,125045,농협)25년 한송이 카네이션,서비스 상품,기타,125,68,140.0,109,11,1,2025-05-01,10.0917,2025-05
2025-05,125610,정승제)평생못해요 티셔츠_M,패션잡화,시즌/소품,101,69,134.0,84,16,1,2025-05-15,19.0476,2025-05
2025-05,125516,롯데)트러플촉촉함박도시락,미반,도시락,107,58,130.0,79,19,1,2025-05-27,24.0506,2025-05
