inventory_search_string,search_string_norm,mapped_pos_item_code,mapped_item_name,mapped_category_hierarchy,category_l,category_m,match_type,match_score,search_count,unique_users
자이언츠,자이언츠,125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,447842,29358
자이언츠,자이언츠,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵>간식빵>캐릭터빵,빵,간식빵,search_in_item,80,447842,29358
자이언츠,자이언츠,125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,447842,29358
KBO,kbo,126673,KBO미키마우스)아크릴키링(투수)_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126632,KBO미키마우스)키움 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126575,KBO미키마우스)삼성 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126597,KBO미키마우스)KT 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126583,KBO미키마우스)두산 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126650,KBO미키마우스)인형키링_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125583,KBO)간장치킨볼100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126629,KBO미키마우스)NC 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126637,KBO미키마우스)인형_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125402,KBO)양념치킨볼100g,빵>호빵>호빵,빵,호빵,item_startswith_search,90,172946,29991
KBO,kbo,126675,KBO미키마우스)아크릴키링(투수)_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126645,KBO미키마우스)동전지갑_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126622,KBO미키마우스)네임택_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126613,KBO미키마우스)머리띠_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126668,KBO미키마우스)아크릴키링(투수)_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126598,KBO미키마우스)KT 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126617,KBO미키마우스)인형_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126568,KBO미키마우스)LG 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126634,KBO미키마우스)KT 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,107512,KBO)야구카드바인더북,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126572,KBO미키마우스)삼성 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126592,KBO미키마우스)키움 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126639,KBO미키마우스)동전지갑_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126623,KBO미키마우스)삼성 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126584,KBO미키마우스)NC 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,124681,KBO)삼립NC다이노스공룡알흑임자컵케익130g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126667,KBO미키마우스)아크릴키링(타자)_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126646,KBO미키마우스)동전지갑_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126574,KBO미키마우스)삼성 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126664,KBO미키마우스)아크릴키링(타자)_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126573,KBO미키마우스)삼성 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,125829,KBO)롯데자이언츠도라야끼빵70g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126615,KBO미키마우스)인형_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126640,KBO미키마우스)동전지갑_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126582,KBO미키마우스)두산 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126635,KBO미키마우스)인형_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125717,KBO)롯데자이언츠랑그드샤(화이트초코)130g,디저트>시즌케익>기타,디저트,시즌케익,item_startswith_search,90,172946,29991
KBO,kbo,128207,KBO)2025프로야구콜렉션카드플러스,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126571,KBO미키마우스)LG 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126578,KBO미키마우스)두산 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126620,KBO미키마우스)인형_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126656,KBO미키마우스)인형키링_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,124675,KBO)삼립LG트윈스쌍둥이딸기샌드99g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126655,KBO미키마우스)인형키링_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126612,KBO미키마우스)네임택_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126660,KBO미키마우스)아크릴키링(타자)_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126579,KBO미키마우스)두산 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126628,KBO미키마우스)인형_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126677,KBO미키마우스)아크릴키링(투수)_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126671,KBO미키마우스)아크릴키링(투수)_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126624,KBO미키마우스)인형_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126618,KBO미키마우스)인형_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126633,KBO미키마우스)네임택_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125812,KBO)롯데자이언츠바다샌드크림빵96g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126614,KBO미키마우스)네임택_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126569,KBO미키마우스)LG 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126641,KBO미키마우스)동전지갑_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126616,KBO미키마우스)네임택_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126600,KBO미키마우스)KT 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126652,KBO미키마우스)인형키링_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126621,KBO미키마우스)LG 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126649,KBO미키마우스)인형키링_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126658,KBO미키마우스)아크릴키링(타자)_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126627,KBO미키마우스)네임택_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126647,KBO미키마우스)동전지갑_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126643,KBO미키마우스)동전지갑_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126595,KBO미키마우스)키움 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126631,KBO미키마우스)인형_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125394,KBO)끝내기홈런미트부리또130g,간식>냉장피자>브리또,간식,냉장피자,item_startswith_search,90,172946,29991
KBO,kbo,126587,KBO미키마우스)NC 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126566,KBO미키마우스)LG 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126610,KBO미키마우스)네임택_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126626,KBO미키마우스)두산 모자_FREE,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,124684,KBO)삼립한화이글스핫투움바브레드90g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126644,KBO미키마우스)동전지갑_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126605,KBO미키마우스)머리띠_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126661,KBO미키마우스)아크릴키링(타자)_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126657,KBO미키마우스)인형키링_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,124678,KBO)삼립KT위즈빅또리초코바닐라샌드60g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126585,KBO미키마우스)NC 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,124679,KBO)삼립KBO홈런배트롤150g,디저트>냉장베이커리>롤케익,디저트,냉장베이커리,item_startswith_search,90,172946,29991
KBO,kbo,126601,KBO미키마우스)KT 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,125514,KBO)프로야구 콜렉션카드2025,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126604,KBO미키마우스)머리띠_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126672,KBO미키마우스)아크릴키링(투수)_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126580,KBO미키마우스)두산 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126586,KBO미키마우스)NC 유니폼_95,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126638,KBO미키마우스)동전지갑_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125340,KBO)롯데자이언츠거인단팥빵100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126577,KBO미키마우스)삼성 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126642,KBO미키마우스)동전지갑_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126591,KBO미키마우스)키움 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126596,KBO미키마우스)KT 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,107326,KBO야구카드바인더북,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126654,KBO미키마우스)인형키링_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126588,KBO미키마우스)NC 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126599,KBO미키마우스)KT 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126663,KBO미키마우스)아크릴키링(타자)_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126567,KBO미키마우스)LG 유니폼_90,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126570,KBO미키마우스)LG 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126648,KBO미키마우스)인형키링_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126609,KBO미키마우스)머리띠_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126611,KBO미키마우스)머리띠_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126653,KBO미키마우스)인형키링_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126606,KBO미키마우스)머리띠_NC,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126669,KBO미키마우스)아크릴키링(투수)_삼성,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126590,KBO미키마우스)키움 유니폼_85,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126665,KBO미키마우스)아크릴키링(타자)_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126625,KBO미키마우스)네임택_키움,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,128490,KBO프로야구카드플러스(20팩),문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126636,KBO미키마우스)유니폼 짐색,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126593,KBO미키마우스)키움 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,125401,KBO)463카라멜땅콩베이스샌드160g,빵>간식빵>샌드빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126674,KBO미키마우스)아크릴키링(투수)_한화,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,124682,KBO)삼립키움히어로즈자색고구마팡100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126608,KBO미키마우스)머리띠_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126670,KBO미키마우스)아크릴키링(투수)_두산,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126589,KBO미키마우스)NC 유니폼_110,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126666,KBO미키마우스)아크릴키링(타자)_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125581,KBO)돌직구딸기잼비스킷130g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126594,KBO미키마우스)키움 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126662,KBO미키마우스)아크릴키링(타자)_LG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126659,KBO미키마우스)아크릴키링(타자)_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126651,KBO미키마우스)인형키링_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126676,KBO미키마우스)아크릴키링(투수)_KT,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,124677,KBO)삼립삼성라이온즈블루베리패스츄리100g,빵>간식빵>캐릭터빵,빵,간식빵,item_startswith_search,90,172946,29991
KBO,kbo,126607,KBO미키마우스)네임택_롯데,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126630,KBO미키마우스)네임택_SSG,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,126581,KBO미키마우스)두산 유니폼_100,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126576,KBO미키마우스)삼성 유니폼_105,패션잡화>시즌/소품>기타,패션잡화,시즌/소품,item_startswith_search,90,172946,29991
KBO,kbo,126619,KBO미키마우스)인형_기아,문구/완구>일반완구>일반완구,문구/완구,일반완구,item_startswith_search,90,172946,29991
KBO,kbo,125655,동국)KBO마데카쿨링패치(삼성)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125658,동국)KBO마데카쿨링패치(한화)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125865,2025KBO오피셜컬렉션카드,문구/완구>일반완구>일반완구,문구/완구,일반완구,search_in_item,80,172946,29991
KBO,kbo,125654,동국)KBO마데카쿨링패치(KT)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125653,동국)KBO마데카쿨링패치(롯데)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125657,동국)KBO마데카쿨링패치(LG)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125659,동국)KBO마데카쿨링패치(KIA)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125656,동국)KBO마데카쿨링패치(두산)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
KBO,kbo,125652,동국)KBO마데카쿨링패치(NC)4P_H,약품/의료품>의약외품>의약외품,약품/의료품,의약외품,search_in_item,80,172946,29991
블랙서클위스키,블랙서클위스키,123923,신동엽)블랙서클위스키700ml,양주와인>양주>위스키,양주와인,양주,search_in_item,80,86126,15204
콜렉션카드,콜렉션카드,128207,KBO)2025프로야구콜렉션카드플러스,문구/완구>일반완구>일반완구,문구/완구,일반완구,search_in_item,80,51542,6360
콜렉션카드,콜렉션카드,125514,KBO)프로야구 콜렉션카드2025,문구/완구>일반완구>일반완구,문구/완구,일반완구,search_in_item,80,51542,6360
롯데자이언츠,롯데자이언츠,125340,KBO)롯데자이언츠거인단팥빵100g,빵>간식빵>캐릭터빵,빵,간식빵,search_in_item,80,36417,10025
롯데자이언츠,롯데자이언츠,125717,KBO)롯데자이언츠랑그드샤(화이트초코)130g,디저트>시즌케익>기타,디저트,시즌케익,search_in_item,80,36417,10025
롯데자이언츠,롯데자이언츠,125812,KBO)롯데자이언츠바다샌드크림빵96g,빵>간식빵>캐릭터빵,빵,간식빵,search_in_item,80,36417,10025
롯데자이언츠,롯데자이언츠,125829,KBO)롯데자이언츠도라야끼빵70g,빵>간식빵>캐릭터빵,빵,간식빵,search_in_item,80,36417,10025
롯데자이언츠,롯데자이언츠,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵>간식빵>캐릭터빵,빵,간식빵,search_in_item,80,36417,10025
꼬깔콘,꼬깔콘,600838,롯데)꼬깔콘고소한맛(대용량)134,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,600837,롯데)꼬깔콘군옥수수맛(대용량),과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,600837,롯데)꼬깔콘군옥수수맛(대)134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,112721,롯데)꼬깔콘매콤달콤67g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,600838,롯데)꼬깔콘고소한맛(대)134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,601159,롯데)꼬깔콘매콤달콤(대),과자>스낵류>일반스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,112126,롯데)꼬깔콘군옥수수67g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,106663,롯데)꼬깔콘매드핫고추장67g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
꼬깔콘,꼬깔콘,112125,롯데)꼬깔콘고소67g,과자>스낵류>옥수수스낵,과자,스낵류,search_in_item,80,30782,8829
저지우유푸딩,저지우유푸딩,123101,G)오하요저지우유푸딩115g,디저트>젤리>푸딩,디저트,젤리,search_in_item,80,25393,8317
귀달베르토,귀달베르토,105748,지비)귀달베르토750ml,양주와인>와인>레드,양주와인,와인,search_in_item,80,18649,4696
푸딩,푸딩,106706,풍림)캐러멜커스터드푸딩120g,디저트>젤리>푸딩,디저트,젤리,search_in_item,80,16608,5630
푸딩,푸딩,126074,투데이)탑프룻츠푸딩망고맛115g,과자>젤리류>국산젤리,과자,젤리류,search_in_item,80,16608,5630
