mapped_pos_item_code,mapped_item_name,category_l,category_m,lag_days,paired_days,total_searches,total_sales_qty,search_sales_qty_corr,user_sales_qty_corr
105746,지비)샤또딸보2021,양주와인,와인,1,34,478,84,0.67556,0.70249
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,4,29,310,3873,0.67532,0.67193
125044,농협)25년 감사장 한송이카네이션,서비스 상품,기타,8,7,79,11,0.67413,0.89742
132835,PB)#대파열라면큰컵,면,용기면,5,62,183,4941,0.67374,0.65075
108364,우진)루첸테 750ml,양주와인,와인,8,29,5948,164,0.67363,0.69969
108364,우진)루첸테 750ml,양주와인,와인,9,28,5845,148,0.67305,0.68929
124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,10,30,276,102,0.66383,0.68059
108364,우진)루첸테 750ml,양주와인,와인,1,37,6747,297,0.65758,0.664
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,7,62,2583,230,0.65655,0.62698
125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,0,32,38951,21148,0.65308,0.65614
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,14,67,1934,4709,0.653,0.61384
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,2,33,1217,175,0.65111,0.72139
124291,일신)캇예스레인보우75g,과자,젤리류,12,75,466,3055,0.65059,0.6622
191572,롯데)일그리지오끼안티750ml,양주와인,와인,11,33,873,77,0.64984,0.66718
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,2,65,2644,278,0.64933,0.63586
124513,우진)루체 21 750ml,양주와인,와인,5,19,5379,48,0.64806,0.66816
124291,일신)캇예스레인보우75g,과자,젤리류,9,78,473,3235,0.64677,0.657
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,0,66,1309,11947,0.64399,0.65115
132835,PB)#대파열라면큰컵,면,용기면,4,63,184,5105,0.64225,0.6407
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,6,24,853,190,0.64134,0.60489
125865,2025KBO오피셜컬렉션카드,문구/완구,일반완구,6,9,1466,62,0.64087,0.61304
105745,우진)샤또도작21,양주와인,와인,0,25,1198,79,0.64004,0.64758
124489,안유성)나폴리탄파스타230g,간식,냉장피자,3,67,302,1914,0.63952,0.60144
105729,11겹등심돈까스,미반,도시락,5,13,59,15,0.63863,0.30519
124291,일신)캇예스레인보우75g,과자,젤리류,13,74,463,3011,0.63758,0.64265
191572,롯데)일그리지오끼안티750ml,양주와인,와인,10,35,884,82,0.6373,0.64531
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,6,31,1143,111,0.63693,0.65222
124530,최강록의간장들기름비빔밥,미반,도시락,13,28,593,52,0.6348,0.64013
108364,우진)루첸테 750ml,양주와인,와인,5,33,6294,215,0.63461,0.63523
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,7,22,827,177,0.63215,0.6505
124511,우진)르볼테21/22 750ml,양주와인,와인,8,36,7132,149,0.63088,0.63381
124435,PB)바스켓팝콘,과자,스낵류,2,58,916,188,0.62977,0.69438
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,3,65,2652,268,0.62689,0.62362
108364,우진)루첸테 750ml,양주와인,와인,13,25,5365,116,0.62513,0.62294
124317,롯데)파이열매73g,과자,비스킷류,10,69,364,2052,0.62211,0.60746
124291,일신)캇예스레인보우75g,과자,젤리류,11,76,468,3146,0.6221,0.62869
124291,일신)캇예스레인보우75g,과자,젤리류,3,84,493,3622,0.61713,0.60508
124489,안유성)나폴리탄파스타230g,간식,냉장피자,2,67,299,1944,0.61622,0.57903
108364,우진)루첸테 750ml,양주와인,와인,10,28,5761,137,0.61557,0.62866
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,0,54,1245,14328,0.61553,0.61631
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,0,51,1191,9505,0.61472,0.61283
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,3,64,1307,10889,0.6095,0.6202
124530,최강록의간장들기름비빔밥,미반,도시락,8,31,640,55,0.60872,0.66044
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,0,30,1058,247,0.60794,0.60381
124317,롯데)파이열매73g,과자,비스킷류,4,74,371,2308,0.60637,0.59434
124489,안유성)나폴리탄파스타230g,간식,냉장피자,8,68,308,1887,0.60333,0.63986
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,6,21,120,85,0.60274,0.54572
124317,롯데)파이열매73g,과자,비스킷류,7,72,368,2213,0.60259,0.58548
125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,2,31,988,5074,0.59949,0.67383
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,12,42,122,10263,0.59659,0.5015
124291,일신)캇예스레인보우75g,과자,젤리류,7,80,478,3377,0.59658,0.62448
124530,최강록의간장들기름비빔밥,미반,도시락,9,30,584,54,0.59592,0.58269
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,2,54,1247,14387,0.59581,0.59788
124317,롯데)파이열매73g,과자,비스킷류,3,75,372,2408,0.59511,0.57807
105746,지비)샤또딸보2021,양주와인,와인,0,35,478,83,0.59487,0.62369
124291,일신)캇예스레인보우75g,과자,젤리류,10,77,471,3200,0.59199,0.5963
124489,안유성)나폴리탄파스타230g,간식,냉장피자,4,68,305,1979,0.59094,0.56184
124435,PB)바스켓팝콘,과자,스낵류,1,59,914,183,0.58891,0.6521
012679,11찬 도시락,미반,도시락,1,12,30,16,0.58835,0.38808
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,4,30,1156,140,0.58604,0.66963
123504,닭가슴살스테이크도시락,미반,도시락,0,26,6512,174,0.58591,0.5969
124317,롯데)파이열매73g,과자,비스킷류,12,67,361,1956,0.58412,0.54733
132835,PB)#대파열라면큰컵,면,용기면,7,60,168,4790,0.58367,0.57124
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,3,66,1669,418,0.58325,0.57412
124435,PB)바스켓팝콘,과자,스낵류,4,57,912,186,0.58105,0.58741
107452,PB)불불나쵸칩70g,과자,스낵류,4,10,31,14,0.58091,0.31127
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,4,50,1186,8158,0.57858,0.56949
124435,PB)바스켓팝콘,과자,스낵류,3,56,908,179,0.5775,0.59258
124291,일신)캇예스레인보우75g,과자,젤리류,2,85,494,3687,0.57684,0.58195
124291,일신)캇예스레인보우75g,과자,젤리류,1,86,496,3711,0.57674,0.60376
124530,최강록의간장들기름비빔밥,미반,도시락,2,31,583,55,0.57644,0.55877
124291,일신)캇예스레인보우75g,과자,젤리류,14,73,459,2957,0.57596,0.58382
125416,자이언츠)마!비어라500ml캔,맥주,국산맥주,14,18,288585,719,0.57211,0.53275
132835,PB)#대파열라면큰컵,면,용기면,6,61,179,4891,0.5715,0.54736
124807,PB)버터스노우롤140g(4입),빵,간식빵,1,49,182,499,0.57141,0.63641
124291,일신)캇예스레인보우75g,과자,젤리류,0,87,499,3793,0.57132,0.60142
124317,롯데)파이열매73g,과자,비스킷류,8,71,367,2152,0.57098,0.55767
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,10,62,2463,203,0.56671,0.53515
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,13,58,2412,184,0.5653,0.54504
124511,우진)르볼테21/22 750ml,양주와인,와인,14,31,6618,104,0.56416,0.59432
053279,대파크림치즈스틱,즉석 식품,즉석치킨,13,7,35,1,0.56305,0.82382
124291,일신)캇예스레인보우75g,과자,젤리류,8,79,476,3314,0.56303,0.57122
124317,롯데)파이열매73g,과자,비스킷류,2,76,373,2415,0.56148,0.54731
124317,롯데)파이열매73g,과자,비스킷류,11,68,362,1968,0.56114,0.5523
124317,롯데)파이열매73g,과자,비스킷류,6,72,368,2236,0.55815,0.5298
124317,롯데)파이열매73g,과자,비스킷류,9,70,365,2120,0.55755,0.56667
125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,12,30,565,110,0.55687,0.575
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,5,64,2634,244,0.55648,0.53958
105746,지비)샤또딸보2021,양주와인,와인,5,31,535,82,0.55488,0.5559
125570,요거트구운단호박샐러드165g,미반,샐러드 ,5,8,39,10,0.55483,0.28444
106868,러비어스)프라가500ml캔,맥주,수입맥주,0,87,892,13323,0.55401,0.57338
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,8,28,1058,94,0.55304,0.51601
124317,롯데)파이열매73g,과자,비스킷류,0,78,377,2559,0.55224,0.52843
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,12,59,2402,193,0.5521,0.54098
124530,최강록의간장들기름비빔밥,미반,도시락,11,29,560,53,0.55209,0.59764
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,5,49,1185,7790,0.55117,0.55691
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,0,67,1710,419,0.55081,0.58437
124317,롯데)파이열매73g,과자,비스킷류,1,77,375,2487,0.55038,0.53603
125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,0,31,984,5074,0.54973,0.58633
125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,7,34,571,136,0.54895,0.53304
125570,요거트구운단호박샐러드165g,미반,샐러드 ,8,8,52,10,0.54772,0.37598
124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,9,29,283,99,0.54647,0.46804
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,8,61,2568,214,0.54585,0.49768
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,9,61,2495,206,0.54452,0.52352
105291,25년)얼음컵(벤티),즉석음료,얼음,4,68,230,23314,0.54343,0.49839
105746,지비)샤또딸보2021,양주와인,와인,8,33,503,83,0.54078,0.49443
124489,안유성)나폴리탄파스타230g,간식,냉장피자,12,66,305,1780,0.53928,0.46205
124511,우진)르볼테21/22 750ml,양주와인,와인,9,35,7047,134,0.5392,0.54947
124317,롯데)파이열매73g,과자,비스킷류,14,67,361,1918,0.53748,0.53245
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,1,67,1694,419,0.53698,0.56052
124489,안유성)나폴리탄파스타230g,간식,냉장피자,6,68,308,1984,0.5365,0.54734
107452,PB)불불나쵸칩70g,과자,스낵류,13,8,14,12,0.53452,0.53452
105746,지비)샤또딸보2021,양주와인,와인,2,34,514,85,0.53445,0.60735
191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,2,67,1678,419,0.5336,0.553
124530,최강록의간장들기름비빔밥,미반,도시락,4,30,612,54,0.53331,0.4083
124530,최강록의간장들기름비빔밥,미반,도시락,10,30,614,54,0.5332,0.61463
105746,지비)샤또딸보2021,양주와인,와인,7,34,529,84,0.5329,0.49764
191572,롯데)일그리지오끼안티750ml,양주와인,와인,1,41,987,145,0.53286,0.5889
124489,안유성)나폴리탄파스타230g,간식,냉장피자,9,67,306,1879,0.53249,0.56467
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,13,14,90,40,0.53237,0.42607
124513,우진)루체 21 750ml,양주와인,와인,9,15,4932,29,0.53189,0.52713
124807,PB)버터스노우롤140g(4입),빵,간식빵,2,49,182,488,0.52918,0.65279
124511,우진)르볼테21/22 750ml,양주와인,와인,12,31,6826,113,0.52902,0.55212
125102,이장우)오일스타알리오올리오,면,용기면,4,91,1634,6163,0.52294,0.54782
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,13,17,654,113,0.52288,0.46369
191572,롯데)일그리지오끼안티750ml,양주와인,와인,12,35,880,76,0.51902,0.54253
108364,우진)루첸테 750ml,양주와인,와인,11,27,5615,126,0.51888,0.53578
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,2,50,1189,9195,0.5187,0.51458
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,1,54,1247,14573,0.51855,0.52035
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,8,67,1985,4709,0.51854,0.52814
191572,롯데)일그리지오끼안티750ml,양주와인,와인,13,33,862,70,0.51832,0.53783
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,0,30,315,4993,0.51752,0.50705
124489,안유성)나폴리탄파스타230g,간식,냉장피자,1,67,291,1908,0.51751,0.51492
124489,안유성)나폴리탄파스타230g,간식,냉장피자,0,67,280,1944,0.51733,0.6099
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,1,51,1190,9258,0.51557,0.50881
105291,25년)얼음컵(벤티),즉석음료,얼음,5,67,228,23373,0.514,0.51136
124489,안유성)나폴리탄파스타230g,간식,냉장피자,5,69,309,1979,0.51386,0.50174
108364,우진)루첸테 750ml,양주와인,와인,12,26,5474,120,0.51375,0.52569
111179,CJ)만능계란볶음밥200g,냉동,냉동간편식,5,86,778,579,0.51265,0.49737
124511,우진)르볼테21/22 750ml,양주와인,와인,10,35,6951,127,0.51146,0.53596
124686,나무)드럼스틱모양젤리(딸기&밀크)50g,과자,젤리류,11,58,799,1659,0.51111,0.48505
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,3,49,1185,8590,0.50969,0.50295
124511,우진)르볼테21/22 750ml,양주와인,와인,13,32,6702,107,0.5083,0.54003
105291,25년)얼음컵(벤티),즉석음료,얼음,12,60,184,21766,0.50819,0.4673
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,8,75,1632,2305,0.50582,0.43117
200844,칠성)핫식스250ml,음료,기능성드링크,4,73,204,37376,0.50536,0.49291
125475,우진)샤또라그랑주 19,양주와인,와인,1,16,1334,72,0.5044,0.42732
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,1,80,1731,2727,0.50394,0.4295
124489,안유성)나폴리탄파스타230g,간식,냉장피자,11,66,305,1806,0.50332,0.53159
125102,이장우)오일스타알리오올리오,면,용기면,5,90,1631,6116,0.50316,0.52297
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,3,33,224,6046,0.50231,0.49592
191828,CSR)텍스트북까버네750ml,양주와인,와인,8,16,59,13,0.502,0.44999
105291,25년)얼음컵(벤티),즉석음료,얼음,11,61,191,21706,0.50148,0.43732
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,13,67,1951,4709,0.50057,0.50782
125734,P)아이코스 일루마i 원(디지털바이올렛),담배,전자담배,13,10,29,24,0.49848,0.43819
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,1,30,315,4161,0.49844,0.49494
200844,칠성)핫식스250ml,음료,기능성드링크,9,68,187,35653,0.49841,0.46284
124513,우진)루체 21 750ml,양주와인,와인,6,18,5266,42,0.49645,0.50838
106868,러비어스)프라가500ml캔,맥주,수입맥주,1,85,856,13070,0.49491,0.5103
053279,대파크림치즈스틱,즉석 식품,즉석치킨,8,9,61,1,0.49433,0.15625
106117,G)라무네소다벚꽃에디션,음료,탄산음료,14,23,136,43,0.49337,0.49291
124530,최강록의간장들기름비빔밥,미반,도시락,6,31,621,55,0.49279,0.49233
105732,CJ)다담순두부찌개양념130g,조미료/건물,소스류,0,33,183,42,0.49215,0.4913
124510,우진)지오도BDM 18,양주와인,와인,8,10,15345,36,0.49183,0.52159
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,11,59,2459,190,0.49052,0.47861
109710,금양)지허발란스라파우라리저브소블에디션,양주와인,와인,9,11,74,11,0.4898,0.41603
200844,칠성)핫식스250ml,음료,기능성드링크,2,75,216,37853,0.48934,0.46205
106868,러비어스)프라가500ml캔,맥주,수입맥주,2,84,843,12872,0.48867,0.49968
124489,안유성)나폴리탄파스타230g,간식,냉장피자,13,65,304,1744,0.48866,0.50242
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,0,32,221,6012,0.48831,0.46786
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,12,15,91,48,0.48781,0.42252
113190,G)가나프리미엄프랄린헤이즐넛49g,과자,초콜릿,8,68,195,647,0.4877,0.40707
124317,롯데)파이열매73g,과자,비스킷류,13,67,361,1939,0.48696,0.46208
192580,무학)드보뀌베D 750ml,양주와인,와인,0,93,4310,793,0.48658,0.4862
191572,롯데)일그리지오끼안티750ml,양주와인,와인,3,40,1016,136,0.48462,0.50808
109649,야구장크림새우,즉석 식품,즉석치킨(삭제예정),3,19,137,30,0.48389,0.46682
132835,PB)#대파열라면큰컵,면,용기면,8,59,164,4734,0.48301,0.44891
125102,이장우)오일스타알리오올리오,면,용기면,3,89,1630,6177,0.48247,0.5228
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,9,67,1969,4709,0.48163,0.44547
124489,안유성)나폴리탄파스타230g,간식,냉장피자,10,67,306,1828,0.48089,0.5687
123307,PB)착한콘칩65g,과자,스낵류,7,79,542,4778,0.48039,0.48415
124489,안유성)나폴리탄파스타230g,간식,냉장피자,14,65,304,1728,0.47967,0.51426
124511,우진)르볼테21/22 750ml,양주와인,와인,11,34,6893,120,0.47927,0.51035
200844,칠성)핫식스250ml,음료,기능성드링크,0,77,237,38448,0.47815,0.3943
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,14,58,2429,173,0.47716,0.45768
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,7,76,1664,2362,0.47701,0.3965
200844,칠성)핫식스250ml,음료,기능성드링크,1,76,228,38568,0.47692,0.42285
107452,PB)불불나쵸칩70g,과자,스낵류,1,10,30,14,0.47673,0.60098
105745,우진)샤또도작21,양주와인,와인,1,25,1257,79,0.47624,0.50979
123307,PB)착한콘칩65g,과자,스낵류,5,81,557,4893,0.47507,0.48615
200844,칠성)핫식스250ml,음료,기능성드링크,8,69,189,36188,0.47456,0.4451
124523,G)설화병오리지널90g,과자,캔디류,5,69,595,608,0.47376,0.42374
105743,우진)샤또샤스스플린21,양주와인,와인,2,26,1282,93,0.47341,0.49983
200844,칠성)핫식스250ml,음료,기능성드링크,3,74,206,37812,0.47251,0.43894
125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,1,35,567,150,0.47248,0.48746
123101,G)오하요저지우유푸딩115g,디저트,젤리,14,78,50086,65836,0.47237,0.45583
105748,지비)귀달베르토750ml,양주와인,와인,0,38,20009,324,0.47201,0.37774
108543,불닭치즈소시지김밥,미반,김밥,7,18,115,25,0.47141,0.41508
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,4,62,2629,251,0.47132,0.47074
124807,PB)버터스노우롤140g(4입),빵,간식빵,7,48,169,398,0.47002,0.48998
125474,우진)샤또꾸떼16,양주와인,와인,1,22,5093,145,0.47002,0.4726
105748,지비)귀달베르토750ml,양주와인,와인,1,34,19361,78,0.46955,0.38595
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,3,29,310,4132,0.46838,0.45635
125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,5,31,992,5074,0.46833,0.42141
105291,25년)얼음컵(벤티),즉석음료,얼음,6,66,222,22850,0.4678,0.44482
124523,G)설화병오리지널90g,과자,캔디류,3,71,600,617,0.46739,0.43607
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,11,29,310,2230,0.46486,0.4697
125102,이장우)오일스타알리오올리오,면,용기면,2,90,1651,6150,0.46342,0.50143
124134,닭강정김밥,미반,김밥,5,11,36,12,0.46077,0.62897
124486,7P)스트롱사와거봉500ml,양주와인,하이볼,7,68,2037,4709,0.45985,0.45702
108365,우진)지오도라퀸타20/21 750ml,양주와인,와인,10,27,1052,84,0.45852,0.45741
124549,PB)바밤바꿀밤생크림빵120g,디저트,냉장베이커리,0,80,1712,2727,0.45803,0.39643
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,13,28,309,1885,0.45735,0.4715
125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,1,18,19246,1213,0.45638,0.41343
200844,칠성)핫식스250ml,음료,기능성드링크,13,64,160,34256,0.45539,0.37645
105743,우진)샤또샤스스플린21,양주와인,와인,1,25,1353,92,0.454,0.46116
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,1,33,224,6409,0.45373,0.44275
124807,PB)버터스노우롤140g(4입),빵,간식빵,5,48,180,432,0.45267,0.55533
124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,5,37,100,9275,0.45108,0.44441
124686,나무)드럼스틱모양젤리(딸기&밀크)50g,과자,젤리류,9,58,798,1636,0.45086,0.43717
124530,최강록의간장들기름비빔밥,미반,도시락,7,31,623,55,0.45077,0.4649
