category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
건강/기호식품,차,64,12,34,82.0,48,11,2,2,1,22.9167,27.0833,6.8333
조미료/건물,조미료,53,14,24,77.0,34,14,3,2,0,41.1765,47.0588,5.5
안주,생선류,49,9,19,74.0,32,14,2,1,0,43.75,46.875,8.2222
일용잡화,휴대폰/주변기기,52,12,19,69.0,39,10,2,1,0,25.641,28.2051,5.75
가정용품,행락용품,49,10,20,67.0,30,14,5,0,0,46.6667,46.6667,6.7
안주,육포,52,14,17,63.0,37,8,4,3,0,21.6216,29.7297,4.5
안주,농산안주,44,11,22,60.0,28,6,2,8,0,21.4286,50.0,5.4545
H&B,치약,53,10,20,59.0,42,7,4,0,0,16.6667,16.6667,5.9
조미료/건물,식용유지,42,4,9,59.0,23,13,5,1,0,56.5217,60.8696,14.75
냉동,냉동만두,53,6,29,59.0,36,7,4,4,2,19.4444,30.5556,9.8333
간식,냉장간식,36,3,22,41.0,27,2,1,5,1,7.4074,25.9259,13.6667
가정용품,방향제,33,6,22,39.0,28,4,1,0,0,14.2857,14.2857,6.5
일용잡화,반려동물용품,31,10,20,38.0,25,4,0,1,1,16.0,20.0,3.8
H&B,샴푸/린스,28,5,15,36.0,24,4,0,0,0,16.6667,16.6667,7.2
조미료/건물,건해산물,31,5,18,36.0,22,5,3,1,0,22.7273,27.2727,7.2
냉동,신선냉동,27,7,12,33.0,22,4,1,0,0,18.1818,18.1818,4.7143
조미료/건물,장류,22,6,11,32.0,16,4,0,2,0,25.0,37.5,5.3333
빵,식빵,26,1,17,28.0,25,1,0,0,0,4.0,4.0,28.0
건강/기호식품,원컵,20,2,7,28.0,14,5,1,0,0,35.7143,35.7143,14.0
H&B,화장비누/바디클렌저,22,4,12,27.0,19,2,0,1,0,10.5263,15.7895,6.75
냉동,냉동간편식,19,3,8,25.0,14,4,1,0,0,28.5714,28.5714,8.3333
미용/화장품,여성화장품,23,6,11,25.0,18,3,2,0,0,16.6667,16.6667,4.1667
간식,샐러드(삭제예정),18,2,10,25.0,13,2,0,3,0,15.3846,38.4615,12.5
일용잡화,건전지,13,3,8,21.0,9,4,0,0,0,44.4444,44.4444,7.0
즉석 식품,즉석조리,21,1,14,20.0,19,0,0,1,1,0.0,5.2632,20.0
H&B,칫솔치약세트,14,4,8,16.0,13,1,0,0,0,7.6923,7.6923,4.0
미용/화장품,미용소품,16,5,13,16.0,14,1,1,0,0,7.1429,7.1429,3.2
디저트,떡,14,3,13,15.0,13,0,0,1,0,0.0,7.6923,5.0
위생용품,기저귀,14,2,7,15.0,11,1,0,1,1,9.0909,18.1818,7.5
H&B,칫솔,14,7,11,15.0,13,0,0,1,0,0.0,7.6923,2.1429
약품/의료품,의료기기,12,3,6,14.0,8,1,0,2,1,12.5,37.5,4.6667
조미료/건물,분말가루,11,4,7,12.0,6,2,2,1,0,33.3333,50.0,3.0
전통주,선물세트,11,1,7,11.0,11,0,0,0,0,0.0,0.0,11.0
일용잡화,전기용품,4,2,2,6.0,3,1,0,0,0,33.3333,33.3333,3.0
가정용품,청소/작업용품,5,3,5,5.0,5,0,0,0,0,0.0,0.0,1.6667
문구/완구,일반문구,5,2,5,5.0,5,0,0,0,0,0.0,0.0,2.5
가정용품,주방용품,3,2,2,5.0,2,1,0,0,0,50.0,50.0,2.5
H&B,면도용품,3,3,3,3.0,3,0,0,0,0,0.0,0.0,1.0
미용/화장품,헤어스타일링,3,3,2,3.0,3,0,0,0,0,0.0,0.0,1.0
H&B,여행용상품,2,2,2,2.0,2,0,0,0,0,0.0,0.0,1.0
가정용품,살충제,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
신선,쌀/잡곡,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
문구/완구,노트/봉투,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
