event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views,first_month
2025-04,210464,오뚜기)진라면매운맛큰컵,면,용기면,632,185,894.0,388,183,6,2025-04-03,47.1649,2025-04
2025-04,132290,농심)새우탕면(소컵),면,용기면,594,174,813.0,351,171,7,2025-04-03,48.7179,2025-04
2025-04,125132,하이브리드_아이비,서비스 상품,기타,695,504,780.5,641,45,4,2025-04-10,7.0203,2025-04
2025-04,125133,반전 용돈박스(대),서비스 상품,기타,724,587,778.5,689,27,5,2025-04-10,3.9187,2025-04
2025-04,324783,SK텔링크)반값유심,서비스 상품,일반서비스,548,220,744.5,435,100,7,2025-04-17,22.9885,2025-04
2025-04,124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,564,240,741.0,421,94,29,2025-04-10,22.3278,2025-04
2025-04,324300,SK텔링크)알뜰유심,서비스 상품,일반서비스,537,205,720.0,414,93,19,2025-04-15,22.4638,2025-04
2025-04,124680,키노비오리지널진700ml,양주와인,양주,577,239,720.0,480,76,10,2025-04-01,15.8333,2025-04
2025-04,125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,612,309,699.0,480,0,117,2025-04-25,0.0,2025-04
2025-04,124978,부나하벤12년700ml,양주와인,양주,635,337,693.0,598,24,12,2025-04-08,4.0134,2025-04
2025-04,132171,농심)생생우동253g,면,봉지면,502,167,674.0,345,102,26,2025-04-05,29.5652,2025-04
2025-04,124774,농심)배홍동칼빔면봉지,면,봉지면,508,160,662.0,335,119,8,2025-04-09,35.5224,2025-04
2025-04,124040,해태)연양갱땅콩맛55g,과자,캔디류,401,124,599.5,242,122,9,2025-04-04,50.4132,2025-04
2025-04,125435,KBO)롯데자이언츠씨앗호떡빵97g,빵,간식빵,481,285,594.0,344,0,129,2025-04-29,0.0,2025-04
2025-04,132226,삼양)불닭볶음면(큰컵),면,용기면,363,118,549.0,201,123,6,2025-04-03,61.194,2025-04
2025-04,114361,농심)짜파게티더블랙사발면,면,용기면,410,152,535.0,262,100,7,2025-04-01,38.1679,2025-04
2025-04,124560,PB)박은영셰프의유산슬탕면큰컵,면,용기면,431,197,526.0,315,75,9,2025-04-09,23.8095,2025-04
2025-04,124765,초코텍)퍼지초코100g,과자,초콜릿,379,176,511.0,276,80,6,2025-04-04,28.9855,2025-04
2025-04,125040,PB)이봉원의봉새우볶음밥260g,냉동,냉동간편식,441,198,509.5,345,43,29,2025-04-17,12.4638,2025-04
2025-04,124523,G)설화병오리지널90g,과자,캔디류,372,119,502.0,279,64,20,2025-04-03,22.9391,2025-04
2025-04,132162,농심)생생우동용기,면,용기면,341,114,468.0,202,96,7,2025-04-03,47.5248,2025-04
2025-04,120092,제스트)도쿄브레드훗카이도크림빵,빵,간식빵,344,184,437.0,254,54,19,2025-04-03,21.2598,2025-04
2025-04,601082,농심)먹태깡청양마요맛60g,과자,스낵류,299,91,427.0,179,83,12,2025-04-01,46.3687,2025-04
2025-04,125149,부쉬밀10년싱글몰트700ml,양주와인,양주,382,238,420.0,357,19,4,2025-04-28,5.3221,2025-04
2025-04,115922,농심)감자깡75g,과자,스낵류,309,100,413.0,193,78,8,2025-04-01,40.4145,2025-04
2025-04,124962,불닭마요유부초밥,미반,초밥류,303,172,389.0,231,50,10,2025-04-08,21.645,2025-04
2025-04,124563,해태)자가비사워크림맛45g,과자,스낵류,280,117,385.0,187,60,17,2025-04-01,32.0856,2025-04
2025-04,124619,포켓델리치킨난반,미반,푸드 간편식,333,231,378.0,299,20,11,2025-04-04,6.689,2025-04
2025-04,124863,조니워커블랙셰리패키지,양주와인,양주,303,159,376.0,252,31,16,2025-04-01,12.3016,2025-04
2025-04,124766,초코텍)퍼지딸기100g,과자,초콜릿,263,144,347.0,193,47,11,2025-04-04,24.3523,2025-04
2025-04,120103,제스트)도쿄브레드메론빵,빵,간식빵,249,115,343.0,167,51,18,2025-04-03,30.5389,2025-04
2025-04,124561,농심)마라짜파게티큰사발,면,용기면,265,94,342.0,169,62,7,2025-04-03,36.6864,2025-04
2025-04,124729,엠즈)쫀득라바초코케이크80g,디저트,냉장베이커리,294,197,331.5,245,14,26,2025-04-03,5.7143,2025-04
2025-04,108698,엔제이)훗카이도바나나카스테라,빵,간식빵,248,118,331.0,160,49,21,2025-04-03,30.625,2025-04
2025-04,109695,글렌피딕12년쉐리700ml,양주와인,양주,251,138,320.0,201,28,19,2025-04-01,13.9303,2025-04
2025-04,109471,G)마루짱튀김소바99g,면,용기면,233,105,319.0,152,47,20,2025-04-03,30.9211,2025-04
2025-04,124939,엠즈)쫀득라바녹차케이크80g,디저트,냉장베이커리,279,174,310.0,240,13,19,2025-04-04,5.4167,2025-04
2025-04,124554,PB)바밤바알밤크림빵110g,빵,간식빵,251,104,310.0,173,44,13,2025-04-03,25.4335,2025-04
2025-04,083775,삼립)로켓단초코롤85g,빵,간식빵,202,83,306.0,118,62,8,2025-04-03,52.5424,2025-04
2025-04,124737,칠성)펩시콜라제로모히토500ml,음료,탄산음료,224,114,302.0,163,44,8,2025-04-03,26.9939,2025-04
2025-04,124958,롯데)새로소주다래360ml병,전통주,기타전통주,252,116,295.0,186,28,21,2025-04-07,15.0538,2025-04
2025-04,115562,카발란 솔리스트 비노바리끄,양주와인,양주,234,125,292.0,194,24,14,2025-04-07,12.3711,2025-04
2025-04,106638,코카)코카콜라체리제로500ml,음료,탄산음료,198,77,283.0,121,53,9,2025-04-02,43.8017,2025-04
2025-04,124744,PB)산리오포차코아망추망고350ml,음료,차음료,214,92,276.0,155,33,16,2025-04-03,21.2903,2025-04
2025-04,124524,G)설화병크랜베리90g,과자,캔디류,200,85,274.0,142,37,14,2025-04-03,26.0563,2025-04
2025-04,124620,하림)오늘단백초코라떼250ml,유음료,프로틴 음료,224,44,269.0,185,27,5,2025-04-04,14.5946,2025-04
2025-04,124566,오뚜기)보들보들치즈볶음면매운맛,면,용기면,189,83,267.0,118,49,8,2025-04-03,41.5254,2025-04
2025-04,132167,농심)튀김우동(소컵),면,용기면,176,61,263.0,102,58,1,2025-04-03,56.8627,2025-04
2025-04,124335,에이트)벤토불징어맛7g,안주,생선류,197,98,261.0,129,47,4,2025-04-01,36.4341,2025-04
2025-04,124769,크라운)마이쮸써니피치44g,과자,캔디류,168,59,244.0,99,49,6,2025-04-03,49.4949,2025-04
2025-04,124745,PB)산리오마이멜로디아샷추복숭아350ml,음료,차음료,192,79,241.0,151,26,9,2025-04-03,17.2185,2025-04
2025-04,124961,포켓델리푸실리파스타샐러드,미반,푸드 간편식,217,166,238.0,197,10,7,2025-04-08,5.0761,2025-04
2025-04,103841,농심)멘토스(미니)200,과자,캔디류,156,55,235.0,95,48,3,2025-04-03,50.5263,2025-04
2025-04,106868,러비어스)프라가500ml캔,맥주,수입맥주,206,90,234.0,173,16,10,2025-04-03,9.2486,2025-04
2025-04,132456,삼양)까르보불닭볶음면봉지,면,봉지면,166,55,234.0,101,45,6,2025-04-03,44.5545,2025-04
2025-04,123934,CJ)맥스봉고소한치즈후랑크65g,냉장,냉장간식,175,57,233.0,104,47,4,2025-04-03,45.1923,2025-04
2025-04,109696,글렌피딕15년700ml,양주와인,양주,192,133,232.0,163,14,14,2025-04-01,8.589,2025-04
2025-04,125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,180,112,225.0,120,0,55,2025-04-29,0.0,2025-04
2025-04,109699,글렌피딕21년그랑레제르바700ml,양주와인,양주,188,140,224.0,164,12,12,2025-04-01,7.3171,2025-04
2025-04,109470,G)마루짱유부우동94g,면,용기면,163,77,224.0,100,31,21,2025-04-03,31.0,2025-04
2025-04,113132,믹터스 스몰배치 사워 매쉬 700ml,양주와인,양주,188,130,219.0,162,11,13,2025-04-08,6.7901,2025-04
2025-04,123407,삼립)잘익은참쑥이야기110g,빵,간식빵,172,63,217.0,133,24,9,2025-04-03,18.0451,2025-04
2025-04,062575,PB)앙리마티스카페라떼250ml,유음료,컵커피,164,57,216.0,116,37,0,2025-04-03,31.8966,2025-04
2025-04,124469,글렌드로낙캐스크바틀링1994 28년 700ml,양주와인,양주,192,123,209.0,178,6,7,2025-04-09,3.3708,2025-04
2025-04,082505,삼립)크림빵75g,빵,간식빵,141,49,206.0,83,43,3,2025-04-04,51.8072,2025-04
2025-04,124118,오뚜기)컵누들짬뽕맛소컵,면,용기면,161,56,203.0,109,32,6,2025-04-03,29.3578,2025-04
2025-04,061713,덴마크)바나바나우유300ml,유음료,가공우유,156,38,197.0,110,31,3,2025-04-04,28.1818,2025-04
2025-04,116155,해태)자가비짭짤한맛45g,과자,스낵류,140,51,193.0,102,30,3,2025-04-06,29.4118,2025-04
2025-04,124706,지지)XXL슈퍼슈프림피자,간식,냉장피자,162,58,193.0,104,27,13,2025-04-04,25.9615,2025-04
2025-04,083771,PB)쏘스윗카스테라160g,빵,간식빵,161,84,192.0,117,26,5,2025-04-04,22.2222,2025-04
2025-04,125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자,스낵류,140,84,191.0,86,0,53,2025-04-29,0.0,2025-04
2025-04,083821,삼립)신선가득꿀호떡200g,빵,간식빵,146,63,191.0,88,35,7,2025-04-03,39.7727,2025-04
2025-04,124489,안유성)나폴리탄파스타230g,간식,냉장피자,143,66,190.0,101,29,5,2025-04-03,28.7129,2025-04
2025-04,083847,삼립)주종발효단팥크림빵115g,빵,간식빵,135,56,190.0,84,37,3,2025-04-04,44.0476,2025-04
2025-04,124807,PB)버터스노우롤140g(4입),빵,간식빵,157,68,188.0,110,20,15,2025-04-07,18.1818,2025-04
2025-04,124727,SB)닭가슴살타코랩샌드,조리빵,샐러드모닝랩,169,83,188.0,142,16,3,2025-04-03,11.2676,2025-04
2025-04,124468,글렌드로낙캐스크바틀링1993 30년 700ml,양주와인,양주,177,115,186.0,169,1,7,2025-04-09,0.5917,2025-04
2025-04,124621,하림)오늘단백돌체라떼250ml,유음료,프로틴 음료,160,17,184.0,115,27,2,2025-04-05,23.4783,2025-04
