event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views
2025-04,132159,농심)짜파게티큰사발,면,용기면,2733,954,3793.0,1702,755,34,2025-04-01,44.3596
2025-04,124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,2749,1041,3723.0,1830,598,140,2025-04-01,32.6776
2025-04,132168,농심)육개장사발면,면,용기면,2634,959,3714.5,1600,765,29,2025-04-01,47.8125
2025-04,070092,서울)흰우유1L,유음료,흰우유,2439,645,3464.0,1496,703,33,2025-04-01,46.992
2025-04,109362,7찬도시락,미반,도시락,2798,1391,3464.0,2274,397,40,2025-04-01,17.4582
2025-04,124531,현대)맛장우맛자랑 직화닭갈비,미반,도시락,2852,1211,3409.0,2235,420,37,2025-04-01,18.7919
2025-04,118860,발베니 12년 싱글배럴 700ml,양주와인,양주,3125,705,3384.5,2813,45,231,2025-04-08,1.5997
2025-04,114339,히밥)럭히밥김찌라면큰컵,면,용기면,2478,837,3294.5,1740,545,37,2025-04-01,31.3218
2025-04,123552,롯데)7찬도시락,미반,도시락,2687,984,3246.5,1918,497,36,2025-04-01,25.9124
2025-04,124679,KBO)삼립KBO홈런배트롤150g,디저트,냉장베이커리,2467,906,3227.5,1878,410,99,2025-04-01,21.8317
2025-04,124533,롯데)맛장우맛자랑 부대볶음,미반,도시락,2717,1125,3207.0,2142,386,32,2025-04-01,18.0205
2025-04,123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,2475,846,3182.0,1965,317,153,2025-04-03,16.1323
2025-04,041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,2457,1006,3169.5,1709,506,61,2025-04-01,29.608
2025-04,124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,2276,962,3060.0,1489,504,114,2025-04-01,33.8482
2025-04,110580,농심)포테토칩오리지널60g,과자,스낵류,2091,695,3016.0,1273,611,39,2025-04-01,47.9969
2025-04,191660,아영)오이스터베이쇼비뇽블랑750,양주와인,와인,2235,693,2900.5,1782,313,106,2025-04-01,17.5645
2025-04,052382,세븐카페)아메리카노(R),즉석음료,세븐카페,2064,1022,2897.5,1553,453,14,2025-04-01,29.1693
2025-04,124508,최강록의로스팜에그샌드,조리빵,샌드위치,2374,1063,2831.5,1815,365,38,2025-04-01,20.1102
2025-04,109020,농심)신라면툼바큰사발,면,용기면,2030,714,2808.0,1281,542,36,2025-04-01,42.3107
2025-04,107879,4월 세븐카페 구독,,,2111,1286,2799.5,1733,336,33,2025-04-01,19.3883
2025-04,123556,롯데)밥먹자얘들아,미반,도시락,2292,927,2725.0,1753,359,25,2025-04-01,20.4792
2025-04,132142,농심)신라면120g,면,봉지면,2168,395,2722.0,1322,548,18,2025-04-01,41.4523
2025-04,192542,4월 위스키 구독,,,2413,1549,2667.0,2220,133,36,2025-04-01,5.991
2025-04,109671,닭가슴살햄듬뿍샌드,조리빵,샌드위치,2067,672,2649.5,1483,396,55,2025-04-01,26.7026
2025-04,123742,NEW갈비맛닭강정,미반,푸드 간편식,2099,988,2515.0,1710,273,34,2025-04-01,15.9649
2025-04,220178,4월 장보기 구독,,,2370,1890,2513.0,2266,75,17,2025-04-01,3.3098
2025-04,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,2055,777,2481.0,1521,360,18,2025-04-01,23.6686
2025-04,124390,필리치즈스테이크버거,조리빵,햄버거,2086,996,2460.0,1691,264,36,2025-04-01,15.6121
2025-04,070012,빙그레)바나나우유240ml,유음료,가공우유,1773,721,2434.5,1092,489,22,2025-04-01,44.7802
2025-04,124681,KBO)삼립NC다이노스공룡알흑임자컵케익130g,빵,간식빵,1644,698,2282.0,1066,384,86,2025-04-01,36.0225
2025-04,062346,PB)오구초코타임200ml,유음료,가공우유,1745,832,2276.0,1203,379,33,2025-04-01,31.5046
2025-04,013794,밥먹자얘들아 도시락,미반,도시락,1842,959,2232.0,1485,249,35,2025-04-01,16.7677
2025-04,108473,그린)불닭치즈소시지김밥,미반,김밥,1784,609,2214.5,1348,287,51,2025-04-01,21.2908
2025-04,124779,언노운)드보뀌베D블랑드블랑750ml,양주와인,와인,1998,662,2213.0,1748,112,88,2025-04-01,6.4073
2025-04,125238,엔시티위시2집미니앨범(6EA),미디어 상품,음반,1943,1065,2210.0,1676,138,80,2025-04-15,8.2339
2025-04,202387,칠성)펩시콜라제로355ml,음료,탄산음료,1551,598,2184.0,948,444,21,2025-04-01,46.8354
2025-04,125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,2081,1844,2160.0,2023,39,10,2025-04-29,1.9278
2025-04,132373,팔도)김치도시락,면,용기면,1559,513,2113.0,982,403,32,2025-04-01,41.0387
2025-04,124726,"4월 샌드위치,햄버거 구독",,,1637,910,2087.5,1359,225,33,2025-04-01,16.5563
2025-04,132847,삼양)맵탱마늘조개라면큰컵,면,용기면,1748,910,2064.0,1459,198,34,2025-04-01,13.5709
2025-04,124757,이즐)까까맛교통카드(빼빼로),서비스 상품,일반서비스,1773,1171,2022.5,1528,135,65,2025-04-01,8.8351
2025-04,124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,1462,620,2001.0,908,345,89,2025-04-01,37.9956
2025-04,123596,롯데)인가샌드위치,조리빵,샌드위치,1650,624,1968.0,1138,310,34,2025-04-01,27.2408
2025-04,117574,PB)누네띠네55g,과자,비스킷류,1522,679,1959.0,917,393,25,2025-04-01,42.8571
2025-04,191642,롯데)배비치블랙쇼비뇽블랑750ml,양주와인,와인,1679,534,1944.0,1463,130,58,2025-04-01,8.8859
2025-04,109521,더커진유부초밥6입,미반,초밥류,1507,657,1925.5,1099,282,35,2025-04-01,25.6597
2025-04,161188,코카)코카콜라제로500ml,음료,탄산음료,1283,435,1904.0,771,391,27,2025-04-01,50.7134
2025-04,105367,4월 세븐카페 반값구독,,,1542,1064,1879.5,1349,164,22,2025-04-01,12.1572
2025-04,132835,PB)대파열라면큰컵,면,용기면,1407,906,1859.0,1094,256,18,2025-04-01,23.4004
2025-04,123297,해태)생생감자칩오지치즈후라이맛60g,과자,스낵류,1368,509,1851.0,931,304,47,2025-04-01,32.6531
2025-04,124485,7P)스트롱사와복숭아500ml,양주와인,하이볼,1459,643,1820.5,1095,230,56,2025-04-01,21.0046
2025-04,105698,인가샌드위치,조리빵,샌드위치,1464,579,1795.0,1092,241,37,2025-04-01,22.0696
2025-04,124329,샤또 라퐁로쉐18,양주와인,와인,1483,682,1771.0,1286,130,53,2025-04-01,10.1089
2025-04,021398,대만식 햄치즈샌드위치,조리빵,샌드위치,1336,522,1742.0,952,271,30,2025-04-01,28.4664
2025-04,202378,칠성)칠성사이다제로250ml,음료,탄산음료,1634,622,1740.0,1022,313,26,2025-04-01,30.6262
2025-04,124782,"4월 삼각김밥,김밥 구독",,,1317,725,1737.0,1075,205,28,2025-04-01,19.0698
2025-04,125012,프롬더배럴500ml,양주와인,양주,1464,682,1736.5,1288,134,29,2025-04-02,10.4037
2025-04,123554,롯데)11찬도시락,미반,도시락,1405,518,1689.0,1004,252,26,2025-04-01,25.0996
2025-04,210345,오뚜기)진라면매운맛봉지,면,봉지면,1231,325,1673.0,748,340,16,2025-04-01,45.4545
2025-04,132865,PB)우불식당즉석우동큰컵,면,용기면,1301,457,1670.0,929,255,31,2025-04-01,27.4489
2025-04,107409, G)대파크래커80g,과자,비스킷류,1422,691,1662.0,1142,164,48,2025-04-01,14.3608
2025-04,140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,1247,596,1620.5,917,237,28,2025-04-01,25.8451
2025-04,124486,7P)스트롱사와거봉500ml,양주와인,하이볼,1263,543,1589.5,925,206,59,2025-04-01,22.2703
2025-04,107053,롯데)맛장우삼각더커진참치마요,미반,삼각김밥,1191,422,1579.5,687,330,25,2025-04-01,48.0349
2025-04,125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,1407,623,1570.0,1190,0,199,2025-04-25,0.0
2025-04,180959,화요X.Premium,전통주,소주,1356,581,1564.0,1202,93,47,2025-04-01,7.7371
2025-04,160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,1071,359,1556.0,637,324,19,2025-04-01,50.8634
2025-04,053163,매콤점보넓적다리,즉석 식품,즉석치킨(삭제예정),1126,427,1545.5,729,288,20,2025-04-01,39.5062
2025-04,108543,불닭치즈소시지김밥,미반,김밥,1167,474,1531.0,830,222,50,2025-04-01,26.747
2025-04,108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,1261,504,1521.0,946,212,14,2025-04-01,22.4101
2025-04,108810,올뉴빅닭강정,미반,푸드 간편식,1295,653,1502.5,1106,137,12,2025-04-01,12.387
2025-04,021802,롯데)대만식햄치즈샌드위치,조리빵,샌드위치,1227,434,1492.0,825,253,19,2025-04-01,30.6667
2025-04,112645,PB)이비가짬뽕큰컵,면,용기면,1208,482,1491.0,898,207,25,2025-04-01,23.0512
2025-04,021729,햄듬뿍치즈샌드,조리빵,샌드위치,1216,448,1487.0,865,220,31,2025-04-01,25.4335
2025-04,108851,현대)맛장우도시락 올데이뷔페,미반,도시락,1194,503,1472.0,880,213,18,2025-04-01,24.2045
2025-04,115940,오리온)무뚝뚝감자칩60g,과자,스낵류,1065,382,1444.0,677,273,21,2025-04-01,40.325
2025-04,202058,칠성)밀키스340ml,음료,탄산음료,977,359,1437.0,561,311,16,2025-04-01,55.4367
2025-04,124134,닭강정김밥,미반,김밥,1163,538,1417.0,910,178,16,2025-04-01,19.5604
2025-04,106826,롯데)킹장우듬뿍참치김밥,미반,김밥,1133,409,1409.0,743,249,20,2025-04-01,33.5128
2025-04,124136,듬뿍참치유부초밥,미반,초밥류,1140,493,1401.0,870,180,27,2025-04-01,20.6897
2025-04,192098,앙리마티스나디아(화이트),양주와인,와인,1227,794,1390.5,1073,77,54,2025-04-01,7.1761
2025-04,124859,조니워커블루뱀띠에디션1L,양주와인,양주,1270,735,1386.5,1193,59,11,2025-04-01,4.9455
2025-04,124265,그린)스팸계란마요삼각,미반,삼각김밥,1124,485,1382.5,699,261,21,2025-04-01,37.3391
2025-04,124261,맥캘란 12년 셰리오크,양주와인,양주,1140,507,1349.5,953,105,54,2025-04-04,11.0178
2025-04,601328, 7P)랑그드샤화이트초코70g,과자,비스킷류,1087,434,1340.0,757,187,55,2025-04-01,24.7028
2025-04,109029,맛장우도시락 올데이뷔페,미반,도시락,1057,489,1323.0,825,163,26,2025-04-01,19.7576
2025-04,109009,PB)피스타치오마카다미아봉봉50g,과자,초콜릿,1019,467,1322.0,716,201,35,2025-04-01,28.0726
2025-04,210332,팔도)도시락,면,용기면,944,298,1315.0,561,273,15,2025-04-03,48.6631
2025-04,132157,농심)얼큰한너구리봉지,면,봉지면,1136,214,1310.0,707,255,4,2025-04-01,36.0679
2025-04,124303,쉥크스 홈스테드 켄터키 사워매시 2024 700ml,양주와인,양주,1225,194,1293.5,1148,20,46,2025-04-10,1.7422
2025-04,124782,롯데)최강록의소보로삼각,미반,삼각김밥,1034,500,1292.0,737,192,28,2025-04-01,26.0516
2025-04,125084,PB)이봉원의봉짬뽕224g,냉장,냉장간편식,1082,457,1282.5,850,126,53,2025-04-17,14.8235
2025-04,111545,해태)크림웨하스50g,과자,비스킷류,916,323,1279.0,577,243,23,2025-04-01,42.1144
2025-04,124435,PB)바스켓팝콘,과자,스낵류,1194,767,1259.5,1115,39,22,2025-04-01,3.4978
2025-04,014215,그린)NEW참치김치볶음밥삼각,미반,삼각김밥,949,351,1257.0,539,270,16,2025-04-01,50.0928
2025-04,123094,현대)맛장우 통등심돈까스&김치제육,미반,도시락,1099,545,1250.0,872,140,15,2025-04-01,16.055
2025-04,124135,해태)구운버터옥수수60g,과자,스낵류,946,403,1235.5,651,194,34,2025-04-01,29.8003
2025-04,123553,롯데)가득담은5찬도시락,미반,도시락,1046,377,1231.0,749,182,17,2025-04-01,24.2991
2025-04,106875,킹장우듬뿍참치김밥,미반,김밥,908,341,1225.0,643,190,29,2025-04-01,29.549
2025-04,192578,무학)앙리마티스보히가스에디션,양주와인,와인,1066,325,1222.0,948,74,32,2025-04-01,7.8059
2025-04,107273,크라운)콘칩초당70g,과자,스낵류,874,335,1203.0,571,218,21,2025-04-01,38.1786
2025-04,132150,농심)안성탕면봉지,면,봉지면,1047,224,1202.0,660,227,7,2025-04-01,34.3939
2025-04,014347,스팸마요계란김밥,미반,김밥,938,390,1202.0,695,165,30,2025-04-01,23.741
2025-04,132667,농심)배홍동비빔면(봉지),면,봉지면,907,281,1175.0,596,212,14,2025-04-01,35.5705
2025-04,124372,현대)제일맛집도시락,미반,도시락,969,387,1163.0,716,163,16,2025-04-01,22.7654
2025-04,125131,모던 스퀘어 카네이션,서비스 상품,기타,939,504,1150.0,818,108,7,2025-04-10,13.2029
2025-04,123517,롯데)비빔참치마요삼각김밥,미반,삼각김밥,896,300,1142.0,513,238,20,2025-04-01,46.3938
2025-04,210382,팔도)비빔면봉지,면,봉지면,868,210,1141.0,510,236,15,2025-04-01,46.2745
2025-04,108632,뚠뚠햄치즈&포테이토샌드,조리빵,샌드위치,852,289,1124.0,602,175,24,2025-04-01,29.0698
2025-04,125343,ITTA MAGAZINE TEMPEST ver,미디어 상품,잡지,819,140,1114.5,635,152,17,2025-04-21,23.937
2025-04,601347,엔제이)블랙썬더버터22g,과자,초콜릿,891,485,1095.0,663,141,32,2025-04-01,21.267
2025-04,107585,고기(肉)맥시멈도시락,미반,도시락,903,394,1083.0,709,127,20,2025-04-01,17.9126
2025-04,123516,롯데)전주비빔삼각김밥,미반,삼각김밥,824,287,1079.0,445,236,23,2025-04-01,53.0337
2025-04,118889,시원)후와토로리치피스타치오40g,디저트,냉동디저트,862,429,1075.0,665,121,41,2025-04-03,18.1955
2025-04,124908,와일드터키롱브랜치,양주와인,양주,880,384,1074.0,736,95,34,2025-04-01,12.9076
2025-04,123444,와일드 터키 지미 러셀  70주년 릴리즈,양주와인,양주,1056,481,1072.0,977,3,54,2025-04-01,0.3071
2025-04,105946,맛장우고추장불백,미반,도시락,838,413,1059.0,641,144,13,2025-04-01,22.4649
2025-04,123059,어메이징딸기샌드,조리빵,샌드위치,800,357,1057.0,566,155,35,2025-04-01,27.3852
2025-04,601329, 7P)랑그드샤초코70g,과자,비스킷류,827,342,1045.0,550,151,56,2025-04-01,27.4545
2025-04,124516,롯데)최강록의로스팜에그샌드,조리빵,샌드위치,873,426,1040.5,659,132,22,2025-04-01,20.0303
2025-04,105813,PB)쿠키바크씬80g,과자,초콜릿,907,506,1027.0,768,74,34,2025-04-01,9.6354
2025-04,132675,오뚜기)육개장사발면104g,면,용기면,757,276,1019.0,488,191,12,2025-04-01,39.1393
2025-04,132457,삼양)까르보불닭볶음면(큰컵),면,용기면,754,299,1017.0,439,212,15,2025-04-01,48.2916
2025-04,124446,제일맛집도시락,미반,도시락,833,431,1016.0,687,106,17,2025-04-01,15.4294
2025-04,094369,세븐팜)갓성비바나나(5입),신선,과일,776,286,1010.0,535,155,32,2025-04-01,28.972
2025-04,124254,맥캘란 18년 셰리오크,양주와인,양주,815,195,1009.0,666,102,28,2025-04-01,15.3153
2025-04,109943,레드브레스트12년 700ml,양주와인,양주,788,372,1004.0,647,114,12,2025-04-01,17.6198
2025-04,021692,삼립)프리미엄햄에그샌드,조리빵,샌드위치,795,308,984.0,551,155,19,2025-04-01,28.1307
2025-04,071778,마루카네)감동란2입,냉장,냉장간식,696,268,973.0,401,198,25,2025-04-01,49.3766
2025-04,013643,치킨마요덮밥,미반,도시락,770,360,971.0,575,132,21,2025-04-01,22.9565
2025-04,112127,롯데)치토스매콤한맛82g,과자,스낵류,721,276,970.0,457,183,15,2025-04-01,40.0438
2025-04,601346,엔제이)블랙썬더21g,과자,초콜릿,806,414,968.0,589,125,32,2025-04-01,21.2224
2025-04,124320,농심)먹태깡고추장마요60g,과자,스낵류,718,293,951.5,464,170,20,2025-04-01,36.6379
2025-04,115642,롯데)빠다코코낫100g,과자,비스킷류,725,316,940.0,497,158,13,2025-04-01,31.7907
2025-04,021693,삼립)NEW상하이스파이시버거,조리빵,햄버거,777,291,934.0,536,153,8,2025-04-01,28.5448
2025-04,124150,롯데)함박&부대볶음 5찬도시락,미반,도시락,770,304,924.5,521,150,17,2025-04-01,28.7908
2025-04,115640,롯데)롯데샌드105g,과자,비스킷류,702,301,913.0,457,161,19,2025-04-01,35.2298
2025-04,210464,오뚜기)진라면매운맛큰컵,면,용기면,632,185,894.0,388,183,6,2025-04-03,47.1649
2025-04,170186,현대)미에로화이바350ml,음료,기능성드링크,581,199,889.0,356,182,10,2025-04-01,51.1236
2025-04,132140,농심)튀김우동큰사발,면,용기면,616,221,875.0,348,192,9,2025-04-01,55.1724
2025-04,105729,11겹등심돈까스,미반,도시락,698,342,872.0,559,107,8,2025-04-01,19.1413
2025-04,107834,만쿠만구치킨(순살),즉석 식품,즉석치킨(삭제예정),698,211,868.0,559,103,12,2025-04-01,18.4258
2025-04,062345,PB)오구딸기타임200ml,유음료,가공우유,637,271,851.0,390,165,16,2025-04-01,42.3077
2025-04,124547,울진대게딱지장김밥,미반,김밥,670,297,843.0,487,113,29,2025-04-01,23.2033
2025-04,123744,기본김밥,미반,김밥,682,242,840.0,500,117,18,2025-04-01,23.4
2025-04,191866,빈티지)도그포인트쇼비뇽블랑750,양주와인,와인,682,302,819.0,555,64,45,2025-04-01,11.5315
2025-04,132290,농심)새우탕면(소컵),면,용기면,594,174,813.0,351,171,7,2025-04-03,48.7179
2025-04,202242,칠성)레쓰비그란데라떼500ml,음료,커피음료,566,195,812.0,347,162,12,2025-04-01,46.6859
2025-04,160053,칠성)펩시콜라600ml,음료,탄산음료,527,171,810.0,309,173,9,2025-04-01,55.9871
2025-04,201131,코카)환타오렌지355ml(캔),음료,탄산음료,555,193,806.0,312,179,7,2025-04-01,57.3718
2025-04,106559,오리온)찍먹나쵸치폴레마요84g,과자,스낵류,600,212,804.0,376,139,32,2025-04-01,36.9681
2025-04,132730,오뚜기)짜슐랭봉지,면,봉지면,624,184,800.0,414,140,12,2025-04-02,33.8164
2025-04,803186,농심)츄파춥스300,과자,캔디류,592,253,798.0,372,160,2,2025-04-01,43.0108
2025-04,106071,언노운)드보오마주오리지널브뤼750ml,양주와인,와인,717,330,794.0,642,29,37,2025-04-01,4.5171
2025-04,119522,PB)숏다리오잉70g,과자,스낵류,557,261,791.0,338,153,20,2025-04-01,45.2663
2025-04,114320,오리온)미쯔미니700,과자,비스킷류,588,266,789.0,368,152,11,2025-04-01,41.3043
2025-04,106839,CJ)맥스봉매콤불고기맛핫바65g,냉장,냉장간식,589,236,788.0,364,148,19,2025-04-01,40.6593
2025-04,094260,프레시팜)착한달걀10입(대란),신선,수축산/계란,608,218,788.0,397,140,14,2025-04-01,35.2645
2025-04,113156,그린)11겹등심돈까스,미반,도시락,676,278,783.0,510,100,13,2025-04-01,19.6078
2025-04,125132,하이브리드_아이비,서비스 상품,기타,695,504,780.5,641,45,4,2025-04-10,7.0203
2025-04,125133,반전 용돈박스(대),서비스 상품,기타,724,587,778.5,689,27,5,2025-04-10,3.9187
2025-04,124617,포켓델리베지스틱,미반,푸드 간편식,648,348,777.0,537,63,33,2025-04-01,11.7318
2025-04,041426,제주우유생크림빵130g,디저트,냉장베이커리,604,224,775.0,394,126,29,2025-04-01,31.9797
2025-04,124327,샤또 브랑깡뜨냑18,양주와인,와인,618,308,761.5,521,69,20,2025-04-01,13.2438
2025-04,109576,참고소한제육덮밥,미반,도시락,580,250,757.0,430,111,11,2025-04-01,25.814
2025-04,115500,카발란 올로로소 쉐리오크,양주와인,양주,633,331,754.5,538,55,30,2025-04-01,10.223
2025-04,071847,CJ)청양고추후랑크80g,냉장,냉장간식,560,204,748.0,346,139,20,2025-04-01,40.1734
2025-04,109008,PB)바닐라초코마카다미아봉봉50g,과자,초콜릿,585,277,746.0,413,103,31,2025-04-01,24.9395
2025-04,324783,SK텔링크)반값유심,서비스 상품,일반서비스,548,220,744.5,435,100,7,2025-04-17,22.9885
2025-04,202136,코카)조지아블랙470ml,음료,커피음료,526,197,744.0,311,153,12,2025-04-01,49.1961
2025-04,021788,리얼소프트햄&에그샌드,조리빵,샌드위치,585,220,743.0,436,102,16,2025-04-01,23.3945
2025-04,124931,PB)바밤바알밤초콜릿16g,과자,초콜릿,564,240,741.0,421,94,29,2025-04-10,22.3278
2025-04,021805,그린)햄듬뿍치즈샌드,조리빵,샌드위치,601,208,736.5,412,116,16,2025-04-01,28.1553
2025-04,220308,CJ)둥근햇반210g,가공식품,가공미반류,537,238,732.0,350,134,11,2025-04-01,38.2857
2025-04,105886,롯데)맛장우도시락 고추장불백,미반,도시락,583,261,724.0,416,112,9,2025-04-01,26.9231
2025-04,324300,SK텔링크)알뜰유심,서비스 상품,일반서비스,537,205,720.0,414,93,19,2025-04-15,22.4638
2025-04,124680,키노비오리지널진700ml,양주와인,양주,577,239,720.0,480,76,10,2025-04-01,15.8333
2025-04,202357,칠성)레쓰비그란데헤이즐넛500ml,음료,커피음료,495,171,717.0,295,148,10,2025-04-01,50.1695
2025-04,107513,그린)더커진불닭콘참치마요삼각,미반,삼각김밥,552,188,711.0,369,117,19,2025-04-01,31.7073
2025-04,062576,PB)앙리마티스바닐라라떼250ml,유음료,컵커피,531,242,707.0,368,121,6,2025-04-01,32.8804
2025-04,140523,CJ)햇반황태국밥(컵반),가공식품,가공미반류,540,204,704.0,375,113,14,2025-04-01,30.1333
2025-04,105887,롯데)맛장우전주식비빔밥,미반,도시락,490,246,700.0,356,109,14,2025-04-01,30.618
2025-04,125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,612,309,699.0,480,0,117,2025-04-25,0.0
2025-04,201428,칠성)칠성사이다355ml,음료,탄산음료,493,216,699.0,309,136,10,2025-04-01,44.0129
2025-04,108620,엔제이)훈와리밀크카스테라,빵,간식빵,561,263,694.5,412,91,22,2025-04-01,22.0874
2025-04,124978,부나하벤12년700ml,양주와인,양주,635,337,693.0,598,24,12,2025-04-08,4.0134
2025-04,119548,농심)1M츄파춥스사워벨트55g,과자,젤리류,509,230,692.0,341,123,9,2025-04-01,36.0704
2025-04,132145,농심)김치사발면,면,용기면,474,176,686.0,265,153,6,2025-04-01,57.7358
2025-04,113430,크라운)키커바1000(30g),과자,초콜릿,517,179,685.0,340,123,10,2025-04-01,36.1765
2025-04,123315,디저트39)저당슈크림모나카,아이스크림,노벨티,505,219,682.0,327,125,11,2025-04-01,38.2263
2025-04,192642,7P)스트롱사와레몬500ml,양주와인,하이볼,596,286,681.0,481,51,37,2025-04-01,10.6029
2025-04,105812,PB)아몬드바크씬80g,과자,초콜릿,524,247,679.0,381,90,27,2025-04-01,23.622
2025-04,014412,함박&부대볶음_5찬,미반,도시락,539,271,676.0,426,81,13,2025-04-01,19.0141
2025-04,132171,농심)생생우동253g,면,봉지면,502,167,674.0,345,102,26,2025-04-05,29.5652
2025-04,123594,롯데)햄치즈에그토스트샌드,조리빵,샌드위치,571,231,674.0,400,100,15,2025-04-01,25.0
2025-04,014442,더꽉찬한돈돈까스김밥,미반,김밥,499,228,670.0,350,100,23,2025-04-01,28.5714
