category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
유음료,유제품,346,9,128,482.0,212,92,28,12,2,43.3962,49.0566,53.5556
냉장,냉장안주,391,33,147,466.0,300,53,19,15,4,17.6667,22.6667,14.1212
안주,너트류,345,31,145,443.0,246,56,14,24,5,22.7642,32.5203,14.2903
미반,샐러드 ,363,7,162,413.5,278,30,11,33,10,10.7914,22.6619,59.0714
가공식품,캔,298,25,102,408.0,186,73,20,14,5,39.2473,46.7742,16.32
H&B,치약,295,15,109,396.0,209,57,8,15,6,27.2727,34.4498,26.4
조미료/건물,건해산물,309,7,153,392.0,221,52,17,17,2,23.5294,31.2217,56.0
건강/기호식품,차,322,21,126,386.0,254,41,14,12,1,16.1417,20.8661,18.381
양주와인,리쿼,342,17,210,368.5,286,17,10,23,5,5.9441,13.986,21.6765
조미료/건물,조미료,238,21,73,305.0,150,51,24,13,0,34.0,42.6667,14.5238
아이스크림,홈타입,221,6,131,284.0,164,36,7,11,3,21.9512,28.6585,47.3333
빵,식빵,229,3,74,281.0,176,35,10,6,2,19.8864,23.2955,93.6667
냉동,신선냉동,155,12,64,210.0,113,34,7,1,0,30.0885,30.9735,17.5
문구/완구,일반문구,160,33,77,210.0,122,30,6,2,0,24.5902,26.2295,6.3636
패션잡화,팬티/내의,169,11,72,210.0,132,22,2,8,3,16.6667,22.7273,19.0909
안주,농산안주,156,12,80,199.0,106,23,7,17,3,21.6981,37.7358,16.5833
조미료/건물,소스류,158,22,75,198.0,104,28,10,12,4,26.9231,38.4615,9.0
일용잡화,휴대폰/주변기기,161,18,72,197.0,138,19,2,2,0,13.7681,15.2174,10.9444
H&B,화장비누/바디클렌저,147,9,77,193.0,110,27,5,4,1,24.5455,28.1818,21.4444
일용잡화,반려동물용품,152,19,52,189.0,112,27,9,3,1,24.1071,26.7857,9.9474
조리빵,샐러드모닝랩,169,1,83,188.0,142,16,8,3,0,11.2676,13.3803,188.0
H&B,칫솔,141,14,61,182.0,108,23,4,5,1,21.2963,25.9259,13.0
간식,샐러드(삭제예정),141,8,69,161.0,102,17,9,10,3,16.6667,26.4706,20.125
미용/화장품,여성화장품,127,26,49,161.0,85,25,11,6,0,29.4118,36.4706,6.1923
안주,육포,130,17,53,149.0,100,16,9,5,0,16.0,21.0,8.7647
H&B,샴푸/린스,116,9,67,131.0,98,12,4,1,1,12.2449,13.2653,14.5556
가정용품,행락용품,107,18,46,123.0,78,17,8,2,2,21.7949,24.359,6.8333
H&B,면도용품,99,9,53,118.0,85,11,2,1,0,12.9412,14.1176,13.1111
가정용품,방향제,96,10,57,115.0,75,13,5,3,0,17.3333,21.3333,11.5
건강/기호식품,쨈/꿀,87,2,45,105.0,67,10,4,6,0,14.9254,23.8806,52.5
약품/의료품,의료기기,83,5,34,99.0,68,10,2,2,1,14.7059,17.6471,19.8
패션잡화,스타킹,74,13,38,88.0,59,8,3,4,0,13.5593,20.339,6.7692
미용/화장품,헤어스타일링,62,8,38,78.0,54,8,0,0,0,14.8148,14.8148,9.75
디저트,떡,69,3,45,78.0,56,5,1,5,2,8.9286,17.8571,26.0
조미료/건물,식용유지,61,6,25,76.0,45,11,4,1,0,24.4444,26.6667,12.6667
미용/화장품,미용소품,62,18,37,72.0,49,6,1,4,2,12.2449,20.4082,4.0
음료,선물세트,49,6,18,71.0,30,15,4,0,0,50.0,50.0,11.8333
조미료/건물,분말가루,55,4,26,71.0,40,10,3,2,0,25.0,30.0,17.75
가정용품,청소/작업용품,50,5,22,70.0,34,13,3,0,0,38.2353,38.2353,14.0
즉석 식품,즉석조리,60,1,36,69.0,51,6,2,1,0,11.7647,13.7255,69.0
문구/완구,노트/봉투,55,11,22,64.0,50,4,0,1,0,8.0,10.0,5.8182
문구/완구,사무용품,38,6,9,55.0,25,10,1,1,1,40.0,44.0,9.1667
일용잡화,건전지,30,7,16,46.0,21,7,0,2,0,33.3333,42.8571,6.5714
조미료/건물,장류,30,9,15,44.0,17,7,2,4,0,41.1765,64.7059,4.8889
건강/기호식품,원컵,37,6,23,43.0,24,5,3,4,1,20.8333,37.5,7.1667
가정용품,주방용품,30,8,15,36.0,25,4,1,0,0,16.0,16.0,4.5
간식,냉장간식,32,2,21,34.0,24,3,2,2,1,12.5,20.8333,17.0
문구/완구,기타문구,27,8,9,28.0,26,0,0,1,0,0.0,3.8462,3.5
H&B,칫솔치약세트,23,5,12,25.0,22,1,0,0,0,4.5455,4.5455,5.0
패션잡화,양말,22,5,9,23.0,17,2,1,1,1,11.7647,17.6471,4.6
H&B,여행용상품,14,2,6,19.0,11,2,0,1,0,18.1818,27.2727,9.5
가정용품,욕실용품,10,2,4,18.0,6,4,0,0,0,66.6667,66.6667,9.0
위생용품,기저귀,16,2,5,16.0,16,0,0,0,0,0.0,0.0,8.0
일용잡화,전기용품,6,4,4,6.0,6,0,0,0,0,0.0,0.0,1.5
디저트,시즌케익,6,2,4,6.0,4,1,1,0,0,25.0,25.0,3.0
미용/화장품,남성화장품,3,1,1,5.0,2,1,0,0,0,50.0,50.0,5.0
전통주,선물세트,3,1,3,4.0,2,0,0,1,0,0.0,50.0,4.0
신선,쌀/잡곡,4,1,4,4.0,4,0,0,0,0,0.0,0.0,4.0
가정용품,살충제,3,3,3,3.0,3,0,0,0,0,0.0,0.0,1.0
