category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
유음료,두유,263,14,77,317.0,165,58,30,6,4,35.1515,38.7879,22.6429
위생용품,티슈,261,22,133,312.0,194,35,15,15,2,18.0412,25.7732,14.1818
즉석음료,파우치,225,30,67,298.0,144,49,17,13,2,34.0278,43.0556,9.9333
위생용품,생리대,244,47,119,283.5,203,27,8,4,1,13.3005,15.2709,6.0319
빵,구움과자,209,8,104,269.0,128,48,16,10,7,37.5,45.3125,33.625
건강/기호식품,숙취해소제,223,12,109,261.0,159,40,22,2,0,25.1572,26.4151,21.75
유음료,프로틴 음료,197,18,68,219.0,138,35,24,0,0,25.3623,25.3623,12.1667
안주,오징어,157,20,49,211.0,98,37,12,8,2,37.7551,45.9184,10.55
음료,전통음료,148,16,66,194.0,99,30,9,8,2,30.303,38.3838,12.125
약품/의료품,의약외품,154,27,61,192.0,106,32,11,2,3,30.1887,32.0755,7.1111
즉석 식품,즉석간식,145,7,74,174.0,111,22,9,3,0,19.8198,22.5225,24.8571
냉동,조리냉동,137,9,53,174.0,93,26,9,7,2,27.957,35.4839,19.3333
미반,샐러드 ,164,7,72,173.0,144,4,2,11,3,2.7778,10.4167,24.7143
조미료/건물,조미료,119,15,35,166.0,74,32,8,3,2,43.2432,47.2973,11.0667
유음료,유제품,122,11,53,163.0,84,27,8,3,0,32.1429,35.7143,14.8182
전통주,막걸리,146,16,68,159.0,117,14,7,5,3,11.9658,16.2393,9.9375
맥주,무알콜맥주,134,10,63,142.0,101,14,10,6,3,13.8614,19.802,14.2
냉장,냉장안주,116,21,52,135.0,90,14,7,5,0,15.5556,21.1111,6.4286
안주,스낵안주,115,11,63,133.0,88,15,6,4,2,17.0455,21.5909,12.0909
아이스크림,홈타입,96,6,37,123.0,67,19,5,3,2,28.3582,32.8358,20.5
건강/기호식품,차,84,11,40,117.0,63,18,1,1,1,28.5714,30.1587,10.6364
건강/기호식품,건강/이너뷰티,88,11,49,112.0,66,14,4,4,0,21.2121,27.2727,10.1818
조미료/건물,소스류,87,13,38,112.0,63,16,5,3,0,25.3968,30.1587,8.6154
냉동,냉동만두,94,8,41,112.0,74,13,3,2,2,17.5676,20.2703,14.0
가공식품,캔,83,19,30,109.0,55,19,7,2,0,34.5455,38.1818,5.7368
양주와인,리쿼,97,13,56,107.0,75,6,4,10,2,8.0,21.3333,8.2308
가정용품,세제류,80,12,39,100.0,58,13,5,4,0,22.4138,29.3103,8.3333
안주,너트류,81,22,37,91.0,55,14,10,2,0,25.4545,29.0909,4.1364
일용잡화,휴대폰/주변기기,72,14,25,81.0,61,7,2,1,1,11.4754,13.1148,5.7857
약품/의료품,의료기기,53,4,22,68.0,41,9,1,1,1,21.9512,24.3902,17.0
간식,냉장피자,63,12,29,67.0,50,6,4,2,1,12.0,16.0,5.5833
가정용품,행락용품,46,12,20,65.0,32,11,2,1,0,34.375,37.5,5.4167
가정용품,방향제,54,6,33,62.0,45,5,2,2,0,11.1111,15.5556,10.3333
일용잡화,반려동물용품,49,16,24,60.0,37,8,3,1,0,21.6216,24.3243,3.75
냉동,냉동간편식,53,4,25,59.0,38,3,2,8,2,7.8947,28.9474,14.75
안주,생선류,50,12,26,55.0,35,8,6,1,0,22.8571,25.7143,4.5833
문구/완구,일반문구,44,3,12,54.0,27,11,6,0,0,40.7407,40.7407,18.0
미용/화장품,여성화장품,44,11,17,52.0,34,7,3,0,0,20.5882,20.5882,4.7273
H&B,치약,39,11,14,50.0,27,8,3,1,0,29.6296,33.3333,4.5455
조미료/건물,건해산물,43,5,28,49.0,36,5,1,0,1,13.8889,13.8889,9.8
안주,농산안주,40,7,21,49.0,31,6,2,1,0,19.3548,22.5806,7.0
가정용품,청소/작업용품,32,3,6,40.0,18,9,5,0,0,50.0,50.0,13.3333
미용/화장품,미용소품,35,9,20,40.0,26,5,3,1,0,19.2308,23.0769,4.4444
H&B,칫솔,29,7,16,37.0,23,5,1,0,0,21.7391,21.7391,5.2857
간식,샐러드(삭제예정),29,2,13,35.0,21,4,2,2,0,19.0476,28.5714,17.5
H&B,화장비누/바디클렌저,29,4,19,32.0,27,1,0,1,0,3.7037,7.4074,8.0
즉석 식품,즉석조리,30,1,15,31.0,23,3,3,1,0,13.0435,17.3913,31.0
디저트,떡,26,3,17,30.0,24,2,0,0,0,8.3333,8.3333,10.0
조미료/건물,분말가루,21,4,10,28.0,17,3,0,1,0,17.6471,23.5294,7.0
조미료/건물,식용유지,18,3,7,28.0,13,5,0,0,0,38.4615,38.4615,9.3333
간식,냉장간식,22,2,17,28.0,17,1,0,4,0,5.8824,29.4118,14.0
조미료/건물,장류,31,8,13,28.0,18,5,5,1,2,27.7778,33.3333,3.5
빵,식빵,24,1,16,24.0,24,0,0,0,0,0.0,0.0,24.0
안주,육포,20,10,8,23.0,16,2,1,1,0,12.5,18.75,2.3
H&B,칫솔치약세트,19,4,13,23.0,17,2,0,0,0,11.7647,11.7647,5.75
일용잡화,건전지,18,5,10,21.0,14,2,0,1,1,14.2857,21.4286,4.2
건강/기호식품,원컵,17,2,6,20.0,9,4,3,1,0,44.4444,55.5556,10.0
H&B,샴푸/린스,16,4,10,20.0,14,2,0,0,0,14.2857,14.2857,5.0
위생용품,기저귀,16,3,6,20.0,14,2,0,0,0,14.2857,14.2857,6.6667
냉동,신선냉동,17,7,11,19.0,14,2,1,0,0,14.2857,14.2857,2.7143
H&B,면도용품,19,4,9,19.0,15,2,2,0,0,13.3333,13.3333,4.75
미용/화장품,헤어스타일링,14,5,8,16.0,11,2,1,0,0,18.1818,18.1818,3.2
일용잡화,전기용품,12,4,7,14.0,9,2,1,0,0,22.2222,22.2222,3.5
전통주,선물세트,11,1,7,12.0,10,0,0,1,0,0.0,10.0,12.0
H&B,여행용상품,6,2,4,5.0,4,0,0,1,1,0.0,25.0,2.5
가정용품,주방용품,3,2,2,3.0,3,0,0,0,0,0.0,0.0,1.5
문구/완구,노트/봉투,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
신선,쌀/잡곡,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
