category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
유음료,유제품,269,11,100,364.0,176,65,21,7,0,36.9318,40.9091,33.0909
패션잡화,팬티/내의,301,15,126,345.0,255,31,10,4,1,12.1569,13.7255,23.0
건강/기호식품,차,258,20,93,332.0,186,44,12,14,2,23.6559,31.1828,16.6
전통주,막걸리,274,17,100,316.0,225,23,9,16,1,10.2222,17.3333,18.5882
음료,전통음료,213,18,100,305.0,140,52,10,10,1,37.1429,44.2857,16.9444
디저트,시즌케익,272,2,142,285.0,248,4,2,15,3,1.6129,7.6613,142.5
조미료/건물,건해산물,199,7,67,265.0,140,43,12,4,0,30.7143,33.5714,37.8571
일용잡화,휴대폰/주변기기,202,15,90,249.0,169,26,4,3,0,15.3846,17.1598,16.6
건강/기호식품,쨈/꿀,214,2,75,249.0,183,16,3,11,1,8.7432,14.7541,124.5
조미료/건물,조미료,151,17,54,232.0,96,44,6,5,0,45.8333,51.0417,13.6471
냉동,냉동간편식,176,7,82,218.0,133,26,8,8,1,19.5489,25.5639,31.1429
안주,너트류,166,18,59,217.0,114,32,10,9,1,28.0702,35.9649,12.0556
안주,농산안주,159,11,72,207.0,116,29,7,6,1,25.0,30.1724,18.8182
H&B,치약,154,15,50,204.0,114,31,7,2,0,27.193,28.9474,13.6
가공식품,캔,139,24,51,201.0,95,36,6,2,0,37.8947,40.0,8.375
미용/화장품,여성화장품,144,24,68,190.0,105,28,7,4,0,26.6667,30.4762,7.9167
안주,스낵안주,141,17,58,177.0,106,22,7,6,0,20.7547,26.4151,10.4118
조미료/건물,소스류,126,22,53,173.0,92,28,5,1,0,30.4348,31.5217,7.8636
가정용품,방향제,124,12,40,159.0,90,25,8,1,0,27.7778,28.8889,13.25
즉석 식품,즉석간식,122,6,54,156.0,90,23,6,2,1,25.5556,27.7778,26.0
가정용품,행락용품,107,17,35,144.0,68,28,9,1,1,41.1765,42.6471,8.4706
H&B,칫솔,101,9,46,131.0,73,20,6,2,0,27.3973,30.137,14.5556
안주,육포,85,15,27,118.0,59,19,4,3,0,32.2034,37.2881,7.8667
일용잡화,반려동물용품,84,17,29,110.0,59,19,6,0,0,32.2034,32.2034,6.4706
건강/기호식품,원컵,83,7,39,110.0,56,15,4,7,1,26.7857,39.2857,15.7143
양주와인,리쿼,87,15,53,106.0,68,9,3,7,0,13.2353,23.5294,7.0667
H&B,면도용품,80,7,46,99.0,63,11,3,3,0,17.4603,22.2222,14.1429
빵,식빵,84,2,37,91.0,65,9,4,3,3,13.8462,18.4615,45.5
문구/완구,일반문구,75,23,40,91.0,56,12,3,2,2,21.4286,25.0,3.9565
냉동,신선냉동,69,8,27,90.0,55,10,1,3,0,18.1818,23.6364,11.25
아이스크림,홈타입,70,6,34,87.0,53,12,4,1,0,22.6415,24.5283,14.5
조미료/건물,장류,60,10,20,80.0,29,19,10,2,0,65.5172,72.4138,8.0
미용/화장품,헤어스타일링,69,7,20,75.0,62,5,2,0,0,8.0645,8.0645,10.7143
H&B,화장비누/바디클렌저,51,6,26,68.0,34,12,4,1,0,35.2941,38.2353,11.3333
서비스 상품,기타,59,9,29,62.0,43,8,7,1,0,18.6047,20.9302,6.8889
조미료/건물,식용유지,46,7,18,61.0,30,11,4,1,0,36.6667,40.0,8.7143
패션잡화,스타킹,44,10,16,57.0,31,9,3,1,0,29.0323,32.2581,5.7
미용/화장품,미용소품,45,10,21,53.0,35,7,3,0,0,20.0,20.0,5.3
조미료/건물,분말가루,36,4,15,44.0,20,10,6,0,0,50.0,50.0,11.0
간식,샐러드(삭제예정),30,6,15,39.0,24,3,0,3,0,12.5,25.0,6.5
음료,선물세트,28,5,11,36.0,20,3,0,4,1,15.0,35.0,7.2
디저트,떡,27,3,15,35.0,23,4,0,0,0,17.3913,17.3913,11.6667
H&B,샴푸/린스,30,7,24,32.0,29,1,0,0,0,3.4483,3.4483,4.5714
일용잡화,건전지,30,5,15,32.0,21,5,4,0,0,23.8095,23.8095,6.4
가정용품,청소/작업용품,22,8,10,31.0,15,5,1,1,0,33.3333,40.0,3.875
문구/완구,기타문구,25,8,11,30.0,20,3,1,1,0,15.0,20.0,3.75
가정용품,주방용품,17,7,9,25.0,11,5,1,0,0,45.4545,45.4545,3.5714
즉석 식품,즉석조리,18,1,13,20.0,17,1,0,0,0,5.8824,5.8824,20.0
약품/의료품,의료기기,14,4,7,18.0,12,2,0,0,0,16.6667,16.6667,4.5
문구/완구,사무용품,11,4,6,16.0,8,2,0,1,0,25.0,37.5,4.0
조리빵,샐러드모닝랩,15,1,10,16.0,12,1,1,1,0,8.3333,16.6667,16.0
간식,냉장간식,12,1,8,15.0,10,1,0,1,0,10.0,20.0,15.0
일용잡화,전기용품,11,4,5,14.0,9,1,0,1,0,11.1111,22.2222,3.5
문구/완구,노트/봉투,12,6,9,14.0,11,1,0,0,0,9.0909,9.0909,2.3333
H&B,여행용상품,8,2,3,14.0,5,3,0,0,0,60.0,60.0,7.0
가정용품,욕실용품,7,2,3,11.0,5,2,0,0,0,40.0,40.0,5.5
H&B,칫솔치약세트,7,4,6,7.0,7,0,0,0,0,0.0,0.0,1.75
패션잡화,양말,6,4,4,6.0,6,0,0,0,0,0.0,0.0,1.5
신선,쌀/잡곡,3,1,2,5.0,2,1,0,0,0,50.0,50.0,5.0
일용잡화,자동차용품,2,1,1,4.0,1,1,0,0,0,100.0,100.0,4.0
위생용품,기저귀,3,3,3,3.0,3,0,0,0,0,0.0,0.0,1.0
전통주,선물세트,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
가정용품,살충제,2,2,2,2.0,2,0,0,0,0,0.0,0.0,1.0
미디어 상품,잡지,2,1,1,2.0,2,0,0,0,0,0.0,0.0,2.0
