mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
013782,New모둠초밥정식,미반,초밥류,1389,743,1667.5,1184,156,21,2025-04-01,2025-04 초순,13.1757
109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,1384,695,1605.0,1154,141,38,2025-04-01,2025-04 초순,12.2184
012679,11찬 도시락,미반,도시락,1241,575,1585.0,992,197,18,2025-04-01,2025-04 초순,19.8589
109521,더커진유부초밥6입,미반,초밥류,1209,537,1527.5,888,224,21,2025-04-01,2025-04 초순,25.2252
109362,7찬도시락,미반,도시락,1232,690,1504.0,1012,166,15,2025-04-01,2025-04 초순,16.4032
192542,4월 위스키 구독,,,1387,976,1503.0,1301,60,16,2025-04-01,2025-04 초순,4.6118
041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,1117,500,1489.5,757,251,29,2025-04-01,2025-04 초순,33.1572
107879,4월 세븐카페 구독,,,1056,676,1417.5,855,177,18,2025-04-01,2025-04 초순,20.7018
108810,올뉴빅닭강정,미반,푸드 간편식,1186,602,1380.5,1015,127,9,2025-04-01,2025-04 초순,12.5123
124134,닭강정김밥,미반,김밥,1098,507,1349.0,866,169,13,2025-04-01,2025-04 초순,19.515
070092,서울)흰우유1L,유음료,흰우유,950,301,1347.0,586,270,15,2025-04-01,2025-04 초순,46.0751
124681,KBO)삼립NC다이노스공룡알흑임자컵케익130g,빵,간식빵,908,391,1327.0,582,231,49,2025-04-01,2025-04 초순,39.6907
123397,앙리마티스)와인볼(화이트)500ml캔,양주와인,하이볼,933,318,1224.0,713,137,61,2025-04-03,2025-04 초순,19.2146
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,851,366,1222.0,512,218,59,2025-04-01,2025-04 초순,42.5781
123396,앙리마티스)와인볼(레드)500ml캔,양주와인,하이볼,900,328,1190.0,708,131,50,2025-04-03,2025-04 초순,18.5028
180959,화요X.Premium,전통주,소주,1002,426,1157.0,892,75,24,2025-04-01,2025-04 초순,8.4081
