category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
유음료,가공우유,2808,60,1072,3684.0,1873,625,213,82,15,33.3689,37.7469,61.4
가공식품,가공미반류,2526,72,756,3309.5,1742,538,167,66,12,30.884,34.6728,45.9653
과자,캔디류,2497,155,823,3250.0,1724,505,166,93,9,29.2923,34.6868,20.9677
면,봉지면,2326,36,500,2836.0,1438,537,295,46,10,37.3435,40.5424,78.7778
냉장,냉장간식,2019,85,664,2564.0,1334,415,159,85,26,31.1094,37.4813,30.1647
서비스 상품,일반서비스,1994,12,885,2496.5,1597,254,19,93,30,15.9048,21.7282,208.0417
맥주,수입맥주,1996,119,762,2363.0,1609,232,59,69,23,14.4189,18.7073,19.8571
기타,판촉물,1587,6,686,2327.0,1189,372,6,16,4,31.2868,32.6325,387.8333
패션잡화,시즌/소품,1829,49,614,2186.5,1559,173,21,68,7,11.0969,15.4586,44.6224
맥주,국산맥주,1789,41,824,2087.0,1471,196,57,49,14,13.3243,16.6553,50.9024
즉석음료,세븐카페,1300,2,596,1856.5,966,296,22,13,2,30.6418,31.9876,928.25
음료,커피음료,1169,53,364,1686.0,701,325,87,51,5,46.3623,53.6377,31.8113
유음료,요구르트,1311,35,448,1685.0,909,257,92,50,3,28.2728,33.7734,48.1429
음료,차음료,1250,62,420,1671.0,839,265,65,61,20,31.5852,38.8558,26.9516
전통주,소주,1434,33,630,1662.5,1239,128,20,34,10,10.3309,13.0751,50.3788
유음료,흰우유,1189,10,357,1646.0,732,321,100,29,7,43.8525,47.8142,164.6
즉석 식품,즉석치킨(삭제예정),1204,17,364,1558.0,851,241,70,32,10,28.3196,32.0799,91.6471
과자,젤리류,1097,110,468,1415.0,788,198,50,48,13,25.1269,31.2183,12.8636
유음료,컵커피,1033,38,301,1381.0,707,229,66,28,3,32.3904,36.3508,36.3421
음료,기능성드링크,982,57,387,1360.0,633,248,68,28,5,39.1785,43.6019,23.8596
아이스크림,고급,1237,57,646,1342.0,1025,97,60,46,7,9.4634,13.9512,23.5439
음료,스포츠음료,824,22,288,1154.0,478,245,85,14,2,51.2552,54.1841,52.4545
음료,주스,809,49,339,1084.0,547,187,53,17,5,34.1865,37.2943,22.1224
냉장,냉장간편식,701,55,274,854.0,486,106,46,53,10,21.8107,32.716,15.5273
유음료,두유,600,16,194,831.0,400,139,33,25,3,34.75,41.0,51.9375
전통주,기타전통주,728,114,339,813.0,612,38,8,55,15,6.2092,15.1961,7.1316
담배,전자담배,653,8,204,773.0,559,68,6,12,8,12.1646,14.3113,96.625
음료,생수,553,19,213,764.0,352,139,41,19,2,39.4886,44.8864,40.2105
즉석 식품,즉석치킨,528,23,185,689.0,352,114,36,19,7,32.3864,37.7841,29.9565
가공식품,상온간편식,569,44,287,677.0,425,78,33,28,5,18.3529,24.9412,15.3864
문구/완구,일반완구,577,50,232,648.0,478,17,9,67,6,3.5565,17.5732,12.96
과자,프로틴/시리얼,489,23,174,642.0,330,102,35,21,1,30.9091,37.2727,27.913
유음료,프로틴 음료,491,27,147,641.0,340,98,31,20,2,28.8235,34.7059,23.7407
즉석음료,얼음,438,15,111,635.0,267,125,32,13,1,46.8165,51.6854,42.3333
신선,수축산/계란,504,9,154,606.0,364,79,36,22,3,21.7033,27.7473,67.3333
빵,구움과자,441,19,190,565.0,290,90,37,22,2,31.0345,38.6207,29.7368
유음료,냉장주스,386,24,170,542.0,256,98,22,8,2,38.2812,41.4062,22.5833
신선,과일,418,23,169,529.0,286,78,30,21,3,27.2727,34.6154,23.0
위생용품,생리대,381,50,142,460.0,314,45,8,11,3,14.3312,17.8344,9.2
위생용품,티슈,361,19,181,457.0,262,63,22,14,0,24.0458,29.3893,24.0526
유음료,기능성우유,336,11,137,435.0,225,66,24,19,2,29.3333,37.7778,39.5455
안주,생선류,300,15,123,429.0,190,82,21,7,0,43.1579,46.8421,28.6
과자,껌,287,35,87,388.0,176,71,24,13,3,40.3409,47.7273,11.0857
신선,야채,293,30,124,387.0,207,53,12,18,3,25.6039,34.2995,12.9
서비스 상품,기타,326,3,167,370.0,302,23,1,0,0,7.6159,7.6159,123.3333
냉동,냉동만두,295,9,148,364.0,224,49,15,5,2,21.875,24.1071,40.4444
즉석음료,파우치,245,36,74,360.0,157,63,11,13,1,40.1274,48.4076,10.0
음료,전통음료,255,18,112,358.0,157,71,20,5,2,45.2229,48.4076,19.8889
건강/기호식품,숙취해소제,265,15,121,355.0,191,55,12,6,1,28.7958,31.9372,23.6667
건강/기호식품,커피,225,19,85,282.0,152,38,17,17,1,25.0,36.1842,14.8421
안주,스낵안주,221,14,105,280.0,152,35,15,19,0,23.0263,35.5263,20.0
간식,냉장피자,217,16,83,264.0,158,30,11,15,3,18.9873,28.481,16.5
안주,오징어,213,27,69,262.0,142,41,19,9,2,28.8732,35.2113,9.7037
약품/의료품,의약외품,198,31,73,251.0,141,38,12,5,2,26.9504,30.4965,8.0968
맥주,무알콜맥주,210,11,83,240.0,156,27,13,10,4,17.3077,23.7179,21.8182
건강/기호식품,건강/이너뷰티,195,14,88,239.0,149,25,6,12,3,16.7785,24.8322,17.0714
즉석 식품,즉석간식,185,7,106,222.0,140,25,10,9,1,17.8571,24.2857,31.7143
가정용품,세제류,166,26,80,208.0,134,25,5,2,0,18.6567,20.1493,8.0
건강/기호식품,차,163,17,60,200.0,131,20,5,7,0,15.2672,20.6107,11.7647
냉동,조리냉동,159,14,83,189.0,127,19,7,6,0,14.9606,19.685,13.5
유음료,유제품,118,9,49,180.0,71,36,6,4,1,50.7042,56.338,20.0
미반,샐러드 ,153,7,78,178.0,124,11,4,13,1,8.871,19.3548,25.4286
양주와인,리쿼,164,17,102,177.5,139,8,3,10,3,5.7554,12.9496,10.4412
냉장,냉장안주,149,29,64,169.0,119,17,7,4,2,14.2857,17.6471,5.8276
H&B,치약,113,12,43,157.0,77,23,3,8,2,29.8701,40.2597,13.0833
안주,너트류,125,26,52,157.0,97,19,3,4,2,19.5876,23.7113,6.0385
조미료/건물,조미료,109,15,33,147.0,69,25,9,6,0,36.2319,44.9275,9.8
전통주,막걸리,131,18,54,143.0,111,10,4,4,2,9.009,12.6126,7.9444
냉동,냉동간편식,114,6,58,141.0,87,15,4,7,1,17.2414,25.2874,23.5
아이스크림,홈타입,97,6,60,131.0,69,18,2,6,2,26.087,34.7826,21.8333
조미료/건물,건해산물,110,7,66,122.0,80,15,10,4,1,18.75,23.75,17.4286
가공식품,캔,90,15,34,118.0,57,22,8,2,1,38.5965,42.1053,7.8667
일용잡화,반려동물용품,87,15,26,100.0,64,14,7,1,1,21.875,23.4375,6.6667
안주,육포,64,16,24,75.0,53,6,2,3,0,11.3208,16.9811,4.6875
H&B,화장비누/바디클렌저,52,6,35,68.0,41,8,1,2,0,19.5122,24.3902,11.3333
조미료/건물,소스류,50,13,26,66.0,37,9,2,2,0,24.3243,29.7297,5.0769
일용잡화,휴대폰/주변기기,57,14,24,65.0,51,5,1,0,0,9.8039,9.8039,4.6429
H&B,면도용품,52,9,26,63.0,42,7,2,1,0,16.6667,19.0476,7.0
가정용품,행락용품,55,14,22,63.0,34,11,6,2,2,32.3529,38.2353,4.5
H&B,칫솔,50,10,22,61.0,40,7,2,1,0,17.5,20.0,6.1
문구/완구,일반문구,42,19,23,60.0,31,10,1,0,0,32.2581,32.2581,3.1579
조리빵,샐러드모닝랩,56,1,36,60.0,46,6,4,0,0,13.0435,13.0435,60.0
H&B,샴푸/린스,45,8,33,55.0,38,6,0,0,1,15.7895,15.7895,6.875
안주,농산안주,42,9,25,54.0,30,6,2,4,0,20.0,33.3333,6.0
빵,식빵,44,3,23,54.0,36,5,1,2,0,13.8889,19.4444,18.0
냉동,신선냉동,40,10,19,50.0,31,7,2,0,0,22.5806,22.5806,5.0
간식,샐러드(삭제예정),41,7,22,46.0,30,6,4,1,0,20.0,23.3333,6.5714
디저트,떡,41,3,24,45.0,32,4,1,2,2,12.5,18.75,15.0
미용/화장품,여성화장품,40,11,17,45.0,25,8,6,1,0,32.0,36.0,4.0909
미용/화장품,헤어스타일링,30,6,19,40.0,25,5,0,0,0,20.0,20.0,6.6667
미용/화장품,미용소품,27,12,17,35.0,20,4,1,2,0,20.0,30.0,2.9167
음료,선물세트,19,4,7,29.0,12,6,1,0,0,50.0,50.0,7.25
건강/기호식품,쨈/꿀,22,2,15,28.0,17,4,1,0,0,23.5294,23.5294,14.0
패션잡화,스타킹,27,10,15,28.0,22,2,2,1,0,9.0909,13.6364,2.8
조미료/건물,식용유지,22,6,12,27.0,17,3,1,1,0,17.6471,23.5294,4.5
가정용품,방향제,25,8,16,27.0,19,2,2,2,0,10.5263,21.0526,3.375
문구/완구,사무용품,15,3,3,24.0,8,5,0,1,1,62.5,75.0,8.0
약품/의료품,의료기기,20,4,13,22.0,19,1,0,0,0,5.2632,5.2632,5.5
즉석 식품,즉석조리,18,1,13,21.0,16,1,0,1,0,6.25,12.5,21.0
간식,냉장간식,20,2,15,21.0,15,2,1,1,1,13.3333,20.0,10.5
건강/기호식품,원컵,18,4,9,21.0,10,4,3,1,0,40.0,50.0,5.25
가정용품,청소/작업용품,12,4,5,20.0,8,4,0,0,0,50.0,50.0,5.0
조미료/건물,분말가루,14,3,9,18.0,12,2,0,0,0,16.6667,16.6667,6.0
조미료/건물,장류,12,7,7,14.0,9,2,1,0,0,22.2222,22.2222,2.0
문구/완구,노트/봉투,12,7,6,12.0,12,0,0,0,0,0.0,0.0,1.7143
일용잡화,건전지,9,4,7,11.0,8,1,0,0,0,12.5,12.5,2.75
가정용품,욕실용품,5,1,2,9.0,3,2,0,0,0,66.6667,66.6667,9.0
H&B,칫솔치약세트,7,4,5,7.0,7,0,0,0,0,0.0,0.0,1.75
H&B,여행용상품,4,1,1,6.0,3,1,0,0,0,33.3333,33.3333,6.0
일용잡화,전기용품,5,4,3,5.0,5,0,0,0,0,0.0,0.0,1.25
가정용품,주방용품,5,4,4,5.0,5,0,0,0,0,0.0,0.0,1.25
신선,쌀/잡곡,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
패션잡화,팬티/내의,2,2,2,2.0,2,0,0,0,0,0.0,0.0,1.0
위생용품,기저귀,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
문구/완구,기타문구,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
전통주,선물세트,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
