mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
124513,우진)루체 21 750ml,양주와인,와인,1791,599,2004.0,1453,118,139,2025-03-01,2025-03 초순,8.1211
124634,키키쿼카)스트레스볼set,과자,캔디류,1779,1184,2002.5,1615,109,35,2025-03-01,2025-03 초순,6.7492
109497, 미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,1615,830,1982.0,1277,185,101,2025-03-01,2025-03 초순,14.4871
105367,3월 세븐카페 반값구독,,,1574,964,1978.0,1343,206,13,2025-03-01,2025-03 초순,15.3388
834845,3월 도시락 구독,,,1350,666,1919.0,1033,285,20,2025-03-05,2025-03 초순,27.5895
124670,SF9화보매거진기획set,과자,젤리류,1264,319,1863.0,920,276,56,2025-03-07,2025-03 초순,30.0
192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,1415,512,1831.0,1145,185,72,2025-03-01,2025-03 초순,16.1572
123767,"모바일금액권 50,000원",기타,판촉물,1034,412,1793.0,644,372,17,2025-03-01,2025-03 초순,57.764
124224,요이치 싱글몰트,양주와인,양주,1395,626,1769.5,1108,197,53,2025-03-04,2025-03 초순,17.7798
123502,롯데)홀그레인머스타드닭가슴살김밥,미반,김밥,1353,639,1766.0,960,146,205,2025-03-01,2025-03 초순,15.2083
124082,PB)밀크딸기콘170ml,아이스크림,노벨티,1572,1123,1763.5,1410,97,42,2025-03-01,2025-03 초순,6.8794
105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,1357,703,1709.0,1042,190,74,2025-03-01,2025-03 초순,18.2342
124635,키키쿼카)쁘띠키링set,과자,캔디류,1462,1006,1655.0,1325,92,30,2025-03-01,2025-03 초순,6.9434
990263,"모바일금액권 10,000원",기타,판촉물,1027,426,1652.0,691,310,19,2025-03-01,2025-03 초순,44.8625
108364,우진)루첸테 750ml,양주와인,와인,1436,514,1643.0,1156,101,121,2025-03-01,2025-03 초순,8.737
052382,세븐카페)아메리카노(R),즉석음료,세븐카페,988,379,1599.0,657,313,7,2025-03-01,2025-03 초순,47.6408
109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,1295,625,1574.0,1046,165,39,2025-03-01,2025-03 초순,15.7744
109166,PB)생생감자칩페퍼솔트60g,과자,스낵류,1113,601,1489.0,829,224,16,2025-03-01,2025-03 초순,27.0205
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,1139,456,1422.0,894,173,27,2025-03-01,2025-03 초순,19.3512
124340,G)LOOK초콜릿딸기복숭아46g,과자,초콜릿,1289,880,1406.5,1192,49,38,2025-03-01,2025-03 초순,4.1107
123766,"모바일금액권 30,000원",기타,판촉물,772,301,1348.0,468,284,16,2025-03-01,2025-03 초순,60.6838
107409, G)대파크래커80g,과자,비스킷류,1091,616,1323.0,890,121,50,2025-03-01,2025-03 초순,13.5955
124637,키키쿼카)밍크담요set,과자,캔디류,1157,845,1284.5,1062,64,19,2025-03-01,2025-03 초순,6.0264
013782,New모둠초밥정식,미반,초밥류,1000,541,1255.0,781,144,39,2025-03-01,2025-03 초순,18.4379
124636,키키쿼카)얼굴쿠션set,과자,캔디류,1100,837,1220.0,1011,55,25,2025-03-01,2025-03 초순,5.4402
113160,조니워커그린700ml,양주와인,양주,858,379,1189.0,662,156,32,2025-03-04,2025-03 초순,23.565
124067,박은영)마라마파두부덮밥380g,냉장,냉장간편식,1079,811,1117.0,1047,12,18,2025-03-01,2025-03 초순,1.1461
109583,신동엽)블랙서클하이볼레몬350ml캔,양주와인,하이볼,966,559,1113.0,781,88,54,2025-03-01,2025-03 초순,11.2676
123598,롯데)닭가슴살잡곡샌드,조리빵,샌드위치,864,441,1103.0,606,71,157,2025-03-01,2025-03 초순,11.7162
601328, 7P)랑그드샤화이트초코70g,과자,비스킷류,832,463,1011.5,666,90,50,2025-03-01,2025-03 초순,13.5135
013794,밥먹자얘들아 도시락,미반,도시락,779,348,1004.0,587,138,19,2025-03-01,2025-03 초순,23.5094
012679,11찬 도시락,미반,도시락,755,379,985.0,564,135,24,2025-03-01,2025-03 초순,23.9362
123443,스크램블&불고기덮밥,미반,도시락,710,313,939.0,496,138,35,2025-03-01,2025-03 초순,27.8226
123600,카스 프레쉬 350ml캔(12입)*전용잔 2개,맥주,수입맥주,661,286,935.5,506,136,12,2025-03-06,2025-03 초순,26.8775
107542,PB)k리그허니황치즈감자칩60g,과자,스낵류,749,434,929.0,597,94,36,2025-03-01,2025-03 초순,15.7454
112645,PB)이비가짬뽕큰컵,면,용기면,678,340,888.0,497,125,24,2025-03-01,2025-03 초순,25.1509
180959,화요X.Premium,전통주,소주,779,415,877.5,707,43,21,2025-03-01,2025-03 초순,6.082
123306,안유성명장김밥명란타마고,미반,김밥,619,318,858.0,430,125,39,2025-03-01,2025-03 초순,29.0698
601347,엔제이)블랙썬더버터22g,과자,초콜릿,793,634,856.0,724,30,27,2025-03-01,2025-03 초순,4.1436
191572,롯데)일그리지오끼안티750ml,양주와인,와인,726,340,852.0,629,59,27,2025-03-01,2025-03 초순,9.38
113131,믹터스 싱글배럴 라이 700ml,양주와인,양주,649,291,828.0,528,88,23,2025-03-04,2025-03 초순,16.6667
834791,"3월 삼각김밥,김밥 구독",,,660,417,826.0,561,82,12,2025-03-05,2025-03 초순,14.6168
108473,그린)불닭치즈소시지김밥,미반,김밥,644,263,811.0,483,93,39,2025-03-01,2025-03 초순,19.2547
108357,아영)빌라안티노리끼안티클라시코750ml,양주와인,와인,668,249,752.0,567,37,46,2025-03-01,2025-03 초순,6.5256
123059,어메이징딸기샌드,조리빵,샌드위치,542,247,732.0,376,102,38,2025-03-01,2025-03 초순,27.1277
124226,미야기쿄 싱글몰트,양주와인,양주,586,289,720.0,465,73,28,2025-03-04,2025-03 초순,15.6989
108543,불닭치즈소시지김밥,미반,김밥,535,225,714.0,374,99,35,2025-03-01,2025-03 초순,26.4706
192098,앙리마티스나디아(화이트),양주와인,와인,624,454,708.0,540,39,32,2025-03-01,2025-03 초순,7.2222
124265,그린)스팸계란마요삼각,미반,삼각김밥,555,306,668.5,416,90,10,2025-03-01,2025-03 초순,21.6346
192490,제임슨700ml,양주와인,양주,553,341,661.5,488,48,15,2025-03-01,2025-03 초순,9.8361
107585,고기(肉)맥시멈도시락,미반,도시락,493,239,639.0,369,88,14,2025-03-01,2025-03 초순,23.8482
109671,닭가슴살햄듬뿍샌드,조리빵,샌드위치,486,207,637.0,353,81,31,2025-03-01,2025-03 초순,22.9462
124659,K리그산리오 머플러(헬로키티),패션잡화,시즌/소품,414,115,593.5,302,87,18,2025-03-07,2025-03 초순,28.8079
113156,그린)11겹등심돈까스,미반,도시락,524,281,588.0,441,50,10,2025-03-01,2025-03 초순,11.3379
132168,농심)육개장사발면,면,용기면,373,139,564.0,232,113,7,2025-03-01,2025-03 초순,48.7069
109582,신동엽)블랙서클하이볼오리지널350ml캔,양주와인,하이볼,460,257,564.0,338,60,36,2025-03-01,2025-03 초순,17.7515
123094,현대)맛장우 통등심돈까스&김치제육,미반,도시락,484,284,552.0,415,47,6,2025-03-01,2025-03 초순,11.3253
113133,믹터스 스몰배치 버번 700ml,양주와인,양주,422,188,552.0,346,57,18,2025-03-04,2025-03 초순,16.474
041567,PB)푸하하소금우유크림빵110g,디저트,냉장베이커리,378,175,529.0,249,85,23,2025-03-01,2025-03 초순,34.1365
109729,"3,900김치피자탕수육",미반,푸드 간편식,404,229,516.0,298,60,28,2025-03-01,2025-03 초순,20.1342
123556,롯데)밥먹자얘들아,미반,도시락,411,220,499.0,325,53,16,2025-03-01,2025-03 초순,16.3077
107684,K리그)산리오캐리어(포차코),과자,캔디류,416,141,498.5,361,41,9,2025-03-01,2025-03 초순,11.3573
123596,롯데)인가샌드위치,조리빵,샌드위치,397,217,485.5,318,50,15,2025-03-01,2025-03 초순,15.7233
105946,맛장우고추장불백,미반,도시락,360,180,483.0,269,71,7,2025-03-01,2025-03 초순,26.3941
192578,무학)앙리마티스보히가스에디션,양주와인,와인,408,184,476.0,359,31,14,2025-03-01,2025-03 초순,8.6351
109029,맛장우도시락 올데이뷔페,미반,도시락,376,198,463.0,306,47,13,2025-03-01,2025-03 초순,15.3595
123324,안유성명장토핑유부초밥,미반,초밥류,361,209,463.0,274,57,16,2025-03-01,2025-03 초순,20.8029
117574,PB)누네띠네55g,과자,비스킷류,339,172,460.0,214,83,13,2025-03-01,2025-03 초순,38.785
123868,글렌알라키 15년 700ml,양주와인,양주,354,166,456.0,287,44,20,2025-03-04,2025-03 초순,15.331
123806,초코딸기샌드,조리빵,샌드위치,350,163,431.0,246,61,15,2025-03-01,2025-03 초순,24.7967
013643,치킨마요덮밥,미반,도시락,332,145,424.0,242,62,8,2025-03-01,2025-03 초순,25.6198
106788,케이준치킨마요덮밥,미반,도시락,317,133,420.0,239,61,5,2025-03-01,2025-03 초순,25.523
601329, 7P)랑그드샤초코70g,과자,비스킷류,317,167,415.0,217,52,30,2025-03-01,2025-03 초순,23.9631
835012,"3월 샌드위치,햄버거 구독",,,336,202,415.0,285,40,7,2025-03-05,2025-03 초순,14.0351
202371,칠성)칠성사이다제로500ml,음료,탄산음료,320,208,388.0,243,51,6,2025-03-01,2025-03 초순,20.9877
107519,K리그산리오 헬로키티인형,문구/완구,일반완구,304,177,387.5,250,37,14,2025-03-07,2025-03 초순,14.8
123552,롯데)7찬도시락,미반,도시락,324,162,387.0,239,53,7,2025-03-01,2025-03 초순,22.1757
053163,매콤점보넓적다리,즉석 식품,즉석치킨(삭제예정),272,110,379.0,189,63,7,2025-03-01,2025-03 초순,33.3333
202378,칠성)칠성사이다제로250ml,음료,탄산음료,346,147,373.0,233,61,3,2025-03-01,2025-03 초순,26.1803
123554,롯데)11찬도시락,미반,도시락,308,136,372.5,227,51,7,2025-03-01,2025-03 초순,22.467
014383,가득담은5찬도시락,미반,도시락,290,162,371.0,233,45,5,2025-03-01,2025-03 초순,19.3133
021398,대만식 햄치즈샌드위치,조리빵,샌드위치,277,122,368.0,187,55,17,2025-03-01,2025-03 초순,29.4118
115478,육즙가득삼겹살쌈장김밥,미반,김밥,283,160,364.0,204,44,21,2025-03-01,2025-03 초순,21.5686
021780,리얼소프트에그샌드,조리빵,샌드위치,276,132,358.0,201,49,12,2025-03-01,2025-03 초순,24.3781
021729,햄듬뿍치즈샌드,조리빵,샌드위치,262,113,352.0,185,52,12,2025-03-01,2025-03 초순,28.1081
123654,맛장우도시락 오늘은소불고기닭!,미반,도시락,274,155,340.0,218,37,10,2025-03-01,2025-03 초순,16.9725
014412,함박&부대볶음_5찬,미반,도시락,260,140,328.0,203,41,6,2025-03-01,2025-03 초순,20.197
105729,11겹등심돈까스,미반,도시락,256,150,327.0,204,40,5,2025-03-01,2025-03 초순,19.6078
105698,인가샌드위치,조리빵,샌드위치,244,121,323.0,164,50,13,2025-03-01,2025-03 초순,30.4878
113161,조니워커 블랙 700ml,양주와인,양주,234,119,320.0,174,41,14,2025-03-04,2025-03 초순,23.5632
107478,롯데)고기(肉)맥시멈도시락,미반,도시락,243,114,314.0,176,46,7,2025-03-01,2025-03 초순,26.1364
121872,이노엔)컨디션환1입,건강/기호식품,숙취해소제,256,172,313.0,208,36,2,2025-03-01,2025-03 초순,17.3077
108654, 네슬레)다막피스타치오60G,과자,초콜릿,262,160,312.0,220,29,6,2025-03-01,2025-03 초순,13.1818
123338,"현대)3,900스크램블&불고기덮밥",미반,도시락,272,153,312.0,206,34,12,2025-03-01,2025-03 초순,16.5049
108851,현대)맛장우도시락 올데이뷔페,미반,도시락,272,135,312.0,198,38,12,2025-03-01,2025-03 초순,19.1919
990120,"모바일금액권 5,000원",기타,판촉물,200,88,311.0,140,57,1,2025-03-01,2025-03 초순,40.7143
014347,스팸마요계란김밥,미반,김밥,225,112,306.0,157,43,15,2025-03-01,2025-03 초순,27.3885
132865,PB)우불식당즉석우동큰컵,면,용기면,215,88,298.0,139,52,9,2025-03-01,2025-03 초순,37.4101
108494,맛장우도시락 고기(肉)올인원,미반,도시락,228,121,296.0,171,41,6,2025-03-01,2025-03 초순,23.9766
123920,롯데)안유성명장 치킨난반정식,미반,도시락,241,126,293.0,195,30,8,2025-03-01,2025-03 초순,15.3846
109680,티머니_산리오키링(포차코),서비스 상품,일반서비스,224,125,293.0,173,33,12,2025-03-01,2025-03 초순,19.0751
191932,금양)신퀀타750ml,양주와인,와인,268,135,289.0,233,10,17,2025-03-01,2025-03 초순,4.2918
070092,서울)흰우유1L,유음료,흰우유,214,59,289.0,142,51,5,2025-03-01,2025-03 초순,35.9155
014215,그린)NEW참치김치볶음밥삼각,미반,삼각김밥,224,89,288.0,145,51,6,2025-03-01,2025-03 초순,35.1724
202387,칠성)펩시콜라제로355ml,음료,탄산음료,233,129,288.0,156,44,11,2025-03-01,2025-03 초순,28.2051
124372,현대)제일맛집도시락,미반,도시락,232,122,277.0,181,30,9,2025-03-01,2025-03 초순,16.5746
123293,현대)안유성명장김밥명란타마고,미반,김밥,223,113,271.0,177,23,16,2025-03-01,2025-03 초순,12.9944
123422,오징어핑크버거,조리빵,햄버거,201,95,267.0,144,36,12,2025-03-01,2025-03 초순,25.0
109576,참고소한제육덮밥,미반,도시락,195,84,259.0,136,41,6,2025-03-01,2025-03 초순,30.1471
014442,더꽉찬한돈돈까스김밥,미반,김밥,184,77,258.0,119,42,12,2025-03-01,2025-03 초순,35.2941
601115,PB)을지로약과팝콘80g,과자,스낵류,213,146,258.0,169,28,7,2025-03-01,2025-03 초순,16.568
021802,롯데)대만식햄치즈샌드위치,조리빵,샌드위치,190,88,254.0,137,35,10,2025-03-01,2025-03 초순,25.5474
124446,제일맛집도시락,미반,도시락,196,105,251.0,145,37,3,2025-03-07,2025-03 초순,25.5172
108401,롯데)맛장우도시락 고기(肉)올인원,미반,도시락,202,97,247.0,150,32,7,2025-03-01,2025-03 초순,21.3333
109016,PB)피스타치오웨하스57g,과자,비스킷류,177,94,242.0,120,35,13,2025-03-01,2025-03 초순,29.1667
123802,그린)초코딸기샌드,조리빵,샌드위치,203,101,241.0,163,22,10,2025-03-01,2025-03 초순,13.4969
109687,화요53%750ml,전통주,소주,194,113,241.0,159,24,7,2025-03-01,2025-03 초순,15.0943
123131,"3,900매콤닭껍질튀김",미반,푸드 간편식,186,110,239.0,145,24,13,2025-03-01,2025-03 초순,16.5517
107796,K리그산리오)인형_포차코,문구/완구,일반완구,203,98,235.0,183,15,4,2025-03-01,2025-03 초순,8.1967
140526,CJ)햇반미역국밥(컵반),가공식품,가공미반류,192,131,235.0,152,27,5,2025-03-01,2025-03 초순,17.7632
107671,K리그산리오)머플러(헬로키티),패션잡화,시즌/소품,212,68,230.0,194,9,6,2025-03-01,2025-03 초순,4.6392
108620,엔제이)훈와리밀크카스테라,빵,간식빵,186,118,227.0,138,23,15,2025-03-01,2025-03 초순,16.6667
013541,순살닭강정,미반,푸드 간편식,185,104,226.0,146,23,9,2025-03-01,2025-03 초순,15.7534
109625,"3,900유부초밥&치킨샐러드",미반,초밥류,178,110,225.5,129,18,24,2025-03-01,2025-03 초순,13.9535
192112,조니워커블루750ml,양주와인,양주,180,106,225.0,149,20,9,2025-03-04,2025-03 초순,13.4228
113162,조니워커블론드 700ml,양주와인,양주,163,83,223.0,114,29,14,2025-03-04,2025-03 초순,25.4386
124150,롯데)함박&부대볶음 5찬도시락,미반,도시락,184,98,222.0,142,26,6,2025-03-01,2025-03 초순,18.3099
105995,PB)밀크초코콘170ml,아이스크림,노벨티,167,84,220.0,100,34,17,2025-03-01,2025-03 초순,34.0
107292,제스트)도쿄브레드커피빵,빵,간식빵,166,78,219.0,123,22,17,2025-03-01,2025-03 초순,17.8862
123744,기본김밥,미반,김밥,178,78,219.0,121,32,9,2025-03-01,2025-03 초순,26.4463
123553,롯데)가득담은5찬도시락,미반,도시락,191,85,218.0,141,28,5,2025-03-01,2025-03 초순,19.8582
014248,더꽉찬불고기&참치김밥,미반,김밥,140,63,213.0,90,38,7,2025-03-01,2025-03 초순,42.2222
021788,리얼소프트햄&에그샌드,조리빵,샌드위치,169,82,211.0,122,28,8,2025-03-01,2025-03 초순,22.9508
123517,롯데)비빔참치마요삼각김밥,미반,삼각김밥,177,91,211.0,131,24,10,2025-03-01,2025-03 초순,18.3206
107834,만쿠만구치킨(순살),즉석 식품,즉석치킨(삭제예정),186,64,209.0,163,12,7,2025-03-01,2025-03 초순,7.362
123539,이스까이,양주와인,와인,178,131,209.0,156,12,9,2025-03-01,2025-03 초순,7.6923
170756,디아)기네스드래프트440ml캔_4입,맥주,수입맥주,207,48,208.0,203,0,3,2025-03-01,2025-03 초순,0.0
124245,롯데)리얼소프트에그샌드,조리빵,샌드위치,164,78,208.0,119,26,10,2025-03-01,2025-03 초순,21.8487
106875,킹장우듬뿍참치김밥,미반,김밥,149,60,203.0,97,32,10,2025-03-01,2025-03 초순,32.9897
070012,빙그레)바나나우유240ml,유음료,가공우유,136,69,202.0,95,34,4,2025-03-01,2025-03 초순,35.7895
123742,NEW갈비맛닭강정,미반,푸드 간편식,153,91,201.0,117,21,12,2025-03-01,2025-03 초순,17.9487
123490,신년운세떡만둣국,미반,푸드 간편식,164,104,197.0,129,19,9,2025-03-01,2025-03 초순,14.7287
109679,티머니_산리오키링(시나모롤),서비스 상품,일반서비스,155,101,195.0,125,16,12,2025-03-01,2025-03 초순,12.8
107513,그린)더커진불닭콘참치마요삼각,미반,삼각김밥,154,86,194.0,119,20,10,2025-03-01,2025-03 초순,16.8067
106842,시원)흔들어먹는젤리소다포도280ml,음료,탄산음료,149,86,193.5,109,15,21,2025-03-01,2025-03 초순,13.7615
113562,맥캘란 어 나잇 온 어스700ml,양주와인,양주,164,111,188.0,147,10,6,2025-03-01,2025-03 초순,6.8027
113159,조니워커골드750ml,양주와인,양주,146,95,186.0,117,17,10,2025-03-04,2025-03 초순,14.5299
123147,불닭마요참치김밥,미반,김밥,134,69,185.0,88,29,9,2025-03-01,2025-03 초순,32.9545
108726,빅모짜치즈불고기버거,조리빵,햄버거,130,65,184.0,86,28,10,2025-03-01,2025-03 초순,32.5581
600166,PB)갈릭새우칩65g,과자,스낵류,124,40,182.0,65,41,4,2025-03-01,2025-03 초순,63.0769
124171,랏소베어)랜덤키링set,과자,초콜릿,147,102,182.0,122,16,7,2025-03-01,2025-03 초순,13.1148
106826,롯데)킹장우듬뿍참치김밥,미반,김밥,133,51,179.0,88,31,4,2025-03-01,2025-03 초순,35.2273
124172,랏소베어)얼굴쿠션set,과자,초콜릿,139,83,174.0,118,17,3,2025-03-01,2025-03 초순,14.4068
170921,아사히)아사히생맥주캔340ml,맥주,수입맥주,139,73,169.0,110,22,0,2025-03-01,2025-03 초순,20.0
170452,HN)버지미스터500ml캔,맥주,수입맥주,134,77,168.0,113,19,0,2025-03-01,2025-03 초순,16.8142
124480,화요3종세트(나혼렙에디션),전통주,소주,128,79,167.0,106,17,5,2025-03-01,2025-03 초순,16.0377
107053,롯데)맛장우삼각더커진참치마요,미반,삼각김밥,137,60,166.0,92,29,1,2025-03-01,2025-03 초순,31.5217
191976,산타리타트리플C,양주와인,와인,147,97,166.0,120,7,15,2025-03-01,2025-03 초순,5.8333
124436,옥토모어 15.1 700ml,양주와인,양주,149,103,164.0,137,6,5,2025-03-04,2025-03 초순,4.3796
132457,삼양)까르보불닭볶음면(큰컵),면,용기면,115,47,163.0,66,32,6,2025-03-01,2025-03 초순,48.4848
107530,K리그산리오 한교동인형,문구/완구,일반완구,138,85,163.0,122,9,7,2025-03-07,2025-03 초순,7.377
013196,유부초밥4입,미반,초밥류,115,61,163.0,74,22,14,2025-03-01,2025-03 초순,29.7297
108245,PB)쿵야빠냐냐71g,과자,스낵류,134,74,162.0,91,21,10,2025-03-01,2025-03 초순,23.0769
108632,뚠뚠햄치즈&포테이토샌드,조리빵,샌드위치,131,64,161.0,95,21,6,2025-03-01,2025-03 초순,22.1053
192655,무학)드보밀레짐빈티지14,양주와인,와인,147,95,160.0,134,3,9,2025-03-01,2025-03 초순,2.2388
124509,신세계)프레스코발디 니포짜노끼안티21 ,양주와인,와인,143,68,160.0,109,10,15,2025-03-01,2025-03 초순,9.1743
140523,CJ)햇반황태국밥(컵반),가공식품,가공미반류,135,93,160.0,111,16,3,2025-03-01,2025-03 초순,14.4144
108773,롯데)의성마늘햄&직꾸닭도시락,미반,도시락,135,71,159.0,100,19,6,2025-03-01,2025-03 초순,19.0
123629,G)LOOK초콜릿(네가지과일)44g,과자,초콜릿,142,82,158.0,123,9,6,2025-03-01,2025-03 초순,7.3171
124298,옥토모어 15.3 700ml,양주와인,양주,133,80,157.0,112,9,10,2025-03-04,2025-03 초순,8.0357
013833,불고기크래미불닭유부,미반,김밥,135,94,156.0,114,9,9,2025-03-01,2025-03 초순,7.8947
124072,롯데)리얼소프트햄샌드,조리빵,샌드위치,129,59,156.0,101,17,5,2025-03-01,2025-03 초순,16.8317
114339,히밥)럭히밥김찌라면큰컵,면,용기면,118,61,156.0,75,28,4,2025-03-01,2025-03 초순,37.3333
124660,K리그산리오 머플러(한교동),패션잡화,시즌/소품,121,35,155.0,93,18,6,2025-03-07,2025-03 초순,19.3548
124299,옥토모어 15.2 700ml,양주와인,양주,132,80,155.0,116,10,5,2025-03-04,2025-03 초순,8.6207
123538,라파우라 스프링스 소비뇽 블랑,양주와인,와인,123,72,154.0,95,15,9,2025-03-01,2025-03 초순,15.7895
107817,K리그산리오)인형 키링_포차코,문구/완구,일반완구,118,42,154.0,97,15,6,2025-03-07,2025-03 초순,15.4639
132847,삼양)맵탱마늘조개라면큰컵,면,용기면,110,54,153.0,71,19,15,2025-03-01,2025-03 초순,26.7606
109628,그린)닭가슴살햄듬뿍샌드,조리빵,샌드위치,124,32,153.0,103,14,5,2025-03-01,2025-03 초순,13.5922
180999,북극곰의눈물720ml*2입세트,전통주,기타전통주,130,97,153.0,116,9,5,2025-03-01,2025-03 초순,7.7586
041426,제주우유생크림빵130g,디저트,냉장베이커리,113,62,150.0,73,18,15,2025-03-01,2025-03 초순,24.6575
113189,롯데)육즙가득삼겹살쌈장김밥,미반,김밥,115,52,148.0,80,19,9,2025-03-01,2025-03 초순,23.75
112762,골드후라이드치킨버거3.0,조리빵,햄버거,117,63,147.0,83,20,6,2025-03-01,2025-03 초순,24.0964
192102,앙리마티스하트750ml,양주와인,와인,120,83,147.0,100,10,9,2025-03-01,2025-03 초순,10.0
113512,맥캘란 12년 더블캐스크 700ml,양주와인,양주,115,76,147.0,93,13,8,2025-03-01,2025-03 초순,13.9785
107139,롯데)짜빙수130ml,아이스크림,노벨티,116,82,146.5,91,13,9,2025-03-01,2025-03 초순,14.2857
191642,롯데)배비치블랙쇼비뇽블랑750ml,양주와인,와인,121,61,145.0,99,8,12,2025-03-01,2025-03 초순,8.0808
021693,삼립)NEW상하이스파이시버거,조리빵,햄버거,130,36,145.0,106,12,5,2025-03-01,2025-03 초순,11.3208
191500,뽀므리브뤼로얄750,양주와인,와인,112,76,143.0,90,12,9,2025-03-01,2025-03 초순,13.3333
132835,PB)#대파열라면큰컵,면,용기면,103,47,141.0,67,23,6,2025-03-01,2025-03 초순,34.3284
124479,화요41도(나혼렙에디션),전통주,소주,108,70,139.0,90,13,5,2025-03-01,2025-03 초순,14.4444
