category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
양주와인,하이볼,1960,19,806,2289.0,1529,207,62,120,40,13.5383,21.3865,120.4737
문구/완구,일반완구,1793,58,677,2172.5,1511,168,10,87,10,11.1185,16.8762,37.4569
맥주,국산맥주,1747,36,759,2147.0,1360,256,70,50,11,18.8235,22.5,59.6389
전통주,소주,1749,39,759,2125.5,1475,185,17,59,8,12.5424,16.5424,54.5
패션잡화,시즌/소품,1582,40,472,1966.5,1315,188,16,54,6,14.2966,18.403,49.1625
즉석음료,세븐카페,1042,2,382,1671.0,700,323,11,7,1,46.1429,47.1429,835.5
냉장,냉장간편식,1497,46,986,1643.0,1341,71,26,58,1,5.2946,9.6197,35.7174
가공식품,가공미반류,1026,58,587,1259.0,813,137,33,37,6,16.8512,21.4022,21.7069
디저트,냉장베이커리,845,17,331,1122.0,583,138,35,83,6,23.6707,37.9074,66.0
즉석 식품,즉석치킨(삭제예정),808,16,225,1081.0,591,143,25,45,4,24.1963,31.8105,67.5625
빵,간식빵,804,28,295,1001.0,598,84,17,91,14,14.0468,29.2642,35.75
아이스크림,고급,614,44,185,827.0,449,102,17,45,1,22.7171,32.7394,18.7955
유음료,가공우유,603,52,264,794.5,402,106,33,56,5,26.3682,40.2985,15.2788
전통주,기타전통주,676,67,347,789.0,580,56,9,27,4,9.6552,14.3103,11.7761
냉장,냉장간식,514,59,231,649.0,380,67,18,45,4,17.6316,29.4737,11.0
면,봉지면,395,27,115,556.0,237,102,30,23,3,43.038,52.7426,20.5926
서비스 상품,일반서비스,379,2,204,488.0,298,49,6,24,0,16.443,24.4966,244.0
음료,기능성드링크,375,48,177,477.0,256,70,29,20,0,27.3438,35.1562,9.9375
즉석 식품,즉석치킨,310,23,96,441.0,191,69,15,31,4,36.1257,52.356,19.1739
담배,전자담배,385,8,97,418.0,347,19,2,11,6,5.4755,8.6455,52.25
가공식품,상온간편식,307,33,149,415.0,216,56,13,22,0,25.9259,36.1111,12.5758
건강/기호식품,숙취해소제,331,13,210,404.0,272,44,8,4,1,16.1765,17.6471,31.0769
음료,주스,319,43,155,398.0,219,39,15,41,5,17.8082,36.5297,9.2558
음료,스포츠음료,289,19,123,397.0,193,60,15,20,1,31.0881,41.4508,20.8947
유음료,흰우유,284,9,76,376.0,191,65,19,6,3,34.0314,37.1728,41.7778
유음료,요구르트,285,30,134,353.0,192,35,16,38,4,18.2292,38.0208,11.7667
음료,차음료,270,37,136,338.0,185,34,15,34,2,18.3784,36.7568,9.1351
유음료,컵커피,246,32,100,303.0,176,41,16,11,2,23.2955,29.5455,9.4688
음료,생수,213,18,113,292.0,147,40,6,17,3,27.2109,38.7755,16.2222
음료,커피음료,195,39,93,268.0,128,42,10,13,2,32.8125,42.9688,6.8718
과자,프로틴/시리얼,168,20,77,221.0,124,24,5,15,0,19.3548,31.4516,11.05
양주와인,리쿼,167,14,96,200.0,131,15,6,15,0,11.4504,22.9008,14.2857
위생용품,티슈,131,16,76,157.0,107,17,5,2,0,15.8879,17.757,9.8125
음료,전통음료,110,14,44,152.0,62,27,11,10,0,43.5484,59.6774,10.8571
즉석음료,파우치,96,24,32,151.0,60,22,1,13,0,36.6667,58.3333,6.2917
맥주,무알콜맥주,127,11,86,147.0,108,13,4,2,0,12.037,13.8889,13.3636
유음료,두유,111,11,52,144.0,73,19,6,11,2,26.0274,41.0959,13.0909
유음료,기능성우유,101,7,46,142.0,60,18,3,17,3,30.0,58.3333,20.2857
신선,야채,126,30,65,138.0,99,6,2,14,5,6.0606,20.202,4.6
전통주,막걸리,121,16,53,134.0,98,11,3,5,4,11.2245,16.3265,8.375
미반,샐러드 ,115,7,42,133.0,85,3,1,22,4,3.5294,29.4118,19.0
안주,스낵안주,112,12,66,133.0,84,8,2,15,3,9.5238,27.381,11.0833
조미료/건물,소스류,85,12,48,132.0,51,22,3,9,0,43.1373,60.7843,11.0
유음료,냉장주스,94,17,43,130.0,65,16,3,10,0,24.6154,40.0,7.6471
과자,껌,92,22,39,128.0,55,20,7,10,0,36.3636,54.5455,5.8182
약품/의료품,의약외품,104,25,48,126.0,80,16,6,2,0,20.0,22.5,5.04
신선,과일,95,20,48,125.0,69,13,2,10,1,18.8406,33.3333,6.25
즉석 식품,즉석간식,98,6,56,122.0,72,13,5,8,0,18.0556,29.1667,20.3333
건강/기호식품,커피,92,17,37,118.0,67,16,2,4,3,23.8806,29.8507,6.9412
유음료,프로틴 음료,88,15,43,115.0,69,11,1,7,0,15.942,26.087,7.6667
냉장,냉장안주,90,20,44,111.0,66,6,2,15,1,9.0909,31.8182,5.55
위생용품,생리대,95,30,58,109.0,73,7,2,10,3,9.589,23.2877,3.6333
빵,구움과자,83,10,38,109.0,51,18,7,6,1,35.2941,47.0588,10.9
안주,오징어,73,19,32,90.0,55,11,3,3,1,20.0,25.4545,4.7368
즉석음료,얼음,65,13,25,81.0,51,11,3,0,0,21.5686,21.5686,6.2308
신선,수축산/계란,64,8,28,76.0,49,9,3,2,1,18.3673,22.449,9.5
간식,냉장피자,57,9,22,66.0,41,5,3,7,1,12.1951,29.2683,7.3333
조미료/건물,조미료,51,13,17,64.0,37,8,2,3,1,21.6216,29.7297,4.9231
냉동,조리냉동,50,8,33,62.0,37,5,1,6,1,13.5135,29.7297,7.75
건강/기호식품,건강/이너뷰티,56,10,35,62.0,46,5,2,2,1,10.8696,15.2174,6.2
가공식품,캔,43,11,15,59.0,24,12,5,2,0,50.0,58.3333,5.3636
유음료,유제품,42,10,24,52.0,30,4,2,6,0,13.3333,33.3333,5.2
아이스크림,홈타입,36,6,17,49.0,25,5,1,5,0,20.0,40.0,8.1667
가정용품,세제류,40,10,20,46.0,26,7,4,2,1,26.9231,34.6154,4.6
안주,너트류,36,15,24,46.0,27,4,1,4,0,14.8148,29.6296,3.0667
건강/기호식품,차,37,9,24,43.0,28,3,2,4,0,10.7143,25.0,4.7778
가정용품,행락용품,30,6,12,42.0,17,8,2,2,1,47.0588,58.8235,7.0
냉동,냉동만두,33,5,18,41.0,22,6,3,2,0,27.2727,36.3636,8.2
안주,농산안주,34,7,13,37.0,18,5,5,5,1,27.7778,55.5556,5.2857
미용/화장품,미용소품,33,10,28,35.0,32,1,0,0,0,3.125,3.125,3.5
일용잡화,전기용품,27,4,5,35.0,23,4,0,0,0,17.3913,17.3913,8.75
일용잡화,휴대폰/주변기기,28,9,13,34.0,25,3,0,0,0,12.0,12.0,3.7778
조미료/건물,건해산물,23,4,15,32.0,15,4,1,3,0,26.6667,46.6667,8.0
가정용품,방향제,29,6,15,31.0,24,3,2,0,0,12.5,12.5,5.1667
조미료/건물,장류,23,8,12,28.0,14,2,0,5,2,14.2857,50.0,3.5
약품/의료품,의료기기,23,2,9,28.0,16,4,2,1,0,25.0,31.25,14.0
H&B,치약,23,8,9,27.0,17,4,2,0,0,23.5294,23.5294,3.375
일용잡화,반려동물용품,25,10,18,25.0,20,1,1,1,0,5.0,10.0,2.5
안주,생선류,21,9,12,25.0,17,3,1,0,0,17.6471,17.6471,2.7778
H&B,화장비누/바디클렌저,19,5,9,24.0,14,3,1,1,0,21.4286,28.5714,4.8
조미료/건물,분말가루,17,3,9,23.0,14,3,0,0,0,21.4286,21.4286,7.6667
안주,육포,18,8,9,23.0,11,4,2,1,0,36.3636,45.4545,2.875
조미료/건물,식용유지,17,4,8,21.0,13,3,1,0,0,23.0769,23.0769,5.25
간식,냉장간식,13,3,10,20.0,7,1,0,5,0,14.2857,85.7143,6.6667
디저트,떡,15,3,10,19.0,11,0,0,4,0,0.0,36.3636,6.3333
H&B,칫솔,17,4,11,17.0,15,1,1,0,0,6.6667,6.6667,4.25
H&B,면도용품,17,5,10,17.0,17,0,0,0,0,0.0,0.0,3.4
즉석 식품,즉석조리,16,1,14,15.0,11,0,1,3,1,0.0,27.2727,15.0
H&B,샴푸/린스,12,4,8,15.0,10,1,0,1,0,10.0,20.0,3.75
H&B,칫솔치약세트,14,4,7,14.0,14,0,0,0,0,0.0,0.0,3.5
H&B,여행용상품,11,2,5,13.0,8,2,1,0,0,25.0,25.0,6.5
냉동,신선냉동,14,4,10,13.0,10,1,1,1,1,10.0,20.0,3.25
미용/화장품,여성화장품,11,4,5,12.0,6,2,1,1,1,33.3333,50.0,3.0
간식,샐러드(삭제예정),12,2,9,12.0,9,0,0,2,1,0.0,22.2222,6.0
문구/완구,일반문구,10,2,9,10.0,10,0,0,0,0,0.0,0.0,5.0
위생용품,기저귀,7,2,6,9.0,6,1,0,0,0,16.6667,16.6667,4.5
가정용품,주방용품,7,2,4,9.0,4,2,1,0,0,50.0,50.0,4.5
전통주,선물세트,8,1,2,8.0,3,1,0,2,2,33.3333,100.0,8.0
빵,식빵,7,1,4,6.0,5,0,0,1,1,0.0,20.0,6.0
미용/화장품,헤어스타일링,5,1,1,5.0,5,0,0,0,0,0.0,0.0,5.0
일용잡화,건전지,5,3,4,5.0,5,0,0,0,0,0.0,0.0,1.6667
가정용품,청소/작업용품,5,3,5,5.0,5,0,0,0,0,0.0,0.0,1.6667
문구/완구,노트/봉투,3,1,2,4.0,2,0,0,1,0,0.0,50.0,4.0
냉동,냉동간편식,3,2,2,4.0,2,0,0,1,0,0.0,50.0,2.0
건강/기호식품,원컵,2,1,2,3.0,1,0,0,1,0,0.0,100.0,3.0
안주,기타,3,1,2,3.0,3,0,0,0,0,0.0,0.0,3.0
신선,쌀/잡곡,2,1,2,2.0,2,0,0,0,0,0.0,0.0,2.0
빵,호빵,2,1,1,2.0,2,0,0,0,0,0.0,0.0,2.0
일용잡화,자동차용품,1,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0
