mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
124513,우진)루체 21 750ml,양주와인,와인,1791,599,2004.0,1453,118,139,2025-03-01,2025-03 초순,8.1211
124634,키키쿼카)스트레스볼set,과자,캔디류,1779,1184,2002.5,1615,109,35,2025-03-01,2025-03 초순,6.7492
109497, 미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,1615,830,1982.0,1277,185,101,2025-03-01,2025-03 초순,14.4871
105367,3월 세븐카페 반값구독,,,1574,964,1978.0,1343,206,13,2025-03-01,2025-03 초순,15.3388
834845,3월 도시락 구독,,,1350,666,1919.0,1033,285,20,2025-03-05,2025-03 초순,27.5895
124670,SF9화보매거진기획set,과자,젤리류,1264,319,1863.0,920,276,56,2025-03-07,2025-03 초순,30.0
192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,1415,512,1831.0,1145,185,72,2025-03-01,2025-03 초순,16.1572
123767,"모바일금액권 50,000원",기타,판촉물,1034,412,1793.0,644,372,17,2025-03-01,2025-03 초순,57.764
124224,요이치 싱글몰트,양주와인,양주,1395,626,1769.5,1108,197,53,2025-03-04,2025-03 초순,17.7798
123502,롯데)홀그레인머스타드닭가슴살김밥,미반,김밥,1353,639,1766.0,960,146,205,2025-03-01,2025-03 초순,15.2083
124082,PB)밀크딸기콘170ml,아이스크림,노벨티,1572,1123,1763.5,1410,97,42,2025-03-01,2025-03 초순,6.8794
105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,1357,703,1709.0,1042,190,74,2025-03-01,2025-03 초순,18.2342
124635,키키쿼카)쁘띠키링set,과자,캔디류,1462,1006,1655.0,1325,92,30,2025-03-01,2025-03 초순,6.9434
990263,"모바일금액권 10,000원",기타,판촉물,1027,426,1652.0,691,310,19,2025-03-01,2025-03 초순,44.8625
108364,우진)루첸테 750ml,양주와인,와인,1436,514,1643.0,1156,101,121,2025-03-01,2025-03 초순,8.737
052382,세븐카페)아메리카노(R),즉석음료,세븐카페,988,379,1599.0,657,313,7,2025-03-01,2025-03 초순,47.6408
109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,1295,625,1574.0,1046,165,39,2025-03-01,2025-03 초순,15.7744
